geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0005975	carbohydrate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005975	555	29	3.2709251101321586	8.865993265993266	5.591726875886689e-20	7.121623349129287e-16	226;229;230;680;2131;2542;2548;2645;2997;3036;3073;3098;3099;3340;3423;5105;5214;5224;5236;5260;5837;6518;8660;8870;9469;10891;54206;54541;55577
GO:0005996	monosaccharide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005996	256	18	1.5087510417906893	11.930397727272728	9.040308457506818e-15	5.756868425740341e-11	226;229;230;680;2542;2548;2645;3073;3098;3099;3423;5105;5214;5224;5236;8660;10891;54206
GO:0016052	carbohydrate catabolic process	http://amigo.geneontology.org/amigo/term/GO:0016052	161	15	0.9488629598761757	15.808394504046678	2.9389394250073467e-14	1.2476777505631188e-10	226;229;230;2548;2645;3073;3098;3099;3423;5214;5224;5236;5837;8870;54541
GO:0006090	pyruvate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006090	120	13	0.7072270508393856	18.38164983164983	2.3979330637253923e-13	6.930922624047632e-10	226;229;230;2645;3098;3099;3948;5105;5214;5224;5236;8870;54541
GO:0006006	glucose metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006006	188	15	1.1079890463150375	13.538039974210188	2.9227571383493127e-13	6.930922624047632e-10	229;230;680;2542;2548;2645;3098;3099;5105;5214;5224;5236;8660;10891;54206
GO:0019318	hexose metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019318	228	16	1.3437313965948328	11.907141591352117	3.2651959598214347e-13	6.930922624047632e-10	226;229;230;680;2542;2548;2645;3098;3099;5105;5214;5224;5236;8660;10891;54206
GO:0046031	ADP metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046031	99	12	0.5834623169424932	20.566880930517293	5.360959841753418e-13	9.75388350636736e-10	205;226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0009135	purine nucleoside diphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009135	111	12	0.6541850220264317	18.343434343434343	2.1589565222936528e-12	3.055163363103551e-9	205;226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0009179	purine ribonucleoside diphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009179	111	12	0.6541850220264317	18.343434343434343	2.1589565222936528e-12	3.055163363103551e-9	205;226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0006096	glycolytic process	http://amigo.geneontology.org/amigo/term/GO:0006096	91	11	0.5363138468865342	20.51037851037851	5.406188703331363e-12	6.8853219325628236e-9	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0009185	ribonucleoside diphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009185	121	12	0.7131206095963806	16.827448034059604	6.106303359090933e-12	7.06998905285292e-9	205;226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0046032	ADP catabolic process	http://amigo.geneontology.org/amigo/term/GO:0046032	93	11	0.5481009644005239	20.069295101553166	6.897193404433754e-12	7.3202212665723565e-9	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0019364	pyridine nucleotide catabolic process	http://amigo.geneontology.org/amigo/term/GO:0019364	95	11	0.5598880819145137	19.646783625730993	8.749346654707819e-12	8.349764611302298e-9	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0009137	purine nucleoside diphosphate catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009137	96	11	0.5657816406715085	19.44212962962963	9.834050657155657e-12	8.349764611302298e-9	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0009181	purine ribonucleoside diphosphate catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009181	96	11	0.5657816406715085	19.44212962962963	9.834050657155657e-12	8.349764611302298e-9	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0006091	generation of precursor metabolites and energy	http://amigo.geneontology.org/amigo/term/GO:0006091	505	20	2.9762471722824144	6.7198719871987205	1.1883738472326433e-11	8.967049479621434e-9	205;226;229;230;2548;2645;2997;3098;3099;5214;5224;5236;5260;5837;8660;8870;8974;10891;54541;112464
GO:0009132	nucleoside diphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009132	128	12	0.7543755208953447	15.90719696969697	1.1969208633288661e-11	8.967049479621434e-9	205;226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0009191	ribonucleoside diphosphate catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009191	99	11	0.5834623169424932	18.85297418630752	1.3854101370798704e-11	9.286622897815383e-9	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0072526	pyridine-containing compound catabolic process	http://amigo.geneontology.org/amigo/term/GO:0072526	99	11	0.5834623169424932	18.85297418630752	1.3854101370798704e-11	9.286622897815383e-9	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
GO:0016051	carbohydrate biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0016051	206	14	1.2140731039409454	11.531430812984212	1.6988209426923292e-11	1.0818091763064752e-8	229;230;2131;2542;2645;2997;3036;3340;5105;5224;5236;5260;8660;10891
GO:0001666	response to hypoxia	http://amigo.geneontology.org/amigo/term/GO:0001666	297	16	1.7503869508274794	9.140835969118797	1.841718480883779e-11	1.116958408215991e-8	133;205;596;857;1027;2309;2353;3099;5105;7422;7428;8614;10370;26355;51129;54541
GO:0009134	nucleoside diphosphate catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009134	103	11	0.6070365519704727	18.120819848975188	2.1502678610598893e-11	1.2448096126572159e-8	226;229;230;2645;3098;3099;5214;5224;5236;8870;54541
