ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0006006	glucose metabolic process	15/98	193/18805	0.077720207253886	14.9135560960135	14.0623001005257	7.40084610390528e-14	9.88110772660101e-11	6.66006497659532e-11	PPARGC1A/HK1/ERRFI1/HK2/PGAM2/IRS2/SLC37A4/PCK1/BRS3/PGM1/PFKP/GAA/ALDOC/ALDOB/GCK	15
GO:0019318	hexose metabolic process	16/98	237/18805	0.0675105485232067	12.9544476018255	13.4047033710434	9.23941259134767e-14	9.88110772660101e-11	6.66006497659532e-11	PPARGC1A/ALDOA/HK1/ERRFI1/HK2/PGAM2/IRS2/SLC37A4/PCK1/BRS3/PGM1/PFKP/GAA/ALDOC/ALDOB/GCK	16
GO:0006090	pyruvate metabolic process	13/98	127/18805	0.102362204724409	19.6420536718624	15.2569075613807	1.07481229803492e-13	9.88110772660101e-11	6.66006497659532e-11	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/LDHC/PCK1/PGM1/PFKP/ALDOC/ALDOB/GCK	13
GO:0046031	ADP metabolic process	12/98	105/18805	0.114285714285714	21.9300291545189	15.5660981869581	2.62755995214617e-13	1.81170258700478e-10	1.22112391460267e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/PGM1/PFKP/ALDOC/ALDOB/GCK	12
GO:0005996	monosaccharide metabolic process	16/98	260/18805	0.0615384615384615	11.8084772370487	12.7020510365934	3.87343361180653e-13	2.13658598027248e-10	1.44010184388428e-10	PPARGC1A/ALDOA/HK1/ERRFI1/HK2/PGAM2/IRS2/SLC37A4/PCK1/BRS3/PGM1/PFKP/GAA/ALDOC/ALDOB/GCK	16
GO:0009135	purine nucleoside diphosphate metabolic process	12/98	117/18805	0.102564102564103	19.6807953950811	14.6704342031224	9.80623322077401e-13	3.86365588898496e-10	2.60418163426871e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/PGM1/PFKP/ALDOC/ALDOB/GCK	12
GO:0009179	purine ribonucleoside diphosphate metabolic process	12/98	117/18805	0.102564102564103	19.6807953950811	14.6704342031224	9.80623322077401e-13	3.86365588898496e-10	2.60418163426871e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/PGM1/PFKP/ALDOC/ALDOB/GCK	12
GO:0009185	ribonucleoside diphosphate metabolic process	12/98	128/18805	0.09375	17.9894770408163	13.9594247621416	2.89728694167244e-12	9.11795653321811e-10	6.14568575156032e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/PGM1/PFKP/ALDOC/ALDOB/GCK	12
GO:0006096	glycolytic process	11/98	97/18805	0.11340206185567	21.7604670734273	14.8369759471296	2.97540278458894e-12	9.11795653321811e-10	6.14568575156032e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0046032	ADP catabolic process	11/98	99/18805	0.111111111111111	21.3208616780045	14.672541208909	3.73857088784294e-12	1.02770863165216e-09	6.92696249569754e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0019364	pyridine nucleotide catabolic process	11/98	101/18805	0.108910891089109	20.898666397252	14.5128764162456	4.67406617905935e-12	1.02770863165216e-09	6.92696249569754e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0009132	nucleoside diphosphate metabolic process	12/98	134/18805	0.0895522388059701	17.1839780688395	13.6078645246365	5.01561353804399e-12	1.02770863165216e-09	6.92696249569754e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/PGM1/PFKP/ALDOC/ALDOB/GCK	12
GO:0009137	purine nucleoside diphosphate catabolic process	11/98	102/18805	0.107843137254902	20.6937775110044	14.4347598228245	5.21679508452873e-12	1.02770863165216e-09	6.92696249569754e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0009181	purine ribonucleoside diphosphate catabolic process	11/98	102/18805	0.107843137254902	20.6937775110044	14.4347598228245	5.21679508452873e-12	1.02770863165216e-09	6.92696249569754e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0006091	generation of precursor metabolites and energy	19/98	484/18805	0.0392561983471074	7.53278377466689	10.5385888985089	5.90259341119585e-12	1.08529017520521e-09	7.31507365906798e-10	PPARGC1A/ALDOA/HK1/PHKG1/DDIT4/IER3/HK2/PGAM2/AK4/IRS2/GYS1/PYGM/PGM1/CAVIN3/PFKP/GAA/ALDOC/ALDOB/GCK	19
GO:0072526	pyridine-containing compound catabolic process	11/98	104/18805	0.105769230769231	20.2958202511774	14.2818209928547	6.47595395377306e-12	1.11629256278163e-09	7.52403597523896e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0009191	ribonucleoside diphosphate catabolic process	11/98	105/18805	0.104761904761905	20.1025267249757	14.206946604074	7.20303031062557e-12	1.16858574098267e-09	7.87650249446734e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0016052	carbohydrate catabolic process	13/98	179/18805	0.0726256983240224	13.9359822141147	12.5864197736071	9.03003671201913e-12	1.38360229176382e-09	9.32575721252969e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PYGM/PGM1/PFKP/GAA/ALDOC/ALDOB/GCK	13
GO:0009134	nucleoside diphosphate catabolic process	11/98	108/18805	0.101851851851852	19.5441232048375	13.988408413678	9.84718301740281e-12	1.42939635589458e-09	9.63441839819023e-10	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0016051	carbohydrate biosynthetic process	13/98	207/18805	0.0628019323671498	12.0509218180026	11.5714196343237	5.6435410437896e-11	7.78244309938586e-09	5.24552288596444e-09	PPARGC1A/HAS1/PGAM2/IRS2/NDST1/SLC37A4/EXT1/GYS1/PCK1/PGM1/ALDOC/ALDOB/GCK	13
GO:1901136	carbohydrate derivative catabolic process	14/98	258/18805	0.0542635658914729	10.4125138427464	11.0183035005026	6.88520424419344e-11	9.04256824070739e-09	6.09487252894517e-09	ALDOA/HK1/DDIT4/IER3/HEXA/IDS/HK2/PGAM2/PGM1/PFKP/ALDOC/NAGK/ALDOB/GCK	14
GO:0009154	purine ribonucleotide catabolic process	11/98	130/18805	0.0846153846153846	16.2366562009419	12.617320214846	7.55313637774556e-11	9.46888642264648e-09	6.38221954215247e-09	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0001666	response to hypoxia	15/98	316/18805	0.0474683544303797	9.10859597003358	10.5212799698949	8.98809117535957e-11	1.07778936789747e-08	7.26451671198399e-09	CAV1/VHL/BCL2/FOXO3/DDIT4/HK2/VEGFA/AK4/FOS/CITED2/STC2/FAM162A/ANGPTL4/ADM/CDKN1B	15
GO:0009261	ribonucleotide catabolic process	11/98	136/18805	0.0808823529411765	15.5203331332533	12.3004667852325	1.23348332439318e-10	1.41747792028183e-08	9.55408574946649e-09	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0006195	purine nucleotide catabolic process	11/98	139/18805	0.079136690647482	15.18536191455	12.149496378061	1.5624657941898e-10	1.62305683546158e-08	1.09397289089163e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0019362	pyridine nucleotide metabolic process	12/98	180/18805	0.0666666666666667	12.7925170068027	11.5061679538396	1.62571642625976e-10	1.62305683546158e-08	1.09397289089163e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PRDX5/PFKP/ALDOC/ALDOB/GCK	12
GO:0046496	nicotinamide nucleotide metabolic process	12/98	180/18805	0.0666666666666667	12.7925170068027	11.5061679538396	1.62571642625976e-10	1.62305683546158e-08	1.09397289089163e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PRDX5/PFKP/ALDOC/ALDOB/GCK	12
GO:0036293	response to decreased oxygen levels	15/98	330/18805	0.0454545454545455	8.7221706864564	10.2433079462525	1.64777343701684e-10	1.62305683546158e-08	1.09397289089163e-08	CAV1/VHL/BCL2/FOXO3/DDIT4/HK2/VEGFA/AK4/FOS/CITED2/STC2/FAM162A/ANGPTL4/ADM/CDKN1B	15
GO:0046034	ATP metabolic process	13/98	230/18805	0.0565217391304348	10.8458296362023	10.8739644694858	2.09480953293779e-10	1.99223610063532e-08	1.34280712710277e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/LDHC/PGM1/PFKP/ALDOC/ALDOB/GCK	13
GO:0072524	pyridine-containing compound metabolic process	12/98	187/18805	0.0641711229946524	12.3136527338208	11.2536452431363	2.53033047860784e-10	2.32621715333348e-08	1.56791706148121e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PRDX5/PFKP/ALDOC/ALDOB/GCK	12
GO:0070482	response to oxygen levels	15/98	358/18805	0.0418994413407821	8.03998973891232	9.73389711546519	5.09980191976379e-10	4.5371786111963e-08	3.05814947039146e-08	CAV1/VHL/BCL2/FOXO3/DDIT4/HK2/VEGFA/AK4/FOS/CITED2/STC2/FAM162A/ANGPTL4/ADM/CDKN1B	15
GO:0072523	purine-containing compound catabolic process	11/98	156/18805	0.0705128205128205	13.5305468341183	11.3747179012146	5.41022074469898e-10	4.66293400433743e-08	3.14291112997974e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0009205	purine ribonucleoside triphosphate metabolic process	13/98	254/18805	0.0511811023622047	9.82102683593122	10.2444447578861	7.10886045625309e-10	5.94128398131698e-08	4.00454467806793e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/LDHC/PGM1/PFKP/ALDOC/ALDOB/GCK	13
GO:0009166	nucleotide catabolic process	11/98	162/18805	0.0679012345679012	13.0294154698917	11.1296169704346	8.09717383672468e-10	6.56823689461372e-08	4.4271235280668e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/PGM1/PFKP/ALDOC/ALDOB/GCK	11
GO:0009144	purine nucleoside triphosphate metabolic process	13/98	261/18805	0.0498084291187739	9.55762764876065	10.0764607207192	9.91076004031353e-10	7.5927433864402e-08	5.11766147110927e-08	ALDOA/HK1/DDIT4/IER3/HK2/PGAM2/AK4/LDHC/PGM1/PFKP/ALDOC/ALDOB/GCK	13
