Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Hexose Metabolic Process (GO:0019318)	8/48	9.398156584218372E-11	1.096764873378284E-7	0	0	43.17391304347826	996.7959566837154	GAA;IRS2;ALDOC;ALDOB;PCK1;SLC37A4;PGM1;BRS3
Glucose Metabolic Process (GO:0006006)	8/57	3.9665672491709623E-10	2.3144919898912566E-7	0	0	35.22803904170364	762.614823617327	GAA;PGAM2;IRS2;SLC37A4;PCK1;PPARGC1A;PGM1;BRS3
Negative Regulation of Apoptotic Process (GO:0043066)	14/475	1.0273421704683828E-7	3.996361043122009E-5	0	0	6.864399939464259	110.45588727771516	HSPA5;CITED2;CAV1;SIAH2;SERPINE1;PLAUR;PRKCA;VEGFA;PRDX5;BCL2;ANGPTL4;VHL;PPARGC1A;IER3
Glycosaminoglycan Biosynthetic Process (GO:0006024)	5/25	1.3861936835362367E-7	4.044220071716971E-5	0	0	52.31578947368421	826.1465691073544	EXT1;HEXA;GCNT2;B3GALT6;HS3ST1
Gluconeogenesis (GO:0006094)	5/27	2.0896853791297667E-7	4.877325674888875E-5	0	0	47.55502392344498	731.4477287849724	PGAM2;PCK1;SLC37A4;PPARGC1A;PGM1
Glycosaminoglycan Metabolic Process (GO:0030203)	5/28	2.5339153987861843E-7	4.928465450639128E-5	0	0	45.48512585812357	690.8430996254966	EXT1;HEXA;GCNT2;IDS;HS3ST1
Hexose Biosynthetic Process (GO:0019319)	5/30	3.645208180442666E-7	6.077082780823702E-5	0	0	41.8421052631579	620.2959119819114	PGAM2;PCK1;SLC37A4;PPARGC1A;PGM1
Regulation of Apoptotic Process (GO:0042981)	15/704	2.143543289350411E-6	3.126893773339912E-4	0	0	4.920430291129514	64.22662436071384	JUN;HSPA5;CITED2;SIAH2;PLAUR;FOXO3;VEGFA;PRDX5;FAM162A;CASP6;BCL2;ANGPTL4;VHL;TGM2;IER3
Glycogen Metabolic Process (GO:0005977)	4/20	2.680321068927162E-6	3.4754829860422196E-4	0	0	51.78125	664.3313770708211	GYS1;PHKG1;GAA;PYGM
Positive Regulation of Angiogenesis (GO:0045766)	7/126	3.280753056682518E-6	3.8286388171484984E-4	0	0	12.511701454775459	157.99072903302357	BTG1;SERPINE1;PRKCA;ANGPTL4;F3;TGM2;VEGFA
Pyruvate Metabolic Process (GO:0006090)	5/48	4.0789315710080005E-6	4.327375584878488E-4	0	0	24.304773561811505	301.6143523636763	LDHC;PGAM2;ALDOC;PCK1;PGM1
Aminoglycan Biosynthetic Process (GO:0006023)	4/24	5.788898332949143E-6	5.629703628793042E-4	0	0	41.416666666666664	499.4671309916732	EXT1;HEXA;GCNT2;HS3ST1
Regulation of Angiogenesis (GO:0045765)	8/211	1.0888377683288491E-5	9.774412889536669E-4	0	0	8.43735275219533	96.42050301063638	EFNA3;BTG1;SERPINE1;PRKCA;ANGPTL4;F3;DCN;VEGFA
Positive Regulation of Cellular Process (GO:0048522)	13/622	1.3360780207769309E-5	0.0011137164644619132	0	0	4.733272936602306	53.12240725533267	TPD52;EDN2;CITED2;CAV1;IRS2;PRKCA;VEGFA;SLC6A6;BCL2;GCNT2;CCN2;VHL;TGM2
ATP Metabolic Process (GO:0046034)	5/62	1.4585125788444958E-5	0.0011347227863410176	0	0	18.32225300092336	204.0276009193389	PGAM2;ALDOC;AK4;ALDOB;PGM1
Positive Regulation of Vasculature Development (GO:1904018)	6/109	1.7945329039103468E-5	0.0013088874367896092	0	0	12.26833298905185	134.07055976214613	BTG1;SERPINE1;PRKCA;ANGPTL4;F3;VEGFA
Negative Regulation of Programmed Cell Death (GO:0043069)	10/382	2.1595713743022837E-5	0.0014824822316533912	0	0	5.83273596176822	62.661174015830056	PRDX5;HSPA5;CITED2;SIAH2;BCL2;PLAUR;ANGPTL4;VHL;IER3;VEGFA
Cellular Response to Hypoxia (GO:0071456)	5/77	4.1972173002737946E-5	0.0027211958830108433	0	0	14.494152046783626	146.07936513066915	CITED2;FAM162A;AK4;VHL;VEGFA
Cellular Response to Decreased Oxygen Levels (GO:0036294)	5/78	4.4670398109384825E-5	0.00274370287335011	0	0	14.294881038211969	143.18038045628472	CITED2;FAM162A;AK4;VHL;VEGFA
Negative Regulation of Transferase Activity (GO:0051348)	3/19	1.108806349755567E-4	0.006469885050823733	0	0	38.43556701030928	350.03487252570744	CDKN1C;CDKN1B;IRS2
Regulation of Cell Migration (GO:0030334)	10/479	1.4269842485139657E-4	0.007929955323884751	0	0	4.6034115138592755	40.76218272463427	HSPA5;CITED2;CAV1;SERPINE1;GCNT2;PRKCA;FOXO3;F3;SAP30;VEGFA
Positive Regulation of Apoptotic Process (GO:0043065)	8/313	1.7588201929883023E-4	0.009329741660078859	0	0	5.586600142551675	48.300052833445854	JUN;BTG1;FAM162A;CASP6;BCL2;FOXO3;F3;TGM2
Positive Regulation of Developmental Process (GO:0051094)	7/245	2.311316696911608E-4	0.011727419936068897	0	0	6.218216318785578	52.06215921744629	SLC6A6;CCN2;VLDLR;VHL;DCN;SAP30;VEGFA
Regulation of Kinase Activity (GO:0043549)	3/27	3.251243529193447E-4	0.014745735865951577	0	0	25.61340206185567	205.70898832313847	CDKN1C;CDKN1B;IRS2
Regulation of miRNA Transcription (GO:1902893)	4/66	3.3432311010974254E-4	0.014745735865951577	0	0	13.331989247311828	106.70127789939	JUN;FOS;FOXO3;VEGFA
ADP Catabolic Process (GO:0046032)	3/28	3.6282137198050867E-4	0.014745735865951577	0	0	24.587628865979383	194.773359177925	PGAM2;ALDOC;PGM1
Cellular Response to Hexose Stimulus (GO:0071331)	3/28	3.6282137198050867E-4	0.014745735865951577	0	0	24.587628865979383	194.773359177925	PRKCA;SLC2A5;PCK1
Glycolytic Process (GO:0006096)	3/28	3.6282137198050867E-4	0.014745735865951577	0	0	24.587628865979383	194.773359177925	PGAM2;ALDOC;PGM1
Glucan Catabolic Process (GO:0009251)	2/6	3.664321680484968E-4	0.014745735865951577	0	0	101.51020408163265	803.1179907171842	GAA;PYGM
Regulation of Blood Coagulation (GO:0030193)	3/29	4.032210189685461E-4	0.015685297637876443	0	0	23.640761300555116	184.7767981808264	CAV1;SERPINE1;PLAUR
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	10/555	4.6130084625532194E-4	0.016127712253157102	0	0	3.945973496432212	30.31083809832863	CDKN1C;JUN;KLF6;NFIL3;CITED2;FOS;VHL;FOXO3;PPARGC1A;JMJD6
Negative Regulation of DNA-templated Transcription (GO:0045892)	14/1006	4.7236892548300135E-4	0.016127712253157102	0	0	3.1028694673668418	23.760999457752504	CDKN1C;JUN;CDKN1B;CITED2;CAV1;FOXO3;SAP30;VEGFA;EFNA1;PRDX5;NFIL3;MAFF;MXI1;VHL
Regulation of Positive Chemotaxis (GO:0050926)	2/7	5.113327792346296E-4	0.016127712253157102	0	0	81.20408163265306	615.4043164173056	F3;VEGFA
Nucleobase-Containing Small Molecule Interconversion (GO:0015949)	2/7	5.113327792346296E-4	0.016127712253157102	0	0	81.20408163265306	615.4043164173056	AK4;GLRX
Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	2/7	5.113327792346296E-4	0.016127712253157102	0	0	81.20408163265306	615.4043164173056	ALDOC;PFKP
Fructose Metabolic Process (GO:0006000)	2/7	5.113327792346296E-4	0.016127712253157102	0	0	81.20408163265306	615.4043164173056	ALDOC;ALDOB
Heparan Sulfate Proteoglycan Biosynthetic Process, Chain Elongation (GO:0015014)	2/7	5.113327792346296E-4	0.016127712253157102	0	0	81.20408163265306	615.4043164173056	EXT1;NDST1
Pyridine Nucleotide Catabolic Process (GO:0019364)	3/32	5.414210691078273E-4	0.0166273259907588	0	0	21.191965872733736	159.39141404206075	PGAM2;ALDOC;PGM1
Positive Regulation of DNA-templated Transcription (GO:0045893)	16/1274	5.616077349250936E-4	0.016805031452758572	0	0	2.822620940267999	21.126490518971483	CDKN1C;JUN;HSPA5;ANXA2;CITED2;FOS;FOXO3;DCN;JMJD6;VEGFA;PLAC8;KLF6;NFIL3;MAFF;VHL;PPARGC1A
Receptor-Mediated Endocytosis (GO:0006898)	5/136	6.061639128737695E-4	0.017684832158092224	0	0	7.942547207713941	58.84125002597915	CAV1;NEDD4L;ACKR3;ADM;VLDLR
Intracellular Monoatomic Cation Homeostasis (GO:0030003)	6/210	6.552143832720572E-4	0.018649638665329045	0	0	6.16270337922403	45.17599338212247	MT2A;EDN2;STC2;CAV1;PRKCA;CP
Positive Regulation of Organelle Organization (GO:0010638)	4/81	7.288450671205103E-4	0.020002778655723898	0	0	10.726731601731602	77.49043873935365	ANXA2;FAM162A;PLAUR;DCN
Regulation of Cell Adhesion (GO:0030155)	5/142	7.370346891140768E-4	0.020002778655723898	0	0	7.592393392239724	54.762989036023214	EFNA1;PLAUR;PRKCA;TGM2;VEGFA
Regulation of Endothelial Cell Proliferation (GO:0001936)	4/87	9.530771662039316E-4	0.02527820574909064	0	0	9.948293172690763	69.19848374830829	CAV1;PRKCA;F3;VEGFA
Regulation of Endothelial Cell Migration (GO:0010594)	4/88	9.946672626060203E-4	0.025288317694290692	0	0	9.829365079365079	67.9514062017993	SCARB1;PRKCA;DCN;VEGFA
Positive Regulation of Multicellular Organismal Process (GO:0051240)	8/407	0.0010006065822574046	0.025288317694290692	0	0	4.2499727579819115	29.355194577966152	PLAC8;CAV1;SERPINE1;GCNT2;PRKCA;PPARGC1A;SAP30;VEGFA
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374)	5/153	0.0010304093375864177	0.025288317694290692	0	0	7.024182076813656	48.310913451022216	GCNT2;ACKR3;PRKCA;CCN2;VEGFA
Carbohydrate Catabolic Process (GO:0016052)	3/40	0.0010476950310726527	0.025288317694290692	0	0	16.60323209807746	113.9174773737536	PGAM2;ALDOC;PGM1
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	11/732	0.0010754654683828846	0.025288317694290692	0	0	3.287709018373358	22.47149678647501	EFNA1;JUN;NFIL3;CITED2;CAV1;MAFF;MXI1;VHL;FOXO3;SAP30;VEGFA
Glucan Metabolic Process (GO:0044042)	2/10	0.0010850384206118583	0.025288317694290692	0	0	50.744897959183675	346.39177176286466	PHKG1;PYGM
Negative Regulation of Kinase Activity (GO:0033673)	3/41	0.0011263274602029934	0.025288317694290692	0	0	16.16549104720564	109.74417204757295	CDKN1C;CDKN1B;IRS2
Positive Regulation of Cell Adhesion (GO:0045785)	4/92	0.0011738374459389707	0.025288317694290692	0	0	9.380681818181818	63.29593508345567	CITED2;PRKCA;TGM2;VEGFA
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	13/983	0.0012161062375918915	0.025288317694290692	0	0	2.916103803768219	19.573183644674966	JUN;HSPA5;ANXA2;CITED2;FOS;FOXO3;DCN;JMJD6;VEGFA;PLAC8;KLF6;MAFF;PPARGC1A
Cellular Response to Glucose Starvation (GO:0042149)	3/43	0.0012945471308939182	0.025288317694290692	0	0	15.355670103092784	102.10897717127874	HSPA5;PLIN2;FOXO3
Positive Regulation of Receptor-Mediated Endocytosis (GO:0048260)	3/43	0.0012945471308939182	0.025288317694290692	0	0	15.355670103092784	102.10897717127874	ANXA2;SERPINE1;VEGFA
Negative Regulation of Potassium Ion Transmembrane Transport (GO:1901380)	2/11	0.0013218400851343036	0.025288317694290692	0	0	45.10430839002267	298.984305122014	CAV1;NEDD4L
Negative Regulation of Potassium Ion Transport (GO:0043267)	2/11	0.0013218400851343036	0.025288317694290692	0	0	45.10430839002267	298.984305122014	CAV1;NEDD4L
Regulation of Mitochondrial Depolarization (GO:0051900)	2/11	0.0013218400851343036	0.025288317694290692	0	0	45.10430839002267	298.984305122014	BCL2;DCN
Polysaccharide Biosynthetic Process (GO:0000271)	2/11	0.0013218400851343036	0.025288317694290692	0	0	45.10430839002267	298.984305122014	EXT1;NDST1
