GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR	Symbol
GO:0071456	cellular response to hypoxia	154	8	0.42	6.4e-08	0.000986432	CDKN1B, CITED2, AK4, FOS, BCL2, VEGFA, VHL, STC2
GO:0061621	canonical glycolysis	18	3	0.05	1.5e-05	0.1155975	GCK, PFKP, PGAM2
GO:0035988	chondrocyte proliferation	26	3	0.07	4.7e-05	0.241470333333333	CCN2, EXT1, ERRFI1
GO:1902961	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process	5	2	0.01	7.3e-05	0.28128725	EFNA1, EFNA3
GO:0036022	limb joint morphogenesis	7	2	0.02	0.00015	0.385325	EXT1, ERRFI1
GO:0043654	recognition of apoptotic cell	7	2	0.02	0.00015	0.385325	JMJD6, SCARB1
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	8	2	0.02	0.00020	0.400738	EXT1, NDST1
GO:0030388	fructose 1,6-bisphosphate metabolic process	9	2	0.02	0.00026	0.400738	ALDOA, PFKP
GO:0032570	response to progesterone	44	3	0.12	0.00023	0.400738	FOS, ERRFI1, CAV1
GO:0060426	lung vasculature development	9	2	0.02	0.00026	0.400738	ERRFI1, VEGFA
GO:0030210	heparin biosynthetic process	11	2	0.03	0.00039	0.546460909090909	EXT1, NDST1
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification	12	2	0.03	0.00047	0.603675833333333	NDST1, HS3ST1
GO:0000082	G1/S transition of mitotic cell cycle	256	3	0.7	0.15846	1	CDKN1B, BCL2, CCNG2
GO:0000122	negative regulation of transcription by RNA polymerase II	936	7	2.55	0.01299	1	CITED2, EFNA1, MAFF, NFIL3, VEGFA, VHL, CAV1
GO:0000165	MAPK cascade	776	7	2.12	1.00000	1	CAVIN3, CCN2, EFNA1, NDST1, TPBG, VEGFA, CAV1
GO:0000271	polysaccharide biosynthetic process	66	4	0.18	1.00000	1	EXT1, GCK, GYS1, NDST1
GO:0000278	mitotic cell cycle	928	3	2.53	1.00000	1	CDKN1B, BCL2, CCNG2
GO:0000302	response to reactive oxygen species	199	4	0.54	1.00000	1	FOS, PRDX5, ANKZF1, BCL2
GO:0000902	cell morphogenesis	997	10	2.72	0.30770	1	EFNA1, EFNA3, EXT1, ALDOA, HEXA, BCL2, TPBG, VEGFA, VHL, VLDLR
GO:0001101	response to acid chemical	144	2	0.39	1.00000	1	CDKN1B, VEGFA
GO:0001501	skeletal system development	537	10	1.46	0.17197	1	CITED2, CCN2, EXT1, ANXA2, HEXA, NDST1, ERRFI1, BGN, TGM2, VEGFA
GO:0001503	ossification	455	4	1.24	0.18312	1	CCN2, EXT1, BCL2, VEGFA
GO:0001525	angiogenesis	636	11	1.73	0.00752	1	CCN2, DCN, EFNA1, EFNA3, F3, JMJD6, ANXA2, BTG1, TGM2, VEGFA, CAV1
GO:0001541	ovarian follicle development	58	2	0.16	0.01093	1	BCL2, VEGFA
GO:0001558	regulation of cell growth	406	4	1.11	1.00000	1	CDKN1B, BCL2, BTG1, VEGFA
GO:0001568	blood vessel development	821	14	2.24	0.11527	1	CITED2, COL5A1, CCN2, DCN, EFNA1, EFNA3, F3, JMJD6, ANXA2, NDST1, BTG1, TGM2, VEGFA, CAV1
GO:0001570	vasculogenesis	86	3	0.23	0.00167	1	CITED2, VEGFA, CAV1
GO:0001654	eye development	410	7	1.12	1.00000	1	CDKN1B, CITED2, COL5A1, JMJD6, FOS, BCL2, VEGFA
GO:0001657	ureteric bud development	100	2	0.27	1.00000	1	BCL2, VEGFA
GO:0001658	branching involved in ureteric bud morphogenesis	61	2	0.17	0.10174	1	BCL2, VEGFA
GO:0001659	temperature homeostasis	185	3	0.5	1.00000	1	PPARGC1A, VEGFA, CAV1
GO:0001666	response to hypoxia	314	9	0.86	0.31046	1	CDKN1B, CITED2, AK4, FOS, BCL2, VEGFA, VHL, CAV1, STC2
GO:0001667	ameboidal-type cell migration	241	2	0.66	1.00000	1	TPBG, VEGFA
GO:0001678	intracellular glucose homeostasis	162	2	0.44	0.07218	1	PPARGC1A, GCK
GO:0001701	in utero embryonic development	403	3	1.1	0.10596	1	CITED2, MAFF, VEGFA
GO:0001763	morphogenesis of a branching structure	207	4	0.56	1.00000	1	EXT1, BCL2, TGM2, VEGFA
GO:0001765	membrane raft assembly	14	2	0.04	0.01066	1	ANXA2, CAV1
GO:0001775	cell activation	1138	6	3.1	1.00000	1	KLF6, JMJD6, NFIL3, BCL2, TPD52, CAV1
GO:0001822	kidney development	322	4	0.88	0.23139	1	EXT1, JMJD6, BCL2, VEGFA
GO:0001823	mesonephros development	105	2	0.29	1.00000	1	BCL2, VEGFA
GO:0001837	epithelial to mesenchymal transition	192	2	0.52	1.00000	1	EFNA1, VEGFA
GO:0001889	liver development	147	2	0.4	0.06093	1	CITED2, ERRFI1
GO:0001890	placenta development	152	3	0.41	0.09548	1	CDKN1B, CITED2, STC2
GO:0001893	maternal placenta development	35	2	0.1	1.00000	1	CITED2, STC2
GO:0001894	tissue homeostasis	270	6	0.74	0.04275	1	CCN2, EXT1, PRDX5, ERRFI1, BCL2, VEGFA
GO:0001932	regulation of protein phosphorylation	717	5	1.96	1.00000	1	CDKN1B, EFNA1, ERRFI1, VEGFA, CAV1
GO:0001933	negative regulation of protein phosphorylation	236	3	0.64	1.00000	1	CDKN1B, ERRFI1, CAV1
GO:0001934	positive regulation of protein phosphorylation	454	3	1.24	1.00000	1	EFNA1, VEGFA, CAV1
GO:0001935	endothelial cell proliferation	202	4	0.55	0.05056	1	F3, VEGFA, CAV1, SCARB1
GO:0001936	regulation of endothelial cell proliferation	179	3	0.49	1.00000	1	F3, VEGFA, CAV1
GO:0001938	positive regulation of endothelial cell proliferation	107	2	0.29	0.20412	1	F3, VEGFA
GO:0001942	hair follicle development	96	2	0.26	1.00000	1	EXT1, BCL2
GO:0001944	vasculature development	855	15	2.33	1.00000	1	CITED2, COL5A1, CCN2, DCN, EFNA1, EFNA3, F3, JMJD6, ANXA2, NDST1, ERRFI1, BTG1, TGM2, VEGFA, CAV1
GO:0001952	regulation of cell-matrix adhesion	125	2	0.34	0.08255	1	BCL2, VEGFA
GO:0001959	regulation of cytokine-mediated signaling pathway	187	2	0.51	1.00000	1	EXT1, CAV1
GO:0002009	morphogenesis of an epithelium	500	6	1.36	1.00000	1	CITED2, COL5A1, EXT1, BCL2, TGM2, VEGFA
GO:0002040	sprouting angiogenesis	195	3	0.53	0.08123	1	JMJD6, TGM2, VEGFA
GO:0002062	chondrocyte differentiation	116	2	0.32	1.00000	1	CCN2, EXT1
GO:0002065	columnar/cuboidal epithelial cell differentiation	132	2	0.36	1.00000	1	EXT1, CAV1
GO:0002067	glandular epithelial cell differentiation	73	2	0.2	0.01694	1	EXT1, CAV1
GO:0002088	lens development in camera-type eye	91	2	0.25	1.00000	1	CDKN1B, CITED2
GO:0002090	regulation of receptor internalization	75	2	0.2	1.00000	1	ANXA2, VEGFA
GO:0002218	activation of innate immune response	317	2	0.86	1.00000	1	NAGK, CAV1
GO:0002221	pattern recognition receptor signaling pathway	278	2	0.76	1.00000	1	NAGK, CAV1
GO:0002237	response to molecule of bacterial origin	374	2	1.02	1.00000	1	FOS, SCARB1
GO:0002244	hematopoietic progenitor cell differentiation	135	4	0.37	0.15665	1	CITED2, EXT1, BCL2, VEGFA
GO:0002253	activation of immune response	570	3	1.55	1.00000	1	NAGK, BCL2, CAV1
GO:0002262	myeloid cell homeostasis	183	3	0.5	1.00000	1	CITED2, JMJD6, VEGFA
GO:0002376	immune system process	2667	11	7.27	1.00000	1	CITED2, KLF6, EXT1, JMJD6, FOS, NFIL3, NAGK, BCL2, TPD52, VEGFA, CAV1
GO:0002520	immune system development	202	2	0.55	1.00000	1	CITED2, BCL2
GO:0002521	leukocyte differentiation	627	9	1.71	1.00000	1	CITED2, KLF6, JMJD6, FOS, ANXA2, NFIL3, BCL2, TPD52, VEGFA
GO:0002526	acute inflammatory response	107	2	0.29	1.00000	1	EXT1, F3
GO:0002573	myeloid leukocyte differentiation	246	4	0.67	1.00000	1	CITED2, FOS, ANXA2, VEGFA
GO:0002682	regulation of immune system process	1631	5	4.45	1.00000	1	FOS, NAGK, BCL2, VEGFA, CAV1
GO:0002684	positive regulation of immune system process	1117	5	3.05	1.00000	1	FOS, NAGK, BCL2, VEGFA, CAV1
GO:0002694	regulation of leukocyte activation	587	2	1.6	1.00000	1	BCL2, CAV1
GO:0002696	positive regulation of leukocyte activation	370	2	1.01	1.00000	1	BCL2, CAV1
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	178	2	0.49	1.00000	1	NAGK, CAV1
GO:0002757	immune response-activating signaling pathway	503	3	1.37	1.00000	1	NAGK, BCL2, CAV1
GO:0002758	innate immune response-activating signaling pathway	297	2	0.81	1.00000	1	NAGK, CAV1
GO:0002764	immune response-regulating signaling pathway	562	3	1.53	1.00000	1	NAGK, BCL2, CAV1
GO:0002831	regulation of response to biotic stimulus	564	2	1.54	1.00000	1	NAGK, CAV1
GO:0002833	positive regulation of response to biotic stimulus	416	2	1.13	1.00000	1	NAGK, CAV1
GO:0002931	response to ischemia	66	2	0.18	0.01399	1	BCL2, CAV1
GO:0003002	regionalization	430	2	1.17	1.00000	1	CITED2, EXT1
GO:0003006	developmental process involved in reproduction	1036	7	2.83	1.00000	1	CDKN1B, CITED2, PGAM2, ERRFI1, BCL2, VEGFA, STC2
GO:0003007	heart morphogenesis	274	5	0.75	0.11957	1	CITED2, COL5A1, EFNA1, EXT1, VEGFA
GO:0003008	system process	2337	13	6.37	1.00000	1	CDKN1B, EXT1, ALDOA, FOS, HEXA, PGAM2, BCL2, SLC6A6, TPBG, VEGFA, VLDLR, CAV1, SCARB1
GO:0003012	muscle system process	465	3	1.27	1.00000	1	ALDOA, PGAM2, CAV1
GO:0003013	circulatory system process	619	4	1.69	1.00000	1	EXT1, SLC6A6, VEGFA, CAV1
GO:0003015	heart process	262	2	0.71	1.00000	1	EXT1, CAV1
GO:0003018	vascular process in circulatory system	276	4	0.75	1.00000	1	EXT1, SLC6A6, VEGFA, CAV1
GO:0003151	outflow tract morphogenesis	82	2	0.22	0.02107	1	CITED2, VEGFA
GO:0003158	endothelium development	148	2	0.4	1.00000	1	BTG1, VEGFA
GO:0003205	cardiac chamber development	172	2	0.47	1.00000	1	CITED2, NDST1
GO:0003254	regulation of membrane depolarization	50	2	0.14	1.00000	1	DCN, BCL2
GO:0003279	cardiac septum development	111	2	0.3	0.03179	1	CITED2, NDST1
GO:0005975	carbohydrate metabolic process	583	13	1.59	0.22610	1	PPARGC1A, EXT1, ALDOA, SLC37A4, GCK, GYS1, HEXA, NDST1, PFKP, PGAM2, ERRFI1, NAGK, PYGM
GO:0005976	polysaccharide metabolic process	112	5	0.31	1.00000	1	EXT1, GCK, GYS1, NDST1, PYGM
GO:0005977	glycogen metabolic process	86	3	0.23	1.00000	1	GCK, GYS1, PYGM
GO:0005978	glycogen biosynthetic process	46	2	0.13	0.03685	1	GCK, GYS1
GO:0005996	monosaccharide metabolic process	262	7	0.71	1.00000	1	PPARGC1A, ALDOA, SLC37A4, GCK, PFKP, PGAM2, ERRFI1
GO:0006006	glucose metabolic process	197	6	0.54	0.11007	1	PPARGC1A, SLC37A4, GCK, PFKP, PGAM2, ERRFI1
GO:0006007	glucose catabolic process	27	3	0.07	1.00000	1	GCK, PFKP, PGAM2
GO:0006022	aminoglycan metabolic process	122	5	0.33	1.00000	1	B3GALT6, EXT1, HEXA, NDST1, HS3ST1
GO:0006023	aminoglycan biosynthetic process	75	5	0.2	1.00000	1	B3GALT6, EXT1, HEXA, NDST1, HS3ST1
GO:0006024	glycosaminoglycan biosynthetic process	71	5	0.19	0.00545	1	B3GALT6, EXT1, HEXA, NDST1, HS3ST1
GO:0006029	proteoglycan metabolic process	89	5	0.24	1.00000	1	B3GALT6, EXT1, HEXA, NDST1, HS3ST1
GO:0006066	alcohol metabolic process	361	3	0.98	1.00000	1	ERRFI1, VLDLR, SCARB1
GO:0006082	organic acid metabolic process	932	10	2.54	1.00000	1	PPARGC1A, ALDOA, GCK, HEXA, LDHC, PFKP, PGAM2, ERRFI1, NAGK, CAV1
GO:0006090	pyruvate metabolic process	126	5	0.34	1.00000	1	ALDOA, GCK, LDHC, PFKP, PGAM2
GO:0006091	generation of precursor metabolites and energy	484	9	1.32	1.00000	1	PPARGC1A, CAVIN3, AK4, ALDOA, GCK, GYS1, PFKP, PGAM2, PYGM
GO:0006094	gluconeogenesis	89	4	0.24	0.00359	1	PPARGC1A, SLC37A4, GCK, PGAM2
GO:0006096	glycolytic process	96	4	0.26	0.05516	1	ALDOA, GCK, PFKP, PGAM2
GO:0006109	regulation of carbohydrate metabolic process	193	2	0.53	1.00000	1	PPARGC1A, GCK
GO:0006111	regulation of gluconeogenesis	55	2	0.15	1.00000	1	PPARGC1A, GCK
GO:0006112	energy reserve metabolic process	101	3	0.28	1.00000	1	GCK, GYS1, PYGM
GO:0006139	nucleobase-containing compound metabolic process	6076	25	16.57	1.00000	1	CDKN1B, CITED2, PPARGC1A, KLF6, CCN2, DCN, EFNA1, AK4, ALDOA, JMJD6, FOS, MAFF, PRDX5, GCK, ANXA2, LDHC, NFIL3, PFKP, PGAM2, NAGK, SIAH2, BTG1, VEGFA, VHL, CAV1
GO:0006163	purine nucleotide metabolic process	438	7	1.19	1.00000	1	AK4, ALDOA, PRDX5, GCK, LDHC, PFKP, PGAM2
GO:0006164	purine nucleotide biosynthetic process	195	3	0.53	1.00000	1	AK4, ALDOA, LDHC
GO:0006195	purine nucleotide catabolic process	138	4	0.38	1.00000	1	ALDOA, GCK, PFKP, PGAM2
GO:0006259	DNA metabolic process	990	3	2.7	1.00000	1	CDKN1B, CCN2, VEGFA
GO:0006325	chromatin organization	1069	2	2.92	1.00000	1	JMJD6, TGM2
GO:0006338	chromatin remodeling	922	2	2.51	0.72404	1	JMJD6, TGM2
GO:0006351	DNA-templated transcription	3537	17	9.65	1.00000	1	CDKN1B, CITED2, PPARGC1A, KLF6, DCN, EFNA1, JMJD6, FOS, MAFF, PRDX5, ANXA2, NFIL3, SIAH2, BTG1, VEGFA, VHL, CAV1
GO:0006355	regulation of DNA-templated transcription	3406	17	9.29	0.29169	1	CDKN1B, CITED2, PPARGC1A, KLF6, DCN, EFNA1, JMJD6, FOS, MAFF, PRDX5, ANXA2, NFIL3, SIAH2, BTG1, VEGFA, VHL, CAV1
GO:0006357	regulation of transcription by RNA polymerase II	2591	13	7.07	1.00000	1	CITED2, PPARGC1A, KLF6, DCN, EFNA1, JMJD6, FOS, MAFF, ANXA2, NFIL3, VEGFA, VHL, CAV1
GO:0006366	transcription by RNA polymerase II	2718	13	7.41	1.00000	1	CITED2, PPARGC1A, KLF6, DCN, EFNA1, JMJD6, FOS, MAFF, ANXA2, NFIL3, VEGFA, VHL, CAV1
GO:0006396	RNA processing	1338	2	3.65	1.00000	1	PPARGC1A, JMJD6
GO:0006397	mRNA processing	518	2	1.41	0.37250	1	PPARGC1A, JMJD6
GO:0006468	protein phosphorylation	1161	5	3.17	1.00000	1	CDKN1B, EFNA1, ERRFI1, VEGFA, CAV1
GO:0006469	negative regulation of protein kinase activity	155	3	0.42	1.00000	1	CDKN1B, ERRFI1, CAV1
GO:0006486	protein glycosylation	223	2	0.61	0.28261	1	B3GALT6, EXT1
GO:0006508	proteolysis	1730	10	4.72	0.60024	1	EFNA1, EFNA3, F3, ANXA2, ANKZF1, SIAH2, TGM2, VEGFA, VHL, CAV1
GO:0006511	ubiquitin-dependent protein catabolic process	667	2	1.82	1.00000	1	SIAH2, VHL
GO:0006629	lipid metabolic process	1384	6	3.77	1.00000	1	PPARGC1A, HEXA, ERRFI1, VLDLR, CAV1, SCARB1
GO:0006631	fatty acid metabolic process	403	2	1.1	1.00000	1	PPARGC1A, CAV1
GO:0006638	neutral lipid metabolic process	136	2	0.37	1.00000	1	CAV1, SCARB1
GO:0006639	acylglycerol metabolic process	135	2	0.37	1.00000	1	CAV1, SCARB1
GO:0006641	triglyceride metabolic process	108	2	0.29	0.10440	1	CAV1, SCARB1
GO:0006734	NADH metabolic process	32	3	0.09	1.00000	1	GCK, PFKP, PGAM2
GO:0006735	NADH regeneration	18	3	0.05	1.00000	1	GCK, PFKP, PGAM2
GO:0006739	NADP metabolic process	46	2	0.13	0.09925	1	PRDX5, GCK
GO:0006753	nucleoside phosphate metabolic process	654	8	1.78	1.00000	1	AK4, ALDOA, PRDX5, GCK, LDHC, PFKP, PGAM2, NAGK
GO:0006754	ATP biosynthetic process	99	2	0.27	0.02990	1	ALDOA, LDHC
GO:0006790	sulfur compound metabolic process	336	5	0.92	1.00000	1	B3GALT6, EXT1, HEXA, NDST1, HS3ST1
GO:0006793	phosphorus metabolic process	2368	14	6.46	1.00000	1	CDKN1B, EFNA1, AK4, ALDOA, PRDX5, GCK, LDHC, PFKP, PGAM2, ERRFI1, NAGK, VEGFA, CAV1, SCARB1
GO:0006796	phosphate-containing compound metabolic process	2365	14	6.45	1.00000	1	CDKN1B, EFNA1, AK4, ALDOA, PRDX5, GCK, LDHC, PFKP, PGAM2, ERRFI1, NAGK, VEGFA, CAV1, SCARB1
GO:0006810	transport	4425	16	12.07	1.00000	1	CDKN1B, KDELR3, EXT1, JMJD6, SLC37A4, GCK, ANXA2, BCL2, SLC6A6, TGM2, TPD52, VEGFA, VLDLR, CAV1, STC2, SCARB1
GO:0006811	monoatomic ion transport	1287	6	3.51	1.00000	1	CDKN1B, GCK, BCL2, SLC6A6, CAV1, STC2
GO:0006812	monoatomic cation transport	1082	6	2.95	1.00000	1	CDKN1B, GCK, BCL2, SLC6A6, CAV1, STC2
GO:0006813	potassium ion transport	248	3	0.68	0.04161	1	CDKN1B, GCK, CAV1
GO:0006816	calcium ion transport	445	4	1.21	1.00000	1	GCK, BCL2, CAV1, STC2
GO:0006869	lipid transport	457	4	1.25	0.35947	1	ANXA2, VLDLR, CAV1, SCARB1
GO:0006873	intracellular monoatomic ion homeostasis	537	4	1.46	1.00000	1	BCL2, TGM2, CAV1, STC2
GO:0006874	intracellular calcium ion homeostasis	304	4	0.83	0.40500	1	BCL2, TGM2, CAV1, STC2
GO:0006897	endocytosis	712	7	1.94	1.00000	1	JMJD6, ANXA2, TGM2, VEGFA, VLDLR, CAV1, SCARB1
GO:0006898	receptor-mediated endocytosis	273	4	0.74	0.17291	1	ANXA2, VEGFA, VLDLR, CAV1
GO:0006909	phagocytosis	238	3	0.65	1.00000	1	JMJD6, TGM2, SCARB1
GO:0006910	phagocytosis, recognition	29	2	0.08	1.00000	1	JMJD6, SCARB1
GO:0006914	autophagy	604	3	1.65	1.00000	1	DCN, BCL2, VHL
GO:0006915	apoptotic process	1980	14	5.4	0.45115	1	CDKN1B, CITED2, PPARGC1A, EFNA1, PRDX5, ANXA2, ERRFI1, BCL2, SIAH2, BTG1, TGM2, VEGFA, VHL, CAV1
GO:0006935	chemotaxis	472	3	1.29	1.00000	1	F3, TPBG, VEGFA
GO:0006936	muscle contraction	358	3	0.98	1.00000	1	ALDOA, PGAM2, CAV1
GO:0006941	striated muscle contraction	194	3	0.53	0.00357	1	ALDOA, PGAM2, CAV1
GO:0006950	response to stress	4053	20	11.05	1.00000	1	CDKN1B, CITED2, PPARGC1A, COL5A1, CCN2, AK4, EXT1, F3, FOS, PRDX5, ANXA2, NDST1, ANKZF1, NAGK, BCL2, VEGFA, VHL, CAV1, STC2, SCARB1
GO:0006952	defense response	1924	8	5.25	1.00000	1	EXT1, F3, FOS, PRDX5, NDST1, NAGK, BCL2, CAV1
