ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0009259	ribonucleotide metabolic process	54/493	371/18805	0.1455525606469	5.55195923522304	14.5296856490385	5.29621350231897e-25	2.3666316665175e-21	1.78285451362458e-21	AK4/ALDOA/ALDOB/ALDOC/AMPD3/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/LDHC/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/RORA/SULT2B1/TPI1/TPST2/ADA/ADCY6/AK1/AK3/APRT/CDA/GMPR2/GUK1/HPRT1/IMPDH2/ITPA/NME1/NME3/NME4/NPR2/NT5C/NUDT9/PDE4B/PNP/UMPS/PPAT/PRKACA/SULT1A1	54
GO:0009154	purine ribonucleotide catabolic process	34/493	130/18805	0.261538461538462	9.97612732095491	16.8504330334475	1.19958927049941e-24	2.3666316665175e-21	1.78285451362458e-21	ALDOA/ALDOB/ALDOC/AMPD3/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/TPI1/ADA/HPRT1/ITPA/NT5C/NUDT9/PDE4B/PNP/PRKACA	34
GO:0019693	ribose phosphate metabolic process	54/493	379/18805	0.142480211081794	5.43476748355607	14.3105266634002	1.51871739128131e-24	2.3666316665175e-21	1.78285451362458e-21	AK4/ALDOA/ALDOB/ALDOC/AMPD3/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/LDHC/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/RORA/SULT2B1/TPI1/TPST2/ADA/ADCY6/AK1/AK3/APRT/CDA/GMPR2/GUK1/HPRT1/IMPDH2/ITPA/NME1/NME3/NME4/NPR2/NT5C/NUDT9/PDE4B/PNP/UMPS/PPAT/PRKACA/SULT1A1	54
GO:0009150	purine ribonucleotide metabolic process	52/493	350/18805	0.148571428571429	5.66711098232396	14.4612494264492	1.57408158730795e-24	2.3666316665175e-21	1.78285451362458e-21	AK4/ALDOA/ALDOB/ALDOC/AMPD3/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/LDHC/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/RORA/SULT2B1/TPI1/TPST2/ADA/ADCY6/AK1/AK3/APRT/GMPR2/GUK1/HPRT1/IMPDH2/ITPA/NME1/NME3/NME4/NPR2/NT5C/NUDT9/PDE4B/PNP/PPAT/PRKACA/SULT1A1	52
GO:0009132	nucleoside diphosphate metabolic process	34/493	134/18805	0.253731343283582	9.67833247555327	16.5419073916159	3.56707778774892e-24	4.2904811631044e-21	3.23214795757291e-21	AK4/ALDOA/ALDOB/ALDOC/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/TPI1/AK1/AK3/CMPK2/GUK1/NUDT9/RRM2B/UMPS/PRKACA	34
GO:0009261	ribonucleotide catabolic process	34/493	136/18805	0.25	9.53600405679513	16.3924636845446	6.05783647923942e-24	6.07197143102431e-21	4.5741979309906e-21	ALDOA/ALDOB/ALDOC/AMPD3/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/TPI1/ADA/HPRT1/ITPA/NT5C/NUDT9/PDE4B/PNP/PRKACA	34
GO:0009185	ribonucleoside diphosphate metabolic process	33/493	128/18805	0.2578125	9.83400418356998	16.4546904668373	9.73357416064219e-24	8.36253071458602e-21	6.29974484021113e-21	AK4/ALDOA/ALDOB/ALDOC/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/TPI1/AK1/AK3/GUK1/NUDT9/RRM2B/UMPS/PRKACA	33
GO:0006195	purine nucleotide catabolic process	34/493	139/18805	0.244604316546763	9.33019101959811	16.1739993295268	1.31659014158366e-23	9.89746638935518e-21	7.45605785444221e-21	ALDOA/ALDOB/ALDOC/AMPD3/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/TPI1/ADA/HPRT1/ITPA/NT5C/NUDT9/PDE4B/PNP/PRKACA	34
GO:0009166	nucleotide catabolic process	36/493	162/18805	0.222222222222222	8.47644805048456	15.6810672934422	2.20694279653286e-23	1.41034255939254e-20	1.0624532889268e-20	ALDOA/ALDOB/ALDOC/AMPD3/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/TPI1/ADA/DUT/HPRT1/ITPA/NT5C/NUDT9/PDE4B/PNP/CNP/PRKACA	36
GO:0006163	purine nucleotide metabolic process	57/493	448/18805	0.127232142857143	4.85314492176181	13.5436021539939	2.34509903457357e-23	1.41034255939254e-20	1.0624532889268e-20	AK4/ALDOA/ALDOB/ALDOC/AMPD3/NOCT/DDIT4/ENO1/ENO2/ENO3/FBP1/GALK1/GAPDH/GAPDHS/GCK/GPI/HK1/HK2/IER3/LDHA/LDHC/PFKFB3/PFKL/PFKP/PGAM2/PGK1/PGM1/PKLR/PRDX5/RORA/SULT2B1/TPI1/TPST2/ADA/ADCY6/AK1/AK3/APRT/DGUOK/GMPR2/GUK1/HPRT1/IMPDH2/ITPA/NME1/NME3/NME4/NPR2/NT5C/NUDT9/PDE4B/PNP/TP53/FMO1/PPAT/PRKACA/SULT1A1	57
