Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	10	10.0	3.3685021756266694E-11	2548, 8660, 2645, 2542, 5236, 5105, 3099, 54206, 3098, 680	98	65	19416	30.48037676609105	4.109576590138886E-8	4.109572654264537E-8	4.0354656064007496E-8
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	9	9.0	1.5434988201116413E-10	2645, 8870, 226, 5224, 5236, 229, 3099, 3098, 230	98	51	19416	34.962785114045616	1.8830681902670676E-7	9.415342802681012E-8	9.245557932468732E-8
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	11	11.0	2.3267163604715934E-9	596, 1027, 10370, 7422, 26355, 205, 2353, 5105, 7428, 8614, 2309	98	142	19416	15.347513653348663	2.8385899522032076E-6	9.461979865917813E-7	9.29135399948323E-7
GOTERM_BP_DIRECT	GO:0006024~glycosaminoglycan biosynthetic process	6	6.0	4.097113471792247E-8	2651, 3036, 9957, 2131, 126792, 3073	98	20	19416	59.43673469387755	4.998353614804607E-5	1.2496196088966352E-5	1.227085484801778E-5
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	7	7.000000000000001	1.2100606222004143E-7	2542, 5224, 5236, 10891, 5105, 229, 230	98	47	19416	29.507598784194528	1.4761650839067997E-4	2.952547918169011E-5	2.8993052507921925E-5
GOTERM_BP_DIRECT	GO:0061621~canonical glycolysis	5	5.0	3.2819317172601103E-6	2645, 5224, 5214, 3099, 3098	98	21	19416	47.17201166180758	0.00399595809224107	6.673261158428891E-4	6.552923662129353E-4
GOTERM_BP_DIRECT	GO:0030388~fructose 1,6-bisphosphate metabolic process	4	4.0	6.647301381645225E-6	226, 5214, 229, 230	98	8	19416	99.0612244897959	0.008076939454923382	0.0010647674534947067	0.0010455667289234905
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	10	10.0	6.982081662260371E-6	1942, 57007, 5054, 7422, 302, 1907, 5578, 857, 1490, 51129	98	264	19416	7.504638218923934	0.00848199255356541	0.0010647674534947067	0.0010455667289234905
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	8	8.0	1.832046040474515E-5	133, 694, 5054, 7422, 5578, 3099, 2152, 51129	98	164	19416	9.664509706321553	0.02210322977571666	0.0024834401881987864	0.002438656840542743
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	12	12.0	4.4541853474512315E-5	596, 8870, 10370, 7422, 6478, 7428, 5329, 51316, 51129, 25824, 3309, 7052	98	506	19416	4.698556102282811	0.052892117017592666	0.005434106123890502	0.0053361140462465755
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	7	7.000000000000001	2.7045147517870433E-4	54541, 133, 10370, 7422, 857, 3099, 51129	98	178	19416	7.791332263242375	0.28107297791907615	0.029393188792554197	0.028863147683180265
GOTERM_BP_DIRECT	GO:0046835~carbohydrate phosphorylation	4	4.0	2.8911333238577897E-4	2645, 55577, 3099, 3098	98	26	19416	30.48037676609105	0.29726067744712503	0.029393188792554197	0.028863147683180265
GOTERM_BP_DIRECT	GO:0001570~vasculogenesis	5	5.0	3.137925222760616E-4	133, 57007, 10370, 7422, 857	98	65	19416	15.240188383045526	0.3181100200343274	0.029448221321291934	0.028917187822055525
GOTERM_BP_DIRECT	GO:0001678~intracellular glucose homeostasis	4	4.0	4.0192635947308296E-4	2645, 10891, 3099, 3098	98	29	19416	27.327234342012662	0.3876484463325104	0.035025011325511515	0.03439341276062524
GOTERM_BP_DIRECT	GO:0019318~hexose metabolic process	3	3.0	5.103579785125175E-4	2645, 3099, 3098	98	7	19416	84.90962099125365	0.46355737816314524	0.04150911558568475	0.040760590550533056
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	7	7.000000000000001	5.730601581345449E-4	57007, 7422, 112464, 2651, 5578, 1490, 7162	98	205	19416	6.765156794425087	0.5030837569981741	0.04369583705775905	0.04290787934032405
GOTERM_BP_DIRECT	GO:0033673~negative regulation of kinase activity	3	3.0	6.782615375361479E-4	1028, 8660, 1027	98	8	19416	74.29591836734694	0.5629727926159821	0.04867523975259414	0.04779748952754736
GOTERM_BP_DIRECT	GO:0006000~fructose metabolic process	3	3.0	0.0010829797848078656	226, 229, 230	98	10	19416	59.43673469387755	0.7333854482452411	0.0696990056945239	0.06844213837872101
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	6	6.0	0.001085476318193405	2548, 9469, 5236, 3073, 6518, 5260	98	155	19416	7.6692560895325865	0.7341971383613037	0.0696990056945239	0.06844213837872101
GOTERM_BP_DIRECT	GO:0042594~response to starvation	4	4.0	0.001204799067373039	133, 10891, 5105, 2309	98	42	19416	18.868804664723033	0.7702448296846622	0.07349274310975537	0.07216746413564502
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	16	16.0	0.0012727000279342394	10370, 7422, 23210, 2353, 23036, 23764, 23327, 1316, 1634, 302, 10891, 5105, 2309, 51316, 3309, 3725	98	1246	19416	2.544108494119959	0.7885322829239362	0.07393781114665582	0.07260450635548661
