p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
3.73848905632605e-27	3876	490	199	0.406122448979592	0.0513415892672859	GO:0006950	GO:BP	response to stress
3.73848905632605e-27	992	490	92	0.187755102040816	0.092741935483871	GO:1901135	GO:BP	carbohydrate derivative metabolic process
1.38265855969016e-26	642	490	73	0.148979591836735	0.113707165109034	GO:0006753	GO:BP	nucleoside phosphate metabolic process
1.38265855969016e-26	677	490	75	0.153061224489796	0.110782865583456	GO:0055086	GO:BP	nucleobase-containing small molecule metabolic process
4.503636249539e-26	498	490	64	0.130612244897959	0.1285140562249	GO:0009117	GO:BP	nucleotide metabolic process
4.98276945552948e-26	569	490	68	0.138775510204082	0.119507908611599	GO:0005975	GO:BP	carbohydrate metabolic process
7.55508819804464e-26	1786	490	123	0.251020408163265	0.0688689809630459	GO:0033554	GO:BP	cellular response to stress
1.00673326020622e-24	367	490	54	0.110204081632653	0.147138964577657	GO:0009259	GO:BP	ribonucleotide metabolic process
1.32828541808375e-24	1795	490	121	0.246938775510204	0.0674094707520891	GO:0044281	GO:BP	small molecule metabolic process
2.3942200150158e-24	375	490	54	0.110204081632653	0.144	GO:0019693	GO:BP	ribose phosphate metabolic process
5.55625977320191e-24	3867	490	190	0.387755102040816	0.0491336953710887	GO:0042221	GO:BP	response to chemical
1.93516244646833e-23	346	490	51	0.104081632653061	0.147398843930636	GO:0009150	GO:BP	purine ribonucleotide metabolic process
3.30385841312115e-23	133	490	34	0.0693877551020408	0.255639097744361	GO:0009261	GO:BP	ribonucleotide catabolic process
4.14150515376807e-23	1130	490	91	0.185714285714286	0.0805309734513274	GO:0009628	GO:BP	response to abiotic stimulus
6.52404315080447e-23	126	490	33	0.0673469387755102	0.261904761904762	GO:0009154	GO:BP	purine ribonucleotide catabolic process
9.20742850539415e-23	159	490	36	0.073469387755102	0.226415094339623	GO:0009166	GO:BP	nucleotide catabolic process
1.55936934936975e-22	8993	490	322	0.657142857142857	0.0358056265984655	GO:0050896	GO:BP	response to stimulus
1.63598805983601e-22	130	490	33	0.0673469387755102	0.253846153846154	GO:0009132	GO:BP	nucleoside diphosphate metabolic process
2.02304155895089e-22	250	490	43	0.0877551020408163	0.172	GO:0005996	GO:BP	monosaccharide metabolic process
2.19884391909257e-22	187	490	38	0.0775510204081633	0.203208556149733	GO:0006006	GO:BP	glucose metabolic process
2.6168961937459e-22	435	490	55	0.112244897959184	0.126436781609195	GO:0006163	GO:BP	purine nucleotide metabolic process
3.06846314744373e-22	123	490	32	0.0653061224489796	0.260162601626016	GO:0009185	GO:BP	ribonucleoside diphosphate metabolic process
4.26616988465932e-22	229	490	41	0.0836734693877551	0.179039301310044	GO:0019318	GO:BP	hexose metabolic process
4.26616988465932e-22	256	490	43	0.0877551020408163	0.16796875	GO:1901136	GO:BP	carbohydrate derivative catabolic process
4.26616988465932e-22	2186	490	130	0.26530612244898	0.0594693504117109	GO:0070887	GO:BP	cellular response to chemical stimulus
4.26616988465932e-22	135	490	33	0.0673469387755102	0.244444444444444	GO:0006195	GO:BP	purine nucleotide catabolic process
4.64690382221784e-22	345	490	49	0.1	0.142028985507246	GO:0070482	GO:BP	response to oxygen levels
4.69043727331427e-22	567	490	62	0.126530612244898	0.109347442680776	GO:0072521	GO:BP	purine-containing compound metabolic process
5.54547531455772e-22	1919	490	120	0.244897959183673	0.0625325690463783	GO:0006915	GO:BP	apoptotic process
6.10997347295595e-22	182	490	37	0.0755102040816327	0.203296703296703	GO:1901292	GO:BP	nucleoside phosphate catabolic process
