"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
6.50460835049377e-15,26,627,9.39419205078403,"GO:0005975 carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0005975"," PFKP  PYGM  NDST1  PGM1  GYS1  HAS1  GCK  ALDOC  PCK1  ALDOB  ALDOA  HK1  HK2  GAA  PPARGC1A  EXT1  CHST3  NAGK  SLC37A4  PGAM2  PHKG1  DDIT4  HEXA  IRS2  BRS3  SLC2A5"
4.04306040033999e-11,17,305,12.6270735270248,"GO:0036293 response to decreased oxygen levels "," http://amigo.geneontology.org/amigo/term/GO:0036293"," VEGFA  FAM162A  DDIT4  VHL  CITED2  CAV1  CDKN1B  STC2  CCN2  FOXO3  PAM  ADM  HK2  FOS  BCL2  AK4  ANGPTL4"
8.68722282644771e-11,12,114,23.8467952058364,"GO:0006090 pyruvate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006090"," PFKP  GCK  ALDOC  PCK1  ALDOB  ALDOA  HK1  HK2  LDHC  PGAM2  DDIT4  PGM1"
8.68722282644771e-11,17,333,11.5653376148426,"GO:0070482 response to oxygen levels "," http://amigo.geneontology.org/amigo/term/GO:0070482"," VEGFA  FAM162A  DDIT4  VHL  CITED2  CAV1  CDKN1B  STC2  CCN2  FOXO3  PAM  ADM  HK2  FOS  BCL2  AK4  ANGPTL4"
1.07944229223962e-10,16,292,12.413400244134,"GO:0001666 response to hypoxia "," http://amigo.geneontology.org/amigo/term/GO:0001666"," VEGFA  FAM162A  DDIT4  VHL  CITED2  CAV1  CDKN1B  STC2  FOXO3  PAM  ADM  HK2  FOS  BCL2  AK4  ANGPTL4"
1.07944229223962e-10,20,532,8.51671257351299,"GO:0006091 generation of precursor metabolites and energy "," http://amigo.geneontology.org/amigo/term/GO:0006091"," PFKP  PYGM  GYS1  GCK  ALDOC  ALDOB  ALDOA  HK1  HK2  GAA  P4HA2  PPARGC1A  SLC37A4  PGAM2  PHKG1  DDIT4  CAVIN3  AK4  IRS2  PGM1"
1.20746278658518e-10,15,250,13.5926732673267,"GO:0019318 hexose metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019318"," PFKP  PCK1  GAA  PGM1  PPARGC1A  GCK  ALDOC  ALDOB  SLC37A4  HK1  HK2  PGAM2  ALDOA  IRS2  BRS3"
1.20746278658518e-10,16,302,12.0023605009508,"GO:0044262 cellular carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0044262"," PYGM  NDST1  GYS1  HAS1  PCK1  GAA  EXT1  GCK  NAGK  SLC37A4  HK1  HK2  PHKG1  DDIT4  IRS2  PPARGC1A"
1.20746278658518e-10,45,3300,3.08924392439244,"GO:0070887 cellular response to chemical stimulus "," http://amigo.geneontology.org/amigo/term/GO:0070887"," HSPA5  GCNT2  VEGFA  FAM162A  F3  PCK1  MT2A  PRDX5  ACKR3  IRS2  SAP30  DCN  HAS1  CAV1  CDKN1B  EDN2  VHL  CITED2  FOS  JUN  TGM2  PFKP  NDST1  SCARB1  PPARGC1A  STC2  ERRFI1  CCN2  FOXO3  SLC37A4  SLC2A5  TPBG  HK2  NFIL3  DDIT4  BCL2  GLRX  EXT1  SERPINE1  CDKN1C  CASP6  PRKCA  AK4  ANKZF1  GCK"
1.51204747371304e-10,27,1150,5.31887214808437,"GO:0072359 circulatory system development "," http://amigo.geneontology.org/amigo/term/GO:0072359"," SERPINE1  VEGFA  DCN  F3  EFNA3  ADM  JMJD6  NDST1  GYS1  CAV1  CDKN1B  ERRFI1  CCN2  EDN2  COL5A1  ACKR3  PAM  PRKCA  CITED2  ANGPTL4  EFNA1  GAA  JUN  EXT1  ANXA2  BTG1  HK2"
1.52964449658201e-10,11,97,25.6906195774217,"GO:0046031 ADP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046031"," PFKP  GCK  ALDOC  ALDOB  ALDOA  HK1  HK2  AK4  PGAM2  DDIT4  PGM1"
2.51783934408032e-10,15,269,12.632595973352,"GO:0005996 monosaccharide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0005996"," PFKP  PCK1  GAA  PGM1  PPARGC1A  GCK  ALDOC  ALDOB  SLC37A4  HK1  HK2  PGAM2  ALDOA  IRS2  BRS3"
3.14945932302313e-10,11,105,23.7332390381895,"GO:0006165 nucleoside diphosphate phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006165"," PFKP  GCK  ALDOC  ALDOB  ALDOA  HK1  HK2  AK4  PGAM2  DDIT4  PGM1"
3.61079553120025e-10,11,107,23.2896270935505,"GO:0046939 nucleotide phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0046939"," PFKP  GCK  ALDOC  ALDOB  ALDOA  HK1  HK2  AK4  PGAM2  DDIT4  PGM1"
4.04740758621024e-10,22,765,6.51500679479713,"GO:0001944 vasculature development "," http://amigo.geneontology.org/amigo/term/GO:0001944"," SERPINE1  VEGFA  DCN  F3  EFNA3  ADM  JMJD6  NDST1  CAV1  ERRFI1  CCN2  EDN2  COL5A1  ACKR3  PRKCA  CITED2  ANGPTL4  EFNA1  JUN  ANXA2  BTG1  HK2"
4.04740758621024e-10,11,110,22.6544554455446,"GO:0009135 purine nucleoside diphosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009135"," PFKP  GCK  ALDOC  ALDOB  ALDOA  HK1  HK2  AK4  PGAM2  DDIT4  PGM1"
4.04740758621024e-10,11,110,22.6544554455446,"GO:0009179 purine ribonucleoside diphosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009179"," PFKP  GCK  ALDOC  ALDOB  ALDOA  HK1  HK2  AK4  PGAM2  DDIT4  PGM1"
5.83249470003445e-10,53,4821,2.49053337194329,"GO:0042221 response to chemical "," http://amigo.geneontology.org/amigo/term/GO:0042221"," HSPA5  GCNT2  VEGFA  FAM162A  F3  PCK1  MT2A  PRDX5  EFNA3  ACKR3  KIF5A  ANKZF1  EFNA1  IRS2  SAP30  DCN  SCARB1  HAS1  CAV1  CDKN1B  EDN2  VHL  PAM  CITED2  FOS  BCL2  JUN  TGM2  PFKP  NDST1  PPARGC1A  STC2  ERRFI1  CCN2  FOXO3  SLC37A4  SLC2A5  TPBG  PLIN2  ADM  HK2  PGAM2  NFIL3  DDIT4  GLRX  EXT1  SERPINE1  GCK  CDKN1C  CASP6  PRKCA  AK4  PLAUR"
5.83249470003445e-10,26,1151,5.11742694686497,"GO:1901135 carbohydrate derivative metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901135"," PFKP  NDST1  HAS1  GCK  ALDOC  CHST3  ALDOB  ALDOA  HK1  HK2  AK4  B3GALT6  HEXA  HS3ST1  IDS  EXT1  DCN  PPARGC1A  GCNT2  NAGK  PGAM2  LDHC  DDIT4  BCL2  BGN  PGM1"
9.03301443297544e-10,11,120,20.7665841584158,"GO:0009185 ribonucleoside diphosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009185"," PFKP  GCK  ALDOC  ALDOB  ALDOA  HK1  HK2  AK4  PGAM2  DDIT4  PGM1"
