p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
1.71799558957898e-43	569	199	61	0.306532663316583	0.107205623901582	GO:0005975	GO:BP	carbohydrate metabolic process
7.62409519916739e-33	250	199	39	0.195979899497487	0.156	GO:0005996	GO:BP	monosaccharide metabolic process
9.4739827286792e-32	229	199	37	0.185929648241206	0.161572052401747	GO:0019318	GO:BP	hexose metabolic process
6.88917317837472e-31	187	199	34	0.170854271356784	0.181818181818182	GO:0006006	GO:BP	glucose metabolic process
2.34959368840603e-28	120	199	28	0.14070351758794	0.233333333333333	GO:0006090	GO:BP	pyruvate metabolic process
6.35042444486497e-26	163	199	29	0.14572864321608	0.177914110429448	GO:0016052	GO:BP	carbohydrate catabolic process
6.35042444486497e-26	101	199	25	0.125628140703518	0.247524752475248	GO:0046031	GO:BP	ADP metabolic process
8.85096969739986e-26	203	199	31	0.155778894472362	0.152709359605911	GO:0016051	GO:BP	carbohydrate biosynthetic process
1.53589753060083e-25	92	199	24	0.120603015075377	0.260869565217391	GO:0006096	GO:BP	glycolytic process
2.46191905478082e-25	94	199	24	0.120603015075377	0.25531914893617	GO:0046032	GO:BP	ADP catabolic process
3.92907184944601e-25	96	199	24	0.120603015075377	0.25	GO:0019364	GO:BP	pyridine nucleotide catabolic process
4.38218243782331e-25	97	199	24	0.120603015075377	0.247422680412371	GO:0009137	GO:BP	purine nucleoside diphosphate catabolic process
4.38218243782331e-25	97	199	24	0.120603015075377	0.247422680412371	GO:0009181	GO:BP	purine ribonucleoside diphosphate catabolic process
6.12472119020953e-25	113	199	25	0.125628140703518	0.221238938053097	GO:0009135	GO:BP	purine nucleoside diphosphate metabolic process
6.12472119020953e-25	99	199	24	0.120603015075377	0.242424242424242	GO:0072526	GO:BP	pyridine-containing compound catabolic process
6.12472119020953e-25	113	199	25	0.125628140703518	0.221238938053097	GO:0009179	GO:BP	purine ribonucleoside diphosphate metabolic process
7.52394702113765e-25	100	199	24	0.120603015075377	0.24	GO:0009191	GO:BP	ribonucleoside diphosphate catabolic process
2.00040744086628e-24	104	199	24	0.120603015075377	0.230769230769231	GO:0009134	GO:BP	nucleoside diphosphate catabolic process
4.90973380361522e-24	123	199	25	0.125628140703518	0.203252032520325	GO:0009185	GO:BP	ribonucleoside diphosphate metabolic process
4.97820254868944e-24	509	199	41	0.206030150753769	0.0805500982318271	GO:0006091	GO:BP	generation of precursor metabolites and energy
8.46988197096888e-24	126	199	25	0.125628140703518	0.198412698412698	GO:0009154	GO:BP	purine ribonucleotide catabolic process
1.86042272588219e-23	130	199	25	0.125628140703518	0.192307692307692	GO:0009132	GO:BP	nucleoside diphosphate metabolic process
2.95851499905145e-23	992	199	53	0.266331658291457	0.0534274193548387	GO:1901135	GO:BP	carbohydrate derivative metabolic process
3.01576606553313e-23	133	199	25	0.125628140703518	0.18796992481203	GO:0009261	GO:BP	ribonucleotide catabolic process
3.01576606553313e-23	302	199	33	0.165829145728643	0.109271523178808	GO:0001666	GO:BP	response to hypoxia
4.28375758674151e-23	135	199	25	0.125628140703518	0.185185185185185	GO:0006195	GO:BP	purine nucleotide catabolic process
1.21407521700683e-22	316	199	33	0.165829145728643	0.104430379746835	GO:0036293	GO:BP	response to decreased oxygen levels
1.45713282981759e-22	345	199	34	0.170854271356784	0.0985507246376812	GO:0070482	GO:BP	response to oxygen levels
8.6087286645917e-22	152	199	25	0.125628140703518	0.164473684210526	GO:0072523	GO:BP	purine-containing compound catabolic process
1.6459991382764e-21	1795	199	67	0.336683417085427	0.0373259052924791	GO:0044281	GO:BP	small molecule metabolic process
2.5859477896402e-21	159	199	25	0.125628140703518	0.157232704402516	GO:0009166	GO:BP	nucleotide catabolic process
8.34161528520599e-21	167	199	25	0.125628140703518	0.149700598802395	GO:0046496	GO:BP	nicotinamide nucleotide metabolic process
8.34161528520599e-21	256	199	29	0.14572864321608	0.11328125	GO:1901136	GO:BP	carbohydrate derivative catabolic process
8.34161528520599e-21	167	199	25	0.125628140703518	0.149700598802395	GO:0019362	GO:BP	pyridine nucleotide metabolic process
1.9995182654491e-20	173	199	25	0.125628140703518	0.144508670520231	GO:0072524	GO:BP	pyridine-containing compound metabolic process
5.00339532263397e-20	224	199	27	0.135678391959799	0.120535714285714	GO:0046034	GO:BP	ATP metabolic process
6.87159108193953e-20	182	199	25	0.125628140703518	0.137362637362637	GO:1901292	GO:BP	nucleoside phosphate catabolic process
2.56088729936217e-19	346	199	31	0.155778894472362	0.0895953757225433	GO:0009150	GO:BP	purine ribonucleotide metabolic process
7.01392149901067e-19	248	199	27	0.135678391959799	0.108870967741935	GO:0009205	GO:BP	purine ribonucleoside triphosphate metabolic process
7.82590176746629e-19	633	199	39	0.195979899497487	0.0616113744075829	GO:0032787	GO:BP	monocarboxylic acid metabolic process
1.32983797118706e-18	255	199	27	0.135678391959799	0.105882352941176	GO:0009199	GO:BP	ribonucleoside triphosphate metabolic process
1.32983797118706e-18	367	199	31	0.155778894472362	0.0844686648501362	GO:0009259	GO:BP	ribonucleotide metabolic process
1.32983797118706e-18	255	199	27	0.135678391959799	0.105882352941176	GO:0009144	GO:BP	purine nucleoside triphosphate metabolic process
1.50863965377631e-18	143	199	22	0.110552763819095	0.153846153846154	GO:0071456	GO:BP	cellular response to hypoxia
2.32883514610287e-18	375	199	31	0.155778894472362	0.0826666666666667	GO:0019693	GO:BP	ribose phosphate metabolic process
2.50671564825842e-18	167	199	23	0.115577889447236	0.137724550898204	GO:0071453	GO:BP	cellular response to oxygen levels
3.66763237363121e-18	240	199	26	0.130653266331658	0.108333333333333	GO:0046434	GO:BP	organophosphate catabolic process
4.06490790675698e-18	150	199	22	0.110552763819095	0.146666666666667	GO:0036294	GO:BP	cellular response to decreased oxygen levels
4.10093443918479e-18	20	199	12	0.0603015075376884	0.6	GO:0061620	GO:BP	glycolytic process through glucose-6-phosphate
5.34059060662095e-18	927	199	45	0.226130653266332	0.0485436893203883	GO:0043436	GO:BP	oxoacid metabolic process
5.45917528254347e-18	271	199	27	0.135678391959799	0.0996309963099631	GO:0009141	GO:BP	nucleoside triphosphate metabolic process
5.45917528254347e-18	755	199	41	0.206030150753769	0.0543046357615894	GO:0001944	GO:BP	vasculature development
6.27456968291125e-18	677	199	39	0.195979899497487	0.0576070901033973	GO:0055086	GO:BP	nucleobase-containing small molecule metabolic process
6.3651651402448e-18	933	199	45	0.226130653266332	0.0482315112540193	GO:0006082	GO:BP	organic acid metabolic process
8.17122761632468e-18	567	199	36	0.180904522613065	0.0634920634920635	GO:0072521	GO:BP	purine-containing compound metabolic process
8.68835298447287e-18	725	199	40	0.201005025125628	0.0551724137931034	GO:0001568	GO:BP	blood vessel development
1.41199079127103e-17	435	199	32	0.160804020100503	0.0735632183908046	GO:0006163	GO:BP	purine nucleotide metabolic process
1.47427527084143e-17	87	199	18	0.0904522613065327	0.206896551724138	GO:0006094	GO:BP	gluconeogenesis
2.78536310907628e-17	90	199	18	0.0904522613065327	0.2	GO:0019319	GO:BP	hexose biosynthetic process
3.88135052908119e-17	2186	199	67	0.336683417085427	0.0306495882891125	GO:0070887	GO:BP	cellular response to chemical stimulus
5.09417816650108e-17	3867	199	91	0.457286432160804	0.0235324540987846	GO:0042221	GO:BP	response to chemical
5.33252191513734e-17	642	199	37	0.185929648241206	0.0576323987538941	GO:0006753	GO:BP	nucleoside phosphate metabolic process
5.56320303485891e-17	1499	199	55	0.276381909547739	0.0366911274182789	GO:0016477	GO:BP	cell migration
5.90606196653056e-17	94	199	18	0.0904522613065327	0.191489361702128	GO:0046364	GO:BP	monosaccharide biosynthetic process
6.42090281881461e-17	24	199	12	0.0603015075376884	0.5	GO:0061615	GO:BP	glycolytic process through fructose-6-phosphate
6.9965059385616e-17	905	199	43	0.21608040201005	0.0475138121546961	GO:0019752	GO:BP	carboxylic acid metabolic process
8.28952320554601e-17	18	199	11	0.0552763819095477	0.611111111111111	GO:0006735	GO:BP	NADH regeneration
8.28952320554601e-17	18	199	11	0.0552763819095477	0.611111111111111	GO:0061621	GO:BP	canonical glycolysis
8.28952320554601e-17	18	199	11	0.0552763819095477	0.611111111111111	GO:0061718	GO:BP	glucose catabolic process to pyruvate
2.00741443488152e-16	1716	199	58	0.291457286432161	0.0337995337995338	GO:0048870	GO:BP	cell motility
2.06502904660066e-16	26	199	12	0.0603015075376884	0.461538461538462	GO:0006007	GO:BP	glucose catabolic process
2.41051235710745e-16	45	199	14	0.0703517587939698	0.311111111111111	GO:0019320	GO:BP	hexose catabolic process
2.68105460731547e-16	1134	199	47	0.236180904522613	0.0414462081128748	GO:0072359	GO:BP	circulatory system development
5.83775805279621e-16	498	199	32	0.160804020100503	0.0642570281124498	GO:0009117	GO:BP	nucleotide metabolic process
8.24624146804181e-16	21	199	11	0.0552763819095477	0.523809523809524	GO:0019677	GO:BP	NAD catabolic process
8.94060019062148e-16	49	199	14	0.0703517587939698	0.285714285714286	GO:0046365	GO:BP	monosaccharide catabolic process
1.80414421749707e-15	2562	199	70	0.351758793969849	0.0273224043715847	GO:0009056	GO:BP	catabolic process
3.18282109750177e-15	529	199	32	0.160804020100503	0.0604914933837429	GO:0034655	GO:BP	nucleobase-containing compound catabolic process
6.43583680951319e-15	33	199	12	0.0603015075376884	0.363636363636364	GO:0006734	GO:BP	NADH metabolic process
6.81379626943153e-15	1919	199	59	0.296482412060302	0.030745179781136	GO:0006915	GO:BP	apoptotic process
6.81379626943153e-15	1980	199	60	0.301507537688442	0.0303030303030303	GO:0012501	GO:BP	programmed cell death
