GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	FDR	Symbol
GO:0000075	0.295793849324623	1.86909203980099	1.08520619681431	2	203	cell cycle checkpoint signaling	0.359170400033983	CDKN1B, IER3
GO:0000077	0.155246855620532	2.92393410852713	0.700305476761946	2	131	DNA damage checkpoint signaling	0.235790626046976	CDKN1B, IER3
GO:0000082	0.157469544540882	2.24435198668608	1.36853589351953	3	256	G1/S transition of mitotic cell cycle	0.237706628643296	CDKN1B, BCL2, CCNG2
GO:0000122	0.0112734045472774	2.36593973283628	5.00370936068078	11	936	negative regulation of transcription by RNA polymerase II	0.0514142717846543	CITED2, EFNA1, FOXO3, MAFF, JUN, MXI1, NFIL3, VEGFA, VHL, CAV1, SAP30
GO:0000165	0.00851478236116311	2.59138381201044	4.14837442723107	10	776	MAPK cascade	0.0449086101951667	CAVIN3, CCN2, EFNA1, GCNT2, NDST1, PRKCA, ACKR3, TPBG, VEGFA, CAV1
GO:0000209	0.409732271899012	1.44022435897436	1.40061095352389	2	262	protein polyubiquitination	0.463513815856294	NEDD4L, BCL2
GO:0000271	1.40231140460777e-06	19.754347826087	0.352825660048003	6	66	polysaccharide biosynthetic process	4.09424847595304e-05	EXT1, GCK, GYS1, HAS1, NDST1, IRS2
GO:0000272	0.0104551037374271	14.0486111111111	0.155029456687759	2	29	polysaccharide catabolic process	0.049144360751292	GAA, PYGM
GO:0000278	0.376922593352995	1.22455908705083	4.96094261400829	6	928	mitotic cell cycle	0.432620877593645	CDKN1B, CDKN1C, PRKCA, BCL2, IER3, CCNG2
GO:0000302	0.00430759834898925	4.99944573772309	1.06382282347807	5	199	response to reactive oxygen species	0.0298428953415145	FOXO3, FOS, PRDX5, ANKZF1, BCL2
GO:0000902	0.00247099138939404	2.68113342898135	5.32980580405848	13	997	cell morphogenesis	0.0205079742216206	EDN2, EFNA1, EFNA3, EXT1, ALDOA, NEDD4L, HEXA, KIF5A, BCL2, TPBG, VEGFA, VHL, VLDLR
GO:0001101	0.042061336490398	4.0521836506159	0.769801440104735	3	144	response to acid chemical	0.113109021647698	CDKN1B, PCK1, VEGFA
GO:0001501	0.000137943091639728	4.25654473143656	2.87071787039057	11	537	skeletal system development	0.00211771788573667	CITED2, NCAN, CCN2, EXT1, ANXA2, HEXA, NDST1, ERRFI1, BGN, TGM2, VEGFA
GO:0001503	0.226203867946825	1.67787894513375	2.4323587169976	4	455	ossification	0.3030002466447	CCN2, EXT1, BCL2, VEGFA
GO:0001508	0.244301388190934	2.14988095238095	0.946214270128737	2	177	action potential	0.31488590436908	NEDD4L, CAV1
GO:0001525	6.44570101934555e-09	6.41359223300971	3.39995636046258	18	636	angiogenesis	3.76382898808213e-07	ADM, CCN2, DCN, EDN2, EFNA1, EFNA3, F3, JMJD6, ANXA2, HK2, SERPINE1, ANGPTL4, PRKCA, ACKR3, BTG1, TGM2, VEGFA, CAV1
GO:0001541	0.00369465885099408	10.4377033492823	0.310058913375518	3	58	ovarian follicle development	0.02636763938442	FOXO3, BCL2, VEGFA
GO:0001558	0.0666528652710257	2.39093127396562	2.17041239362863	5	406	regulation of cell growth	0.145233144426238	CDKN1B, NEDD4L, BCL2, BTG1, VEGFA
GO:0001568	2.81903298176969e-10	6.31661287135235	4.3889373772638	22	821	blood vessel development	2.4914156352397e-08	CITED2, COL5A1, ADM, CCN2, DCN, EDN2, EFNA1, EFNA3, F3, JMJD6, GAA, ANXA2, HK2, NDST1, SERPINE1, ANGPTL4, PRKCA, ACKR3, BTG1, TGM2, VEGFA, CAV1
GO:0001570	9.74111619048285e-05	12.0489844683393	0.459742526729217	5	86	vasculogenesis	0.00163351025348097	CITED2, ADM, ACKR3, VEGFA, CAV1
GO:0001654	0.00643645773210387	3.40351212063371	2.19179576696487	7	410	eye development	0.0373890175597271	CDKN1B, CITED2, COL5A1, JMJD6, FOS, BCL2, VEGFA
GO:0001657	0.100069972550449	3.85544217687075	0.534584333406066	2	100	ureteric bud development	0.182503519375332	BCL2, VEGFA
GO:0001658	0.0422166810871531	6.41772598870056	0.3260964433777	2	61	branching involved in ureteric bud morphogenesis	0.113154546848353	BCL2, VEGFA
GO:0001659	0.00315861240848701	5.39247311827957	0.988981016801222	5	185	temperature homeostasis	0.0243360388304002	PPARGC1A, EDN2, PLAC8, VEGFA, CAV1
GO:0001666	1.00203172081911e-11	11.7439842854804	1.67859480689505	16	314	response to hypoxia	1.72454933004131e-09	CDKN1B, CITED2, ADM, AK4, FOXO3, FOS, FAM162A, HK2, PCK1, ANGPTL4, DDIT4, BCL2, VEGFA, VHL, CAV1, STC2
GO:0001667	0.040382026811271	3.23134931322381	1.28834824350862	4	241	ameboidal-type cell migration	0.11209611856779	HAS1, TPBG, VEGFA, IRS2
GO:0001678	2.60581179867092e-05	8.97220843672457	0.866026620117827	7	162	intracellular glucose homeostasis	0.000553311985821683	PPARGC1A, FOXO3, GCK, HK1, HK2, PCK1, IRS2
GO:0001701	0.169464350509944	1.90209566469365	2.15437486362645	4	403	in utero embryonic development	0.249279543935005	CITED2, ADM, MAFF, VEGFA
GO:0001763	0.00508406216030223	4.79931864154157	1.10658957015056	5	207	morphogenesis of a branching structure	0.0326745938362238	ADM, EXT1, BCL2, TGM2, VEGFA
GO:0001764	0.268069640381301	2.01058377896613	1.01036439013746	2	189	neuron migration	0.335215190840097	DDIT4, VEGFA
GO:0001765	0.0024686246961521	31.6354166666667	0.0748418066768492	2	14	membrane raft assembly	0.0205079742216206	ANXA2, CAV1
GO:0001775	0.040358824724784	1.91921386245653	6.08356971416103	11	1138	cell activation	0.11209611856779	KLF6, EDN2, FOXO3, JMJD6, NFIL3, PCK1, PRKCA, BCL2, TPD52, CAV1, IRS2
GO:0001776	0.122482673521912	3.40146396396396	0.604080296748854	2	113	leukocyte homeostasis	0.202281991119521	BCL2, CHST3
GO:0001783	0.00845662083423247	15.8072916666667	0.138991926685577	2	26	B cell apoptotic process	0.0446739097381909	BCL2, IRS2
GO:0001816	0.859145528715038	0.619790426291974	4.7417630373118	3	887	cytokine production	0.866298451710815	F3, HK1, SERPINE1
GO:0001817	0.855442925544086	0.624989497689492	4.70434213397338	3	880	regulation of cytokine production	0.863363693373198	F3, HK1, SERPINE1
GO:0001819	0.511793689114668	1.1109022556391	2.71034257036875	3	507	positive regulation of cytokine production	0.550696072196434	F3, HK1, SERPINE1
GO:0001822	0.0941539304088752	2.39743075070253	1.72136155356753	4	322	kidney development	0.177556719975215	EXT1, JMJD6, BCL2, VEGFA
GO:0001823	0.108545656804182	3.66727346278317	0.561313550076369	2	105	mesonephros development	0.189911341760126	BCL2, VEGFA
GO:0001836	0.00301608000782199	11.2588235294118	0.288675540039276	3	54	release of cytochrome c from mitochondria	0.0236512748814818	FAM162A, PLAUR, BCL2
GO:0001837	0.0837530745573348	3.01503759398496	1.02640192013965	3	192	epithelial to mesenchymal transition	0.1659833659409	EFNA1, GCNT2, VEGFA
GO:0001838	0.126033101049117	3.34089233038348	0.614771983416976	2	115	embryonic epithelial tube formation	0.205652814586134	CITED2, ADM
GO:0001841	0.0901645144396397	4.10824275362319	0.502509273401702	2	94	neural tube formation	0.173536175525381	CITED2, ADM
GO:0001843	0.0713356989019127	4.72760416666667	0.438359153392974	2	82	neural tube closure	0.151595456338563	CITED2, ADM
GO:0001889	0.0442619503147559	3.96710526315789	0.785838970106917	3	147	liver development	0.117863662483104	CITED2, PCK1, ERRFI1
GO:0001890	0.00898577813561205	5.20011500862565	0.81256818677722	4	152	placenta development	0.0467890039863876	CDKN1B, CITED2, ADM, STC2
GO:0001892	0.0790110813604168	4.44828431372549	0.465088370063277	2	87	embryonic placenta development	0.159781222046112	CITED2, ADM
GO:0001893	0.0150076830571827	11.4905303030303	0.187104516692123	2	35	maternal placenta development	0.0625488040387585	CITED2, STC2
GO:0001894	0.000100035045209695	6.09737065309584	1.44337770019638	8	270	tissue homeostasis	0.00164280524555185	CCN2, EXT1, PRDX5, GCNT2, ERRFI1, PRKCA, BCL2, VEGFA
GO:0001932	0.089313147447925	1.89859154929577	3.83296967052149	7	717	regulation of protein phosphorylation	0.172404954046467	CDKN1B, CDKN1C, EFNA1, PLAUR, ERRFI1, VEGFA, CAV1
GO:0001933	0.0378574998166766	3.30190755685987	1.26161902683832	4	236	negative regulation of protein phosphorylation	0.106535304991852	CDKN1B, CDKN1C, ERRFI1, CAV1
GO:0001934	0.225067042806759	1.68170212765957	2.42701287366354	4	454	positive regulation of protein phosphorylation	0.301626733597583	EFNA1, PLAUR, VEGFA, CAV1
GO:0001935	0.0045880616899285	4.92249331368375	1.07986035348025	5	202	endothelial cell proliferation	0.0309339417032293	F3, PRKCA, VEGFA, CAV1, SCARB1
GO:0001936	0.0155994527965071	4.3912462006079	0.956905956796858	4	179	regulation of endothelial cell proliferation	0.0625488040387585	F3, PRKCA, VEGFA, CAV1
GO:0001938	0.0197048481457806	5.50506072874494	0.572005236744491	3	107	positive regulation of endothelial cell proliferation	0.0728077439962741	F3, PRKCA, VEGFA
