geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0005975	carbohydrate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005975	555	70	16.255506607929515	4.306233062330623	1.4620445446574668e-25	9.601220559822875e-22	226;229;230;467;680;1642;2023;2026;2027;2131;2203;2542;2548;2584;2597;2632;2645;2821;2908;2997;3036;3073;3098;3099;3175;3340;3423;3486;3572;3906;3939;5105;5155;5163;5165;5209;5211;5214;5224;5230;5236;5260;5313;5504;5507;5566;5837;6095;6513;6515;6518;6576;7157;7167;7360;8277;8509;8660;8692;8870;8987;9435;9469;10891;26330;54206;54541;55276;55577;124872
GO:0055086	nucleobase-containing small molecule metabolic process	http://amigo.geneontology.org/amigo/term/GO:0055086	668	77	19.565186331706155	3.935561803222823	1.5077293592686676e-25	9.601220559822875e-22	100;112;203;205;226;229;230;272;353;978;1267;1716;1854;2023;2026;2027;2203;2326;2584;2597;2645;2745;2821;2987;3098;3099;3251;3615;3704;3939;3948;4245;4830;4832;4833;4860;4882;5142;5163;5165;5211;5214;5224;5230;5236;5313;5471;5538;5566;6095;6576;6817;6820;7084;7157;7167;7298;7360;7372;8459;8694;8870;10570;10891;25819;25874;26330;30833;50484;50808;51251;51292;53343;54541;55276;124872;129607
GO:1901135	carbohydrate derivative metabolic process	http://amigo.geneontology.org/amigo/term/GO:1901135	1077	99	31.54446957971187	3.1384265235410016	4.2405835082857935e-25	1.800269052050929e-21	100;112;203;205;226;229;230;272;353;538;596;650;978;1280;1603;1716;1854;2023;2026;2027;2131;2203;2584;2597;2645;2651;2817;2821;2987;3036;3073;3098;3099;3251;3340;3423;3615;3704;3939;3948;4245;4830;4832;4833;4860;4882;5105;5142;5155;5163;5165;5209;5211;5214;5224;5230;5236;5313;5471;5538;5566;5580;6095;6184;6576;6817;6820;7084;7157;7167;7298;7360;7372;8459;8509;8692;8694;8870;9215;9435;9469;9957;10891;25874;26330;27161;30833;50484;50808;51251;51292;53343;54541;55276;55577;124583;124872;126792;129607
GO:0009117	nucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009117	590	71	17.280628646267413	4.108646823756373	1.1033328481230843e-24	3.5130117884239e-21	100;112;203;205;226;229;230;272;353;978;1267;1716;1854;2023;2026;2027;2203;2326;2584;2597;2645;2821;2987;3098;3099;3251;3615;3704;3939;3948;4830;4832;4833;4860;4882;5142;5163;5165;5211;5214;5224;5230;5236;5313;5471;5538;5566;6095;6576;6817;6820;7084;7157;7167;7298;7372;8459;8694;8870;10891;25819;25874;26330;30833;50484;50808;51251;51292;53343;54541;129607
GO:0006753	nucleoside phosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006753	598	71	17.51494225503036	4.053681648856623	2.4818161464766097e-24	6.32168208830522e-21	100;112;203;205;226;229;230;272;353;978;1267;1716;1854;2023;2026;2027;2203;2326;2584;2597;2645;2821;2987;3098;3099;3251;3615;3704;3939;3948;4830;4832;4833;4860;4882;5142;5163;5165;5211;5214;5224;5230;5236;5313;5471;5538;5566;6095;6576;6817;6820;7084;7157;7167;7298;7372;8459;8694;8870;10891;25819;25874;26330;30833;50484;50808;51251;51292;53343;54541;129607
GO:0009259	ribonucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009259	461	60	13.502321704964876	4.4436802285593355	1.126104154919457e-22	2.3903437528423675e-19	100;112;203;205;226;229;230;272;353;978;2023;2026;2027;2203;2584;2597;2645;2821;2987;3098;3099;3251;3615;3704;3939;3948;4830;4832;4833;4860;4882;5142;5163;5165;5211;5214;5224;5230;5236;5313;5471;5538;5566;6095;6576;6817;6820;7167;7372;8459;8694;8870;10891;25874;26330;30833;50808;51292;53343;54541
GO:0005996	monosaccharide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0005996	256	45	7.498035480414335	6.001572027439025	1.5757840613758025e-22	2.8670265436688886e-19	226;229;230;467;680;1642;2023;2026;2027;2203;2542;2548;2584;2597;2645;2821;2908;3073;3098;3099;3175;3423;3486;5105;5163;5165;5209;5211;5214;5224;5230;5236;5566;6095;6513;6515;6576;7157;7167;8277;8660;10891;26330;54206;55276
GO:0009132	nucleoside diphosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009132	128	33	3.7490177402071674	8.802305640243903	2.8757924518811433e-22	4.578261583394781e-19	203;205;226;229;230;2023;2026;2027;2203;2584;2597;2645;2821;2987;3098;3099;3939;5211;5214;5224;5230;5236;5313;5566;7167;7372;8870;26330;50484;50808;53343;54541;129607
GO:0009150	purine ribonucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009150	441	58	12.916537683057507	4.490367420681009	3.618125355998077e-22	5.120049392665723e-19	100;112;203;205;226;229;230;272;353;2023;2026;2027;2203;2584;2597;2645;2821;2987;3098;3099;3251;3615;3704;3939;3948;4830;4832;4833;4860;4882;5142;5163;5165;5211;5214;5224;5230;5236;5313;5471;5538;5566;6095;6576;6817;6820;7167;8459;8694;8870;10891;25874;26330;30833;50808;51292;53343;54541
GO:0019693	ribose phosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019693	475	60	13.912370520300035	4.312708600770218	5.311870625245196e-22	6.16894412590116e-19	100;112;203;205;226;229;230;272;353;978;2023;2026;2027;2203;2584;2597;2645;2821;2987;3098;3099;3251;3615;3704;3939;3948;4830;4832;4833;4860;4882;5142;5163;5165;5211;5214;5224;5230;5236;5313;5471;5538;5566;6095;6576;6817;6820;7167;7372;8459;8694;8870;10891;25874;26330;30833;50808;51292;53343;54541
