Term	Ont	N	DE	P.DE	adj_pval	GOID
immune system process	BP	2676	11	0.00611871612436831	0.168495374312333	GO:0002376
regulation of immune system process	BP	1639	5	0.161448203976229	1	GO:0002682
immune response-regulating signaling pathway	BP	574	3	0.0806699137508998	0.845326593858206	GO:0002764
immune response	BP	1877	5	0.235194066659459	1	GO:0006955
cell communication	BP	6627	27	2.81622350388622e-06	0.000586353525416609	GO:0007154
signal transduction	BP	6102	25	8.31156239540679e-06	0.0012953181562463	GO:0007165
biological_process	BP	18158	50	2.14817966629084e-10	3.19047644037515e-07	GO:0008150
cellular process	BP	17684	49	1.78141648452648e-09	1.88982840201338e-06	GO:0009987
signaling	BP	6602	28	6.33451661309766e-07	0.000188160481475453	GO:0023052
regulation of response to stimulus	BP	4187	18	0.000168437668234073	0.0128508711401324	GO:0048583
regulation of immune response	BP	999	3	0.258324583223457	1	GO:0050776
regulation of biological process	BP	12193	39	4.94286782278464e-07	0.000157310299079995	GO:0050789
regulation of cellular process	BP	11808	38	8.46476948363908e-07	0.00024490666825521	GO:0050794
response to stimulus	BP	8941	34	1.31082063434999e-07	4.94956984611001e-05	GO:0050896
cellular response to stimulus	BP	7487	30	5.90017257392127e-07	0.000182561173058081	GO:0051716
biological regulation	BP	12588	39	1.32615516250992e-06	0.000339587180579265	GO:0065007
activation of immune response	BP	581	3	0.082963419289507	0.857536434849523	GO:0002253
acute inflammatory response	BP	108	2	0.015660665658376	0.297087635734443	GO:0002526
positive regulation of immune system process	BP	1123	5	0.0472887388298739	0.594860826455071	GO:0002684
regulation of response to biotic stimulus	BP	576	2	0.270419684295779	1	GO:0002831
developmental process involved in reproduction	BP	1041	7	0.00222999615977886	0.0885895317689743	GO:0003006
response to stress	BP	4076	20	8.2413490272413e-06	0.0012953181562463	GO:0006950
defense response	BP	1936	8	0.0192533264583043	0.33773669829772	GO:0006952
inflammatory response	BP	921	5	0.0227853132957584	0.379380575189018	GO:0006954
multicellular organism development	BP	4845	26	1.82044481561773e-08	9.65615942912662e-06	GO:0007275
sex differentiation	BP	296	3	0.0154171155671369	0.297087635734443	GO:0007548
gonad development	BP	240	3	0.00878088418068784	0.209549267758285	GO:0008406
female gonad development	BP	106	2	0.0151170691687098	0.2959385473994	GO:0008585
response to external stimulus	BP	2474	11	0.00337177429168616	0.117803628766694	GO:0009605
response to biotic stimulus	BP	1668	6	0.0721292942180664	0.779290211731369	GO:0009607
response to endogenous stimulus	BP	1607	13	2.95893797369374e-06	0.000604763487871093	GO:0009719
response to hormone	BP	961	8	0.000258308238548739	0.0177610831431753	GO:0009725
embryo development	BP	1130	7	0.0035209909768419	0.117803628766694	GO:0009790
reproductive process	BP	1610	12	1.75881832187497e-05	0.00225189394107647	GO:0022414
cell differentiation	BP	4520	26	4.07323406217488e-09	3.15933284657771e-06	GO:0030154
regulation of defense response	BP	886	2	0.466391914823367	1	GO:0031347
response to nutrient levels	BP	522	5	0.00223084331279265	0.0885895317689743	GO:0031667
response to corticosteroid	BP	157	2	0.0314298353115941	0.463704550378605	GO:0031960
regulation of response to external stimulus	BP	1165	6	0.0162228863121885	0.303708790977256	GO:0032101
multicellular organismal process	BP	7543	35	1.87854000797042e-10	2.98929387839751e-07	GO:0032501
developmental process	BP	6693	34	3.63032388210917e-11	8.08763554456281e-08	GO:0032502
response to lipid	BP	948	7	0.00130913974603203	0.0627204629292509	GO:0033993
response to chemical	BP	4019	23	6.39234516537996e-08	2.7923267763595e-05	GO:0042221
response to external biotic stimulus	BP	1627	6	0.0655576789834537	0.732077179144552	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1790	6	0.0938907428744564	0.933793736498723	GO:0044419
innate immune response	BP	1024	2	0.543976371161075	1	GO:0045087
regulation of innate immune response	BP	482	2	0.209022522189023	1	GO:0045088
development of primary sexual characteristics	BP	245	3	0.00928642030113457	0.219155584182919	GO:0045137
development of primary female sexual characteristics	BP	110	2	0.0162125882185343	0.303708790977256	GO:0046545
female sex differentiation	BP	125	2	0.0206110934207499	0.357608482898699	GO:0046660
rhythmic process	BP	302	4	0.00198291631876188	0.0812047973334141	GO:0048511
animal organ development	BP	3099	21	1.76004464124414e-08	9.56348158966756e-06	GO:0048513
positive regulation of biological process	BP	6372	30	1.24479191076942e-08	7.29775636529503e-06	GO:0048518
negative regulation of biological process	BP	5853	24	1.44491043469354e-05	0.00195089179782441	GO:0048519
response to steroid hormone	BP	338	4	0.00297662655224529	0.109371035597355	GO:0048545
embryonic organ development	BP	457	4	0.00857678007785681	0.209549267758285	GO:0048568
positive regulation of response to stimulus	BP	2386	13	0.000189328427095079	0.0140595289960806	GO:0048584
negative regulation of response to stimulus	BP	1829	10	0.00116915335817259	0.0578808855852645	GO:0048585
reproductive structure development	BP	314	5	0.00022822325718105	0.0163964952139297	GO:0048608
multicellular organismal reproductive process	BP	1004	4	0.100559871178248	0.975533450021739	GO:0048609
system development	BP	4175	24	2.48470510453418e-08	1.28730837950727e-05	GO:0048731
anatomical structure development	BP	6107	32	1.21225164648218e-10	2.07742632156385e-07	GO:0048856
stem cell differentiation	BP	256	3	0.0104577395746502	0.232815801669926	GO:0048863
cellular developmental process	BP	4522	26	4.11260672191191e-09	3.15933284657771e-06	GO:0048869
positive regulation of immune response	BP	783	3	0.159925723286916	1	GO:0050778
response to glucocorticoid	BP	136	2	0.024117021760131	0.3952340274578	GO:0051384
response to other organism	BP	1624	6	0.0650915187482246	0.727601030944781	GO:0051707
reproductive system development	BP	318	5	0.000241951558508841	0.0171117359379681	GO:0061458
regulation of response to stress	BP	1477	6	0.044684619011757	0.573052917519969	GO:0080134
defense response to other organism	BP	1302	3	0.40535028729295	1	GO:0098542
defense response to symbiont	BP	1127	2	0.596759776650487	1	GO:0140546
response to ketone	BP	225	3	0.00736360750950683	0.190530137162361	GO:1901654
response to oxygen-containing compound	BP	1742	13	7.1427639250361e-06	0.00117051138597247	GO:1901700
metabolic process	BP	11765	44	1.08863455765989e-11	4.27524766832561e-08	GO:0008152
response to xenobiotic stimulus	BP	452	4	0.00825914241408881	0.207437626495006	GO:0009410
cellular response to chemical stimulus	BP	2248	17	1.43841198223796e-07	5.25326920332744e-05	GO:0070887
tissue homeostasis	BP	272	6	8.26793343118371e-06	0.0012953181562463	GO:0001894
system process	BP	2345	13	0.000159245516199872	0.0123842114353847	GO:0003008
lipid metabolic process	BP	1388	6	0.0345976814925539	0.493391189411303	GO:0006629
digestion	BP	144	2	0.0268093431375934	0.419740691514834	GO:0007586
regulation of lipid metabolic process	BP	343	3	0.0226820450333801	0.378389792190938	GO:0019216
regulation of metabolic process	BP	6949	27	7.35436415001369e-06	0.00119591623747449	GO:0019222
homeostatic process	BP	1762	16	3.05572389297376e-08	1.4892054588275e-05	GO:0042592
primary metabolic process	BP	10156	41	2.72484552426525e-11	6.74490095439792e-08	GO:0044238
multicellular organismal-level homeostasis	BP	833	10	1.62121039615966e-06	0.000376222137558801	GO:0048871
anatomical structure homeostasis	BP	272	6	8.26793343118371e-06	0.0012953181562463	GO:0060249
