p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
2.73871841766747e-07	167	50	9	0.18	0.0538922155688623	GO:0071453	GO:BP	cellular response to oxygen levels
2.73871841766747e-07	2453	50	24	0.48	0.00978393803505911	GO:0050793	GO:BP	regulation of developmental process
3.35770831572078e-07	1134	50	17	0.34	0.0149911816578483	GO:0072359	GO:BP	circulatory system development
3.35770831572078e-07	569	50	13	0.26	0.0228471001757469	GO:0005975	GO:BP	carbohydrate metabolic process
6.85600341273194e-07	143	50	8	0.16	0.0559440559440559	GO:0071456	GO:BP	cellular response to hypoxia
6.85600341273194e-07	755	50	14	0.28	0.0185430463576159	GO:0001944	GO:BP	vasculature development
7.92426792875298e-07	150	50	8	0.16	0.0533333333333333	GO:0036294	GO:BP	cellular response to decreased oxygen levels
7.92426792875298e-07	6478	50	36	0.72	0.00555727076258104	GO:0032502	GO:BP	developmental process
1.64378545549287e-06	5924	50	34	0.68	0.00573936529372046	GO:0048856	GO:BP	anatomical structure development
2.07200233978261e-06	872	50	14	0.28	0.0160550458715596	GO:0035239	GO:BP	tube morphogenesis
2.07200233978261e-06	725	50	13	0.26	0.0179310344827586	GO:0001568	GO:BP	blood vessel development
2.07200233978261e-06	2692	50	23	0.46	0.00854383358098068	GO:0009653	GO:BP	anatomical structure morphogenesis
3.97448300525613e-06	1092	50	15	0.3	0.0137362637362637	GO:0035295	GO:BP	tube development
6.40131867262306e-06	302	50	9	0.18	0.0298013245033113	GO:0001666	GO:BP	response to hypoxia
8.18712422061602e-06	992	50	14	0.28	0.0141129032258065	GO:1901135	GO:BP	carbohydrate derivative metabolic process
8.25975797399376e-06	316	50	9	0.18	0.0284810126582278	GO:0036293	GO:BP	response to decreased oxygen levels
9.82055727423493e-06	7234	50	36	0.72	0.00497649986176389	GO:0032501	GO:BP	multicellular organismal process
1.27326104271449e-05	1413	50	16	0.32	0.0113234253361642	GO:2000026	GO:BP	regulation of multicellular organismal development
1.47040538506005e-05	345	50	9	0.18	0.0260869565217391	GO:0070482	GO:BP	response to oxygen levels
1.72941479779089e-05	100	50	6	0.12	0.06	GO:0005976	GO:BP	polysaccharide metabolic process
2.30337798849497e-05	1716	50	17	0.34	0.00990675990675991	GO:0048870	GO:BP	cell motility
2.30337798849497e-05	628	50	11	0.22	0.017515923566879	GO:0048514	GO:BP	blood vessel morphogenesis
2.30337798849497e-05	4658	50	28	0.56	0.0060111635895234	GO:0007275	GO:BP	multicellular organism development
2.30337798849497e-05	1499	50	16	0.32	0.0106737825216811	GO:0016477	GO:BP	cell migration
2.50167959760201e-05	4381	50	27	0.54	0.00616297648938598	GO:0030154	GO:BP	cell differentiation
2.50167959760201e-05	4382	50	27	0.54	0.00616157005933364	GO:0048869	GO:BP	cellular developmental process
2.62155558105908e-05	509	50	10	0.2	0.0196463654223969	GO:0006091	GO:BP	generation of precursor metabolites and energy
3.4843286466293e-05	1577	50	16	0.32	0.010145846544071	GO:0045595	GO:BP	regulation of cell differentiation
3.4843286466293e-05	3867	50	25	0.5	0.00646495991724851	GO:0042221	GO:BP	response to chemical
3.4843286466293e-05	1181	50	14	0.28	0.0118543607112616	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis
3.89350795040821e-05	203	50	7	0.14	0.0344827586206897	GO:0016051	GO:BP	carbohydrate biosynthetic process
3.89350795040821e-05	203	50	7	0.14	0.0344827586206897	GO:0044703	GO:BP	multi-organism reproductive process
3.89350795040821e-05	541	50	10	0.2	0.0184842883548983	GO:0001525	GO:BP	angiogenesis
4.0877731925458e-05	2803	50	21	0.42	0.00749197288619336	GO:0007166	GO:BP	cell surface receptor signaling pathway
4.41105272313987e-05	2562	50	20	0.4	0.0078064012490242	GO:0009056	GO:BP	catabolic process
4.77920566503684e-05	212	50	7	0.14	0.0330188679245283	GO:0044706	GO:BP	multi-multicellular organism process
5.76751772725996e-05	73	50	5	0.1	0.0684931506849315	GO:0006024	GO:BP	glycosaminoglycan biosynthetic process
6.382110050583e-05	75	50	5	0.1	0.0666666666666667	GO:0006023	GO:BP	aminoglycan biosynthetic process
6.382110050583e-05	224	50	7	0.14	0.03125	GO:0046034	GO:BP	ATP metabolic process
7.21248069697156e-05	229	50	7	0.14	0.0305676855895196	GO:0019318	GO:BP	hexose metabolic process
7.47734092933352e-05	1711	50	16	0.32	0.00935125657510228	GO:0042592	GO:BP	homeostatic process
7.67701945578975e-05	34	50	4	0.08	0.117647058823529	GO:0015012	GO:BP	heparan sulfate proteoglycan biosynthetic process
7.80076834248831e-05	2186	50	18	0.36	0.00823421774931381	GO:0070887	GO:BP	cellular response to chemical stimulus
8.3531532508524e-05	610	50	10	0.2	0.0163934426229508	GO:1901137	GO:BP	carbohydrate derivative biosynthetic process
9.71899620981506e-05	1331	50	14	0.28	0.0105184072126221	GO:0051094	GO:BP	positive regulation of developmental process
0.000102013210267803	156	50	6	0.12	0.0384615384615385	GO:0030856	GO:BP	regulation of epithelial cell differentiation
0.000102013210267803	959	50	12	0.24	0.0125130344108446	GO:0007167	GO:BP	enzyme-linked receptor protein signaling pathway
0.000102115411501455	2012	50	17	0.34	0.0084493041749503	GO:0009888	GO:BP	tissue development
0.000102115411501455	248	50	7	0.14	0.0282258064516129	GO:0009205	GO:BP	purine ribonucleoside triphosphate metabolic process
0.000102115411501455	633	50	10	0.2	0.0157977883096366	GO:0032787	GO:BP	monocarboxylic acid metabolic process
0.000102115411501455	250	50	7	0.14	0.028	GO:0005996	GO:BP	monosaccharide metabolic process
0.000107567352966298	3047	50	21	0.42	0.00689202494256646	GO:0048513	GO:BP	animal organ development
0.000109274960730458	255	50	7	0.14	0.0274509803921569	GO:0009199	GO:BP	ribonucleoside triphosphate metabolic process
0.000109274960730458	255	50	7	0.14	0.0274509803921569	GO:0009144	GO:BP	purine nucleoside triphosphate metabolic process
0.000116329828666476	91	50	5	0.1	0.0549450549450549	GO:0006029	GO:BP	proteoglycan metabolic process
0.000140638103168243	3985	50	24	0.48	0.00602258469259724	GO:0048731	GO:BP	system development
0.000154773421563639	271	50	7	0.14	0.025830258302583	GO:0009141	GO:BP	nucleoside triphosphate metabolic process
0.00015667308179072	1632	50	15	0.3	0.00919117647058824	GO:1901700	GO:BP	response to oxygen-containing compound
0.000178644194303948	536	50	9	0.18	0.0167910447761194	GO:0001501	GO:BP	skeletal system development
0.000178644194303948	1037	50	12	0.24	0.0115718418514947	GO:0009887	GO:BP	animal organ morphogenesis
0.000178644194303948	101	50	5	0.1	0.0495049504950495	GO:0046031	GO:BP	ADP metabolic process
0.000181716527433184	181	50	6	0.12	0.0331491712707182	GO:0007565	GO:BP	female pregnancy
0.000203837604815969	2928	50	20	0.4	0.00683060109289617	GO:0051239	GO:BP	regulation of multicellular organismal process
0.000212363083973546	187	50	6	0.12	0.0320855614973262	GO:0006006	GO:BP	glucose metabolic process
0.00022922025150604	1478	50	14	0.28	0.0094722598105548	GO:0009719	GO:BP	response to endogenous stimulus
0.000249236910195288	564	50	9	0.18	0.0159574468085106	GO:0009611	GO:BP	response to wounding
0.000257961297575403	195	50	6	0.12	0.0307692307692308	GO:0030324	GO:BP	lung development
0.000261444659911518	112	50	5	0.1	0.0446428571428571	GO:0030203	GO:BP	glycosaminoglycan metabolic process
0.0002615232014348	113	50	5	0.1	0.0442477876106195	GO:0009135	GO:BP	purine nucleoside diphosphate metabolic process
0.0002615232014348	113	50	5	0.1	0.0442477876106195	GO:0009179	GO:BP	purine ribonucleoside diphosphate metabolic process
0.0002615232014348	905	50	11	0.22	0.0121546961325967	GO:0019752	GO:BP	carboxylic acid metabolic process
0.000269630767794351	199	50	6	0.12	0.0301507537688442	GO:0030323	GO:BP	respiratory tube development
0.00028991201266833	1108	50	12	0.24	0.0108303249097473	GO:1902533	GO:BP	positive regulation of intracellular signal transduction
0.000311360384662704	927	50	11	0.22	0.011866235167206	GO:0043436	GO:BP	oxoacid metabolic process
0.000321854574590377	18	50	3	0.06	0.166666666666667	GO:0061621	GO:BP	canonical glycolysis
0.000321854574590377	2009	50	16	0.32	0.0079641612742658	GO:0008283	GO:BP	cell population proliferation
0.000321854574590377	933	50	11	0.22	0.0117899249732047	GO:0006082	GO:BP	organic acid metabolic process
0.000321854574590377	121	50	5	0.1	0.0413223140495868	GO:0006022	GO:BP	aminoglycan metabolic process
0.000321854574590377	18	50	3	0.06	0.166666666666667	GO:0061718	GO:BP	glucose catabolic process to pyruvate
0.000321854574590377	120	50	5	0.1	0.0416666666666667	GO:0006090	GO:BP	pyruvate metabolic process
0.000321854574590377	18	50	3	0.06	0.166666666666667	GO:0006735	GO:BP	NADH regeneration
0.000329617733810087	600	50	9	0.18	0.015	GO:0007507	GO:BP	heart development
0.000334257920658364	454	50	8	0.16	0.0176211453744493	GO:0048732	GO:BP	gland development
0.000334257920658364	123	50	5	0.1	0.040650406504065	GO:0009185	GO:BP	ribonucleoside diphosphate metabolic process
0.000407712861197458	619	50	9	0.18	0.0145395799676898	GO:0007169	GO:BP	cell surface receptor protein tyrosine kinase signaling pathway
0.000412496405090228	971	50	11	0.22	0.0113285272914521	GO:0030097	GO:BP	hemopoiesis
0.000412496405090228	222	50	6	0.12	0.027027027027027	GO:0060541	GO:BP	respiratory system development
0.000412496405090228	20	50	3	0.06	0.15	GO:0061620	GO:BP	glycolytic process through glucose-6-phosphate
0.000412750068408154	130	50	5	0.1	0.0384615384615385	GO:0009132	GO:BP	nucleoside diphosphate metabolic process
0.000414369970324325	338	50	7	0.14	0.0207100591715976	GO:0015980	GO:BP	energy derivation by oxidation of organic compounds
0.000432580164161507	63	50	4	0.08	0.0634920634920635	GO:0000271	GO:BP	polysaccharide biosynthetic process
0.000444301150918536	632	50	9	0.18	0.0142405063291139	GO:0002521	GO:BP	leukocyte differentiation
0.000454609476475397	21	50	3	0.06	0.142857142857143	GO:0019677	GO:BP	NAD catabolic process
0.000461316137607006	346	50	7	0.14	0.0202312138728324	GO:0009150	GO:BP	purine ribonucleotide metabolic process
0.00046673810370098	809	50	10	0.2	0.0123609394313968	GO:0048871	GO:BP	multicellular organismal-level homeostasis
0.000523958522977228	67	50	4	0.08	0.0597014925373134	GO:0030166	GO:BP	proteoglycan biosynthetic process
0.000593354042283735	2946	50	19	0.38	0.00644942294636796	GO:0035556	GO:BP	intracellular signal transduction
0.000606877724330817	1026	50	11	0.22	0.0107212475633528	GO:0048878	GO:BP	chemical homeostasis
0.000639343557455093	367	50	7	0.14	0.0190735694822888	GO:0009259	GO:BP	ribonucleotide metabolic process
0.000640171061809683	24	50	3	0.06	0.125	GO:0061615	GO:BP	glycolytic process through fructose-6-phosphate
0.00069656490378442	8993	50	36	0.72	0.00400311353274769	GO:0050896	GO:BP	response to stimulus
0.000712210730181654	375	50	7	0.14	0.0186666666666667	GO:0019693	GO:BP	ribose phosphate metabolic process
0.000738347385323634	5886	50	28	0.56	0.00475705062861026	GO:0048522	GO:BP	positive regulation of cellular process
0.000747418109484463	379	50	7	0.14	0.0184696569920844	GO:0044282	GO:BP	small molecule catabolic process
0.000769393968562976	256	50	6	0.12	0.0234375	GO:1901136	GO:BP	carbohydrate derivative catabolic process
0.000773209377833086	26	50	3	0.06	0.115384615384615	GO:0006007	GO:BP	glucose catabolic process
0.000774580384725673	76	50	4	0.08	0.0526315789473684	GO:0005977	GO:BP	glycogen metabolic process
0.000780414441210645	872	50	10	0.2	0.0114678899082569	GO:0043066	GO:BP	negative regulation of apoptotic process
0.000787181807440196	4	50	2	0.04	0.5	GO:1900084	GO:BP	regulation of peptidyl-tyrosine autophosphorylation
0.000834775505488965	78	50	4	0.08	0.0512820512820513	GO:0044042	GO:BP	glucan metabolic process
0.000955626175865262	398	50	7	0.14	0.0175879396984925	GO:0006979	GO:BP	response to oxidative stress
0.000965095702693171	898	50	10	0.2	0.0111358574610245	GO:0043069	GO:BP	negative regulation of programmed cell death
0.000965095702693171	163	50	5	0.1	0.0306748466257669	GO:0016052	GO:BP	carbohydrate catabolic process
0.00100533287254573	29	50	3	0.06	0.103448275862069	GO:0035988	GO:BP	chondrocyte proliferation
0.00108490658631579	1784	50	14	0.28	0.007847533632287	GO:0023056	GO:BP	positive regulation of signaling
0.00113055550143404	1556	50	13	0.26	0.0083547557840617	GO:0022414	GO:BP	reproductive process
0.00114091627323027	1795	50	14	0.28	0.00779944289693593	GO:0044281	GO:BP	small molecule metabolic process
0.00119537346360634	87	50	4	0.08	0.0459770114942529	GO:0006094	GO:BP	gluconeogenesis
0.00119871806798133	928	50	10	0.2	0.0107758620689655	GO:0051093	GO:BP	negative regulation of developmental process
0.00124015114886916	174	50	5	0.1	0.028735632183908	GO:0007519	GO:BP	skeletal muscle tissue development
0.00124996777790528	421	50	7	0.14	0.0166270783847981	GO:0060537	GO:BP	muscle tissue development
0.0012638112840777	89	50	4	0.08	0.0449438202247191	GO:0042632	GO:BP	cholesterol homeostasis
0.00127837009238904	90	50	4	0.08	0.0444444444444444	GO:0006112	GO:BP	energy reserve metabolic process
0.00127837009238904	90	50	4	0.08	0.0444444444444444	GO:0055092	GO:BP	sterol homeostasis
0.00127837009238904	90	50	4	0.08	0.0444444444444444	GO:0019319	GO:BP	hexose biosynthetic process
0.00127837009238904	289	50	6	0.12	0.0207612456747405	GO:0045765	GO:BP	regulation of angiogenesis
0.00132272545441773	292	50	6	0.12	0.0205479452054795	GO:0061448	GO:BP	connective tissue development
0.00132800620430356	33	50	3	0.06	0.0909090909090909	GO:0006734	GO:BP	NADH metabolic process
0.00133911665920564	430	50	7	0.14	0.0162790697674419	GO:0042060	GO:BP	wound healing
0.00133987810049672	92	50	4	0.08	0.0434782608695652	GO:0006096	GO:BP	glycolytic process
0.00133987810049672	92	50	4	0.08	0.0434782608695652	GO:1903510	GO:BP	mucopolysaccharide metabolic process
0.00134654988111784	295	50	6	0.12	0.0203389830508475	GO:1901342	GO:BP	regulation of vasculature development
0.00134960542212384	10675	50	39	0.78	0.00365339578454333	GO:0009058	GO:BP	biosynthetic process
0.00136622190115737	434	50	7	0.14	0.0161290322580645	GO:0043434	GO:BP	response to peptide hormone
0.00137580102589697	435	50	7	0.14	0.0160919540229885	GO:0006163	GO:BP	purine nucleotide metabolic process
0.00138777426043825	595	50	8	0.16	0.0134453781512605	GO:0048667	GO:BP	cell morphogenesis involved in neuron differentiation
0.00138777426043825	94	50	4	0.08	0.0425531914893617	GO:0046364	GO:BP	monosaccharide biosynthetic process
0.00138777426043825	94	50	4	0.08	0.0425531914893617	GO:0046032	GO:BP	ADP catabolic process
0.00146827841411853	186	50	5	0.1	0.0268817204301075	GO:0060538	GO:BP	skeletal muscle organ development
0.00146969088320842	96	50	4	0.08	0.0416666666666667	GO:0019364	GO:BP	pyridine nucleotide catabolic process
0.00146969088320842	7320	50	31	0.62	0.00423497267759563	GO:0051716	GO:BP	cellular response to stimulus
0.00150882575104016	97	50	4	0.08	0.0412371134020619	GO:0009181	GO:BP	purine ribonucleoside diphosphate catabolic process
