"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.04459635725238e-07,24,2680,4.09808955223881,"GO:0050793 regulation of developmental process "," http://amigo.geneontology.org/amigo/term/GO:0050793"," VEGFA  ERRFI1  MAFF  DCN  F3  CCN2  COL5A1  BTG1  EFNA3  ALDOA  TGM2  CAV1  PPARGC1A  CDKN1B  STC2  TPBG  VLDLR  CITED2  EFNA1  FOS  BCL2  ANXA2  SLC6A6  VHL"
3.04459635725238e-07,17,1150,6.76481739130435,"GO:0072359 circulatory system development "," http://amigo.geneontology.org/amigo/term/GO:0072359"," VEGFA  DCN  F3  EFNA3  JMJD6  NDST1  GYS1  CAV1  CDKN1B  ERRFI1  CCN2  COL5A1  CITED2  EFNA1  EXT1  ANXA2  BTG1"
5.26774239755726e-07,14,765,8.37474509803922,"GO:0001944 vasculature development "," http://amigo.geneontology.org/amigo/term/GO:0001944"," VEGFA  DCN  F3  EFNA3  JMJD6  NDST1  CAV1  ERRFI1  CCN2  COL5A1  CITED2  EFNA1  ANXA2  BTG1"
6.50676770885978e-07,10,305,15.0039344262295,"GO:0036293 response to decreased oxygen levels "," http://amigo.geneontology.org/amigo/term/GO:0036293"," VEGFA  VHL  CITED2  CAV1  CDKN1B  STC2  CCN2  FOS  BCL2  AK4"
7.85143292429492e-07,16,1151,6.36135534317984,"GO:1901135 carbohydrate derivative metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901135"," PFKP  NDST1  GCK  ALDOA  AK4  B3GALT6  HEXA  HS3ST1  EXT1  DCN  PPARGC1A  NAGK  PGAM2  LDHC  BCL2  BGN"
1.01090048584225e-06,10,333,13.7423423423423,"GO:0070482 response to oxygen levels "," http://amigo.geneontology.org/amigo/term/GO:0070482"," VEGFA  VHL  CITED2  CAV1  CDKN1B  STC2  CCN2  FOS  BCL2  AK4"
1.02622945614333e-06,25,3300,3.46681818181818,"GO:0070887 cellular response to chemical stimulus "," http://amigo.geneontology.org/amigo/term/GO:0070887"," VEGFA  F3  PRDX5  DCN  CAV1  CDKN1B  VHL  CITED2  FOS  TGM2  PFKP  NDST1  SCARB1  PPARGC1A  STC2  ERRFI1  CCN2  SLC37A4  TPBG  NFIL3  BCL2  EXT1  AK4  ANKZF1  GCK"
1.02622945614333e-06,8,169,21.6624852071006,"GO:0071453 cellular response to oxygen levels "," http://amigo.geneontology.org/amigo/term/GO:0071453"," VEGFA  VHL  CITED2  STC2  FOS  BCL2  CAV1  AK4"
1.19382844030602e-06,13,734,8.1049863760218,"GO:0001568 blood vessel development "," http://amigo.geneontology.org/amigo/term/GO:0001568"," VEGFA  DCN  F3  EFNA3  JMJD6  NDST1  CAV1  CCN2  COL5A1  CITED2  EFNA1  ANXA2  BTG1"
1.19382844030602e-06,14,902,7.10274944567628,"GO:0035239 tube morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0035239"," VEGFA  DCN  F3  EFNA3  JMJD6  CAV1  CCN2  CITED2  EFNA1  BCL2  EXT1  ANXA2  TGM2  BTG1"
1.19382844030602e-06,29,4617,2.87437296946069,"GO:0048731 system development "," http://amigo.geneontology.org/amigo/term/GO:0048731"," TPD52  VEGFA  EFNA3  EFNA1  DCN  F3  ANXA2  TGM2  JMJD6  NDST1  GYS1  CAV1  CDKN1B  STC2  ERRFI1  CCN2  COL5A1  SLC37A4  TPBG  VLDLR  CITED2  NFIL3  FOS  BCL2  EXT1  BGN  HEXA  BTG1  KLF6"
1.29843508423743e-06,23,2867,3.67117544471573,"GO:0009653 anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0009653"," VEGFA  EFNA3  EFNA1  DCN  F3  COL5A1  ALDOA  JMJD6  NDST1  CAV1  ERRFI1  CCN2  TPBG  VLDLR  CITED2  BCL2  EXT1  ANXA2  TGM2  HEXA  BTG1  VHL  TPD52"
1.54588008332416e-06,12,627,8.75827751196172,"GO:0005975 carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0005975"," PFKP  PYGM  NDST1  GYS1  GCK  ALDOA  PPARGC1A  EXT1  NAGK  SLC37A4  PGAM2  HEXA"
