GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	FDR	Symbol
GO:0000082	0.0326015763815219	4.54856614246068	0.698232598734453	3	256	G1/S transition of mitotic cell cycle	0.0877682934403368	CDKN1B, BCL2, CCNG2
GO:0000122	0.0129874023433124	3.04080406538664	2.55291293912285	7	936	negative regulation of transcription by RNA polymerase II	0.0553879509457282	CITED2, EFNA1, MAFF, NFIL3, VEGFA, VHL, CAV1
GO:0000165	0.00484581842034072	3.70735174040584	2.11651756491381	7	776	MAPK cascade	0.0330581225220102	CAVIN3, CCN2, EFNA1, NDST1, TPBG, VEGFA, CAV1
GO:0000271	3.11545313930918e-05	25.5539971949509	0.180013091861226	4	66	polysaccharide biosynthetic process	0.0011506898013285	EXT1, GCK, GYS1, NDST1
GO:0000278	0.467818294260487	1.19772282921219	2.53109317041239	3	928	mitotic cell cycle	0.493776620025447	CDKN1B, BCL2, CCNG2
GO:0000302	0.0021004705608976	8.06555183946488	0.542766746672485	4	199	response to reactive oxygen species	0.0202806993201709	FOS, PRDX5, ANKZF1, BCL2
GO:0000902	0.000304101050321604	4.3806990881459	2.71928867554004	10	997	cell morphogenesis	0.0050512509349618	EFNA1, EFNA3, EXT1, ALDOA, HEXA, BCL2, TPBG, VEGFA, VHL, VLDLR
GO:0001101	0.058759089232157	5.32276995305164	0.39275583678813	2	144	response to acid chemical	0.122500949231201	CDKN1B, VEGFA
GO:0001501	1.53167564819521e-06	8.42267552182163	1.46465197468907	10	537	skeletal system development	0.000191188117017455	CITED2, CCN2, EXT1, ANXA2, HEXA, NDST1, ERRFI1, BGN, TGM2, VEGFA
GO:0001503	0.0351851952350654	3.43796394485684	1.24099934540694	4	455	ossification	0.0909648995858934	CCN2, EXT1, BCL2, VEGFA
GO:0001525	8.7586842015514e-07	7.96828717948718	1.73467161248091	11	636	angiogenesis	0.000142657068932768	CCN2, DCN, EFNA1, EFNA3, F3, JMJD6, ANXA2, BTG1, TGM2, VEGFA, CAV1
GO:0001541	0.0109334718797266	13.5610119047619	0.158193323150775	2	58	ovarian follicle development	0.0498268026525379	BCL2, VEGFA
GO:0001558	0.0245233435348652	3.86761842959117	1.10735326205542	4	406	regulation of cell growth	0.0759923851977636	CDKN1B, BCL2, BTG1, VEGFA
GO:0001568	2.43823649349685e-08	8.42110698058653	2.2392537639101	14	821	blood vessel development	9.0772061457897e-06	CITED2, COL5A1, CCN2, DCN, EFNA1, EFNA3, F3, JMJD6, ANXA2, NDST1, BTG1, TGM2, VEGFA, CAV1
GO:0001570	0.00166629299853999	13.9956421430402	0.234562513637355	3	86	vasculogenesis	0.0180180894364947	CITED2, VEGFA, CAV1
GO:0001654	0.000115861955555047	7.22217092734722	1.11826314641065	7	410	eye development	0.00274487505614958	CDKN1B, CITED2, COL5A1, JMJD6, FOS, BCL2, VEGFA
GO:0001657	0.0304553526613764	7.7312925170068	0.272747108880646	2	100	ureteric bud development	0.0847877062834987	BCL2, VEGFA
GO:0001658	0.0120415752422039	12.8693502824859	0.166375736417194	2	61	branching involved in ureteric bud morphogenesis	0.0529179512330241	BCL2, VEGFA
GO:0001659	0.0140028423803481	6.3479074117372	0.504582151429195	3	185	temperature homeostasis	0.0562271298046027	PPARGC1A, VEGFA, CAV1
GO:0001666	1.5303269504583e-07	12.9382646941224	0.856425921885228	9	314	response to hypoxia	4.43114670321592e-05	CDKN1B, CITED2, AK4, FOS, BCL2, VEGFA, VHL, CAV1, STC2
GO:0001667	0.14016459728157	3.14557182705718	0.657320532402357	2	241	ameboidal-type cell migration	0.20147211280517	TPBG, VEGFA
GO:0001678	0.0721840932804391	4.71927083333333	0.441850316386646	2	162	intracellular glucose homeostasis	0.136312860209293	PPARGC1A, GCK
GO:0001701	0.0971285476994011	2.85351063829787	1.099170848789	3	403	in utero embryonic development	0.160709203368025	CITED2, MAFF, VEGFA
GO:0001763	0.00242312136922608	7.74427072178197	0.564586515382937	4	207	morphogenesis of a branching structure	0.0214056077566209	EXT1, BCL2, TGM2, VEGFA
GO:0001765	0.000649702141424229	63.4375	0.0381845952432904	2	14	membrane raft assembly	0.00886452241126461	ANXA2, CAV1
GO:0001775	0.087862789347511	2.06593318342435	3.10386209906175	6	1138	cell activation	0.15287373962976	KLF6, JMJD6, NFIL3, BCL2, TPD52, CAV1
GO:0001822	0.0114093899578088	4.91222313371616	0.87824569059568	4	322	kidney development	0.0509997774100339	EXT1, JMJD6, BCL2, VEGFA
GO:0001823	0.0333063096298877	7.3539644012945	0.286384464324678	2	105	mesonephros development	0.0886580622017234	BCL2, VEGFA
GO:0001837	0.0964752582480652	3.96754385964912	0.52367444905084	2	192	epithelial to mesenchymal transition	0.159831228858524	EFNA1, VEGFA
GO:0001889	0.0609299386860558	5.2117816091954	0.400938250054549	2	147	liver development	0.124633767830346	CITED2, ERRFI1
GO:0001890	0.00823871858791955	7.76795659003284	0.414575605498582	3	152	placenta development	0.0425150507725116	CDKN1B, CITED2, STC2
GO:0001893	0.0040955951063357	23.0416666666667	0.0954614881082261	2	35	maternal placenta development	0.0292414269783859	CITED2, STC2
GO:0001894	8.90940206555536e-05	9.30681818181818	0.736417193977744	6	270	tissue homeostasis	0.00238156817196056	CCN2, EXT1, PRDX5, ERRFI1, BCL2, VEGFA
GO:0001932	0.0449910579629109	2.74188514357054	1.95559677067423	5	717	regulation of protein phosphorylation	0.106273143817191	CDKN1B, EFNA1, ERRFI1, VEGFA, CAV1
GO:0001933	0.0264945799006237	4.94447995616839	0.643683176958324	3	236	negative regulation of protein phosphorylation	0.0797149355448359	CDKN1B, ERRFI1, CAV1
GO:0001934	0.126526498973484	2.523611831863	1.23827187431813	3	454	positive regulation of protein phosphorylation	0.190264314093999	EFNA1, VEGFA, CAV1
GO:0001935	0.0022177382604054	7.94202898550725	0.550949159938905	4	202	endothelial cell proliferation	0.0209466379324752	F3, VEGFA, CAV1, SCARB1
GO:0001936	0.0128219950678086	6.56648936170213	0.488217324896356	3	179	regulation of endothelial cell proliferation	0.0553879509457282	F3, VEGFA, CAV1
GO:0001938	0.0344750338516427	7.21309523809524	0.291839406502291	2	107	positive regulation of endothelial cell proliferation	0.0904810301665751	F3, VEGFA
GO:0001942	0.0282491579825231	8.06205673758865	0.26183722452542	2	96	hair follicle development	0.0821621715429186	EXT1, BCL2
GO:0001944	4.6359023994679e-09	8.89897959183673	2.33198778092952	15	855	vasculature development	3.02029041325333e-06	CITED2, COL5A1, CCN2, DCN, EFNA1, EFNA3, F3, JMJD6, ANXA2, NDST1, ERRFI1, BTG1, TGM2, VEGFA, CAV1
GO:0001952	0.0456849750137267	6.15142276422764	0.340933886100807	2	125	regulation of cell-matrix adhesion	0.106775825009661	BCL2, VEGFA
GO:0001959	0.0922776224988832	4.0759009009009	0.510037093606808	2	187	regulation of cytokine-mediated signaling pathway	0.156865938833718	EXT1, CAV1
GO:0002009	0.00229578290645813	4.9101950680898	1.36373554440323	6	500	morphogenesis of an epithelium	0.0209641110930014	CITED2, COL5A1, EXT1, BCL2, TGM2, VEGFA
GO:0002040	0.0161047122674727	6.01396276595745	0.531856862317259	3	195	sprouting angiogenesis	0.0601743424445735	JMJD6, TGM2, VEGFA
GO:0002062	0.0399280722458608	6.64035087719298	0.316386646301549	2	116	chondrocyte differentiation	0.0978899451344382	CCN2, EXT1
GO:0002065	0.0503615251380127	5.81794871794872	0.360026183722453	2	132	columnar/cuboidal epithelial cell differentiation	0.112497262759688	EXT1, CAV1
GO:0002067	0.0169378429956131	10.68720657277	0.199105389482871	2	73	glandular epithelial cell differentiation	0.0621690406289686	EXT1, CAV1
GO:0002088	0.0255873657767567	8.51732209737828	0.248199869081388	2	91	lens development in camera-type eye	0.0785402534914346	CDKN1B, CITED2
GO:0002090	0.0178236969133528	10.3932648401826	0.204560331660484	2	75	regulation of receptor internalization	0.0649630128058706	ANXA2, VEGFA
GO:0002218	0.214076743764447	2.3765873015873	0.864608335151647	2	317	activation of innate immune response	0.269141046077392	NAGK, CAV1
GO:0002221	0.175487170318752	2.71829710144928	0.758236962688196	2	278	pattern recognition receptor signaling pathway	0.234402647796344	NAGK, CAV1
GO:0002237	0.271688846492255	2.00604838709677	1.02007418721362	2	374	response to molecule of bacterial origin	0.318354826420331	FOS, SCARB1
GO:0002244	0.000498214276006583	12.0484566876867	0.368208596988872	4	135	hematopoietic progenitor cell differentiation	0.00717318454847047	CITED2, EXT1, BCL2, VEGFA
GO:0002253	0.202988556466012	1.99425869638636	1.55465852061968	3	570	activation of immune response	0.260904857030994	NAGK, BCL2, CAV1
GO:0002262	0.0136025666175234	6.41914893617021	0.499127209251582	3	183	myeloid cell homeostasis	0.0553879509457282	CITED2, JMJD6, VEGFA
GO:0002376	0.101596159513799	1.6593875502008	7.27416539384683	11	2667	immune system process	0.165474744808099	CITED2, KLF6, EXT1, JMJD6, FOS, NFIL3, NAGK, BCL2, TPD52, VEGFA, CAV1
GO:0002520	0.105031396782092	3.76708333333333	0.550949159938905	2	202	immune system development	0.168853682920501	CITED2, BCL2
GO:0002521	4.32049729277124e-05	6.27421264503907	1.71012437268165	9	627	leukocyte differentiation	0.00146223583700803	CITED2, KLF6, JMJD6, FOS, ANXA2, NFIL3, BCL2, TPD52, VEGFA
GO:0002526	0.0344750338516427	7.21309523809524	0.291839406502291	2	107	acute inflammatory response	0.0904810301665751	EXT1, F3
GO:0002573	0.00449307691890261	6.48221343873518	0.670957887846389	4	246	myeloid leukocyte differentiation	0.0313073755365246	CITED2, FOS, ANXA2, VEGFA
GO:0002682	0.462144649169062	1.13817138171382	4.44850534584333	5	1631	regulation of immune system process	0.488183605891599	FOS, NAGK, BCL2, VEGFA, CAV1
GO:0002684	0.187134105202747	1.7156274980016	3.04658520619681	5	1117	positive regulation of immune system process	0.245431040844669	FOS, NAGK, BCL2, VEGFA, CAV1
GO:0002694	0.478812985420793	1.26047008547009	1.60102552912939	2	587	regulation of leukocyte activation	0.504563946626198	BCL2, CAV1
GO:0002696	0.267628530382897	2.02830615942029	1.00916430285839	2	370	positive regulation of leukocyte activation	0.315179965697429	BCL2, CAV1
GO:0002753	0.0848659520766068	4.28645833333333	0.48548985380755	2	178	cytoplasmic pattern recognition receptor signaling pathway	0.150041160862712	NAGK, CAV1
GO:0002757	0.157422257783018	2.27004255319149	1.37191795766965	3	503	immune response-activating signaling pathway	0.217404559503204	NAGK, BCL2, CAV1
GO:0002758	0.194154513825975	2.54053672316384	0.810058913375518	2	297	innate immune response-activating signaling pathway	0.25222866056942	NAGK, CAV1
GO:0002764	0.197380629433711	2.02371255661706	1.53283875190923	3	562	immune response-regulating signaling pathway	0.255399165990194	NAGK, BCL2, CAV1
GO:0002831	0.4579177588782	1.31376037959668	1.53829369408684	2	564	regulation of response to biotic stimulus	0.484307499852512	NAGK, CAV1
GO:0002833	0.314237043049551	1.79830917874396	1.13462797294349	2	416	positive regulation of response to biotic stimulus	0.358068095403205	NAGK, CAV1
GO:0002931	0.0139928852034361	11.8606770833333	0.180013091861226	2	66	response to ischemia	0.0562271298046027	BCL2, CAV1
GO:0003002	0.328333779373988	1.7381230529595	1.17281256818678	2	430	regionalization	0.370887658885398	CITED2, EXT1
GO:0003006	0.0215399204326755	2.72947318462269	2.82566004800349	7	1036	developmental process involved in reproduction	0.0715795498109522	CDKN1B, CITED2, PGAM2, ERRFI1, BCL2, VEGFA, STC2
GO:0003007	0.00087958393537377	7.44031391986782	0.74732707833297	5	274	heart morphogenesis	0.0111184819731323	CITED2, COL5A1, EFNA1, EXT1, VEGFA
