Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006366~transcription by RNA polymerase II	40	8.048289738430583	1.3091447094117147E-20	9188, 5440, 2353, 1482, 3164, 2071, 650, 2965, 2962, 2068, 5434, 5435, 5436, 5437, 5438, 5439, 3659, 2967, 404672, 6881, 9013, 25819, 6883, 5430, 4783, 5432, 4487, 6884, 5433, 55290, 2113, 2354, 6878, 8878, 4799, 2959, 2958, 409, 51316, 10302	493	240	19416	6.563894523326572	4.3830164871104205E-17	4.3830164871104205E-17	4.2377014243657204E-17
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	21	4.225352112676056	2.9372738196253464E-19	5230, 7167, 8870, 5211, 5224, 2023, 3099, 3098, 230, 2821, 2645, 3939, 2027, 2026, 26330, 226, 2597, 5313, 5236, 229, 5209	493	51	19416	16.216680587042116	9.83399274810566E-16	4.91699637405283E-16	4.753977677063623E-16
GOTERM_BP_DIRECT	GO:0006289~nucleotide-excision repair	16	3.2193158953722336	4.865904609649422E-14	404672, 7157, 2067, 2073, 2072, 2071, 2965, 1643, 1642, 1069, 27343, 2068, 6119, 6118, 7508, 2967	493	42	19416	15.003187481889308	1.6280576886629206E-10	5.4303495443687555E-11	5.2503110738117267E-11
GOTERM_BP_DIRECT	GO:0006367~transcription initiation at RNA polymerase II promoter	16	3.2193158953722336	9.204587203877212E-13	404672, 6881, 6883, 6884, 5433, 2071, 2965, 2962, 2068, 10891, 5436, 6878, 6924, 2959, 5438, 2958	493	50	19416	12.602677484787018	3.0817868257315695E-9	7.704239489645227E-10	7.448812194737634E-10
GOTERM_BP_DIRECT	GO:0071897~DNA biosynthetic process	13	2.61569416498994	3.5073929539406086E-12	7298, 7084, 1490, 56655, 10714, 27343, 11232, 5423, 4015, 5424, 54107, 5429, 3978	493	30	19416	17.066125760649086	1.1742830596794818E-8	2.3485503219586317E-9	2.27068619838115E-9
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	15	3.0181086519114686	5.95311719300288E-12	5230, 7167, 5224, 2023, 230, 2821, 2027, 2203, 2026, 467, 2542, 10891, 5236, 229, 5105	493	47	19416	12.569159725518967	1.993106857334226E-8	3.321839393695607E-9	3.2117067256250537E-9
GOTERM_BP_DIRECT	GO:0061621~canonical glycolysis	11	2.2132796780684103	2.7383005421172715E-11	2645, 5230, 7167, 2027, 2026, 5211, 5224, 2023, 5214, 3099, 3098	493	21	19416	20.629382787597798	9.167822878630716E-8	1.3096900307155178E-8	1.2662684078333725E-8
GOTERM_BP_DIRECT	GO:0006260~DNA replication	19	3.8229376257545273	2.708449059450179E-10	23649, 5982, 5422, 5983, 1854, 1017, 10714, 2237, 27343, 5984, 11232, 5985, 5424, 6119, 54107, 6118, 5429, 3978, 6749	493	109	19416	6.86499060237825	9.067883210978067E-7	1.1334859313799E-7	1.0959062006800288E-7
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	21	4.225352112676056	5.232033133971347E-10	5230, 6781, 10370, 7422, 7157, 2353, 360, 6095, 30001, 596, 1027, 665, 26355, 205, 5105, 7428, 538, 8614, 10397, 5789, 2309	493	142	19416	5.824300774219353	1.751682975670299E-6	1.946316325837341E-7	1.8817879171850278E-7
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	15	3.0181086519114686	6.999646979233429E-10	5163, 8660, 3099, 3175, 3098, 680, 2548, 55276, 2645, 26330, 2597, 2542, 5236, 5105, 54206	493	65	19416	9.088469339990638	2.343479247324254E-6	2.3434818086473521E-7	2.2657857271778609E-7
GOTERM_BP_DIRECT	GO:0006281~DNA repair	29	5.8350100603621735	1.5381047665427877E-9	5982, 5983, 5422, 2072, 2071, 2965, 1017, 27343, 7832, 9978, 3978, 2967, 6749, 10038, 2067, 1643, 2237, 1642, 50484, 5984, 5423, 988, 5985, 5424, 6119, 5888, 4832, 5429, 7508	493	290	19416	3.9383367139959433	5.149561463579921E-6	4.6814315985320483E-7	4.526222844817276E-7
GOTERM_BP_DIRECT	GO:0006261~DNA-templated DNA replication	12	2.414486921529175	3.9343969731801285E-9	56655, 10714, 5980, 5982, 5983, 5984, 11232, 5423, 5424, 5985, 54107, 57804	493	41	19416	11.526839162914957	1.317227415675859E-5	1.0976967555172558E-6	1.0613035835153396E-6
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	22	4.426559356136821	5.192652442207417E-9	7043, 10370, 7037, 7422, 7852, 3099, 2071, 54541, 100, 133, 650, 1543, 2355, 2068, 5313, 4323, 6513, 857, 836, 5228, 6648, 51129	493	178	19416	4.867607174601727	1.738484922619854E-5	1.337307721270033E-6	1.2929704581096467E-6
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	37	7.44466800804829	2.800177977014812E-8	8870, 10370, 7422, 6478, 1482, 4090, 2073, 23204, 25824, 596, 192670, 5538, 6648, 51129, 1956, 4282, 6880, 7037, 7157, 4487, 3572, 3491, 5292, 7052, 440, 3569, 1026, 1642, 665, 3301, 7428, 7009, 5329, 51316, 3309, 10105, 1603	493	506	19416	2.8798114311828042	9.374556563856995E-5	6.696425619318279E-6	6.474411508283533E-6
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	17	3.420523138832998	1.3961862190897245E-7	7157, 2067, 1161, 8086, 3162, 25824, 2071, 2878, 30001, 80777, 50484, 2068, 4323, 10494, 8614, 1956, 2879	493	127	19416	5.271789302199294	4.6733394416464957E-4	3.116287641008265E-5	3.0129698607956256E-5
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	24	4.82897384305835	1.8120454520610014E-7	7298, 5243, 4067, 7157, 4860, 2353, 3485, 51083, 596, 123, 1027, 1026, 10309, 578, 2355, 2354, 4015, 54206, 5888, 836, 2309, 6648, 5979, 7508	493	257	19416	3.677824168712165	6.064888837101767E-4	3.791705108437645E-5	3.6659944552009134E-5
GOTERM_BP_DIRECT	GO:0030388~fructose 1,6-bisphosphate metabolic process	6	1.2072434607645874	5.383582307686935E-7	2203, 5211, 226, 5214, 229, 230	493	8	19416	29.537525354969574	0.0018008004514415976	1.0602490333021093E-4	1.0250974076460358E-4
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	62	12.474849094567404	5.737165317723554E-7	7043, 9188, 10370, 2353, 3164, 4090, 23764, 8692, 51083, 23327, 6829, 3516, 10891, 2908, 2309, 27161, 8609, 6827, 9355, 6880, 6883, 23210, 3175, 3491, 3726, 3569, 2355, 2113, 2354, 5105, 55818, 5702, 2958, 3725, 4792, 7422, 6257, 1482, 6095, 4072, 3219, 1316, 650, 1634, 2962, 3059, 7936, 5317, 1956, 3659, 3192, 7157, 4487, 1054, 23036, 302, 467, 988, 8878, 1649, 51316, 3309	493	1246	19416	1.959686005359137	0.0019189599367402943	1.0671127490965811E-4	1.0317335629706192E-4
GOTERM_BP_DIRECT	GO:1900264~positive regulation of DNA-directed DNA polymerase activity	6	1.2072434607645874	1.1860239930185996E-6	5111, 5982, 5983, 5984, 11232, 5985	493	9	19416	26.255578093306287	0.003962937439116909	2.0898991203296166E-4	2.0206103502111618E-4
GOTERM_BP_DIRECT	GO:0006351~DNA-templated transcription	14	2.8169014084507045	1.2886641034061376E-6	5440, 5432, 9533, 1054, 51082, 3219, 2965, 10623, 1017, 5434, 5435, 5437, 5438, 5439	493	99	19416	5.569365050095273	0.004305156328739845	2.1572237091018744E-4	2.0857028513628336E-4
GOTERM_BP_DIRECT	GO:0006352~DNA-templated transcription initiation	8	1.6096579476861168	2.7841156256745575E-6	6881, 6880, 6883, 6884, 5433, 55290, 6878, 2959	493	26	19416	12.117959119987518	0.009277924072551569	4.43867576893258E-4	4.291515371575496E-4
