"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.09568835245344e-41,60,627,10.8394523662893,"GO:0005975 carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0005975"," PFKP  PDK3  PYGM  NDST1  ENO1  PGM1  PGK1  GYS1  GPI  HAS1  GAPDHS  GCK  GALK1  ENO3  ALDOC  GAPDH  TPI1  ENO2  GBE1  PPP1R3C  PCK1  ALDOB  PFKL  PKLR  ALDOA  PDK1  HK1  HK2  FBP1  NDST2  UGP2  GAA  PDGFB  PPARGC1A  EXT1  RORA  NR3C1  STBD1  CHST3  NAGK  SLC37A4  IGFBP3  ATF3  PGAM2  PHKG1  LALBA  DDIT4  PGM2  PFKFB3  CHST2  HEXA  IRS2  SLC2A3  LDHA  TKTL1  SLC25A1  BRS3  SLC2A1  SLC2A5  B4GALNT2"
1.12555869417645e-32,39,269,16.4223747653576,"GO:0005996 monosaccharide metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0005996"," PFKP  PDK3  PGK1  GPI  GALK1  TPI1  PPP1R3C  PCK1  PFKL  PDK1  FBP1  GAA  ENO1  PGM1  PPARGC1A  RORA  GAPDHS  GCK  ENO3  ALDOC  GAPDH  ENO2  NR3C1  ALDOB  SLC37A4  IGFBP3  HK1  HK2  ATF3  PGAM2  PGM2  PFKFB3  ALDOA  IRS2  TKTL1  SLC2A3  SLC25A1  BRS3  SLC2A1"
2.39802504083399e-31,37,250,16.764297029703,"GO:0019318 hexose metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019318"," PFKP  PDK3  PGK1  GPI  GALK1  TPI1  PPP1R3C  PCK1  PFKL  PDK1  FBP1  GAA  ENO1  PGM1  PPARGC1A  RORA  GAPDHS  GCK  ENO3  ALDOC  GAPDH  ENO2  NR3C1  ALDOB  SLC37A4  IGFBP3  HK1  HK2  ATF3  PGAM2  PGM2  PFKFB3  ALDOA  IRS2  TKTL1  SLC25A1  BRS3"
7.14141804551425e-29,33,207,18.0578992681877,"GO:0006006 glucose metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006006"," PFKP  PDK3  PGK1  GPI  TPI1  PPP1R3C  PCK1  PFKL  PDK1  FBP1  GAA  ENO1  PGM1  PPARGC1A  RORA  GAPDHS  GCK  ENO3  ALDOC  GAPDH  ENO2  NR3C1  SLC37A4  IGFBP3  HK1  HK2  ATF3  PGAM2  PGM2  IRS2  TKTL1  SLC25A1  BRS3"
3.0380081847752e-28,27,114,26.8276446065659,"GO:0006090 pyruvate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006090"," PFKP  ENO1  PGK1  GPI  GAPDHS  GCK  ENO3  ALDOC  GAPDH  TPI1  ENO2  PCK1  ALDOB  PFKL  PKLR  ALDOA  HK1  HK2  LDHC  LDHA  FBP1  GALK1  PDK1  PGAM2  DDIT4  PDK3  PGM1"
1.88033567769822e-25,24,97,28.0261304480964,"GO:0046031 ADP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046031"," PFKP  ENO1  PGK1  GPI  GAPDHS  GCK  ENO3  ALDOC  GAPDH  TPI1  ENO2  ALDOB  PFKL  PKLR  ALDOA  HK1  HK2  FBP1  GALK1  AK4  PGAM2  DDIT4  LDHA  PGM1"
5.47208766450284e-25,23,88,29.6052542754275,"GO:0006096 glycolytic process "," http://amigo.geneontology.org/amigo/term/GO:0006096"," PFKP  ENO1  PGK1  GPI  GAPDHS  GCK  ENO3  ALDOC  GAPDH  TPI1  ENO2  ALDOB  PFKL  PKLR  ALDOA  HK1  HK2  FBP1  GALK1  PGAM2  DDIT4  LDHA  PGM1"
6.40810379791916e-25,23,89,29.2726109689621,"GO:0006757 ATP generation from ADP "," http://amigo.geneontology.org/amigo/term/GO:0006757"," PFKP  ENO1  PGK1  GPI  GAPDHS  GCK  ENO3  ALDOC  GAPDH  TPI1  ENO2  ALDOB  PFKL  PKLR  ALDOA  HK1  HK2  FBP1  GALK1  PGAM2  DDIT4  LDHA  PGM1"
8.27152340821177e-25,34,305,12.6270735270248,"GO:0036293 response to decreased oxygen levels "," http://amigo.geneontology.org/amigo/term/GO:0036293"," VEGFA  FAM162A  PGF  DDIT4  ENO1  PGK1  TGFB3  VHL  CITED2  RBPJ  HMOX1  CAV1  CDKN1B  STC2  SLC2A1  CCN2  FOXO3  PKLR  PAM  ADM  STC1  HK2  ATP7A  FOS  BCL2  ERO1A  NDRG1  CXCR4  BNIP3L  PDK3  RORA  PDK1  AK4  ANGPTL4"
9.20881432532378e-25,24,105,25.8908062234795,"GO:0006165 nucleoside diphosphate phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006165"," PFKP  ENO1  PGK1  GPI  GAPDHS  GCK  ENO3  ALDOC  GAPDH  TPI1  ENO2  ALDOB  PFKL  PKLR  ALDOA  HK1  HK2  AK4  FBP1  GALK1  PGAM2  DDIT4  LDHA  PGM1"
