Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	8	16.0	6.410710353650865E-8	596, 1027, 10370, 7422, 205, 2353, 7428, 8614	50	142	19416	21.87718309859155	5.654086861706098E-5	5.654246531920063E-5	5.615782269798158E-5
GOTERM_BP_DIRECT	GO:0006024~glycosaminoglycan biosynthetic process	4	8.0	1.6707196289552457E-5	9957, 2131, 126792, 3073	50	20	19416	77.664	0.014627828636270546	0.007367873563692634	0.007317751974823976
GOTERM_BP_DIRECT	GO:0035988~chondrocyte proliferation	3	6.0	9.302965899843651E-4	2131, 54206, 1490	50	18	19416	64.72	0.5599660929045875	0.18679619028601124	0.18552546790311322
GOTERM_BP_DIRECT	GO:0030324~lung development	4	8.0	0.001204321990426771	7422, 302, 23210, 1490	50	83	19416	18.71421686746988	0.654530919629394	0.18679619028601124	0.18552546790311322
GOTERM_BP_DIRECT	GO:1904019~epithelial cell apoptotic process	3	6.0	0.0012707223828980357	596, 1027, 302	50	21	19416	55.47428571428571	0.6742059493893633	0.18679619028601124	0.18552546790311322
GOTERM_BP_DIRECT	GO:0061621~canonical glycolysis	3	6.0	0.0012707223828980357	2645, 5224, 5214	50	21	19416	55.47428571428571	0.6742059493893633	0.18679619028601124	0.18552546790311322
GOTERM_BP_DIRECT	GO:0043066~negative regulation of apoptotic process	7	14.000000000000002	0.0016445861538220234	596, 10370, 7422, 6478, 7428, 25824, 7052	50	506	19416	5.372015810276681	0.7658326044243887	0.20721785538157494	0.20580821010687037
GOTERM_BP_DIRECT	GO:0001935~endothelial cell proliferation	3	6.0	0.00276883140725031	7422, 857, 949	50	31	19416	37.579354838709676	0.9133169095504051	0.29973937483871466	0.2977003314724649
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	4	8.0	0.0030585650493746394	2542, 857, 54206, 949	50	115	19416	13.506782608695653	0.9329145621795591	0.29973937483871466	0.2977003314724649
GOTERM_BP_DIRECT	GO:0032570~response to progesterone	3	6.0	0.003927631111999863	2353, 857, 54206	50	37	19416	31.485405405405405	0.9689138065446676	0.34641706407838796	0.344060485411188
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	5	10.0	0.004380477809203568	1942, 7422, 302, 857, 1490	50	264	19416	7.354545454545455	0.9791847291832612	0.3512346752470497	0.34884532371475685
GOTERM_BP_DIRECT	GO:0016477~cell migration	5	10.0	0.005058975286140831	1942, 694, 1289, 54206, 1490	50	275	19416	7.060363636363637	0.9885908661337282	0.3718346835313511	0.36930519588828065
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	3	6.0	0.006273545306449607	2542, 5224, 10891	50	47	19416	24.786382978723402	0.9961152494109416	0.3952333543063252	0.39254469203213255
GOTERM_BP_DIRECT	GO:0035914~skeletal muscle cell differentiation	3	6.0	0.006273545306449607	10370, 2353, 23764	50	47	19416	24.786382978723402	0.9961152494109416	0.3952333543063252	0.39254469203213255
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	3	6.0	0.007352130002297176	2645, 226, 5224	50	51	19416	22.84235294117647	0.9985093363887615	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0010629~negative regulation of gene expression	5	10.0	0.008027357184868982	10370, 7422, 7428, 8614, 1490	50	314	19416	6.183439490445861	0.9991820418617892	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	6	12.0	0.00868078554212396	10370, 7422, 4783, 10891, 857, 2152	50	505	19416	4.613702970297029	0.9995425662267294	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	7	14.000000000000002	0.008995981444063883	1316, 10370, 4783, 2353, 23210, 10891, 7428	50	717	19416	3.791129707112971	0.999654445517388	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0036022~limb joint morphogenesis	2	4.0	0.010057391417465525	2131, 54206	50	4	19416	194.16	0.9998657125948716	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0045597~positive regulation of cell differentiation	3	6.0	0.01006047262030179	6533, 7428, 1490	50	60	19416	19.416	0.9998660807398074	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0009749~response to glucose	3	6.0	0.011047487943822739	2645, 1027, 2542	50	63	19416	18.49142857142857	0.9999444433205316	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	3	6.0	0.011728325388424516	2645, 2542, 54206	50	65	19416	17.922461538461537	0.9999697351217514	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0001570~vasculogenesis	3	6.0	0.011728325388424516	10370, 7422, 857	50	65	19416	17.922461538461537	0.9999697351217514	0.4259454899970131	0.42304790162968653
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	9	18.0	0.012073672083293713	1316, 1634, 10370, 7422, 302, 2353, 23210, 10891, 23764	50	1246	19416	2.804879614767255	0.9999777637583671	0.4259454899970131	0.42304790162968653
