p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
1.90732660316765e-16	569	99	27	0.272727272727273	0.0474516695957821	GO:0005975	GO:BP	carbohydrate metabolic process
1.16547014460134e-11	187	99	15	0.151515151515152	0.0802139037433155	GO:0006006	GO:BP	glucose metabolic process
1.16547014460134e-11	120	99	13	0.131313131313131	0.108333333333333	GO:0006090	GO:BP	pyruvate metabolic process
1.16547014460134e-11	229	99	16	0.161616161616162	0.0698689956331878	GO:0019318	GO:BP	hexose metabolic process
1.40620517489774e-11	509	99	21	0.212121212121212	0.0412573673870334	GO:0006091	GO:BP	generation of precursor metabolites and energy
2.33974594331745e-11	101	99	12	0.121212121212121	0.118811881188119	GO:0046031	GO:BP	ADP metabolic process
2.33974594331745e-11	250	99	16	0.161616161616162	0.064	GO:0005996	GO:BP	monosaccharide metabolic process
6.2928127521071e-11	633	99	22	0.222222222222222	0.0347551342812006	GO:0032787	GO:BP	monocarboxylic acid metabolic process
6.48402339244233e-11	113	99	12	0.121212121212121	0.106194690265487	GO:0009179	GO:BP	purine ribonucleoside diphosphate metabolic process
6.48402339244233e-11	113	99	12	0.121212121212121	0.106194690265487	GO:0009135	GO:BP	purine nucleoside diphosphate metabolic process
1.35520465451315e-10	992	99	26	0.262626262626263	0.0262096774193548	GO:1901135	GO:BP	carbohydrate derivative metabolic process
1.39707680635517e-10	92	99	11	0.111111111111111	0.119565217391304	GO:0006096	GO:BP	glycolytic process
1.39707680635517e-10	123	99	12	0.121212121212121	0.0975609756097561	GO:0009185	GO:BP	ribonucleoside diphosphate metabolic process
1.65284703739364e-10	94	99	11	0.111111111111111	0.117021276595745	GO:0046032	GO:BP	ADP catabolic process
1.69623041258881e-10	163	99	13	0.131313131313131	0.0797546012269939	GO:0016052	GO:BP	carbohydrate catabolic process
1.72528918044894e-10	96	99	11	0.111111111111111	0.114583333333333	GO:0019364	GO:BP	pyridine nucleotide catabolic process
1.72528918044894e-10	302	99	16	0.161616161616162	0.0529801324503311	GO:0001666	GO:BP	response to hypoxia
1.73443173125718e-10	97	99	11	0.111111111111111	0.11340206185567	GO:0009137	GO:BP	purine nucleoside diphosphate catabolic process
1.73443173125718e-10	97	99	11	0.111111111111111	0.11340206185567	GO:0009181	GO:BP	purine ribonucleoside diphosphate catabolic process
1.7712707686266e-10	130	99	12	0.121212121212121	0.0923076923076923	GO:0009132	GO:BP	nucleoside diphosphate metabolic process
1.97335036416133e-10	99	99	11	0.111111111111111	0.111111111111111	GO:0072526	GO:BP	pyridine-containing compound catabolic process
2.10832441257361e-10	100	99	11	0.111111111111111	0.11	GO:0009191	GO:BP	ribonucleoside diphosphate catabolic process
2.40904375032671e-10	316	99	16	0.161616161616162	0.0506329113924051	GO:0036293	GO:BP	response to decreased oxygen levels
