geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0048864	stem cell development	http://amigo.geneontology.org/amigo/term/GO:0048864	88	87	1.037266341231099	83.87431129476585	3.1035811560524726e-176	3.952720960348429e-172	90;182;596;652;655;657;998;1000;1906;1908;1909;1910;1947;2022;2066;2247;2296;2303;2335;2348;2637;2668;3084;3091;3280;3357;3670;3911;4254;4902;5080;5308;5594;5595;5788;5979;6405;6469;6591;6608;6662;6663;6899;6949;7291;7476;7869;8482;8828;8829;8854;8929;9037;9221;9464;9723;10016;10370;10371;10500;10501;10505;10507;10509;10512;23603;29072;30812;54437;54910;55698;56920;57556;57715;58495;59349;64218;65979;80031;83989;84541;124540;157506;202018;223117;340665;553115
GO:0014032	neural crest cell development	http://amigo.geneontology.org/amigo/term/GO:0014032	82	81	0.9665436361471603	83.80376940133038	2.79936821353219e-163	1.7826376783772986e-159	90;182;652;655;657;998;1000;1906;1908;1909;1910;1947;2022;2066;2296;2303;2335;2348;2637;2668;3084;3091;3280;3357;3670;3911;4254;4902;5080;5308;5594;5595;5979;6405;6469;6591;6608;6662;6663;6899;6949;7291;7869;8482;8828;8829;8854;8929;9037;9221;9464;9723;10016;10370;10371;10500;10501;10505;10507;10509;10512;23603;30812;54437;54910;55698;56920;57556;57715;58495;59349;64218;65979;80031;83989;84541;157506;202018;223117;340665;553115
GO:0014033	neural crest cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0014033	95	81	1.1197761638290273	72.33588516746411	6.375884885247872e-149	2.7067756632838967e-145	90;182;652;655;657;998;1000;1906;1908;1909;1910;1947;2022;2066;2296;2303;2335;2348;2637;2668;3084;3091;3280;3357;3670;3911;4254;4902;5080;5308;5594;5595;5979;6405;6469;6591;6608;6662;6663;6899;6949;7291;7869;8482;8828;8829;8854;8929;9037;9221;9464;9723;10016;10370;10371;10500;10501;10505;10507;10509;10512;23603;30812;54437;54910;55698;56920;57556;57715;58495;59349;64218;65979;80031;83989;84541;157506;202018;223117;340665;553115
GO:0048863	stem cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0048863	246	90	2.8996309084414813	31.03843311160384	2.8309881392861466e-116	9.013866235487091e-113	90;182;596;652;655;657;998;1000;1906;1908;1909;1910;1947;2022;2066;2068;2146;2247;2296;2303;2335;2348;2637;2668;3084;3091;3280;3357;3670;3911;4254;4902;5080;5308;5594;5595;5788;5979;6405;6469;6591;6608;6662;6663;6899;6949;7291;7476;7869;8482;8828;8829;8854;8929;9037;9221;9464;9723;10016;10370;10371;10500;10501;10505;10507;10509;10512;23603;29072;30812;51548;54437;54910;55698;56920;57556;57715;58495;59349;64218;65979;80031;83989;84541;124540;157506;202018;223117;340665;553115
GO:0090497	mesenchymal cell migration	http://amigo.geneontology.org/amigo/term/GO:0090497	61	59	0.7190141683533754	82.056797483027	2.105927249721564e-115	5.364217890490767e-112	90;652;655;998;1000;1906;1908;1909;1910;1947;2022;2066;2335;2348;2637;2668;3091;3357;3670;3911;4254;4902;5080;5308;5979;6405;6469;6608;6663;6899;7291;7869;8482;8828;8829;8929;9037;9464;9723;10371;10500;10501;10505;10507;10509;10512;23603;30812;54437;54910;55698;56920;57556;57715;58495;64218;65979;80031;223117
GO:0001755	neural crest cell migration	http://amigo.geneontology.org/amigo/term/GO:0001755	59	58	0.6954399333253959	83.40044512925869	8.184803330172701e-115	1.737360920217992e-111	90;652;655;998;1906;1908;1909;1910;1947;2022;2066;2335;2348;2637;2668;3091;3357;3670;3911;4254;4902;5080;5308;5979;6405;6469;6608;6663;6899;7291;7869;8482;8828;8829;8929;9037;9464;9723;10371;10500;10501;10505;10507;10509;10512;23603;30812;54437;54910;55698;56920;57556;57715;58495;64218;65979;80031;223117
GO:0048762	mesenchymal cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0048762	250	83	2.9467793784974403	28.166343434343432	2.896091913756511e-102	5.269232373371845e-99	90;182;596;652;655;657;998;1000;1906;1908;1909;1910;1947;2022;2066;2146;2296;2303;2335;2348;2637;2668;3084;3091;3280;3357;3670;3911;4254;4902;5080;5308;5594;5595;5979;6405;6469;6591;6608;6662;6663;6899;6949;7291;7869;8482;8828;8829;8854;8929;9037;9221;9464;9723;10016;10370;10371;10500;10501;10505;10507;10509;10512;23603;30812;54437;54910;55698;56920;57556;57715;58495;59349;64218;65979;80031;83989;84541;157506;202018;223117;340665;553115
GO:0060485	mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0060485	312	83	3.6775806643648052	22.569185444185443	5.471827967754684e-93	8.711150124665457e-90	90;182;596;652;655;657;998;1000;1906;1908;1909;1910;1947;2022;2066;2146;2296;2303;2335;2348;2637;2668;3084;3091;3280;3357;3670;3911;4254;4902;5080;5308;5594;5595;5979;6405;6469;6591;6608;6662;6663;6899;6949;7291;7869;8482;8828;8829;8854;8929;9037;9221;9464;9723;10016;10370;10371;10500;10501;10505;10507;10509;10512;23603;30812;54437;54910;55698;56920;57556;57715;58495;59349;64218;65979;80031;83989;84541;157506;202018;223117;340665;553115
GO:0001667	ameboidal-type cell migration	http://amigo.geneontology.org/amigo/term/GO:0001667	428	67	5.0448862959876175	13.280775040120835	3.035452469008859e-57	4.295502516144092e-54	90;652;655;811;998;1000;1906;1908;1909;1910;1947;2022;2066;2247;2303;2335;2348;2637;2668;3091;3357;3670;3691;3911;4254;4902;5080;5308;5979;6405;6469;6591;6608;6662;6663;6899;7291;7476;7869;8482;8828;8829;8929;9037;9464;9723;10016;10371;10500;10501;10505;10507;10509;10512;23603;30812;54437;54910;55698;56920;57556;57715;58495;64218;65979;80031;223117
GO:0042178	xenobiotic catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042178	25	25	0.294677937849744	84.83838383838385	1.2763607634862286e-49	1.6255730683760607e-46	30;1429;1543;1544;1548;1555;1557;1558;1559;1564;1565;1576;1577;2180;2329;2944;2946;2947;2948;4842;7172;8856;9446;54658;55270
