p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
3.86690391416837e-92	39	97	39	0.402061855670103	1	GO:0007616	GO:BP	long-term memory
1.21347513646609e-59	127	97	39	0.402061855670103	0.307086614173228	GO:0007613	GO:BP	memory
4.57130145971979e-55	24	97	24	0.247422680412371	1	GO:0042178	GO:BP	xenobiotic catabolic process
4.21569215994363e-45	280	97	39	0.402061855670103	0.139285714285714	GO:0007611	GO:BP	learning or memory
4.41755560657633e-43	19	97	19	0.195876288659794	1	GO:0019370	GO:BP	leukotriene biosynthetic process
1.09527745929282e-42	324	97	39	0.402061855670103	0.12037037037037	GO:0050890	GO:BP	cognition
5.81947580525208e-38	122	97	28	0.288659793814433	0.229508196721311	GO:0006690	GO:BP	icosanoid metabolic process
9.16000337310259e-35	32	97	19	0.195876288659794	0.59375	GO:0006691	GO:BP	leukotriene metabolic process
6.29322881956533e-33	57	97	21	0.216494845360825	0.368421052631579	GO:0046456	GO:BP	icosanoid biosynthetic process
1.34879751888463e-30	665	97	39	0.402061855670103	0.0586466165413534	GO:0007610	GO:BP	behavior
2.86116490839205e-30	125	97	24	0.247422680412371	0.192	GO:0006805	GO:BP	xenobiotic metabolic process
1.02604147152461e-28	194	97	26	0.268041237113402	0.134020618556701	GO:0071466	GO:BP	cellular response to xenobiotic stimulus
4.45803906309073e-28	905	97	41	0.422680412371134	0.0453038674033149	GO:0019752	GO:BP	carboxylic acid metabolic process
1.06734789337964e-27	927	97	41	0.422680412371134	0.0442286947141316	GO:0043436	GO:BP	oxoacid metabolic process
1.28434797928089e-27	933	97	41	0.422680412371134	0.0439442658092176	GO:0006082	GO:BP	organic acid metabolic process
3.55605444160671e-27	326	97	29	0.298969072164948	0.0889570552147239	GO:0046394	GO:BP	carboxylic acid biosynthetic process
4.37631752946315e-27	329	97	29	0.298969072164948	0.088145896656535	GO:0016053	GO:BP	organic acid biosynthetic process
6.38644743613247e-25	436	97	30	0.309278350515464	0.0688073394495413	GO:0009410	GO:BP	response to xenobiotic stimulus
2.05719589842211e-24	11	97	11	0.11340206185567	1	GO:1990166	GO:BP	protein localization to site of double-strand break
9.81788119603056e-24	1795	97	48	0.494845360824742	0.0267409470752089	GO:0044281	GO:BP	small molecule metabolic process
1.67518382260717e-23	595	97	32	0.329896907216495	0.053781512605042	GO:0044283	GO:BP	small molecule biosynthetic process
5.21339031047833e-22	1489	97	43	0.443298969072165	0.0288784419073203	GO:0050877	GO:BP	nervous system process
5.65213897369241e-22	2186	97	50	0.515463917525773	0.0228728270814273	GO:0070887	GO:BP	cellular response to chemical stimulus
2.82917114038076e-21	109	97	18	0.185567010309278	0.165137614678899	GO:0001676	GO:BP	long-chain fatty acid metabolic process
2.82917114038076e-21	1379	97	41	0.422680412371134	0.0297316896301668	GO:0006629	GO:BP	lipid metabolic process
7.87837189121086e-21	398	97	26	0.268041237113402	0.0653266331658292	GO:0006631	GO:BP	fatty acid metabolic process
1.08140018458724e-19	51	97	14	0.144329896907216	0.274509803921569	GO:0006749	GO:BP	glutathione metabolic process
4.7579268555056e-19	8993	97	86	0.88659793814433	0.00956299343934171	GO:0050896	GO:BP	response to stimulus
5.39473986617673e-19	7320	97	79	0.814432989690722	0.010792349726776	GO:0051716	GO:BP	cellular response to stimulus
1.11412025804275e-18	216	97	20	0.206185567010309	0.0925925925925926	GO:0048167	GO:BP	regulation of synaptic plasticity
4.1735759228474e-18	633	97	28	0.288659793814433	0.0442338072669826	GO:0032787	GO:BP	monocarboxylic acid metabolic process
1.4995345072613e-17	27	97	11	0.11340206185567	0.407407407407407	GO:0042759	GO:BP	long-chain fatty acid biosynthetic process
1.6116751314054e-17	8	97	8	0.0824742268041237	1	GO:1901750	GO:BP	leukotriene D4 biosynthetic process
1.85029519570915e-17	490	97	25	0.257731958762887	0.0510204081632653	GO:0050804	GO:BP	modulation of chemical synaptic transmission
