"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.69395274516172e-168,84,91,104.043956043956,"GO:0048864 stem cell development "," http://amigo.geneontology.org/amigo/term/GO:0048864"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  WNT7A  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  FGF2  EDNRA  MSI2  HAND2  CITED2  SHH  RET  GBX2  CDH2  BCL2  FOXC2  ERBB4  SETD2  CYP26C1  SNAI2  TCOF1  PTPRC  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
3.87279335549736e-156,78,84,104.663265306122,"GO:0014032 neural crest cell development "," http://amigo.geneontology.org/amigo/term/GO:0014032"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  SHH  RET  GBX2  CDH2  FOXC2  ERBB4  CYP26C1  SNAI2  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
1.73323052187474e-154,79,89,100.049759229535,"GO:0014031 mesenchymal cell development "," http://amigo.geneontology.org/amigo/term/GO:0014031"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  SHH  RET  GBX2  CDH2  BCL2  FOXC2  ERBB4  CYP26C1  SNAI2  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
1.51067845109308e-144,78,98,89.7113702623907,"GO:0014033 neural crest cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0014033"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  SHH  RET  GBX2  CDH2  FOXC2  ERBB4  CYP26C1  SNAI2  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
8.00019409186944e-116,87,257,38.1561978877154,"GO:0048863 stem cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0048863"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  SOX9  WNT7A  NRG1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  SIRT6  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  ERCC2  EZH2  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  FGF2  EDNRA  MSI2  HAND2  CITED2  SHH  RET  GBX2  CDH2  BCL2  FOXC2  ERBB4  SETD2  CYP26C1  SNAI2  TCOF1  PTPRC  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1"
1.29162154987014e-110,56,60,105.2,"GO:0001755 neural crest cell migration "," http://amigo.geneontology.org/amigo/term/GO:0001755"," SEMA3F  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  SOX8  ISL1  KITLG  CDC42  EDN1  EFNB1  NRP1  HIF1A  BMP7  PHOX2B  FOLR1  ACVR1  NRP2  TWIST1  EDN3  BMP4  OVOL2  SMO  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  SHH  RET  GBX2  ERBB4  PITX2  TBX1"
1.63422129954387e-105,81,249,36.6660929432014,"GO:0048762 mesenchymal cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0048762"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  ENG  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  BMP7  EZH2  FN1  GDNF  NRTN  ISL1  SNAI2  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  SHH  RET  GBX2  CDH2  BCL2  FOXC2  ERBB4  CYP26C1  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
3.13944156207679e-96,81,313,29.1688726608854,"GO:0060485 mesenchyme development "," http://amigo.geneontology.org/amigo/term/GO:0060485"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  ENG  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  BMP7  EZH2  FN1  SHH  GDNF  NRTN  ISL1  SNAI2  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  RET  GBX2  CDH2  BCL2  FOXC2  ERBB4  CYP26C1  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
6.1382152665486e-61,116,2239,5.8395967587571,"GO:0048468 cell development "," http://amigo.geneontology.org/amigo/term/GO:0048468"," SEMA3F  SOX8  SEMA3G  SEMA3B  ISL1  CNTN1  SEMA3A  SEMA3C  SEMA5B  EFNB1  SEMA6A  SEMA4G  SOX10  ANKRD27  CORO1C  SEMA5A  HES1  SMO  LAMA5  SEMA4F  SEMA6D  SEMA7A  SEMA6C  TENM4  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  CDH2  NCMAP  SEMA4B  SEMA4D  SEMA4A  PHACTR4  CDC42  EDN1  BMP7  FN1  BMP4  WNT7A  GDNF  NRTN  PAX6  KITLG  FOXC1  PALS1  MTMR2  NRP1  MAPK1  HIF1A  JAG1  MAPK3  ERCC2  MAG  EZH2  ENG  BMPR1A  CNTNAP1  PMP22  PHOX2B  FOLR1  FIG4  ACVR1  NRP2  RDH10  TWIST1  EDN3  SOX9  OVOL2  KLF2  ALDH1A2  ITGB4  HTR2B  EDNRB  STXBP1  TLR2  FGF2  VPS33A  EDNRA  MSI2  NRG1  HAND2  CITED2  SHH  RET  GBX2  TPPP  ASXL1  BCL2  UGT8  FOXC2  ERBB4  SETD2  PRKN  CYP26C1  MOBP  SNAI2  TCOF1  PTPRC  FBXO7  KLHL12  PEF1  KBTBD8  NOLC1  CALR  PDCD6  EPB41L3  SNW1  DICER1  ABCA2  ANK2  PITX2  TAPT1  TBX1  GSTM3"
3.52945680216527e-58,65,446,16.4269698910955,"GO:0001667 ameboidal-type cell migration "," http://amigo.geneontology.org/amigo/term/GO:0001667"," SEMA3F  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  FGF2  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  BMP4  GDNF  NRTN  PDCD6  SOX8  ISL1  SNAI2  KITLG  CDC42  EDN1  EFNB1  NRP1  HIF1A  BMP7  PHOX2B  FOLR1  ACVR1  NRP2  TWIST1  EDN3  SOX9  OVOL2  SMO  LAMA5  ITGB4  HTR2B  EDNRB  EDNRA  WNT7A  HAND2  SHH  RET  GBX2  CDH2  FOXC2  ERBB4  CALR  PITX2  TBX1"
