geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0042745	circadian sleep/wake cycle	http://amigo.geneontology.org/amigo/term/GO:0042745	21	21	0.06500773901654959	323.03846153846155	1.8477748233471334e-55	2.353326015014909e-51	134;135;142;153;1141;1392;1437;1813;2691;3062;3737;4544;5730;7054;8087;8863;9572;22871;51738;114781;594857
GO:0022410	circadian sleep/wake cycle process	http://amigo.geneontology.org/amigo/term/GO:0022410	19	19	0.0588165257768782	323.03846153846155	4.925965788436952e-50	2.0912366760511008e-46	134;135;142;153;1141;1392;1437;1813;2691;3062;3737;4544;5730;8087;8863;22871;51738;114781;594857
GO:0042749	regulation of circadian sleep/wake cycle	http://amigo.geneontology.org/amigo/term/GO:0042749	19	19	0.0588165257768782	323.03846153846155	4.925965788436952e-50	2.0912366760511008e-46	134;135;142;153;1141;1392;1437;1813;2691;3062;3737;4544;5730;8087;8863;9572;22871;51738;594857
GO:0048512	circadian behavior	http://amigo.geneontology.org/amigo/term/GO:0048512	42	21	0.13001547803309918	161.51923076923077	9.583643472896654e-44	3.051432081770295e-40	134;135;142;153;1141;1392;1437;1813;2691;3062;3737;4544;5730;7054;8087;8863;9572;22871;51738;114781;594857
GO:0007622	rhythmic behavior	http://amigo.geneontology.org/amigo/term/GO:0007622	44	21	0.13620669127277057	154.17744755244755	3.570805137600778e-43	9.095554846496702e-40	134;135;142;153;1141;1392;1437;1813;2691;3062;3737;4544;5730;7054;8087;8863;9572;22871;51738;114781;594857
GO:0050802	circadian sleep/wake cycle, sleep	http://amigo.geneontology.org/amigo/term/GO:0050802	16	16	0.04952970591737112	323.03846153846155	5.433697283132567e-42	9.886224085425195e-39	134;135;142;153;1141;1392;1437;1813;2691;3737;4544;5730;8087;8863;51738;114781
GO:0048385	regulation of retinoic acid receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0048385	16	16	0.04952970591737112	323.03846153846155	5.433697283132567e-42	9.886224085425195e-39	811;1488;1592;2146;7181;8644;9249;9745;10365;10626;22938;23019;23532;56603;171023;340665
GO:0045187	regulation of circadian sleep/wake cycle, sleep	http://amigo.geneontology.org/amigo/term/GO:0045187	15	15	0.04643409929753542	323.03846153846155	2.464695716210524e-39	3.9237955802071546e-36	134;135;142;153;1141;1392;1437;1813;2691;3737;4544;5730;8087;8863;51738
GO:0030431	sleep	http://amigo.geneontology.org/amigo/term/GO:0030431	22	16	0.06810334563638529	234.93706293706293	4.005373405725104e-37	5.668048410590547e-34	134;135;142;153;1141;1392;1437;1813;2691;3737;4544;5730;8087;8863;51738;114781
GO:0035542	regulation of SNARE complex assembly	http://amigo.geneontology.org/amigo/term/GO:0035542	14	14	0.04333849267769973	323.0384615384615	1.0886171816381158e-36	1.3864628425343043e-33	6622;6812;9392;23176;23339;23355;27072;29091;55823;57617;64601;65082;84079;112476
GO:0048384	retinoic acid receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0048384	32	16	0.09905941183474223	161.51923076923077	3.162127552309228e-33	3.6611687732918476e-30	811;1488;1592;2146;7181;8644;9249;9745;10365;10626;22938;23019;23532;56603;171023;340665
GO:0050795	regulation of behavior	http://amigo.geneontology.org/amigo/term/GO:0050795	75	19	0.2321704964876771	81.83641025641026	1.272305483746483e-32	1.3503402200829337e-29	134;135;142;153;1141;1392;1437;1813;2691;3062;3737;4544;5730;8087;8863;9572;22871;51738;594857
GO:0042752	regulation of circadian rhythm	http://amigo.geneontology.org/amigo/term/GO:0042752	112	20	0.34670794142159783	57.685439560439555	5.3455374334418025e-31	5.236981904024215e-28	134;135;142;153;1141;1392;1437;1813;2146;2691;3062;3737;4544;5730;8087;8863;9572;22871;51738;594857
GO:0035493	SNARE complex assembly	http://amigo.geneontology.org/amigo/term/GO:0035493	23	14	0.07119895225622098	196.63210702341135	8.7282764168335e-31	7.940237746056532e-28	6622;6812;9392;23176;23339;23355;27072;29091;55823;57617;64601;65082;84079;112476
GO:0007623	circadian rhythm	http://amigo.geneontology.org/amigo/term/GO:0007623	202	22	0.6253125372068103	35.18240670220868	3.552336786150333e-29	3.0161707538940426e-26	134;135;142;153;1141;1392;1437;1813;2146;2691;3062;3737;4544;5730;7054;8087;8863;9572;22871;51738;114781;594857
GO:0048511	rhythmic process	http://amigo.geneontology.org/amigo/term/GO:0048511	295	22	0.91320395285153	24.09100391134289	1.8428291368691413e-25	1.4668919929478366e-22	134;135;142;153;1141;1392;1437;1813;2146;2691;3062;3737;4544;5730;7054;8087;8863;9572;22871;51738;114781;594857
GO:0048387	negative regulation of retinoic acid receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0048387	9	9	0.027860459578521252	323.03846153846155	1.25636094602063e-23	9.41236059324632e-21	811;1592;2146;9249;9745;23019;23532;56603;340665
GO:0030522	intracellular receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030522	367	20	1.1360876294797	17.604275833158667	2.4433826164269956e-20	1.7288289446007896e-17	142;811;1488;1592;2146;7181;8644;9249;9572;9745;10365;10626;22938;23019;23532;55823;56603;57617;171023;340665
