GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	FDR	Symbol
GO:0000018	0.00685610421881729	5.64033037244818	0.751363735544403	4	142	regulation of DNA recombination	0.0368089787297976	PARP3, NBN, SIRT6, TP53BP1
GO:0000038	0.0147188813410996	11.6121212121212	0.185195286929959	2	35	very long-chain fatty acid metabolic process	0.0617360853423504	ACSL1, ACAA1
GO:0000075	1.22491525080419e-05	8.31575914721982	1.07413266419376	8	203	cell cycle checkpoint signaling	0.000253600186518239	TOPBP1, H2AX, EIF2AK4, NBN, RAD17, TP53BP1, RHNO1, MDC1
GO:0000076	0.000153359098413271	34.2015018773467	0.105825878245691	3	20	DNA replication checkpoint signaling	0.00221996646117747	TOPBP1, RAD17, MDC1
GO:0000077	4.64952921159739e-07	13.236137754636	0.693159502509273	8	131	DNA damage checkpoint signaling	1.3460954083332e-05	TOPBP1, H2AX, EIF2AK4, NBN, RAD17, TP53BP1, RHNO1, MDC1
GO:0000082	0.15413435290566	2.2683542174754	1.35457124154484	3	256	G1/S transition of mitotic cell cycle	0.236991550387329	CYP1A1, RPS6KB1, CCND2
GO:0000086	0.0389080118528319	4.18524514338575	0.746072441632119	3	141	G2/M transition of mitotic cell cycle	0.104963204702981	TOPBP1, NBN, RAD17
GO:0000122	0.226438729411428	1.44889367300562	4.95265110189832	7	936	negative regulation of transcription by RNA polymerase II	0.30671293854473	EHMT2, CPEB3, KAT2A, MECP2, NFATC4, SIRT6, NR1I2
GO:0000165	0.0532136002957191	2.04435861423221	4.10604407593279	8	776	MAPK cascade	0.125160918529099	RGS14, DRD2, APOE, PLA2G1B, PLA2G5, PRKCZ, SYK, PJA2
GO:0000226	0.28530720588667	1.42701631247157	3.56633209687977	5	674	microtubule cytoskeleton organization	0.358370003584632	PARP3, RGS14, KAT2A, MECP2, PRKCZ
GO:0000278	0.0248608787648802	2.16825683019057	4.91032075060004	10	928	mitotic cell cycle	0.0828153314141613	PARP3, RGS14, TOPBP1, CYP1A1, NBN, NUDT15, RAD17, RPS6KB1, CCND2, MDC1
GO:0000302	0.0888026096316659	2.93731003039514	1.05296748854462	3	199	response to reactive oxygen species	0.169104862512493	APOE, NUDT15, TACR1
GO:0000723	0.000213722202105375	7.69088975540588	0.851898319877809	6	161	telomere maintenance	0.00285042981909079	PARP3, NBN, SIRT6, SLF2, RPA1, SLF1
GO:0000724	6.81020177738856e-07	10.3164042661249	0.994763255509492	9	188	double-strand break repair via homologous recombination	1.89461941635005e-05	TOPBP1, HTATSF1, H2AX, NBN, SIRT6, SLF2, RPA1, TP53BP1, SLF1
GO:0000725	7.53244290351212e-08	11.3384837635827	1.02121972507091	10	193	recombinational repair	2.70164200616688e-06	TOPBP1, HTATSF1, H2AX, NBN, SIRT6, SLF2, RPA1, TP53BP1, RHNO1, SLF1
GO:0000902	0.00074375447017104	2.96030102097096	5.27542003054768	14	997	cell morphogenesis	0.007835827420944	ADCY1, DRD2, ARC, APOE, MECP2, EIF2AK4, NFATC4, NTF4, SHANK1, PRKCZ, RELN, SGK1, SNAP25, SRF
GO:0001101	0.041002070744038	4.09551833408782	0.761946323368972	3	144	response to acid chemical	0.107404835069001	CPEB3, GRIA1, RPS6KB1
GO:0001501	0.781202957620051	0.696507624200689	2.84142483089679	2	537	skeletal system development	0.79436428671759	KAT2A, SRF
GO:0001503	0.697828100128087	0.826397118624375	2.40753873008946	2	455	ossification	0.718198226750323	ALOX5, TACR1
GO:0001504	0.00184859285840007	13.5022266204849	0.243399519965088	3	46	neurotransmitter uptake	0.016253923873488	DRD2, NOS1, SNAP25
GO:0001508	0.0145213704688254	4.49052147429921	0.936559022474362	4	177	action potential	0.061560238380342	GRIA1, MECP2, NOS1, TACR1
GO:0001523	3.02951764370265e-07	18.3414141414141	0.4444686886319	7	84	retinoid metabolic process	9.30009683553891e-06	CYP1A1, CYP1A2, CYP2C8, CYP2D6, CYP3A4, CYP3A5, UGT1A1
GO:0001525	0.120939040655798	1.84249084249084	3.36526292821296	6	636	angiogenesis	0.202379663428241	ALOX5, MECP2, NFATC4, SIRT6, SRF, SYK
GO:0001558	0.168264722339225	1.9079869469855	2.14826532838752	4	406	regulation of cell growth	0.251655050923973	APOE, MECP2, SGK1, SRF
GO:0001568	0.06921153333203	1.92622690271847	4.3441523019856	8	821	blood vessel development	0.145922007220461	ALOX5, APOE, LDLR, MECP2, NFATC4, SIRT6, SRF, SYK
GO:0001569	0.000903372456951203	17.6034816247582	0.190486580842243	3	36	branching involved in blood vessel morphogenesis	0.00916498381539383	NFATC4, SIRT6, SRF
GO:0001654	0.0665337958180257	2.39264626945786	2.16943050403666	5	410	eye development	0.141814467485307	CTNS, CYP1A1, DRD2, SRF, CALB1
GO:0001659	0.0168138448566293	4.29014435929424	0.978889373772638	4	185	temperature homeostasis	0.065293458598099	DRD2, ACSL1, SIRT6, SYK
GO:0001662	0.00152018220714608	14.5172872340426	0.227525638228235	3	43	behavioral fear response	0.013855564253412	APOE, MECP2, RPS6KB1
GO:0001666	0.00646518280006969	3.83766233766234	1.66146628845734	6	314	response to hypoxia	0.0353992546517857	CYP1A1, DRD2, MECP2, NOS1, SLC2A4, SRF
GO:0001676	1.90909737883362e-22	45.9367088607595	0.571459742526729	18	108	long-chain fatty acid metabolic process	3.09013443910297e-20	CYP1A1, CYP1A2, CYP2A6, CYP2B6, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP3A4, ACSL1, ALOX5, GSTM1, GSTM2, GSTM4, ACAA1, LTC4S, MGST3, PLA2G4A
GO:0001678	0.211514111370234	2.37828947368421	0.857189613790094	2	162	intracellular glucose homeostasis	0.293561272210441	ADCY8, SRF
GO:0001701	0.359575193468761	1.42300531914894	2.13239144665067	3	403	in utero embryonic development	0.424352436940139	KAT2A, NBN, SRF
GO:0001763	0.0048683811356662	4.85175419715885	1.0952978398429	5	207	morphogenesis of a branching structure	0.0304891547275814	DRD2, MECP2, NFATC4, SIRT6, SRF
GO:0001764	0.0788628202683479	3.09694577899794	1.00005454942178	3	189	neuron migration	0.157681360457938	DRD2, RELN, SRF
GO:0001775	8.9964817585307e-05	3.24417930419269	6.0214924721798	17	1138	cell activation	0.00141754298858973	PARP3, PRG3, KAT2A, APOE, LDLR, EIF2AK4, NBN, PLA2G4A, PLA2G5, PRKCZ, PRNP, SRF, SYK, TACR1, TP53BP1, CAMK4, PJA2
GO:0001816	0.0451103396123006	2.02180834541313	4.69337770019638	9	887	cytokine production	0.115152630365163	PRG3, DRD2, ALOX5, KAT2A, NFATC4, PLA2G1B, PRKCZ, PRNP, SYK
GO:0001817	0.0432669628413003	2.03887903141634	4.65633864281039	9	880	regulation of cytokine production	0.111164253014336	PRG3, DRD2, ALOX5, KAT2A, NFATC4, PLA2G1B, PRKCZ, PRNP, SYK
GO:0001819	0.0180355040500443	2.75877777777778	2.68268601352826	7	507	positive regulation of cytokine production	0.0688551816282827	PRG3, DRD2, KAT2A, NFATC4, PLA2G1B, PRKCZ, SYK
GO:0001822	0.510436537112213	1.17861842105263	1.70379663975562	2	322	kidney development	0.554769616207999	CTNS, CALB1
GO:0001824	0.129241492566441	3.28838475499093	0.624372681649574	2	118	blastocyst development	0.210438479665796	NBN, SRF
GO:0001881	0.0266950679282144	8.32448512585812	0.253982107789657	2	48	receptor recycling	0.0841994126593194	GRIA1, LDLR
GO:0001889	0.182715262243301	2.62649727767695	0.777820205105826	2	147	liver development	0.265077050346025	CYP1A1, UGT1A1
GO:0001894	0.419483485358115	1.41139041633936	1.42864935631682	2	270	tissue homeostasis	0.474668157407133	SRF, SYK
GO:0001919	0.00767973196009312	16.6700228832952	0.132282347807113	2	25	regulation of receptor recycling	0.0397493103341448	GRIA1, LDLR
GO:0001932	0.00141926131012959	3.17575268463008	3.79385773510801	11	717	regulation of protein phosphorylation	0.0131957951054085	RGS14, ADCY8, APOE, NBN, NOS1, PLA2G1B, PRKCZ, PRNP, RELN, SYK, CCND2
GO:0001933	0.036668769433588	3.33759733036707	1.24874536329915	4	236	negative regulation of protein phosphorylation	0.100059377741768	RGS14, APOE, PRKCZ, PRNP
GO:0001934	0.00281053524526844	3.58522698644631	2.40224743617718	8	454	positive regulation of protein phosphorylation	0.0212490785740996	ADCY8, NBN, NOS1, PLA2G1B, PRNP, RELN, SYK, CCND2
GO:0001935	0.0918832736573669	2.89254784561103	1.06884137028147	3	202	endothelial cell proliferation	0.172571907960909	ALOX5, APOE, SIRT6
GO:0001936	0.0694499019337041	3.27472195357834	0.947141610298931	3	179	regulation of endothelial cell proliferation	0.146251390174997	ALOX5, APOE, SIRT6
GO:0001937	0.0656698399948648	4.96459330143541	0.418012219070478	2	79	negative regulation of endothelial cell proliferation	0.141814467485307	ALOX5, APOE
GO:0001941	0.0207965034918712	9.57631578947368	0.22223434431595	2	42	postsynaptic membrane organization	0.0732437423759592	APOE, RELN
GO:0001944	0.0830876713681949	1.84529668492896	4.52405629500327	8	855	vasculature development	0.162479515509139	ALOX5, APOE, LDLR, MECP2, NFATC4, SIRT6, SRF, SYK
GO:0001964	0.00957745574232018	14.7441295546559	0.148156229543967	2	28	startle response	0.0473028015234426	DRD2, MECP2
GO:0001976	3.95233338682608e-05	58.1648936170213	0.0687868208596989	3	13	nervous system process involved in regulation of systemic arterial blood pressure	0.000700211900024262	DRD2, MECP2, TACR1
GO:0002009	0.125845309781608	1.94773825208608	2.64564695614227	5	500	morphogenesis of an epithelium	0.207758529500373	CTNS, KAT2A, NFATC4, SIRT6, SRF
GO:0002028	0.068597435933821	4.8383744170553	0.428594806895047	2	81	regulation of sodium ion transport	0.144884620023924	DRD2, NOS1
GO:0002040	0.276017852387501	1.96803926915735	1.03180231289548	2	195	sprouting angiogenesis	0.349786324680388	ALOX5, SRF
GO:0002090	0.00736396925567474	8.05097517730496	0.39684704342134	3	75	regulation of receptor internalization	0.0384523937696966	DRD2, ARC, SYK
GO:0002092	0.0102517210229471	14.1972709551657	0.153447523456251	2	29	positive regulation of receptor internalization	0.0480024489938951	DRD2, SYK
GO:0002200	0.000778642005245138	10.5556524266202	0.412720925158193	4	78	somatic diversification of immune receptors	0.00799390018139945	PARP3, NBN, TP53BP1, XRCC4
GO:0002204	0.00308704986073695	11.1597790507365	0.291021165175649	3	55	somatic recombination of immunoglobulin genes involved in immune response	0.022572863560748	PARP3, NBN, TP53BP1
GO:0002208	0.00308704986073695	11.1597790507365	0.291021165175649	3	55	somatic diversification of immunoglobulins involved in immune response	0.022572863560748	PARP3, NBN, TP53BP1
GO:0002209	0.00162519504632851	14.1624286455631	0.232816932140519	3	44	behavioral defense response	0.0147260039694041	APOE, MECP2, RPS6KB1
GO:0002218	0.502090486277709	1.19766081871345	1.6773401701942	2	317	activation of innate immune response	0.547688303987691	SYK, PJA2
