ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0048864	stem cell development	86/198	87/18805	0.988505747126437	93.8830837106699	89.5748455335005	2.72597565781085e-178	1.35453730436621e-174	7.10475339867334e-175	CDH2/PDCD6/CITED2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/MSI2/RDH10/JAG1/EDN1/EDN3/EDNRA/EDNRB/EFNB1/TAPT1/ERBB4/SEMA3D/FGF2/FOXC1/FOXC2/FN1/FOLR1/CORO1C/GBX2/GDNF/SETD2/SOX8/NRG1/HIF1A/HES1/HTR2B/CYP26C1/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/PEF1/RADIL/MAPK1/MAPK3/SEMA3G/SEMA6A/SEMA4G/PTPRC/OVOL2/KLHL12/BCL2/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/BMPR1A/SNAI2/PHACTR4/SMO/SOX9/SOX10/TBX1/TCOF1/TWIST1/WNT7A/SEMA3B/SEMA6D/ARB2A/KBTBD8/SEMA7A/NRP2/NRP1/ALDH1A2/PHOX2B/ACVR1/SEMA5A/NOLC1/HAND2/SEMA3E/CDC42	86
GO:0014032	neural crest cell development	80/198	81/18805	0.987654320987654	93.8022197281456	86.3417993369912	4.60604888786317e-165	1.1443728461896e-161	6.00240897176274e-162	CDH2/PDCD6/CITED2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/RDH10/JAG1/EDN1/EDN3/EDNRA/EDNRB/EFNB1/TAPT1/ERBB4/SEMA3D/FOXC1/FOXC2/FN1/FOLR1/CORO1C/GBX2/GDNF/SOX8/NRG1/HIF1A/HES1/HTR2B/CYP26C1/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/PEF1/RADIL/MAPK1/MAPK3/SEMA3G/SEMA6A/SEMA4G/OVOL2/KLHL12/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/BMPR1A/SNAI2/PHACTR4/SMO/SOX9/SOX10/TBX1/TCOF1/TWIST1/SEMA3B/SEMA6D/ARB2A/KBTBD8/SEMA7A/NRP2/NRP1/ALDH1A2/PHOX2B/ACVR1/SEMA5A/NOLC1/HAND2/SEMA3E/CDC42	80
GO:0014033	neural crest cell differentiation	80/198	94/18805	0.851063829787234	80.829572318934	80.0384680485303	9.13737295028017e-151	1.51345353966474e-147	7.93829313154165e-148	CDH2/PDCD6/CITED2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/RDH10/JAG1/EDN1/EDN3/EDNRA/EDNRB/EFNB1/TAPT1/ERBB4/SEMA3D/FOXC1/FOXC2/FN1/FOLR1/CORO1C/GBX2/GDNF/SOX8/NRG1/HIF1A/HES1/HTR2B/CYP26C1/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/PEF1/RADIL/MAPK1/MAPK3/SEMA3G/SEMA6A/SEMA4G/OVOL2/KLHL12/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/BMPR1A/SNAI2/PHACTR4/SMO/SOX9/SOX10/TBX1/TCOF1/TWIST1/SEMA3B/SEMA6D/ARB2A/KBTBD8/SEMA7A/NRP2/NRP1/ALDH1A2/PHOX2B/ACVR1/SEMA5A/NOLC1/HAND2/SEMA3E/CDC42	80
GO:0048863	stem cell differentiation	89/198	256/18805	0.34765625	33.0185645517677	53.2085136669135	8.62117234887766e-117	1.07096513503933e-113	5.61737440416344e-114	CDH2/PDCD6/CITED2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/MSI2/RDH10/JAG1/EDN1/EDN3/EDNRA/EDNRB/EFNB1/TAPT1/ERBB4/SEMA3D/FGF2/FOXC1/FOXC2/FN1/FOLR1/CORO1C/GBX2/GDNF/SETD2/SOX8/NRG1/HIF1A/HES1/HTR2B/CYP26C1/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/PEF1/RADIL/MAPK1/MAPK3/SEMA3G/SEMA6A/SEMA4G/PTPRC/OVOL2/KLHL12/BCL2/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/BMPR1A/SNAI2/PHACTR4/SMO/SOX9/SOX10/TBX1/TCOF1/TWIST1/WNT7A/SEMA3B/SEMA6D/ARB2A/KBTBD8/SEMA7A/NRP2/NRP1/ALDH1A2/PHOX2B/ACVR1/SEMA5A/NOLC1/HAND2/SEMA3E/CDC42/EZH2/SIRT6/ERCC2	89
GO:0090497	mesenchymal cell migration	58/198	60/18805	0.966666666666667	91.8089225589226	72.6743177196518	3.46600672364028e-116	3.44451748195371e-113	1.80670161004912e-113	CDH2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/EDN1/EDN3/EDNRA/EDNRB/EFNB1/ERBB4/SEMA3D/FN1/FOLR1/CORO1C/GBX2/GDNF/SOX8/HIF1A/HTR2B/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/RADIL/SEMA3G/SEMA6A/SEMA4G/OVOL2/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/PHACTR4/SMO/SOX10/TBX1/TWIST1/SEMA3B/SEMA6D/SEMA7A/NRP2/NRP1/PHOX2B/ACVR1/SEMA5A/HAND2/SEMA3E/CDC42	58
GO:0001755	neural crest cell migration	57/198	58/18805	0.982758620689655	93.3372518286311	72.6515006796929	1.52124216654709e-115	1.25984205426208e-112	6.60806246380805e-113	SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/EDN1/EDN3/EDNRA/EDNRB/EFNB1/ERBB4/SEMA3D/FN1/FOLR1/CORO1C/GBX2/GDNF/SOX8/HIF1A/HTR2B/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/RADIL/SEMA3G/SEMA6A/SEMA4G/OVOL2/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/PHACTR4/SMO/SOX10/TBX1/TWIST1/SEMA3B/SEMA6D/SEMA7A/NRP2/NRP1/PHOX2B/ACVR1/SEMA5A/HAND2/SEMA3E/CDC42	57
GO:0048762	mesenchymal cell differentiation	83/198	275/18805	0.301818181818182	28.6651056014692	47.6738808961857	3.11011645051663e-102	2.20773837751674e-99	1.15799223029762e-99	CDH2/PDCD6/CITED2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/RDH10/JAG1/EDN1/EDN3/EDNRA/EDNRB/EFNB1/TAPT1/ENG/ERBB4/SEMA3D/FOXC1/FOXC2/FN1/FOLR1/CORO1C/GBX2/GDNF/SOX8/NRG1/HIF1A/HES1/HTR2B/CYP26C1/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/PEF1/RADIL/MAPK1/MAPK3/SEMA3G/SEMA6A/SEMA4G/OVOL2/KLHL12/BCL2/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/BMPR1A/SNAI2/PHACTR4/SMO/SOX9/SOX10/TBX1/TCOF1/TWIST1/SEMA3B/SEMA6D/ARB2A/KBTBD8/SEMA7A/NRP2/NRP1/ALDH1A2/PHOX2B/ACVR1/SEMA5A/NOLC1/HAND2/SEMA3E/CDC42/EZH2	83
GO:0060485	mesenchyme development	83/198	342/18805	0.242690058479532	23.0494270187253	42.4501045337384	2.92104947784933e-93	1.81433685692916e-90	9.5164717199407e-91	CDH2/PDCD6/CITED2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/RDH10/JAG1/EDN1/EDN3/EDNRA/EDNRB/EFNB1/TAPT1/ENG/ERBB4/SEMA3D/FOXC1/FOXC2/FN1/FOLR1/CORO1C/GBX2/GDNF/SOX8/NRG1/HIF1A/HES1/HTR2B/CYP26C1/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/PEF1/RADIL/MAPK1/MAPK3/SEMA3G/SEMA6A/SEMA4G/OVOL2/KLHL12/BCL2/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/BMPR1A/SNAI2/PHACTR4/SMO/SOX9/SOX10/TBX1/TCOF1/TWIST1/SEMA3B/SEMA6D/ARB2A/KBTBD8/SEMA7A/NRP2/NRP1/ALDH1A2/PHOX2B/ACVR1/SEMA5A/NOLC1/HAND2/SEMA3E/CDC42/EZH2	83
GO:0001667	ameboidal-type cell migration	63/198	243/18805	0.259259259259259	24.6230826786382	38.2337468358571	1.71749783481928e-71	9.48249637912998e-69	4.97371302808483e-69	CDH2/SEMA3A/SEMA6C/SEMA6B/SEMA4F/SEMA4D/SEMA4B/SEMA3C/EDN1/EDN3/EDNRA/EDNRB/EFNB1/ERBB4/SEMA3D/FGF2/FN1/FOLR1/CORO1C/GBX2/GDNF/SOX8/HIF1A/HTR2B/ISL1/LAMA5/KITLG/NRTN/PAX6/PITX2/SEMA5B/SEMA4C/RADIL/SEMA3G/SEMA6A/SEMA4G/OVOL2/RET/SEMA3F/SEMA4A/SHH/BMP4/BMP7/SNAI2/PHACTR4/SMO/SOX9/SOX10/TBX1/TWIST1/SEMA3B/SEMA6D/SEMA7A/NRP2/NRP1/PHOX2B/ACVR1/SEMA5A/HAND2/SEMA3E/CDC42/CALR/ITGB4	63
GO:0042178	xenobiotic catabolic process	25/198	25/18805	1	94.9747474747475	48.5012481794739	7.58142543625454e-51	3.76721029927488e-48	1.97595888212276e-48	CRYZ/CYP1A1/CYP1A2/CYP2A6/CYP2B6/CYP2C19/CYP2C8/CYP2C9/CYP2D7/CYP2D6/CYP3A4/CYP3A5/ACSL1/FMO4/GSTM1/GSTM2/GSTM3/GSTM4/ACAA1/NOS1/UGT1A1/NUDT15/TPMT/NR1I2/GSTO1	25
