p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
5.9035666970122e-179	87	197	86	0.436548223350254	0.988505747126437	GO:0048864	GO:BP	stem cell development
1.02697961731501e-165	81	197	80	0.406091370558376	0.987654320987654	GO:0014032	GO:BP	neural crest cell development
1.37078182128646e-151	94	197	80	0.406091370558376	0.851063829787234	GO:0014033	GO:BP	neural crest cell differentiation
3.10492382083305e-120	245	197	89	0.451776649746193	0.363265306122449	GO:0048863	GO:BP	stem cell differentiation
4.27560794697335e-116	60	197	58	0.294416243654822	0.966666666666667	GO:0090497	GO:BP	mesenchymal cell migration
1.75936482806168e-115	58	197	57	0.289340101522843	0.982758620689655	GO:0001755	GO:BP	neural crest cell migration
6.15167706179526e-108	248	197	83	0.421319796954315	0.334677419354839	GO:0048762	GO:BP	mesenchymal cell differentiation
8.23978090208741e-98	316	197	83	0.421319796954315	0.262658227848101	GO:0060485	GO:BP	mesenchyme development
6.86577771423401e-73	235	197	63	0.319796954314721	0.268085106382979	GO:0001667	GO:BP	ameboidal-type cell migration
5.23787700124055e-53	2833	197	121	0.614213197969543	0.0427109071655489	GO:0048468	GO:BP	cell development
5.75577701332391e-51	2012	197	104	0.527918781725888	0.0516898608349901	GO:0009888	GO:BP	tissue development
1.95706630612328e-48	2692	197	114	0.578680203045685	0.0423476968796434	GO:0009653	GO:BP	anatomical structure morphogenesis
1.32005962174734e-47	4381	197	138	0.700507614213198	0.0314996576124173	GO:0030154	GO:BP	cell differentiation
1.32005962174734e-47	4382	197	138	0.700507614213198	0.0314924691921497	GO:0048869	GO:BP	cellular developmental process
1.73024149464882e-47	24	197	24	0.121827411167513	1	GO:0032288	GO:BP	myelin assembly
1.73024149464882e-47	24	197	24	0.121827411167513	1	GO:0042178	GO:BP	xenobiotic catabolic process
5.46817584883411e-47	3985	197	132	0.67005076142132	0.0331242158092848	GO:0048731	GO:BP	system development
2.42198991936583e-46	7320	197	168	0.852791878172589	0.0229508196721311	GO:0051716	GO:BP	cellular response to stimulus
1.40517905104433e-45	1181	197	80	0.406091370558376	0.0677392040643522	GO:0048646	GO:BP	anatomical structure formation involved in morphogenesis
1.81149193445261e-44	4658	197	138	0.700507614213198	0.0296264491197939	GO:0007275	GO:BP	multicellular organism development
2.08907525518936e-44	2541	197	107	0.543147208121827	0.0421094057457694	GO:0007399	GO:BP	nervous system development
1.47823693222345e-42	1746	197	90	0.456852791878173	0.0515463917525773	GO:0022008	GO:BP	neurogenesis
1.98160753613478e-40	3047	197	111	0.563451776649746	0.0364292746964227	GO:0048513	GO:BP	animal organ development
2.17867745448909e-40	3867	197	123	0.624365482233503	0.0318076027928627	GO:0042221	GO:BP	response to chemical
6.03387650717896e-39	1499	197	81	0.411167512690355	0.0540360240160107	GO:0016477	GO:BP	cell migration
7.64807869517473e-39	47	197	26	0.131979695431472	0.553191489361702	GO:0071526	GO:BP	semaphorin-plexin signaling pathway
1.13618637860066e-38	8993	197	174	0.883248730964467	0.0193483820749472	GO:0050896	GO:BP	response to stimulus
1.13618637860066e-38	5924	197	146	0.741116751269036	0.024645509790682	GO:0048856	GO:BP	anatomical structure development
2.85099134513806e-36	6478	197	149	0.756345177664975	0.0230009262117938	GO:0032502	GO:BP	developmental process
1.78358746036545e-35	28	197	21	0.106598984771574	0.75	GO:0048843	GO:BP	negative regulation of axon extension involved in axon guidance
7.97623899970791e-35	1517	197	77	0.390862944162437	0.0507580751483191	GO:0048699	GO:BP	generation of neurons
9.89991134711865e-35	1716	197	81	0.411167512690355	0.0472027972027972	GO:0048870	GO:BP	cell motility
3.242935517389e-34	2453	197	94	0.477157360406091	0.0383204239706482	GO:0050793	GO:BP	regulation of developmental process
1.00748971366829e-33	1434	197	74	0.375634517766497	0.0516039051603905	GO:0030182	GO:BP	neuron differentiation
1.32383607929517e-33	2928	197	101	0.512690355329949	0.0344945355191257	GO:0051239	GO:BP	regulation of multicellular organismal process
2.11907736174342e-33	38	197	22	0.111675126903553	0.578947368421053	GO:0048846	GO:BP	axon extension involved in axon guidance
2.11907736174342e-33	38	197	22	0.111675126903553	0.578947368421053	GO:1902284	GO:BP	neuron projection extension involved in neuron projection guidance
2.91267226151576e-33	1413	197	73	0.370558375634518	0.0516631280962491	GO:2000026	GO:BP	regulation of multicellular organismal development
1.02467311117456e-32	34	197	21	0.106598984771574	0.617647058823529	GO:0048841	GO:BP	regulation of axon extension involved in axon guidance
1.10585950070258e-32	7234	197	152	0.771573604060914	0.0210118883052253	GO:0032501	GO:BP	multicellular organismal process
8.27087065205006e-32	1130	197	65	0.32994923857868	0.0575221238938053	GO:0009790	GO:BP	embryo development
8.27087065205006e-32	928	197	60	0.304568527918782	0.0646551724137931	GO:0051093	GO:BP	negative regulation of developmental process
2.4144453712624e-31	16	197	16	0.0812182741116751	1	GO:0048385	GO:BP	regulation of retinoic acid receptor signaling pathway
2.4144453712624e-31	16	197	16	0.0812182741116751	1	GO:1903599	GO:BP	positive regulation of autophagy of mitochondrion
1.05780210491102e-30	47	197	22	0.111675126903553	0.468085106382979	GO:0030517	GO:BP	negative regulation of axon extension
1.05780210491102e-30	47	197	22	0.111675126903553	0.468085106382979	GO:0050919	GO:BP	negative chemotaxis
1.10712424481276e-30	2186	197	85	0.431472081218274	0.0388838060384264	GO:0070887	GO:BP	cellular response to chemical stimulus
1.15174177205924e-30	463	197	45	0.228426395939086	0.0971922246220302	GO:0051960	GO:BP	regulation of nervous system development
2.54030062695643e-30	835	197	56	0.284263959390863	0.067065868263473	GO:0022603	GO:BP	regulation of anatomical structure morphogenesis
2.93027664112143e-30	1577	197	73	0.370558375634518	0.046290424857324	GO:0045595	GO:BP	regulation of cell differentiation
1.40823666608487e-29	5886	197	134	0.680203045685279	0.0227658851512063	GO:0048522	GO:BP	positive regulation of cellular process
2.31304166933352e-29	15	197	15	0.0761421319796954	1	GO:0061307	GO:BP	cardiac neural crest cell differentiation involved in heart development
2.31304166933352e-29	15	197	15	0.0761421319796954	1	GO:0061308	GO:BP	cardiac neural crest cell development involved in heart development
3.73760455209443e-29	247	197	35	0.177664974619289	0.1417004048583	GO:0007411	GO:BP	axon guidance
3.73760455209443e-29	247	197	35	0.177664974619289	0.1417004048583	GO:0097485	GO:BP	neuron projection guidance
4.19989525240393e-29	154	197	30	0.152284263959391	0.194805194805195	GO:0051961	GO:BP	negative regulation of nervous system development
5.51918124359272e-29	669	197	50	0.253807106598985	0.0747384155455904	GO:0048589	GO:BP	developmental growth
5.82003283480303e-29	670	197	50	0.253807106598985	0.0746268656716418	GO:0120039	GO:BP	plasma membrane bounded cell projection morphogenesis
7.10911236091009e-29	542	197	46	0.233502538071066	0.0848708487084871	GO:0030335	GO:BP	positive regulation of cell migration
7.98803601695911e-29	675	197	50	0.253807106598985	0.0740740740740741	GO:0048858	GO:BP	cell projection morphogenesis
1.11227188911292e-28	680	197	50	0.253807106598985	0.0735294117647059	GO:0045596	GO:BP	negative regulation of cell differentiation
1.57697829562595e-28	6496	197	139	0.705583756345178	0.0213977832512315	GO:0007154	GO:BP	cell communication
1.90517383392556e-28	654	197	49	0.248730964467005	0.0749235474006116	GO:0048812	GO:BP	neuron projection morphogenesis
1.90517383392556e-28	464	197	43	0.218274111675127	0.0926724137931035	GO:0007409	GO:BP	axonogenesis
2.26834419657793e-28	1038	197	59	0.299492385786802	0.0568400770712909	GO:0007417	GO:BP	central nervous system development
2.50393694780979e-28	147	197	29	0.147208121827411	0.197278911564626	GO:0050768	GO:BP	negative regulation of neurogenesis
3.2933183343063e-28	5979	197	133	0.6751269035533	0.0222445224954006	GO:0007165	GO:BP	signal transduction
