ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0007616	long-term memory	38/99	38/18805	1	189.949494949495	84.8188461736582	7.21702919025751e-91	2.17809940961972e-87	1.41985553227277e-87	RGS14/ADCY1/EHMT2/ADCY8/BTBD9/PTCHD1/CTNS/LRRN4/DRD2/CPEB3/ARC/KAT2A/NPAS4/GRIA1/APOE/LDLR/MECP2/EIF2AK4/NFATC4/NTF4/SHANK1/CAMK2N1/PRKCZ/ACSS2/PRNP/RELN/RASGRF1/RPS6KB1/SGK1/SLC2A4/SNAP25/SRF/TACR1/CALB1/CAMK4/CCND2/CHST10/PJA2	38
GO:0042178	xenobiotic catabolic process	25/99	25/18805	1	189.949494949495	68.7733531159826	3.98612716447491e-59	6.01506589119263e-56	3.921090352844e-56	CRYZ/CYP1A1/CYP1A2/CYP2A6/CYP2B6/CYP2C19/CYP2C8/CYP2C9/CYP2D7/CYP2D6/CYP3A4/CYP3A5/ACSL1/FMO4/GSTM1/GSTM2/GSTM3/GSTM4/ACAA1/NOS1/UGT1A1/NUDT15/TPMT/NR1I2/GSTO1	25
GO:0007613	memory	38/99	129/18805	0.294573643410853	55.9541147913241	45.562274125257	3.80159149330238e-58	3.82440104226219e-55	2.49304368455514e-55	RGS14/ADCY1/EHMT2/ADCY8/BTBD9/PTCHD1/CTNS/LRRN4/DRD2/CPEB3/ARC/KAT2A/NPAS4/GRIA1/APOE/LDLR/MECP2/EIF2AK4/NFATC4/NTF4/SHANK1/CAMK2N1/PRKCZ/ACSS2/PRNP/RELN/RASGRF1/RPS6KB1/SGK1/SLC2A4/SNAP25/SRF/TACR1/CALB1/CAMK4/CCND2/CHST10/PJA2	38
GO:0019370	leukotriene biosynthetic process	21/99	21/18805	1	189.949494949495	63.0251077082906	1.44912067528433e-49	1.09336154950203e-46	7.12738563712213e-47	PRG3/GGT6/ALOX5/ALOX5AP/GGT1/GGT3P/GGTA1/GGT7/GGT5/LTA4H/LTC4S/MGST2/MGST3/PLA2G1B/PLA2G4A/PLA2G5/SYK/GGTLC3/GGT2P/GGTLC2/GGTLC1	21
GO:0006690	icosanoid metabolic process	31/99	124/18805	0.25	47.4873737373737	37.7831400184614	1.38397398940963e-44	8.35366700007653e-42	5.44557344464547e-42	PRG3/GGT6/ALOX5/ALOX5AP/GGT1/GGT3P/GGTA1/GGT7/GGT5/LTA4H/LTC4S/MGST2/MGST3/PLA2G1B/PLA2G4A/PLA2G5/SYK/GGTLC3/GGT2P/GGTLC2/GGTLC1/CYP1A1/CYP1A2/CYP2A6/CYP2B6/CYP2C19/CYP2C8/CYP2C9/CYP2D7/CYP2D6/GSTM1	31
GO:0007611	learning or memory	38/99	282/18805	0.134751773049645	25.5960312343291	30.2751414026143	5.98406848329065e-44	3.0099864470952e-41	1.96214456057372e-41	RGS14/ADCY1/EHMT2/ADCY8/BTBD9/PTCHD1/CTNS/LRRN4/DRD2/CPEB3/ARC/KAT2A/NPAS4/GRIA1/APOE/LDLR/MECP2/EIF2AK4/NFATC4/NTF4/SHANK1/CAMK2N1/PRKCZ/ACSS2/PRNP/RELN/RASGRF1/RPS6KB1/SGK1/SLC2A4/SNAP25/SRF/TACR1/CALB1/CAMK4/CCND2/CHST10/PJA2	38
GO:0050890	cognition	38/99	329/18805	0.115501519756839	21.9394553437107	27.8747901646004	2.65498590417736e-41	1.14467820840104e-38	7.46190775174057e-39	RGS14/ADCY1/EHMT2/ADCY8/BTBD9/PTCHD1/CTNS/LRRN4/DRD2/CPEB3/ARC/KAT2A/NPAS4/GRIA1/APOE/LDLR/MECP2/EIF2AK4/NFATC4/NTF4/SHANK1/CAMK2N1/PRKCZ/ACSS2/PRNP/RELN/RASGRF1/RPS6KB1/SGK1/SLC2A4/SNAP25/SRF/TACR1/CALB1/CAMK4/CCND2/CHST10/PJA2	38
GO:0006691	leukotriene metabolic process	21/99	34/18805	0.617647058823529	117.32174688057	49.3865766321981	1.27707444944041e-40	4.81776336051393e-38	3.14059492895279e-38	PRG3/GGT6/ALOX5/ALOX5AP/GGT1/GGT3P/GGTA1/GGT7/GGT5/LTA4H/LTC4S/MGST2/MGST3/PLA2G1B/PLA2G4A/PLA2G5/SYK/GGTLC3/GGT2P/GGTLC2/GGTLC1	21
GO:0046456	icosanoid biosynthetic process	23/99	61/18805	0.377049180327869	71.6203013743997	40.1897773164753	7.98827493764647e-38	2.67873486242412e-35	1.74620887233465e-35	PRG3/GGT6/ALOX5/ALOX5AP/GGT1/GGT3P/GGTA1/GGT7/GGT5/LTA4H/LTC4S/MGST2/MGST3/PLA2G1B/PLA2G4A/PLA2G5/SYK/GGTLC3/GGT2P/GGTLC2/GGTLC1/CYP2C8/CYP2C9	23
GO:1990166	protein localization to site of double-strand break	15/99	16/18805	0.9375	178.077651515152	51.5494653363015	3.46929459535421e-34	1.0470331088779e-31	6.82538063022843e-32	PARP3/TOPBP1/IFFO1/HTATSF1/H2AX/NBN/SIRT6/SLF2/RAD17/RPA1/TP53BP1/XRCC4/RHNO1/SLF1/MDC1	15
GO:0006805	xenobiotic metabolic process	25/99	126/18805	0.198412698412698	37.6883918550585	30.0600287077261	4.40391167120295e-33	1.2082732203355e-30	7.87646977366345e-31	CRYZ/CYP1A1/CYP1A2/CYP2A6/CYP2B6/CYP2C19/CYP2C8/CYP2C9/CYP2D7/CYP2D6/CYP3A4/CYP3A5/ACSL1/FMO4/GSTM1/GSTM2/GSTM3/GSTM4/ACAA1/NOS1/UGT1A1/NUDT15/TPMT/NR1I2/GSTO1	25
GO:0071466	cellular response to xenobiotic stimulus	27/99	198/18805	0.136363636363636	25.9022038567493	25.6262143179338	4.74019550796344e-31	1.19215917025281e-28	7.77142579331901e-29	EHMT2/PRNP/CRYZ/CYP1A1/CYP1A2/CYP2A6/CYP2B6/CYP2C19/CYP2C8/CYP2C9/CYP2D7/CYP2D6/CYP3A4/CYP3A5/ACSL1/FMO4/GSTM1/GSTM2/GSTM3/GSTM4/ACAA1/NOS1/UGT1A1/NUDT15/TPMT/NR1I2/GSTO1	27
