"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
8.87223942892707e-130,84,91,42.4114921223355,"GO:0048864 stem cell development "," http://amigo.geneontology.org/amigo/term/GO:0048864"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  WNT7A  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  FGF2  EDNRA  MSI2  HAND2  CITED2  SHH  RET  GBX2  CDH2  BCL2  FOXC2  ERBB4  SETD2  CYP26C1  SNAI2  TCOF1  PTPRC  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
6.0098491539583e-121,78,84,42.6639414802065,"GO:0014032 neural crest cell development "," http://amigo.geneontology.org/amigo/term/GO:0014032"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  SHH  RET  GBX2  CDH2  FOXC2  ERBB4  CYP26C1  SNAI2  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
8.58152564306108e-119,79,89,40.7833355895492,"GO:0014031 mesenchymal cell development "," http://amigo.geneontology.org/amigo/term/GO:0014031"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  SHH  RET  GBX2  CDH2  BCL2  FOXC2  ERBB4  CYP26C1  SNAI2  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
1.95605675707015e-109,78,98,36.5690926973199,"GO:0014033 neural crest cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0014033"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  BMPR1A  PHOX2B  FOLR1  HES1  ACVR1  NRP2  RDH10  TWIST1  EDN3  BMP4  SOX9  OVOL2  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  CITED2  SHH  RET  GBX2  CDH2  FOXC2  ERBB4  CYP26C1  SNAI2  TCOF1  KLHL12  PEF1  KBTBD8  NOLC1  PDCD6  PITX2  TAPT1  TBX1  NRG1"
1.98203054283476e-98,231,2239,4.74027507977421,"GO:0048468 cell development "," http://amigo.geneontology.org/amigo/term/GO:0048468"," SEMA3F  SOX8  ARHGAP44  PAFAH1B1  SEMA3G  SEMA3B  ISL1  CNTN1  DTNBP1  SEMA3A  SEMA3C  PAK3  SEMA5B  LZTS3  EFNB1  SEMA6A  SEMA4G  SOX10  ANKRD27  CORO1C  SEMA5A  DBN1  HES1  EPHA4  SGK1  SMO  LAMA5  EPHB2  TAOK3  SEMA4F  DOCK10  SEMA6D  ZNF365  SEMA7A  SEMA6C  TENM4  TAOK2  SEMA3D  EPHB1  TIAM1  RADIL  BRSK1  TAOK1  CDK5  SEMA6B  SEMA4C  EFNA1  CTNND2  SEMA3E  CDH2  TANC2  BSG  CDK5R1  EPHB3  NCMAP  SEMA4B  SEMA4D  LRRK2  SEMA4A  SRC  PHACTR4  NTF4  SRCIN1  MYB  NLGN1  CDC42  FBLN1  EDN1  BMP7  SETX  VEGFA  FN1  BMP4  IL1B  APOE  IL6  WNT7A  GHRL  STC1  GDNF  NRTN  ITGB3  ARHGAP33  PAX6  FYN  STAU2  KITLG  FOXC1  RASGRF1  PRKCZ  PALS1  TOP2B  MTMR2  MMP2  HDAC6  ABL1  NRP1  MAPK1  HIF1A  NFATC4  JAG1  ZDHHC15  MAPK3  SMPD3  EEF2K  BLOC1S6  ERCC2  MAG  WASL  EZH2  ENG  DVL1  BMPR1A  RPS6KB1  CNTNAP1  PMP22  PHOX2B  FOLR1  CUX2  FIG4  SRF  UBE3A  ACVR1  NFE2L2  NRP2  SPP1  RDH10  TWIST1  RECK  EDN3  SOX9  OVOL2  NR1D1  BECN1  KLF2  ADORA2A  LIF  ALDH1A2  LDLR  EPO  ITGB4  DLG4  SNAP25  CAPRIN1  HTR2B  EDNRB  KLF4  STXBP1  TLR2  ITPKA  FGF2  VPS33A  SOD1  PRDM14  DRD2  ATM  EDNRA  PTPRD  MSI2  NODAL  NRG1  LRP8  SHANK1  H3-3A  HAND2  CITED2  SHH  ADCY1  RET  AXL  GBX2  MECP2  RGS14  CDK1  TPPP  ASXL1  BCL2  PTEN  UGT8  DHX36  BAIAP2  FOXC2  ERBB4  TH  SETD2  PRKN  CYP26C1  RELN  HDAC2  SIPA1L1  DNM3  ARC  EHMT2  DDR1  SHANK3  MOBP  SNAI2  TCOF1  PTPRC  FBXO7  C1QBP  CAPRIN2  KLHL12  PPFIA2  PEF1  KBTBD8  NOLC1  CFL1  CALR  PDCD6  FKBP4  CAMK2B  NGEF  EPB41L3  SNW1  DICER1  ABCA2  CPEB3  ABI3  EIF2AK4  KIF1A  ABI2  ANK2  DIP2A  CHRNB2  PDLIM5  PITX2  IL1RAPL1  TAPT1  TBX1  GSTM3"
3.71225389488257e-98,317,4617,3.15460542625342,"GO:0048731 system development "," http://amigo.geneontology.org/amigo/term/GO:0048731"," WNT7A  CDC42  MAG  SEMA3F  SOX8  ARHGAP44  PAFAH1B1  SEMA3G  SEMA3B  ISL1  CNTN1  DTNBP1  PALS1  SEMA3A  SEMA3C  PAK3  SEMA5B  LZTS3  EFNB1  SEMA6A  SEMA4G  SOX10  ANKRD27  ENG  DVL1  PMP22  PHOX2B  VEGFA  SEMA5A  DBN1  HES1  ECT2  ACVR1  FN1  EPHA4  SGK1  RECK  ACVR1C  SOX9  IL1B  SMO  LAMA5  KDM6B  EPHB2  TAOK3  ACVR1B  SEMA4F  DOCK10  SEMA6D  ZNF365  SEMA7A  FGF2  SEMA6C  TENM4  TAOK2  XRCC4  SEMA3D  EPHB1  TIAM1  NRG1  LRP8  BRSK1  TAOK1  PDLIM5  HAND2  CSF2  SHH  CDK5  SYK  AXL  SEMA6B  GBX2  GDNF  SEMA4C  EFNA1  NLGN1  CTNND2  SEMA3E  CDH2  TANC2  BSG  CDK5R1  TH  EPHB3  NCMAP  SEMA4B  SEMA4D  LRRK2  RELN  SEMA4A  SRC  NTF4  SRCIN1  HIF1A  JAG1  BMPR1A  MAD2L2  MYB  IL6  PITX2  KITLG  FOXC1  TP53BP1  EDN1  SIRT1  BMP7  ACOD1  SETX  AMBRA1  CALCA  AGO2  BMP4  LIF  APOE  EPO  KLF4  PTPRD  AIFM1  GHRL  STC1  IL1RAPL1  NRTN  SPHK1  CALR  FOXO4  EMP2  PDCD6  CYP26B1  FKBP4  ARHGAP33  PAX6  CD9  FYN  ALOX5  SNAI2  STAU2  CTNS  PARP3  POLQ  FOXN3  RASGRF1  CAMK2B  NGEF  PRKCZ  PTGS2  TOP2B  SIRT6  PTPRC  EIF2AK1  MTMR2  MMP2  HDAC6  CYP26A1  ABL1  PCSK5  NRP1  MAPK1  FBXO7  NFATC4  MMP9  TIMP1  ZDHHC15  MAPK3  SMPD3  EEF2K  BLOC1S6  NBN  CALB1  ERCC2  FZR1  BABAM1  WASL  EZH2  PLEKHA1  CDK5RAP3  KAT2A  CNTNAP1  FOLR1  LTA4H  CUX2  PPARD  FIG4  SRF  CCNG1  PRLR  STC2  UBE3A  PIKFYVE  NFE2L2  ERRFI1  GNPAT  NRP2  TNFAIP3  GHRH  SPP1  RDH10  CAT  TWIST1  EDN3  CDKN1A  OVOL2  NR1D1  BECN1  KLF2  ADORA2A  EIF2AK4  ALDH1A2  RIPK3  LDLR  TRIM28  ITGB4  DLG4  SNAP25  PCNA  MTNR1B  CAPRIN1  MDM2  HTR2B  EDNRB  STXBP1  TLR2  ITPKA  CYP1B1  ABI2  VPS33A  CYP1A1  CYP1A2  SOD1  TRPM2  HSPG2  RHOB  ANK2  CRH  DRD2  ATM  EDNRA  GJA1  NODAL  DIP2A  UBE2Q1  SHANK1  DHRS3  USP1  H3-3A  CITED2  ADCY1  PTCHD1  RET  MAPK7  STAT6  MECP2  RGS14  APLF  TAPT1  CDK1  PDGFD  TPPP  ASXL1  BCL2  PTEN  RELA  NPAS4  UGT8  DHX36  BAIAP2  FOXC2  KCNA2  ERBB4  FUT7  SETD2  PRKN  CYP26C1  H2AX  HMX3  HDAC2  SIPA1L1  DNM3  ARC  ZNF536  PHACTR4  FKBPL  EHMT2  DDR1  AQP1  UGT1A1  APELA  SHANK3  ITGB3  PCGF2  MOBP  AKR1C3  SNCA  BRCA1  MBTPS2  CAPRIN2  RIPK1  PPFIA2  CAMK4  TPPP3  CFL1  TBX1  HSF1  SLC25A5  GPC1  EPB41L3  SNW1  DICER1  ABCA2  CPEB3  ABI3  KIF1A  CHRNB2  TCOF1  GSTM3  PARP1  ADORA1  TEAD4"
1.03996904185865e-96,255,2867,4.08656250393972,"GO:0009653 anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0009653"," SEMA3F  SOX8  ARHGAP44  PAFAH1B1  SEMA3G  SEMA3B  ISL1  CNTN1  FOXC1  PALS1  SEMA3A  SEMA3C  PAK3  SEMA5B  LZTS3  EFNB1  SEMA6A  SEMA4G  SOX10  ANKRD27  ENG  DVL1  PMP22  VEGFA  SEMA5A  DBN1  EPHA4  SGK1  RECK  SOX9  SMO  LAMA5  EPHB2  TAOK3  SEMA4F  DOCK10  SEMA6D  SEMA7A  FGF2  HSPG2  SEMA6C  RHOB  TAOK2  SEMA3D  EPHB1  TIAM1  RADIL  BRSK1  TAOK1  PITX2  CDK5  SEMA6B  GDNF  SEMA4C  EFNA1  CTNND2  SEMA3E  CDH2  TANC2  ASXL1  BSG  FOXC2  CDK5R1  EPHB3  NCMAP  SEMA4B  SEMA4D  LRRK2  SEMA4A  NTF4  SRCIN1  HIF1A  IL6  NLGN1  CDC42  FBLN1  SIRT1  BMP7  SRF  FN1  AGO2  BMP4  IL1B  LIF  KLF4  WNT7A  NRG1  STC1  SPHK1  FOXO4  EMP2  PDCD6  ITGB3  CYP26B1  ARHGAP33  PAX6  CD9  FYN  ALOX5  SNAI2  STAU2  DTNBP1  FOXN3  PRKCZ  PTGS2  TOP2B  EDN1  MTMR2  MMP2  HDAC6  ABL1  PCSK5  NRP1  MAPK1  NFATC4  JAG1  ZDHHC15  MAPK3  SMPD3  EEF2K  CALB1  ERCC2  MAG  WASL  PLEKHA1  BMPR1A  KAT2A  CNTNAP1  PHOX2B  FOLR1  CUX2  FIG4  CCNG1  UBE3A  HES1  ECT2  PIKFYVE  ACVR1  NFE2L2  ERRFI1  GNPAT  SYF2  NRP2  TNFAIP3  SPP1  RDH10  TWIST1  EDN3  CNOT1  OVOL2  KLF2  ADORA2A  ALDH1A2  LDLR  APOE  TRIM28  ITGB4  KDM6B  DLG4  CAPRIN1  MDM2  HTR2B  STXBP1  TLR2  ITPKA  CYP1B1  ZNF365  VPS33A  SOD1  ANK2  PRDM14  TENM4  DRD2  ATM  EDNRA  PTPRD  NODAL  GHRL  LRP8  SHANK1  DHRS3  HAND2  CITED2  SHH  ADCY1  SYK  RET  MAPK7  STAT6  AXL  GBX2  TPPP  BCL2  PTEN  RELA  UGT8  DHX36  BAIAP2  KCNA2  ERBB4  TH  SETD2  PRKN  HMX3  RELN  SRC  SIPA1L1  TEAD4  DNM3  ARC  PHACTR4  FKBPL  DDR1  AQP1  APELA  SHANK3  PCGF2    MMP9  MOBP  CORO1C  BRCA1  TCOF1  SIRT6  C1QBP  CAPRIN2  KLHL12  PPFIA2  GJA1  PEF1  KBTBD8  NOLC1  MECP2  CFL1  CALR  TBX1  CAMK2B  GPC1  NGEF  EPB41L3  DICER1  ABCA2  ABI3  POLR1B  EIF2AK4  KIF1A  ABI2  DIP2A  CHRNB2  PDLIM5  IL1RAPL1  HDAC2  NOS1  SMURF2  IER3"
3.13560033469544e-92,146,789,8.50200803212851,"GO:0032989 cellular component morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0032989"," SEMA3F  ARHGAP44  SEMA3G  SEMA3B  ISL1  CNTN1  SEMA3A  SEMA3C  PAK3  SEMA5B  LZTS3  EFNB1  SEMA6A  SEMA4G  ANKRD27  PMP22  SEMA5A  DBN1  EPHA4  SGK1  SMO  LAMA5  EPHB2  TAOK3  SEMA4F  DOCK10  SEMA6D  SEMA7A  SEMA6C  TAOK2  SEMA3D  EPHB1  TIAM1  BRSK1  TAOK1  CDK5  SEMA6B  SEMA4C  EFNA1  CTNND2  SEMA3E  CDH2  TANC2  BSG  CDK5R1  EPHB3  NCMAP  SEMA4B  SEMA4D  LRRK2  SEMA4A  NTF4  SRCIN1  NLGN1  BMP7  WNT7A  ARHGAP33  PAFAH1B1  PAX6  CD9  FYN  STAU2  DTNBP1  PRKCZ  CDC42  PALS1  TOP2B  EDN1  MTMR2  HDAC6  NRP1  NFATC4  ZDHHC15  EEF2K  ERCC2  MAG  WASL  DVL1  CNTNAP1  PHOX2B  CUX2  FIG4  SRF  UBE3A  PIKFYVE  FN1  GNPAT  NRP2  SPP1  EDN3  ADORA2A  ITGB4  DLG4  CAPRIN1  STXBP1  TLR2  ITPKA  ZNF365  ANK2  TENM4  DRD2  EDNRA  PTPRD  LRP8  SHANK1  SHH  ADCY1  RET  GBX2  GDNF  TPPP  BCL2  PTEN  UGT8  DHX36  BAIAP2  PRKN  RELN  SIPA1L1  DNM3  ARC  DDR1  SHANK3  MOBP  ABL1  CORO1C  CAPRIN2  PPFIA2  CFL1  SRC  CAMK2B  GPC1  NGEF  EPB41L3  DICER1  ABCA2  ABI3  VEGFA  EIF2AK4  KIF1A  ABI2  DIP2A  CHRNB2  PDLIM5  IL1RAPL1  APOE"
2.71042220940718e-87,94,257,16.805072429797,"GO:0048863 stem cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0048863"," SEMA3F  SOX8  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  HDAC2  FN1  SOX9  WNT7A  NRG1  GDNF  NRTN  ISL1  KITLG  FOXC1  CDC42  SIRT6  EDN1  EFNB1  NRP1  MAPK1  HIF1A  BMP7  JAG1  MAPK3  ERCC2  EZH2  BMPR1A  PHOX2B  FOLR1  SRF  HES1  ACVR1  NFE2L2  NRP2  RDH10  TWIST1  EDN3  BMP4  OVOL2  LIF  SMO  ALDH1A2  LAMA5  HTR2B  EDNRB  FGF2  EDNRA  MSI2  HAND2  CITED2  SHH  RET  GBX2  CDH2  BCL2  DHX36  FOXC2  ERBB4  SETD2  CYP26C1  SNAI2  TCOF1  PTPRC  KLHL12  PEF1  KBTBD8  NOLC1  FOXO4  PDCD6  PITX2  TAPT1  TBX1  ABL1"
1.21759153922193e-86,56,60,42.8827309236948,"GO:0001755 neural crest cell migration "," http://amigo.geneontology.org/amigo/term/GO:0001755"," SEMA3F  SEMA3G  SEMA3B  SEMA3A  SEMA3C  SEMA5B  SEMA6A  SEMA4G  SOX10  CORO1C  SEMA5A  SEMA4F  SEMA6D  SEMA7A  SEMA6C  SEMA3D  RADIL  SEMA6B  SEMA4C  SEMA3E  SEMA4B  SEMA4D  SEMA4A  PHACTR4  FN1  GDNF  NRTN  SOX8  ISL1  KITLG  CDC42  EDN1  EFNB1  NRP1  HIF1A  BMP7  PHOX2B  FOLR1  ACVR1  NRP2  TWIST1  EDN3  BMP4  OVOL2  SMO  LAMA5  HTR2B  EDNRB  EDNRA  HAND2  SHH  RET  GBX2  ERBB4  PITX2  TBX1"
