Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0001755~neural crest cell migration	44	22.22222222222222	2.044703549174628E-84	23603, 4254, 9723, 10371, 58495, 64218, 5080, 1910, 6608, 2668, 3357, 90, 6469, 6405, 54437, 54910, 8829, 10512, 5979, 4902, 9037, 3091, 6663, 3670, 1908, 2066, 8482, 65979, 223117, 57556, 10505, 56920, 10507, 10509, 55698, 30812, 6899, 1947, 80031, 57715, 7869, 10501, 10500, 2637	198	46	19416	93.79710144927536	5.393927962722669E-81	5.393927962722669E-81	4.933869664158377E-81
GOTERM_BP_DIRECT	GO:0042178~xenobiotic catabolic process	22	11.11111111111111	1.128324336748454E-40	2180, 9446, 55270, 7172, 2944, 1558, 1557, 1544, 1577, 1555, 1576, 1565, 1564, 4842, 8856, 2948, 2947, 1429, 2946, 1548, 1559, 2329	198	23	19416	93.79710144927536	2.9765196003424214E-37	1.4882598001712107E-37	1.3613233122870097E-37
GOTERM_BP_DIRECT	GO:0014032~neural crest cell development	19	9.595959595959595	1.1064109442984207E-35	9221, 6662, 8854, 1000, 157506, 2296, 202018, 3084, 6591, 6949, 553115, 59349, 83989, 2303, 657, 30812, 84541, 340665, 10016	198	19	19416	98.06060606060606	2.918712071059234E-32	9.729040236864113E-33	8.899232028640298E-33
GOTERM_BP_DIRECT	GO:0050919~negative chemotaxis	22	11.11111111111111	5.013974671204189E-32	9037, 9723, 10371, 64218, 8482, 3084, 223117, 57556, 10505, 56920, 10507, 10509, 54437, 6405, 54910, 8828, 57715, 7869, 80031, 10501, 10512, 10500	198	40	19416	53.93333333333333	1.3226865182636652E-28	3.306716295659163E-29	3.024680220403927E-29
GOTERM_BP_DIRECT	GO:0071526~semaphorin-plexin signaling pathway	22	11.11111111111111	7.411118993087045E-31	9037, 9723, 10371, 64218, 8482, 223117, 57556, 10505, 56920, 10507, 10509, 54437, 6405, 54910, 8828, 57715, 8829, 7869, 80031, 10501, 10512, 10500	198	44	19416	49.030303030303024	1.9550531903763624E-27	3.910106380752725E-28	3.576606026063808E-28
GOTERM_BP_DIRECT	GO:1901526~positive regulation of mitophagy	15	7.575757575757576	1.1400993736772043E-27	3091, 10273, 64127, 291, 292, 3064, 5071, 55187, 27102, 10715, 25793, 55626, 9812, 7319, 345611	198	15	19416	98.06060606060606	3.0075821477604647E-24	5.012636912934108E-25	4.585099647805157E-25
GOTERM_BP_DIRECT	GO:1990166~protein localization to site of double-strand break	15	7.575757575757576	9.034763059088654E-27	7158, 9656, 11073, 4683, 5884, 27336, 25900, 3014, 6117, 83695, 55719, 84250, 51548, 7518, 10039	198	16	19416	91.93181818181819	2.383370494987587E-23	3.40481499283941E-24	3.1144118945115604E-24
GOTERM_BP_DIRECT	GO:0007411~axon guidance	30	15.151515151515152	8.577018108996558E-26	9723, 10371, 64218, 5080, 655, 6469, 6405, 54437, 54910, 8828, 8829, 10512, 5979, 9037, 1908, 1272, 8482, 223117, 57556, 10505, 56920, 10507, 10509, 1947, 80031, 57715, 7869, 10501, 10500, 2637	198	192	19416	15.321969696969699	2.262617377153292E-22	2.828271721441615E-23	2.5870430871260867E-23
GOTERM_BP_DIRECT	GO:0048843~negative regulation of axon extension involved in axon guidance	14	7.07070707070707	1.5256345560898352E-21	9037, 10371, 64218, 8482, 57556, 10507, 10509, 6405, 54910, 8829, 80031, 10501, 10512, 10500	198	21	19416	65.37373737373737	4.024623958964986E-18	4.471804398849983E-19	4.0903957598275245E-19
GOTERM_BP_DIRECT	GO:0035542~regulation of SNARE complex assembly	11	5.555555555555555	1.0009683094507318E-19	23339, 23176, 64601, 9392, 29091, 65082, 23355, 6812, 55823, 27072, 57617	198	11	19416	98.06060606060605	2.6405544003310305E-16	2.6405544003310307E-17	2.415336530704616E-17
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	27	13.636363636363635	1.343428410322895E-17	9723, 10371, 64218, 6591, 6608, 2146, 90, 998, 6405, 54437, 54910, 10512, 5979, 9037, 7291, 8482, 223117, 10505, 56920, 10507, 10509, 1906, 80031, 57715, 7869, 10501, 10500	198	285	19416	9.289952153110047	3.543964146431797E-14	3.2217855876652698E-15	2.946993412826496E-15
GOTERM_BP_DIRECT	GO:0048387~negative regulation of retinoic acid receptor signaling pathway	9	4.545454545454546	8.680503803923199E-16	9249, 9745, 2146, 811, 1592, 23532, 56603, 340665, 23019	198	9	19416	98.06060606060606	2.3430146711689304E-12	1.9082640862291165E-13	1.7455046399055567E-13
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	31	15.656565656565657	5.5040002066993715E-15	3280, 9464, 10370, 8854, 58495, 2296, 5080, 6608, 652, 2247, 655, 6469, 657, 811, 5979, 3091, 6663, 6662, 7476, 2022, 7291, 1272, 5071, 7097, 287, 2335, 30812, 8856, 6899, 56603, 11315	198	505	19416	6.01956195619562	1.4643841694805815E-11	1.1168886573286879E-12	1.0216271152896603E-12
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	17	8.585858585858585	7.359832762113975E-14	1592, 7172, 1558, 1557, 1544, 1577, 1555, 1543, 1576, 1565, 1564, 54658, 8856, 56603, 1548, 1559, 2329	198	119	19416	14.008658008658008	1.941773408731251E-10	1.3868027733183333E-11	1.2685197467843587E-11
GOTERM_BP_DIRECT	GO:0032289~central nervous system myelin formation	8	4.040404040404041	7.892796631390106E-14	4099, 54468, 26011, 2068, 4336, 1272, 20, 7097	198	8	19416	98.06060606060606	2.0823542890013869E-10	1.3880798342404733E-11	1.2696878847696216E-11
GOTERM_BP_DIRECT	GO:0008202~steroid metabolic process	12	6.0606060606060606	1.4433407719820734E-12	1558, 1557, 1555, 1577, 8644, 1543, 1576, 1565, 54658, 8856, 1559, 1548	198	48	19416	24.51515151515152	3.807398840649512E-9	2.3797080978054433E-10	2.1767383017454644E-10
GOTERM_BP_DIRECT	GO:0003253~cardiac neural crest cell migration involved in outflow tract morphogenesis	7	3.535353535353535	7.018045975865468E-12	2348, 9464, 1909, 998, 1906, 7291, 5308	198	7	19416	98.06060606060606	1.8513623079030594E-8	1.0285336269073946E-9	9.408080522090762E-10
GOTERM_BP_DIRECT	GO:0048864~stem cell development	7	3.535353535353535	7.018045975865468E-12	596, 2247, 7476, 6469, 124540, 5788, 29072	198	7	19416	98.06060606060606	1.8513623079030594E-8	1.0285336269073946E-9	9.408080522090762E-10
GOTERM_BP_DIRECT	GO:0048484~enteric nervous system development	8	4.040404040404041	7.548276878605256E-12	1910, 2668, 8929, 6663, 1909, 30812, 65979, 5979	198	12	19416	65.37373737373738	1.9912402837718446E-8	1.0480186529347717E-9	9.586311635828675E-10
GOTERM_BP_DIRECT	GO:0032288~myelin assembly	7	3.535353535353535	2.7835293427715305E-11	5376, 8898, 64398, 11076, 9896, 2817, 200576	198	8	19416	85.8030303030303	7.342949137623123E-8	3.671475203115649E-9	3.3583281520538516E-9
GOTERM_BP_DIRECT	GO:0034058~endosomal vesicle fusion	8	4.040404040404041	5.976844055250321E-11	23339, 64601, 9392, 65082, 23355, 55823, 27072, 57617	198	15	19416	52.2989898989899	1.5766905958614075E-7	7.283055074220558E-9	6.661869558034196E-9
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	41	20.707070707070706	6.073813936044439E-11	3280, 9464, 10370, 22938, 58495, 2296, 5080, 6608, 2668, 8929, 652, 2303, 2247, 655, 90, 6469, 657, 4842, 3091, 6663, 3670, 5595, 7158, 6662, 7476, 2022, 64127, 7291, 182, 5071, 7097, 1488, 30812, 1906, 10365, 8856, 6899, 171023, 11315, 5308, 2637	198	1246	19416	3.2267133615448222	1.6022733828613411E-7	7.283055074220558E-9	6.661869558034196E-9
GOTERM_BP_DIRECT	GO:0030913~paranodal junction assembly	6	3.0303030303030303	6.082714708887768E-10	8443, 287, 7368, 8506, 23136, 928	198	6	19416	98.06060606060608	1.6046187539808798E-6	6.976609305237362E-8	6.381561127193993E-8
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription by RNA polymerase II	34	17.17171717171717	6.491351779817034E-10	3280, 23405, 10370, 9745, 22938, 58495, 7181, 2296, 5080, 6591, 1910, 6608, 652, 2303, 2146, 6469, 811, 6622, 51548, 6663, 3670, 6662, 2022, 7291, 5071, 23019, 10507, 1488, 30812, 1906, 5788, 10365, 8856, 5308	198	958	19416	3.480230277725058	1.7124171657334486E-6	7.135077497982224E-8	6.526513268624376E-8
GOTERM_BP_DIRECT	GO:0001569~branching involved in blood vessel morphogenesis	9	4.545454545454546	8.316639845216856E-10	2303, 9723, 1909, 90, 6469, 1906, 2022, 8829, 2637	198	32	19416	27.579545454545457	2.193927120530681E-6	8.775718364672826E-8	8.027220778603309E-8
GOTERM_BP_DIRECT	GO:1901166~neural crest cell migration involved in autonomic nervous system development	6	3.0303030303030303	2.1114052585573807E-9	8929, 2335, 10371, 6405, 8828, 8829	198	7	19416	84.05194805194806	5.569871603827714E-6	2.1422642584901425E-7	1.959546495730369E-7
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell population proliferation	24	12.121212121212121	2.438758407069714E-9	3280, 8644, 3670, 6662, 8854, 4254, 1908, 2066, 292, 23532, 3084, 1910, 2668, 596, 652, 2247, 2335, 3357, 2146, 6469, 811, 1906, 6899, 5308	198	511	19416	4.605586194627291	6.433424018514877E-6	2.3827572880925578E-7	2.179527420836748E-7
GOTERM_BP_DIRECT	GO:0042572~retinol metabolic process	10	5.05050505050505	3.4025767191386175E-9	1558, 1544, 1577, 9249, 8644, 1543, 1576, 1565, 8854, 157506	198	54	19416	18.159371492704825	8.975956973023003E-6	3.205713351817026E-7	2.932292008314816E-7
GOTERM_BP_DIRECT	GO:0014029~neural crest formation	6	3.0303030303030303	5.584021791864215E-9	553115, 6949, 59349, 9221, 84541, 10016	198	8	19416	73.54545454545455	1.4730541055385515E-5	5.07953430584062E-7	4.64629123578219E-7
GOTERM_BP_DIRECT	GO:0007422~peripheral nervous system development	8	4.040404040404041	7.440040893512314E-9	1910, 2668, 10370, 6663, 5376, 7368, 30812, 3084	198	27	19416	29.054994388327724	1.962663540633347E-5	6.331234799059833E-7	5.791231830982328E-7
GOTERM_BP_DIRECT	GO:0003148~outflow tract septum morphogenesis	8	4.040404040404041	7.440040893512314E-9	652, 3670, 657, 2022, 6899, 8828, 8829, 10512	198	27	19416	29.054994388327724	1.962663540633347E-5	6.331234799059833E-7	5.791231830982328E-7
GOTERM_BP_DIRECT	GO:0070989~oxidative demethylation	6	3.0303030303030303	1.2460546894220574E-8	1558, 1544, 1577, 1576, 1565, 1559	198	9	19416	65.37373737373737	3.287038275689991E-5	1.0272163345923086E-6	9.396031142423202E-7
GOTERM_BP_DIRECT	GO:0061626~pharyngeal arch artery morphogenesis	6	3.0303030303030303	2.471583497978051E-8	3280, 2348, 652, 1909, 657, 1906	198	10	19416	58.836363636363636	6.519824786410666E-5	1.975768868989727E-6	1.8072518123094054E-6
