GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	FDR	Symbol
GO:0000018	0.000871827045825532	4.91228070175439	1.52596552476544	7	142	regulation of DNA recombination	0.00381988898728267	PARP3, ERCC2, SETD2, NBN, SIRT6, PTPRC, TP53BP1
GO:0000038	0.0542321900425087	5.62610722610723	0.376118263146411	2	35	very long-chain fatty acid metabolic process	0.0974956794902684	ACSL1, ACAA1
GO:0000045	0.0395679835690516	3.24757828339716	1.2788020946978	4	119	autophagosome assembly	0.079228043505108	EFNB1, PIKFYVE, IRGM, AMBRA1
GO:0000075	0.00645801853545011	3.37199248120301	2.18148592624918	7	203	cell cycle checkpoint signaling	0.0205757188726498	TOPBP1, H2AX, NBN, RAD17, TP53BP1, RHNO1, MDC1
GO:0000076	0.00121757407804686	16.4808975136446	0.214924721797949	3	20	DNA replication checkpoint signaling	0.00507959529421344	TOPBP1, RAD17, MDC1
GO:0000077	0.000540293346875276	5.35131578947368	1.40775692777657	7	131	DNA damage checkpoint signaling	0.00252801128437367	TOPBP1, H2AX, NBN, RAD17, TP53BP1, RHNO1, MDC1
GO:0000082	0.0585835599117489	2.24732984293194	2.75103643901375	6	256	G1/S transition of mitotic cell cycle	0.104078113121382	CYP1A1, EZH2, FBXO7, AMBRA1, BCL2, ACVR1
GO:0000086	0.0182052766040203	3.44649969362745	1.51521928867554	5	141	G2/M transition of mitotic cell cycle	0.0451251571952227	TOPBP1, NBN, RAD17, UBE2A, PHOX2B
GO:0000122	3.77760821881107e-10	3.98515908750833	10.058476980144	34	936	negative regulation of transcription by RNA polymerase II	6.37057676054483e-09	KLF2, CITED2, SEMA4D, CTBP2, EDN1, EDNRB, ENG, EZH2, SNW1, FOXC1, CNOT1, FOXC2, DICER1, SOX8, HES1, ISL1, PRKN, PAX6, SIRT6, PITX2, PTPRC, OVOL2, SHH, BMP4, SNAI2, SMO, SNCA, SOX9, SOX10, NR2C1, TWIST1, CALR, NR1I2, ZNF536
GO:0000132	0.0570268210031766	5.46033182503771	0.386864499236308	2	36	establishment of mitotic spindle orientation	0.101506286619812	HTT, PAX6
GO:0000165	4.64738120197544e-09	4.01807228915663	8.33907920576042	29	776	MAPK cascade	6.87100785723323e-08	CDH2, STUB1, SEMA3A, CAMKK2, EDN1, EDN3, ERBB4, EZH2, FGF2, FN1, NRG1, HTR2B, NRTN, PRKN, SEMA4C, MAPK1, MAPK3, SEMA6A, PTPRC, RET, NOD2, BMP4, SOX9, TBX1, WNT7A, SEMA7A, NRP1, HAND2, CDC42
GO:0000209	0.00216017036419185	3.38360945252712	2.81551385555313	9	262	protein polyubiquitination	0.00835625154048433	STUB1, PRAME, FBXO7, NBN, PRKN, AMBRA1, BCL2, NOD2, UBE2A
GO:0000226	0.735663166957542	0.821409536947048	7.24296312459088	6	674	microtubule cytoskeleton organization	0.749492936294397	PARP3, TPPP, SETD2, HTT, PAX6, SNCA
GO:0000266	0.0103144291686993	7.17525773195876	0.451341915775693	3	42	mitochondrial fission	0.029246947759048	IRGM, PRKN, BNIP3
GO:0000278	2.39974538051706e-06	3.03791865247764	9.97250709142483	27	928	mitotic cell cycle	2.1627716732801e-05	PARP3, TOPBP1, CYP1A1, EDN1, EDN3, EDNRA, ERCC2, EZH2, FOXC1, FBXO7, SETD2, HTT, HES1, NBN, PAX6, NUDT15, AMBRA1, RAD17, BCL2, BMP4, BMP7, UBE2A, PHOX2B, ACVR1, NOLC1, MDC1, CDC42
GO:0000280	0.209721184614062	1.47476780185759	4.82506000436395	7	449	nuclear division	0.261483951868594	EDN1, EDN3, CYP26B1, BMP4, BMP7, CALR, CDC42
GO:0000302	6.01464819437898e-05	5.07766743060861	2.13850098188959	10	199	response to reactive oxygen species	0.000381520070693448	KLF2, CAMKK2, PARK7, EDN1, EZH2, HIF1A, NUDT15, BCL2, BMP7, BNIP3
GO:0000303	0.0338189046889822	7.42974358974359	0.290148374427231	2	27	response to superoxide	0.0688214093962446	PARK7, BMP7
GO:0000305	0.0361676701329373	7.14358974358974	0.300894610517129	2	28	response to oxygen radical	0.073041944530411	PARK7, BMP7
GO:0000375	0.699462110814746	0.831781231507148	3.58924285402575	3	334	RNA splicing, via transesterification reactions	0.715353151807973	SNW1, HTATSF1, ARB2A
GO:0000377	0.691676187286186	0.84214508654119	3.54625790966616	3	330	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.708168832984499	SNW1, HTATSF1, ARB2A
GO:0000398	0.691676187286186	0.84214508654119	3.54625790966616	3	330	mRNA splicing, via spliceosome	0.708168832984499	SNW1, HTATSF1, ARB2A
GO:0000422	1.60675037669894e-17	20.0574087078652	1.23581715033821	19	115	autophagy of mitochondrion	6.14306890598182e-16	STUB1, CAMKK2, CERS1, PARK7, FBXO7, EIF2AK1, SLC25A4, SLC25A5, HTT, HIF1A, IRGM, PRKN, VPS13D, AMBRA1, NOD2, BNIP3, UBE2A, VDAC1, DELE1
GO:0000423	2.08391697657657e-16	21.8638888888889	1.02089242854026	17	95	mitophagy	7.27026535203151e-15	STUB1, CERS1, FBXO7, EIF2AK1, SLC25A4, SLC25A5, HTT, HIF1A, IRGM, PRKN, VPS13D, AMBRA1, NOD2, BNIP3, UBE2A, VDAC1, DELE1
GO:0000723	0.000356563157862102	4.97478991596639	1.73014401047349	8	161	telomere maintenance	0.00173072656277066	PARP3, NBN, SIRT6, SLF2, MAPK1, MAPK3, RPA1, SLF1
GO:0000724	3.71980974744177e-05	5.39476055999519	2.02029238490072	10	188	double-strand break repair via homologous recombination	0.00025168458194206	TOPBP1, HTATSF1, SETD2, H2AX, NBN, SIRT6, SLF2, RPA1, TP53BP1, SLF1
GO:0000725	7.90641084926269e-06	5.83371735791091	2.07402356535021	11	193	recombinational repair	6.30479790865491e-05	TOPBP1, HTATSF1, SETD2, H2AX, NBN, SIRT6, SLF2, RPA1, TP53BP1, RHNO1, SLF1
GO:0000768	0.143343573547684	3.08974358974359	0.666266637573642	2	62	syncytium formation by plasma membrane fusion	0.19683734994912	NOS1, CD9
GO:0000902	8.51206760140928e-24	6.88450044123427	10.7139973816278	54	997	cell morphogenesis	6.17069627935929e-22	CDH2, KLF2, SEMA3A, SEMA6C, SEMA6B, SEMA4F, SEMA4D, SEMA4B, SEMA3C, CNTN1, ASXL1, EDN1, EDN3, EDNRA, EFNB1, SEMA3D, EPB41L3, FN1, DICER1, CORO1C, GBX2, GDNF, HES1, ISL1, MAG, PRKN, PAX6, SEMA5B, SEMA4C, SEMA3G, SEMA6A, SEMA4G, BCL2, RET, SEMA3F, SEMA4A, SHH, VPS33A, BMP7, SMO, STXBP1, UGT8, WNT7A, SEMA3B, SEMA6D, ANKRD27, SEMA7A, CNTNAP1, NRP2, NRP1, PHOX2B, SEMA5A, SEMA3E, CDC42
GO:0000910	0.337670678778221	1.47622833954815	2.05253109317041	3	191	cytokinesis	0.379174759392482	SEPTIN8, SETD2, CDC42
GO:0001101	0.459605694429999	1.29960274467317	1.54745799694523	2	144	response to acid chemical	0.491782624001051	KLF2, EDN1
GO:0001501	1.2022373728383e-13	6.24596959926301	5.77072878027493	30	537	skeletal system development	3.02292297981234e-12	CITED2, SEMA4D, RDH10, ASXL1, EDN1, EDNRA, TAPT1, ENG, FGF2, FOXC1, FOXC2, SETD2, HIF1A, LAMA5, PITX2, MAPK3, CYP26B1, PTPRC, SHH, BMP4, BMP7, BMPR1A, SNAI2, SOX9, TBX1, TCOF1, TWIST1, WNT7A, DHRS3, HAND2
