"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.1795290221263e-81,36,38,208.43016194332,"GO:0007616 long-term memory "," http://amigo.geneontology.org/amigo/term/GO:0007616"," LRRN4  CTNS  PRKCZ  NFATC4  RPS6KB1  KAT2A  SRF  TACR1  CHST10  CCND2  LDLR  DRD2  GRIA1  ADCY8  SHANK1  CAMK2N1  ADCY1  PTCHD1  MECP2  RGS14  NPAS4  SLC2A4  BTBD9  RELN  ARC  PJA2  EHMT2  NTF4  APOE  CAMK4  CALB1  CPEB3  EIF2AK4  RASGRF1  SGK1  PRNP"
2.78836140396691e-53,36,126,62.8598901098901,"GO:0007613 memory "," http://amigo.geneontology.org/amigo/term/GO:0007613"," LRRN4  NTF4  CTNS  PRKCZ  NFATC4  RPS6KB1  KAT2A  SRF  TACR1  CHST10  CCND2  LDLR  DRD2  GRIA1  ADCY8  SHANK1  CAMK2N1  ADCY1  PTCHD1  MECP2  RGS14  NPAS4  SLC2A4  BTBD9  RELN  ARC  PJA2  EHMT2  APOE  CAMK4  CALB1  CPEB3  EIF2AK4  RASGRF1  SGK1  PRNP"
1.27590369739527e-52,24,26,203.085798816568,"GO:0042178 xenobiotic catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0042178"," ACAA1  CYP2D6  CYP3A5  CRYZ  GSTM1  GSTM3  CYP2C9  CYP2C8  CYP1A2  NR1I2  GSTO1  CYP3A4  CYP2C19  GSTM4  CYP2B6  GSTM2  CYP2A6  FMO4  CYP1A1  ACSL1  UGT1A1  NUDT15  NOS1  TPMT"
5.87217323896873e-41,37,291,27.9737311657415,"GO:0007611 learning or memory "," http://amigo.geneontology.org/amigo/term/GO:0007611"," LRRN4  NTF4  CTNS  PRKCZ  NFATC4  CALB1  RPS6KB1  KAT2A  SRF  TACR1  CHST10  CCND2  LDLR  SNAP25  DRD2  GRIA1  ADCY8  SHANK1  CAMK2N1  ADCY1  PTCHD1  MECP2  RGS14  PRNP  NPAS4  SLC2A4  BTBD9  RELN  ARC  PJA2  EHMT2  APOE  CAMK4  CPEB3  EIF2AK4  RASGRF1  SGK1"
7.84261840914661e-41,19,21,199.056318681319,"GO:0019370 leukotriene biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0019370"," MGST2  GGT5  LTA4H  ALOX5AP  LTC4S  ALOX5  GGT1  PLA2G5  MGST3  PRG3  PLA2G4A  SYK  GGTLC2  GGT7  GGTLC1  GGT6  PLA2G1B  GGTA1  GGTLC3"
3.34515617281391e-38,37,347,23.4592385280426,"GO:0050890 cognition "," http://amigo.geneontology.org/amigo/term/GO:0050890"," LRRN4  PTCHD1  NTF4  CTNS  PRKCZ  NFATC4  CALB1  RPS6KB1  KAT2A  SRF  TACR1  CHST10  CCND2  LDLR  SNAP25  DRD2  GRIA1  ADCY8  SHANK1  CAMK2N1  ADCY1  MECP2  RGS14  PRNP  NPAS4  SLC2A4  BTBD9  RELN  ARC  PJA2  EHMT2  APOE  CAMK4  CPEB3  EIF2AK4  RASGRF1  SGK1"
2.94552436125354e-37,28,129,47.7540250447227,"GO:0006690 icosanoid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006690"," ALOX5  MGST2  GGT5  CYP2D6  LTA4H  ALOX5AP  CYP2C9  CYP2C8  CYP2C19  CYP2B6  LTC4S  CYP2A6  GGT1  PLA2G4A  PLA2G5  GSTM1  MGST3  PRG3  CYP1A2  SYK  GGTLC2  GGT7  GGTLC1  GGT6  PLA2G1B  GGTA1  GGTLC3  CYP1A1"
1.90299196766947e-33,19,36,116.116185897436,"GO:0006691 leukotriene metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006691"," MGST2  GGT5  LTA4H  ALOX5AP  LTC4S  ALOX5  GGT1  PLA2G5  MGST3  PRG3  PLA2G4A  SYK  GGTLC2  GGT7  GGTLC1  GGT6  PLA2G1B  GGTA1  GGTLC3"
3.02479088881358e-32,21,61,75.7410151324086,"GO:0046456 icosanoid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046456"," MGST2  GGT5  LTA4H  ALOX5AP  LTC4S  ALOX5  GGT1  PLA2G4A  PLA2G5  CYP2C9  CYP2C8  MGST3  PRG3  SYK  GGTLC2  GGT7  GGTLC1  GGT6  PLA2G1B  GGTA1  GGTLC3"
5.99693306365456e-31,24,118,44.7477183833116,"GO:0006805 xenobiotic metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006805"," ACAA1  CYP2D6  CYP2C9  CYP2C8  CYP2C19  CYP2B6  UGT1A1  CYP2A6  CYP3A5  CRYZ  GSTM1  GSTM3  TPMT  CYP1A1  CYP1A2  NR1I2  GSTO1  CYP3A4  GSTM4  GSTM2  FMO4  ACSL1  NUDT15  NOS1"
