Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	46	6.99089521060865e-06	0.0394181626450169	GO:0008150
reproduction	BP	1539	6	0.0527055596787907	1	GO:0000003
immune effector process	BP	637	3	0.102294221141461	1	GO:0002252
activation of immune response	BP	545	2	0.250065135398101	1	GO:0002253
immune system process	BP	2545	7	0.158404616469934	1	GO:0002376
regulation of immune system process	BP	1544	6	0.0533894694561144	1	GO:0002682
negative regulation of immune system process	BP	526	4	0.0138012886153466	1	GO:0002683
positive regulation of immune system process	BP	1075	5	0.0404380651088792	1	GO:0002684
regulation of immune effector process	BP	385	2	0.14784883320457	1	GO:0002697
negative regulation of immune effector process	BP	121	2	0.0193929127686246	1	GO:0002698
regulation of response to biotic stimulus	BP	524	4	0.0136268024107758	1	GO:0002831
negative regulation of response to biotic stimulus	BP	119	2	0.0187963523940285	1	GO:0002832
developmental process involved in reproduction	BP	1011	2	0.536976096669507	1	GO:0003006
response to stress	BP	3939	11	0.0791013368451847	1	GO:0006950
defense response	BP	1843	7	0.041948074413295	1	GO:0006952
inflammatory response	BP	887	3	0.205856482579582	1	GO:0006954
immune response	BP	1750	6	0.0863822988045061	1	GO:0006955
multicellular organism development	BP	4758	13	0.0657630349580833	1	GO:0007275
response to external stimulus	BP	2747	7	0.207209394956498	1	GO:0009605
response to biotic stimulus	BP	1575	6	0.0577525254652837	1	GO:0009607
response to endogenous stimulus	BP	1755	2	0.824475232789705	1	GO:0009719
embryo development	BP	1126	3	0.319782837935476	1	GO:0009790
cellular process	BP	17161	42	0.000306290490643329	0.628006884179059	GO:0009987
response to organic substance	BP	2720	6	0.347116251617007	1	GO:0010033
reproductive process	BP	1529	6	0.0513541870730318	1	GO:0022414
cell differentiation	BP	4440	11	0.149855829399761	1	GO:0030154
regulation of defense response	BP	828	5	0.0150921594567947	1	GO:0031347
negative regulation of defense response	BP	291	3	0.014734910698302	1	GO:0031348
regulation of response to external stimulus	BP	1142	5	0.0501736731064413	1	GO:0032101
negative regulation of response to external stimulus	BP	456	3	0.046556678552242	1	GO:0032102
multicellular organismal process	BP	7869	21	0.0212071085172765	1	GO:0032501
developmental process	BP	6582	17	0.0551208991096015	1	GO:0032502
multicellular organism reproduction	BP	972	3	0.245455921360114	1	GO:0032504
response to lipid	BP	928	4	0.0806936969803435	1	GO:0033993
response to chemical	BP	4061	13	0.0213520437518788	1	GO:0042221
response to external biotic stimulus	BP	1538	6	0.0525694361155913	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1708	6	0.078890662421154	1	GO:0044419
innate immune response	BP	975	6	0.00715579811408084	1	GO:0045087
regulation of innate immune response	BP	440	4	0.00752778987590695	1	GO:0045088
negative regulation of innate immune response	BP	88	2	0.0106092213417925	1	GO:0045824
rhythmic process	BP	296	2	0.0961638717899889	1	GO:0048511
animal organ development	BP	3050	7	0.289815606530047	1	GO:0048513
positive regulation of biological process	BP	6363	16	0.0776215513606814	1	GO:0048518
negative regulation of biological process	BP	5768	14	0.123433534991329	1	GO:0048519
regulation of response to stimulus	BP	4085	14	0.00935764338170821	1	GO:0048583
positive regulation of response to stimulus	BP	2339	10	0.00695949732815291	1	GO:0048584
negative regulation of response to stimulus	BP	1763	4	0.378516706585531	1	GO:0048585
multicellular organismal reproductive process	BP	924	3	0.222911119581226	1	GO:0048609
system development	BP	4067	11	0.094582305813527	1	GO:0048731
anatomical structure development	BP	6007	17	0.0248823483782272	1	GO:0048856
cellular developmental process	BP	4442	11	0.150192401202153	1	GO:0048869
regulation of immune response	BP	903	4	0.0746410681185723	1	GO:0050776
negative regulation of immune response	BP	194	3	0.00489256710229698	1	GO:0050777
positive regulation of immune response	BP	740	3	0.141989348916433	1	GO:0050778
regulation of biological process	BP	12069	31	0.00442986670515627	1	GO:0050789
response to stimulus	BP	8860	23	0.0203360485262188	1	GO:0050896
response to other organism	BP	1535	6	0.0521623811951419	1	GO:0051707
biological regulation	BP	12489	31	0.00812039828830571	1	GO:0065007
regulation of response to stress	BP	1408	7	0.0113573782332446	1	GO:0080134
defense response to other organism	BP	1218	6	0.0197557067606815	1	GO:0098542
defense response to symbiont	BP	1113	6	0.0132066834235451	1	GO:0140546
response to oxygen-containing compound	BP	1687	3	0.578727370491254	1	GO:1901700
metabolic process	BP	12005	33	0.000635063181360192	0.967579952816114	GO:0008152
cellular metabolic process	BP	10651	27	0.0132693807358611	1	GO:0044237
cellular response to stimulus	BP	7474	22	0.00528127872468628	1	GO:0051716
cellular response to chemical stimulus	BP	2731	11	0.00711262475710238	1	GO:0070887
system process	BP	2308	4	0.589721442472621	1	GO:0003008
proteolysis	BP	1609	4	0.315768190542921	1	GO:0006508
lipid metabolic process	BP	1397	3	0.450477958756726	1	GO:0006629
nitrogen compound metabolic process	BP	9959	25	0.0217757788970638	1	GO:0006807
negative regulation of metabolic process	BP	3382	9	0.135860472188255	1	GO:0009892
negative regulation of macromolecule metabolic process	BP	3172	8	0.191706720646589	1	GO:0010605
regulation of metabolic process	BP	7045	21	0.0058311609305426	1	GO:0019222
protein metabolic process	BP	4882	14	0.0394426579452451	1	GO:0019538
regulation of proteolysis	BP	599	2	0.285504501873747	1	GO:0030162
homeostatic process	BP	1714	6	0.0799369814926756	1	GO:0042592
negative regulation of catalytic activity	BP	449	2	0.187826999174821	1	GO:0043086
macromolecule metabolic process	BP	9918	27	0.00453136060006007	1	GO:0043170
negative regulation of molecular function	BP	751	2	0.383810112412068	1	GO:0044092
primary metabolic process	BP	10443	26	0.020453851934224	1	GO:0044238
multicellular organismal-level homeostasis	BP	801	3	0.167620673676242	1	GO:0048871
regulation of catalytic activity	BP	1404	4	0.234714351800608	1	GO:0050790
regulation of nitrogen compound metabolic process	BP	5576	14	0.09967837738113	1	GO:0051171
negative regulation of nitrogen compound metabolic process	BP	2259	6	0.205917724455371	1	GO:0051172
regulation of protein metabolic process	BP	2218	7	0.0932288042472161	1	GO:0051246
negative regulation of protein metabolic process	BP	897	4	0.0732246730660159	1	GO:0051248
regulation of hydrolase activity	BP	743	2	0.378747214577813	1	GO:0051336
regulation of macromolecule metabolic process	BP	6529	18	0.0262862338385106	1	GO:0060255
regulation of molecular function	BP	2028	5	0.286401811004642	1	GO:0065009
organic substance metabolic process	BP	11490	30	0.00426083245496039	1	GO:0071704
regulation of primary metabolic process	BP	5719	14	0.117065760347187	1	GO:0080090
organonitrogen compound metabolic process	BP	5954	17	0.0229395502813864	1	GO:1901564
catabolic process	BP	2655	5	0.509164290002983	1	GO:0009056
positive regulation of metabolic process	BP	3796	11	0.0638818882664153	1	GO:0009893
regulation of catabolic process	BP	1114	3	0.313930969493933	1	GO:0009894
regulation of cellular metabolic process	BP	6541	19	0.012678353928735	1	GO:0031323
positive regulation of cellular metabolic process	BP	3422	11	0.0337729339526764	1	GO:0031325
cellular catabolic process	BP	1689	3	0.579549091844544	1	GO:0044248
cellular lipid metabolic process	BP	1018	2	0.540743820885134	1	GO:0044255
positive regulation of cellular process	BP	5834	16	0.0392167569292139	1	GO:0048522
regulation of cellular process	BP	11512	29	0.0097606884698566	1	GO:0050794
organic substance catabolic process	BP	2177	3	0.749730628465224	1	GO:1901575
angiogenesis	BP	624	2	0.301890727929997	1	GO:0001525
blood vessel development	BP	807	2	0.418758112266247	1	GO:0001568
vasculature development	BP	840	2	0.438905638067331	1	GO:0001944
anatomical structure morphogenesis	BP	2751	8	0.107594299023707	1	GO:0009653
cell migration	BP	1612	6	0.0632382269406121	1	GO:0016477
regulation of cell migration	BP	1050	3	0.282837426326442	1	GO:0030334
tube morphogenesis	BP	957	2	0.507234292897793	1	GO:0035239
tube development	BP	1173	3	0.342722788429835	1	GO:0035295
locomotion	BP	1346	3	0.426377667292351	1	GO:0040011
regulation of locomotion	BP	1151	3	0.331983598146871	1	GO:0040012
blood vessel morphogenesis	BP	714	2	0.360264207267395	1	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1270	4	0.185177649661897	1	GO:0048646
cell motility	BP	1827	6	0.101123623607437	1	GO:0048870
regulation of multicellular organismal process	BP	3115	7	0.308622091817431	1	GO:0051239
circulatory system development	BP	1229	3	0.370013653445466	1	GO:0072359
regulation of cell motility	BP	1110	3	0.311981345421435	1	GO:2000145
cellular aromatic compound metabolic process	BP	6288	14	0.203608208731149	1	GO:0006725
biosynthetic process	BP	8514	20	0.0859551563038753	1	GO:0009058
macromolecule biosynthetic process	BP	7514	19	0.0501429730899691	1	GO:0009059
response to abiotic stimulus	BP	1131	3	0.322222202543631	1	GO:0009628
response to inorganic substance	BP	532	2	0.241551370770632	1	GO:0010035
gene expression	BP	7028	19	0.0265300142702964	1	GO:0010467
