Term	Ont	N	DE	P.DE	adj_pval	GOID
immune system process	BP	2676	8	0.095357824385958	1	GO:0002376
regulation of immune system process	BP	1639	6	0.0674423451372102	1	GO:0002682
immune response-regulating signaling pathway	BP	574	2	0.269106514268223	1	GO:0002764
immune response	BP	1877	6	0.111396050106948	1	GO:0006955
cell communication	BP	6627	17	0.0583123604944052	1	GO:0007154
signal transduction	BP	6102	17	0.0286930300242398	1	GO:0007165
biological_process	BP	18158	46	5.75132111500951e-06	0.0110432633227713	GO:0008150
cellular process	BP	17684	45	1.17005275333272e-05	0.0200511040298049	GO:0009987
signaling	BP	6602	17	0.056532281915718	1	GO:0023052
regulation of response to stimulus	BP	4187	14	0.0115605200927908	1	GO:0048583
regulation of immune response	BP	999	5	0.030926406284745	1	GO:0050776
regulation of biological process	BP	12193	32	0.00225897189800084	0.729353274545838	GO:0050789
regulation of cellular process	BP	11808	32	0.00119652354479819	0.634033496809667	GO:0050794
response to stimulus	BP	8941	22	0.0434302439388372	1	GO:0050896
cellular response to stimulus	BP	7487	20	0.0251096939496896	1	GO:0051716
biological regulation	BP	12588	32	0.00415959876116064	0.917500407932047	GO:0065007
immune effector process	BP	673	4	0.0307425071955222	1	GO:0002252
activation of immune response	BP	581	2	0.273702649020385	1	GO:0002253
negative regulation of immune system process	BP	564	2	0.262541493331024	1	GO:0002683
positive regulation of immune system process	BP	1123	4	0.135758671723856	1	GO:0002684
regulation of immune effector process	BP	414	3	0.0366386487931494	1	GO:0002697
regulation of response to biotic stimulus	BP	576	4	0.018637923060731	1	GO:0002831
developmental process involved in reproduction	BP	1041	3	0.278506311660462	1	GO:0003006
response to stress	BP	4076	12	0.0480123756988076	1	GO:0006950
defense response	BP	1936	5	0.254890765337968	1	GO:0006952
inflammatory response	BP	921	4	0.0789824788758743	1	GO:0006954
multicellular organism development	BP	4845	12	0.135046142267333	1	GO:0007275
response to external stimulus	BP	2474	10	0.0101912419827251	1	GO:0009605
response to biotic stimulus	BP	1668	6	0.0721292942180664	1	GO:0009607
response to endogenous stimulus	BP	1607	5	0.152380402892786	1	GO:0009719
response to hormone	BP	961	2	0.509496906429509	1	GO:0009725
reproductive process	BP	1610	3	0.546405745413055	1	GO:0022414
cell differentiation	BP	4520	10	0.268720757020692	1	GO:0030154
regulation of defense response	BP	886	5	0.0196430736728602	1	GO:0031347
negative regulation of defense response	BP	308	2	0.102786863668667	1	GO:0031348
response to nutrient levels	BP	522	2	0.235025622767301	1	GO:0031667
regulation of response to external stimulus	BP	1165	6	0.0162228863121885	1	GO:0032101
negative regulation of response to external stimulus	BP	448	2	0.187200061033384	1	GO:0032102
multicellular organismal process	BP	7543	20	0.0271206607692121	1	GO:0032501
developmental process	BP	6693	17	0.0632064595614322	1	GO:0032502
response to lipid	BP	948	3	0.234145926835121	1	GO:0033993
response to chemical	BP	4019	8	0.416058641598504	1	GO:0042221
response to external biotic stimulus	BP	1627	6	0.0655576789834537	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1790	7	0.0367001791497442	1	GO:0044419
innate immune response	BP	1024	5	0.033880663497659	1	GO:0045087
regulation of innate immune response	BP	482	4	0.0102855294401344	1	GO:0045088
rhythmic process	BP	302	4	0.00198291631876188	0.68333821885557	GO:0048511
animal organ development	BP	3099	8	0.175395297897349	1	GO:0048513
positive regulation of biological process	BP	6372	19	0.00956392182864032	1	GO:0048518
negative regulation of biological process	BP	5853	18	0.0087970208673974	1	GO:0048519
positive regulation of response to stimulus	BP	2386	11	0.00254258238346889	0.771648495906761	GO:0048584
negative regulation of response to stimulus	BP	1829	3	0.634654023399758	1	GO:0048585
multicellular organismal reproductive process	BP	1004	3	0.260716031652945	1	GO:0048609
system development	BP	4175	10	0.193455381078413	1	GO:0048731
anatomical structure development	BP	6107	15	0.102979174235955	1	GO:0048856
cellular developmental process	BP	4522	10	0.269185801764422	1	GO:0048869
positive regulation of immune response	BP	783	4	0.0490520742502918	1	GO:0050778
response to other organism	BP	1624	6	0.0650915187482246	1	GO:0051707
regulation of response to stress	BP	1477	7	0.0144880966121048	1	GO:0080134
defense response to other organism	BP	1302	5	0.078641417973494	1	GO:0098542
defense response to symbiont	BP	1127	5	0.0478888176778	1	GO:0140546
response to oxygen-containing compound	BP	1742	6	0.0849363905119677	1	GO:1901700
metabolic process	BP	11765	35	4.35699223947e-05	0.0647725173160651	GO:0008152
cellular response to chemical stimulus	BP	2248	7	0.098443402984075	1	GO:0070887
system process	BP	2345	7	0.116363513988164	1	GO:0003008
lipid metabolic process	BP	1388	4	0.228637874500074	1	GO:0006629
regulation of lipid metabolic process	BP	343	3	0.0226820450333801	1	GO:0019216
regulation of metabolic process	BP	6949	23	0.000759245562114175	0.542464627364656	GO:0019222
homeostatic process	BP	1762	4	0.378133843120809	1	GO:0042592
primary metabolic process	BP	10156	31	0.000148285787903698	0.176908782799781	GO:0044238
multicellular organismal-level homeostasis	BP	833	2	0.434679533265062	1	GO:0048871
regulation of primary metabolic process	BP	5513	21	0.000213354573077664	0.225679229768874	GO:0080090
catabolic process	BP	2759	8	0.108968657264777	1	GO:0009056
positive regulation of metabolic process	BP	3664	13	0.00949412964445413	1	GO:0009893
regulation of catabolic process	BP	1132	2	0.599206460812392	1	GO:0009894
positive regulation of catabolic process	BP	636	2	0.30975357069347	1	GO:0009896
lipid catabolic process	BP	350	3	0.0238986527851849	1	GO:0016042
glycerolipid metabolic process	BP	393	2	0.152753099124958	1	GO:0046486
positive regulation of cellular process	BP	6023	17	0.025501618033456	1	GO:0048522
blood vessel development	BP	819	2	0.426142921619991	1	GO:0001568
vasculature development	BP	854	2	0.44736194638939	1	GO:0001944
anatomical structure morphogenesis	BP	2801	5	0.558504192805506	1	GO:0009653
cell migration	BP	1647	4	0.331213987301906	1	GO:0016477
regulation of cell migration	BP	1078	3	0.296428411031606	1	GO:0030334
positive regulation of cell migration	BP	600	2	0.286174523563502	1	GO:0030335
tube morphogenesis	BP	971	2	0.515077928037587	1	GO:0035239
tube development	BP	1192	3	0.352013475890088	1	GO:0035295
locomotion	BP	1369	3	0.437312606850734	1	GO:0040011
regulation of locomotion	BP	1186	3	0.349086753441429	1	GO:0040012
positive regulation of locomotion	BP	645	2	0.3156300888878	1	GO:0040017
blood vessel morphogenesis	BP	728	2	0.369227956349248	1	GO:0048514
anatomical structure formation involved in morphogenesis	BP	1288	2	0.67014164167903	1	GO:0048646
cell motility	BP	1910	4	0.438211516129975	1	GO:0048870
circulatory system development	BP	1249	4	0.177781043439474	1	GO:0072359
regulation of cell motility	BP	1142	3	0.327610074720499	1	GO:2000145
positive regulation of cell motility	BP	629	2	0.305176983814031	1	GO:2000147
circadian rhythm	BP	206	3	0.00577769488094935	0.974689730136504	GO:0007623
biosynthetic process	BP	8623	28	0.000150878304748893	0.176908782799781	GO:0009058
macromolecule biosynthetic process	BP	7610	27	4.3611983110736e-05	0.0647725173160651	GO:0009059
response to radiation	BP	439	3	0.0423981136926341	1	GO:0009314
response to light stimulus	BP	324	3	0.0195560639637995	1	GO:0009416
response to abiotic stimulus	BP	1157	6	0.0157306047364029	1	GO:0009628
gene expression	BP	7182	24	0.000452391824818107	0.395446088087416	GO:0010467
regulation of hormone levels	BP	548	2	0.252044404349943	1	GO:0010817
protein metabolic process	BP	4444	17	0.00109811670137039	0.634033496809667	GO:0019538
protein modification process	BP	2441	10	0.00931168032624187	1	GO:0036211
macromolecule metabolic process	BP	9713	34	1.18775004804401e-06	0.0037800993671892	GO:0043170
macromolecule modification	BP	2635	10	0.015438695460942	1	GO:0043412
response to peptide hormone	BP	494	2	0.21679301860656	1	GO:0043434
amide metabolic process	BP	476	2	0.20514925085125	1	GO:0043603
protein maturation	BP	555	2	0.256635403438982	1	GO:0051604
regulation of biological quality	BP	3081	5	0.646137619647384	1	GO:0065008
response to peptide	BP	1031	2	0.547706141037611	1	GO:1901652
response to nitrogen compound	BP	1151	4	0.144706094540095	1	GO:1901698
cellular response to nitrogen compound	BP	702	3	0.126785181701181	1	GO:1901699
cellular response to oxygen-containing compound	BP	1249	5	0.0683997548426295	1	GO:1901701
nucleobase-containing compound metabolic process	BP	6128	17	0.029808300250267	1	GO:0006139
translation	BP	748	4	0.0426889475963299	1	GO:0006412
regulation of translation	BP	450	2	0.188474453366062	1	GO:0006417
apoptotic process	BP	1987	6	0.135803731116574	1	GO:0006915
nervous system development	BP	2635	4	0.695662464924506	1	GO:0007399
cell death	BP	2056	8	0.0265341145653732	1	GO:0008219
regulation of biosynthetic process	BP	5806	18	0.00807926333955487	1	GO:0009889
regulation of signal transduction	BP	3179	9	0.102266833544023	1	GO:0009966
positive regulation of signal transduction	BP	1607	7	0.0220011702289375	1	GO:0009967
negative regulation of signal transduction	BP	1448	3	0.474219425318378	1	GO:0009968
regulation of gene expression	BP	5517	18	0.00465245540284279	0.927248963689229	GO:0010468
regulation of macromolecule biosynthetic process	BP	5631	18	0.0058189125643305	0.974689730136504	GO:0010556
post-transcriptional regulation of gene expression	BP	1083	2	0.574765318000894	1	GO:0010608
regulation of cell communication	BP	3620	12	0.0213127079447445	1	GO:0010646
positive regulation of cell communication	BP	1811	8	0.0133379304603354	1	GO:0010647
negative regulation of cell communication	BP	1556	3	0.522930860990799	1	GO:0010648
programmed cell death	BP	2052	8	0.0262639971240165	1	GO:0012501
RNA metabolic process	BP	5013	15	0.0230334263136544	1	GO:0016070
regulation of signaling	BP	3613	12	0.021019034387979	1	GO:0023051
positive regulation of signaling	BP	1812	8	0.0133790999991561	1	GO:0023056
negative regulation of signaling	BP	1556	3	0.522930860990799	1	GO:0023057
RNA biosynthetic process	BP	4720	15	0.0137298040126915	1	GO:0032774
nucleobase-containing compound biosynthetic process	BP	5128	15	0.027796997537018	1	GO:0034654
intracellular signal transduction	BP	3042	8	0.163120105004979	1	GO:0035556
regulation of apoptotic process	BP	1522	5	0.129439215187054	1	GO:0042981
