Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	GOID
GOTERM_BP_DIRECT	GO:0042542~response to hydrogen peroxide	4	2.0	0.0070166448376231	1410, 578, 1938, 3043	183	42	19512	10.15456674473068	0.9996935765106224	1.0	1.0	GO:0042542
GOTERM_BP_DIRECT	GO:0019369~arachidonate metabolic process	4	2.0	0.0074918704462579	221955, 64600, 2052, 2879	183	43	19512	9.918414029736942	0.999823213313458	1.0	1.0	GO:0019369
GOTERM_BP_DIRECT	GO:0030198~extracellular matrix organization	6	3.0	0.012328413872741	2006, 79147, 50939, 8434, 4148, 118856	183	147	19512	4.351957176313149	0.9999993545964376	1.0	1.0	GO:0030198
GOTERM_BP_DIRECT	GO:0030326~embryonic limb morphogenesis	4	2.0	0.020193730333214	80144, 57167, 26585, 4853	183	62	19512	6.878900052882074	0.9999999999339144	1.0	1.0	GO:0030326
GOTERM_BP_DIRECT	GO:0043010~camera-type eye development	4	2.0	0.0319362778715495	1413, 79147, 1410, 5080	183	74	19512	5.763402747009304	1.0	1.0	1.0	GO:0043010
GOTERM_BP_DIRECT	GO:0006412~translation	8	4.0	0.0331680635308003	55168, 6144, 51065, 51263, 1973, 23708, 1938, 6182	183	325	19512	2.624564943253468	1.0	1.0	1.0	GO:0006412
GOTERM_BP_DIRECT	GO:0035437~maintenance of protein localization in endoplasmic reticulum	2	1.0	0.0367943767871206	79147, 143678	183	4	19512	53.31147540983607	1.0	1.0	1.0	GO:0035437
GOTERM_BP_DIRECT	GO:0009887~animal organ morphogenesis	5	2.5	0.0386705960556364	2006, 2245, 26585, 4853, 5080	183	136	19512	3.919961427193828	1.0	1.0	1.0	GO:0009887
GOTERM_BP_DIRECT	GO:0008104~intracellular protein localization	6	3.0	0.0396937113461528	25938, 79147, 22924, 50939, 23176, 10325	183	200	19512	3.198688524590164	1.0	1.0	1.0	GO:0008104
GOTERM_BP_DIRECT	GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3	1.5	0.0399377190230875	5371, 51065, 8445	183	34	19512	9.407907425265188	1.0	1.0	1.0	GO:0042771
GOTERM_BP_DIRECT	GO:0006936~muscle contraction	4	2.0	0.0452189850008224	79147, 1410, 6546, 10087	183	85	19512	5.0175506268081005	1.0	1.0	1.0	GO:0006936
GOTERM_BP_DIRECT	GO:1900158~negative regulation of bone mineralization involved in bone maturation	2	1.0	0.0457806092764237	26585, 359845	183	5	19512	42.649180327868855	1.0	1.0	1.0	GO:1900158
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	4	2.0	0.0478860108569121	1410, 1938, 2690, 2879	183	87	19512	4.902204635387224	1.0	1.0	1.0	GO:0032355
GOTERM_BP_DIRECT	GO:0001523~retinoid metabolic process	3	1.5	0.0488572393333636	231, 57104, 151056	183	38	19512	8.417601380500432	1.0	1.0	1.0	GO:0001523
GOTERM_BP_DIRECT	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	3	1.5	0.051190018619013	23708, 22794, 5073	183	39	19512	8.201765447667087	1.0	1.0	1.0	GO:0000184
GOTERM_BP_DIRECT	GO:0070059~intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	3	1.5	0.051190018619013	5371, 489, 578	183	39	19512	8.201765447667087	1.0	1.0	1.0	GO:0070059
GOTERM_BP_DIRECT	GO:0042147~retrograde transport, endosome to Golgi	4	2.0	0.0520282862853087	25938, 8934, 10087, 65977	183	90	19512	4.738797814207651	1.0	1.0	1.0	GO:0042147
GOTERM_BP_DIRECT	GO:0046340~diacylglycerol catabolic process	2	1.0	0.0546834610256724	221955, 151056	183	6	19512	35.540983606557376	1.0	1.0	1.0	GO:0046340
GOTERM_BP_DIRECT	GO:0001955~blood vessel maturation	2	1.0	0.0635037014712066	4066, 8434	183	7	19512	30.46370023419204	1.0	1.0	1.0	GO:0001955
GOTERM_BP_DIRECT	GO:0007029~endoplasmic reticulum organization	3	1.5	0.0685677842479894	7732, 10087, 22872	183	46	19512	6.953670705630791	1.0	1.0	1.0	GO:0007029
GOTERM_BP_DIRECT	GO:0010898~positive regulation of triglyceride catabolic process	2	1.0	0.0722420929785424	221955, 57104	183	8	19512	26.655737704918035	1.0	1.0	1.0	GO:0010898
GOTERM_BP_DIRECT	GO:0044788~host-mediated perturbation of viral process	2	1.0	0.0722420929785424	8411, 8934	183	8	19512	26.655737704918035	1.0	1.0	1.0	GO:0044788
GOTERM_BP_DIRECT	GO:0002088~lens development in camera-type eye	3	1.5	0.0765286255740786	1413, 1410, 5080	183	49	19512	6.527935764469723	1.0	1.0	1.0	GO:0002088
GOTERM_BP_DIRECT	GO:0060729~intestinal epithelial structure maintenance	2	1.0	0.0808993909133392	3587, 8856	183	9	19512	23.693989071038253	1.0	1.0	1.0	GO:0060729
GOTERM_BP_DIRECT	GO:0006417~regulation of translation	5	2.5	0.0881733098254427	26065, 6311, 9689, 22794, 10642	183	180	19512	2.961748633879781	1.0	1.0	1.0	GO:0006417
GOTERM_BP_DIRECT	GO:1901222~regulation of non-canonical NF-kappaB signal transduction	2	1.0	0.0894763437403095	1896, 56672	183	10	19512	21.324590163934428	1.0	1.0	1.0	GO:1901222
GOTERM_BP_DIRECT	GO:0072574~hepatocyte proliferation	2	1.0	0.0894763437403095	4853, 6195	183	10	19512	21.324590163934428	1.0	1.0	1.0	GO:0072574
GOTERM_BP_DIRECT	GO:0042572~retinol metabolic process	3	1.5	0.090398186402317	231, 57104, 151056	183	54	19512	5.923497267759563	1.0	1.0	1.0	GO:0042572
GOTERM_BP_DIRECT	GO:0030855~epithelial cell differentiation	4	2.0	0.090913318717704	55011, 873, 2939, 5080	183	114	19512	3.741156169111303	1.0	1.0	1.0	GO:0030855
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	6	3.0	0.0955807838025887	5371, 3009, 55011, 1410, 143678, 25764	183	259	19512	2.4700297487182734	1.0	1.0	1.0	GO:0050821
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	6	3.0	0.0963703453913016	79147, 578, 1938, 1063, 102723547, 2170	183	260	19512	2.4605296343001264	1.0	1.0	1.0	GO:0009410
GOTERM_BP_DIRECT	GO:0070293~renal absorption	2	1.0	0.0979736930071542	26249, 3043	183	11	19512	19.385991058122208	1.0	1.0	1.0	GO:0070293
GOTERM_BP_DIRECT	GO:0048513~animal organ development	4	2.0	0.1020936032786118	80144, 1896, 4853, 5080	183	120	19512	3.554098360655738	1.0	1.0	1.0	GO:0048513
GOTERM_BP_DIRECT	GO:0006805~xenobiotic metabolic process	4	2.0	0.1098366472464822	873, 2939, 8856, 2052	183	124	19512	3.439450026441037	1.0	1.0	1.0	GO:0006805
GOTERM_BP_DIRECT	GO:0060402~calcium ion transport into cytosol	2	1.0	0.1229954334846103	578, 6546	183	14	19512	15.231850117096018	1.0	1.0	1.0	GO:0060402
GOTERM_BP_DIRECT	GO:0016070~RNA metabolic process	2	1.0	0.1229954334846103	6311, 5073	183	14	19512	15.231850117096018	1.0	1.0	1.0	GO:0016070
GOTERM_BP_DIRECT	GO:0001881~receptor recycling	2	1.0	0.1229954334846103	10087, 65977	183	14	19512	15.231850117096018	1.0	1.0	1.0	GO:0001881
GOTERM_BP_DIRECT	GO:0010467~gene expression	6	3.0	0.1246995196859379	1896, 79147, 143678, 26249, 79095, 5080	183	282	19512	2.268573421695152	1.0	1.0	1.0	GO:0010467
GOTERM_BP_DIRECT	GO:0036151~phosphatidylcholine acyl-chain remodeling	2	1.0	0.1311816490523695	64600, 151056	183	15	19512	14.216393442622952	1.0	1.0	1.0	GO:0036151
GOTERM_BP_DIRECT	GO:0006644~phospholipid metabolic process	3	1.5	0.13884351754072	64600, 151056, 2879	183	70	19512	4.569555035128806	1.0	1.0	1.0	GO:0006644
GOTERM_BP_DIRECT	GO:0033962~P-body assembly	2	1.0	0.1392918680514258	26065, 6311	183	16	19512	13.327868852459018	1.0	1.0	1.0	GO:0033962
GOTERM_BP_DIRECT	GO:0045910~negative regulation of DNA recombination	2	1.0	0.1392918680514258	3009, 341567	183	16	19512	13.327868852459018	1.0	1.0	1.0	GO:0045910
GOTERM_BP_DIRECT	GO:0010507~negative regulation of autophagy	3	1.5	0.1452425917867165	3587, 54922, 10325	183	72	19512	4.442622950819673	1.0	1.0	1.0	GO:0010507
GOTERM_BP_DIRECT	GO:2000767~positive regulation of cytoplasmic translation	2	1.0	0.1552871165167157	1938, 10642	183	18	19512	11.846994535519126	1.0	1.0	1.0	GO:2000767
GOTERM_BP_DIRECT	GO:0006814~sodium ion transport	4	2.0	0.156084795559871	150159, 6546, 6523, 6527	183	146	19512	2.9211767347855377	1.0	1.0	1.0	GO:0006814
GOTERM_BP_DIRECT	GO:0045165~cell fate commitment	3	1.5	0.1582170556052238	5371, 4853, 5080	183	76	19512	4.208800690250216	1.0	1.0	1.0	GO:0045165
GOTERM_BP_DIRECT	GO:0006979~response to oxidative stress	4	2.0	0.1604807770953548	22921, 4153, 5693, 2879	183	148	19512	2.881701373504652	1.0	1.0	1.0	GO:0006979
GOTERM_BP_DIRECT	GO:0002026~regulation of the force of heart contraction	2	1.0	0.16317353002203	10539, 6546	183	19	19512	11.223468507333909	1.0	1.0	1.0	GO:0002026
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	12	6.0	0.1688291336354396	231, 221955, 79147, 873, 54511, 9489, 55500, 57104, 64600, 151056, 2052, 2879	183	847	19512	1.5105967058277043	1.0	1.0	1.0	GO:0006629
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	4	2.0	0.1719024122660575	1896, 23529, 3587, 2690	183	153	19512	2.7875281260045	1.0	1.0	1.0	GO:0019221
GOTERM_BP_DIRECT	GO:0032469~endoplasmic reticulum calcium ion homeostasis	2	1.0	0.1787273481090391	5371, 578	183	21	19512	10.15456674473068	1.0	1.0	1.0	GO:0032469
GOTERM_BP_DIRECT	GO:0070294~renal sodium ion absorption	2	1.0	0.1787273481090391	10916, 26249	183	21	19512	10.15456674473068	1.0	1.0	1.0	GO:0070294
GOTERM_BP_DIRECT	GO:0001709~cell fate determination	2	1.0	0.1787273481090391	4853, 5080	183	21	19512	10.15456674473068	1.0	1.0	1.0	GO:0001709
GOTERM_BP_DIRECT	GO:0090090~negative regulation of canonical Wnt signaling pathway	4	2.0	0.1788168149037667	4163, 80199, 26585, 55716	183	156	19512	2.7339218158890293	1.0	1.0	1.0	GO:0090090
GOTERM_BP_DIRECT	GO:0019433~triglyceride catabolic process	2	1.0	0.1863960989548176	57104, 151056	183	22	19512	9.692995529061104	1.0	1.0	1.0	GO:0019433
