Term	Ont	N	DE	P.DE	adj_pval	GOID
immune system process	BP	2676	18	0.00558058824992549	0.468141987062107	GO:0002376
regulation of immune system process	BP	1639	12	0.012763162435136	0.62963150565866	GO:0002682
immune response-regulating signaling pathway	BP	574	2	0.604341966147681	1	GO:0002764
immune response	BP	1877	14	0.00617209934985988	0.480156660284493	GO:0006955
cell communication	BP	6627	38	0.000741182341884004	0.16031126419895	GO:0007154
signal transduction	BP	6102	36	0.000643176438813346	0.154338407121072	GO:0007165
biological_process	BP	18158	91	5.70008586735128e-10	1.8140930421836e-06	GO:0008150
cellular process	BP	17684	87	4.17867415013656e-08	8.46295479243112e-05	GO:0009987
signaling	BP	6602	39	0.000319869969766198	0.100550038106014	GO:0023052
regulation of response to stimulus	BP	4187	28	0.000471023456898191	0.126427235816601	GO:0048583
regulation of immune response	BP	999	8	0.0251170229284905	0.799367195429875	GO:0050776
regulation of biological process	BP	12193	65	7.70342731582649e-06	0.00780077062463557	GO:0050789
regulation of cellular process	BP	11808	64	5.47113497284124e-06	0.00677144138471984	GO:0050794
response to stimulus	BP	8941	49	0.000203387958621733	0.0768563167045785	GO:0050896
cellular response to stimulus	BP	7487	45	4.70937408175856e-05	0.027609325208794	GO:0051716
biological regulation	BP	12588	65	2.67699912111414e-05	0.0192381246516712	GO:0065007
immune effector process	BP	673	6	0.0321292574683972	0.862380238410786	GO:0002252
activation of immune response	BP	581	2	0.610973205855449	1	GO:0002253
negative regulation of immune system process	BP	564	4	0.139084727817063	1	GO:0002683
positive regulation of immune system process	BP	1123	8	0.0452018660275012	0.964566256092596	GO:0002684
regulation of immune effector process	BP	414	5	0.0158111837400705	0.677910054746455	GO:0002697
regulation of response to biotic stimulus	BP	576	5	0.0535046515414475	1	GO:0002831
developmental process involved in reproduction	BP	1041	6	0.162430389040831	1	GO:0003006
response to stress	BP	4076	25	0.00347181007877117	0.352659366321233	GO:0006950
defense response	BP	1936	15	0.0032160787424202	0.352659366321233	GO:0006952
inflammatory response	BP	921	12	9.87969797009304e-05	0.0455628184777162	GO:0006954
humoral immune response	BP	298	2	0.283473444561099	1	GO:0006959
multicellular organism development	BP	4845	26	0.0161253101398709	0.677910054746455	GO:0007275
sex differentiation	BP	296	3	0.0874488547548797	1	GO:0007548
gonad development	BP	240	2	0.207928490378394	1	GO:0008406
female gonad development	BP	106	2	0.0541788403689731	1	GO:0008585
response to external stimulus	BP	2474	20	0.000359518865273075	0.108234611899373	GO:0009605
response to biotic stimulus	BP	1668	14	0.00215929290952132	0.304460300242506	GO:0009607
response to endogenous stimulus	BP	1607	9	0.114236691442665	1	GO:0009719
response to hormone	BP	961	5	0.2522106554797	1	GO:0009725
embryo development	BP	1130	5	0.368921887324682	1	GO:0009790
reproductive process	BP	1610	6	0.505785850250945	1	GO:0022414
cell differentiation	BP	4520	26	0.00672954499985213	0.480156660284493	GO:0030154
regulation of defense response	BP	886	7	0.0374983924681297	0.911160272486012	GO:0031347
negative regulation of defense response	BP	308	2	0.296525998303892	1	GO:0031348
response to nutrient levels	BP	522	2	0.552464210957479	1	GO:0031667
regulation of response to external stimulus	BP	1165	8	0.0538977271384987	1	GO:0032101
negative regulation of response to external stimulus	BP	448	2	0.470899320798731	1	GO:0032102
multicellular organismal process	BP	7543	41	0.00124285258386184	0.219748173518048	GO:0032501
developmental process	BP	6693	34	0.0120801559968442	0.618670609879761	GO:0032502
response to lipid	BP	948	10	0.00192059148475287	0.281493007219239	GO:0033993
response to chemical	BP	4019	28	0.000238176630937866	0.0842237933973614	GO:0042221
response to external biotic stimulus	BP	1627	14	0.00171473437079558	0.265283696615166	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1790	15	0.00151022047431897	0.243809583122757	GO:0044419
innate immune response	BP	1024	13	6.46045126821401e-05	0.0351038861837248	GO:0045087
regulation of innate immune response	BP	482	5	0.0282062777993046	0.818845789815091	GO:0045088
development of primary sexual characteristics	BP	245	2	0.214380713609014	1	GO:0045137
development of primary female sexual characteristics	BP	110	2	0.0578438525949808	1	GO:0046545
female sex differentiation	BP	125	2	0.072309928638909	1	GO:0046660
rhythmic process	BP	302	5	0.00439861368063644	0.40660711857767	GO:0048511
