geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:2000669	negative regulation of dendritic cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000669	9	2	0.023575638506876228	84.83333333333333	2.3862505427313957e-4	1	558;10859
GO:0097048	dendritic cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0097048	12	2	0.03143418467583497	63.62500000000001	4.3529773452084315e-4	1	558;10859
GO:2000668	regulation of dendritic cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000668	12	2	0.03143418467583497	63.62500000000001	4.3529773452084315e-4	1	558;10859
GO:0140888	interferon-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0140888	105	3	0.275049115913556	10.907142857142857	0.002609718108269108	1	3055;25939;26065
GO:0002719	negative regulation of cytokine production involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002719	34	2	0.08906352324819908	22.455882352941178	0.0035671160297500205	1	558;10859
GO:0007035	vacuolar acidification	http://amigo.geneontology.org/amigo/term/GO:0007035	36	2	0.09430255402750491	21.208333333333332	0.00399257842076961	1	10159;25932
GO:0010934	macrophage cytokine production	http://amigo.geneontology.org/amigo/term/GO:0010934	37	2	0.09692206941715782	20.635135135135137	0.0042137288213112386	1	558;10859
GO:0010935	regulation of macrophage cytokine production	http://amigo.geneontology.org/amigo/term/GO:0010935	37	2	0.09692206941715782	20.635135135135137	0.0042137288213112386	1	558;10859
GO:0071634	regulation of transforming growth factor beta production	http://amigo.geneontology.org/amigo/term/GO:0071634	40	2	0.10478061558611657	19.087500000000002	0.004910503563470942	1	10159;10859
GO:0046061	dATP catabolic process	http://amigo.geneontology.org/amigo/term/GO:0046061	2	1	0.005239030779305829	190.875	0.005232324470726407	1	25939
GO:0006683	galactosylceramide catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006683	2	1	0.005239030779305829	190.875	0.005232324470726407	1	2581
GO:0043163	cell envelope organization	http://amigo.geneontology.org/amigo/term/GO:0043163	2	1	0.005239030779305829	190.875	0.005232324470726407	1	388697
GO:0006203	dGTP catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006203	2	1	0.005239030779305829	190.875	0.005232324470726407	1	25939
GO:0032689	negative regulation of type II interferon production	http://amigo.geneontology.org/amigo/term/GO:0032689	42	2	0.1100196463654224	18.178571428571427	0.0054024974664529275	1	558;10859
GO:0071604	transforming growth factor beta production	http://amigo.geneontology.org/amigo/term/GO:0071604	43	2	0.11263916175507531	17.75581395348837	0.005656650549895465	1	10159;10859
GO:0060338	regulation of type I interferon-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0060338	43	2	0.11263916175507531	17.75581395348837	0.005656650549895465	1	25939;26065
GO:0002701	negative regulation of production of molecular mediator of immune response	http://amigo.geneontology.org/amigo/term/GO:0002701	45	2	0.11787819253438114	16.966666666666665	0.006181124911482531	1	558;10859
GO:0097028	dendritic cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0097028	46	2	0.12049770792403405	16.597826086956523	0.006451388885261961	1	558;10859
GO:0001959	regulation of cytokine-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0001959	155	3	0.4060248853962017	7.388709677419355	0.0077389436545934765	1	558;25939;26065
GO:0046060	dATP metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046060	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	25939
GO:0046070	dGTP metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046070	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	25939
GO:0002522	leukocyte migration involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002522	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	3055
GO:0019376	galactolipid catabolic process	http://amigo.geneontology.org/amigo/term/GO:0019376	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	2581
GO:0099093	calcium export from the mitochondrion	http://amigo.geneontology.org/amigo/term/GO:0099093	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	3954
GO:2001189	negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	http://amigo.geneontology.org/amigo/term/GO:2001189	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	10859
GO:0140252	regulation protein catabolic process at postsynapse	http://amigo.geneontology.org/amigo/term/GO:0140252	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	339451
GO:0061082	myeloid leukocyte cytokine production	http://amigo.geneontology.org/amigo/term/GO:0061082	51	2	0.13359528487229863	14.970588235294118	0.007881840219721702	1	558;10859
GO:0001819	positive regulation of cytokine production	http://amigo.geneontology.org/amigo/term/GO:0001819	481	5	1.2599869024230517	3.9682952182952187	0.008166402867506788	1	116;10159;10859;63940;112703
GO:0051607	defense response to virus	http://amigo.geneontology.org/amigo/term/GO:0051607	307	4	0.8041912246234446	4.973941368078176	0.008362505391440497	1	10859;25939;26065;112703
GO:0140546	defense response to symbiont	http://amigo.geneontology.org/amigo/term/GO:0140546	308	4	0.8068107400130976	4.957792207792208	0.008456577230251784	1	10859;25939;26065;112703
GO:2000107	negative regulation of leukocyte apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000107	55	2	0.14407334643091027	13.881818181818183	0.009119473428558806	1	558;10859
GO:0060759	regulation of response to cytokine stimulus	http://amigo.geneontology.org/amigo/term/GO:0060759	166	3	0.4348395546823838	6.899096385542168	0.009331025604219953	1	558;25939;26065
GO:0051452	intracellular pH reduction	http://amigo.geneontology.org/amigo/term/GO:0051452	56	2	0.1466928618205632	13.63392857142857	0.009441604490498474	1	10159;25932
GO:0019221	cytokine-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0019221	500	5	1.309757694826457	3.8175	0.0095634215592530665	1	558;3055;10859;25939;26065
GO:0001961	positive regulation of cytokine-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0001961	58	2	0.15193189259986903	13.163793103448276	0.010100941483730792	1	558;26065
GO:0009217	purine deoxyribonucleoside triphosphate catabolic process	http://amigo.geneontology.org/amigo/term/GO:0009217	4	1	0.010478061558611657	95.4375	0.010437890748424217	1	25939
