Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	89	2.00224058024894e-08	9.03170680938692e-05	GO:0008150
reproduction	BP	1539	10	0.0451696505482887	1	GO:0000003
immune effector process	BP	637	2	0.661002362794563	1	GO:0002252
activation of immune response	BP	545	2	0.575958312593833	1	GO:0002253
immune system process	BP	2545	6	0.894921941916182	1	GO:0002376
inflammatory response to antigenic stimulus	BP	82	2	0.0341254569034552	1	GO:0002437
regulation of immune system process	BP	1544	4	0.801005649976565	1	GO:0002682
negative regulation of immune system process	BP	526	2	0.556598493557288	1	GO:0002683
positive regulation of immune system process	BP	1075	2	0.897133722603491	1	GO:0002684
developmental process involved in reproduction	BP	1011	8	0.0267124994205692	1	GO:0003006
response to stress	BP	3939	19	0.0952010868984341	1	GO:0006950
defense response	BP	1843	5	0.786813803859249	1	GO:0006952
inflammatory response	BP	887	5	0.204486771975874	1	GO:0006954
immune response	BP	1750	3	0.950871017341407	1	GO:0006955
multicellular organism development	BP	4758	31	0.00033120003539812	0.155622616632692	GO:0007275
response to external stimulus	BP	2747	9	0.642776992503927	1	GO:0009605
response to biotic stimulus	BP	1575	2	0.977577991551587	1	GO:0009607
response to endogenous stimulus	BP	1755	9	0.166741328775611	1	GO:0009719
response to hormone	BP	883	6	0.0925482740533103	1	GO:0009725
embryo development	BP	1126	8	0.0457820719741246	1	GO:0009790
cellular process	BP	17161	85	8.88205687674555e-08	0.000333876517996865	GO:0009987
response to extracellular stimulus	BP	519	3	0.277457349953221	1	GO:0009991
response to organic substance	BP	2720	14	0.0968450993528195	1	GO:0010033
response to organic cyclic compound	BP	896	6	0.0975395010562181	1	GO:0014070
reproductive process	BP	1529	10	0.0435432737986403	1	GO:0022414
cell differentiation	BP	4440	31	9.21360394502176e-05	0.0805781560148659	GO:0030154
regulation of defense response	BP	828	4	0.335159833909351	1	GO:0031347
response to nutrient levels	BP	490	3	0.249857974115698	1	GO:0031667
regulation of response to external stimulus	BP	1142	4	0.57706853801055	1	GO:0032101
multicellular organismal process	BP	7869	48	1.32600922184336e-05	0.0181237626798078	GO:0032501
developmental process	BP	6582	44	3.57872054867662e-06	0.00672620527123771	GO:0032502
multicellular organism reproduction	BP	972	6	0.129512248214504	1	GO:0032504
response to lipid	BP	928	5	0.230540429853886	1	GO:0033993
response to chemical	BP	4061	22	0.0248710313320596	1	GO:0042221
response to external biotic stimulus	BP	1538	2	0.97479550869302	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1708	3	0.944930744132464	1	GO:0044419
animal organ development	BP	3050	15	0.116454507803293	1	GO:0048513
positive regulation of biological process	BP	6363	35	0.0028511904180556	0.594138278216033	GO:0048518
negative regulation of biological process	BP	5768	33	0.0020701641259242	0.528988419136455	GO:0048519
response to steroid hormone	BP	338	2	0.335419378668497	1	GO:0048545
embryonic organ development	BP	455	2	0.478966982069802	1	GO:0048568
regulation of response to stimulus	BP	4085	20	0.0779725186392154	1	GO:0048583
positive regulation of response to stimulus	BP	2339	12	0.12149661128121	1	GO:0048584
negative regulation of response to stimulus	BP	1763	6	0.595902944390397	1	GO:0048585
reproductive structure development	BP	307	2	0.295207851177498	1	GO:0048608
multicellular organismal reproductive process	BP	924	6	0.108771375787858	1	GO:0048609
system development	BP	4067	23	0.013557399925767	0.975469405182787	GO:0048731
anatomical structure development	BP	6007	40	1.5137554110109e-05	0.0189673552999665	GO:0048856
stem cell differentiation	BP	248	3	0.0577624813590158	1	GO:0048863
cellular developmental process	BP	4442	31	9.29273007198201e-05	0.0805781560148659	GO:0048869
regulation of immune response	BP	903	2	0.832299906821029	1	GO:0050776
positive regulation of immune response	BP	740	2	0.739576766097817	1	GO:0050778
regulation of biological process	BP	12069	64	1.28149459169937e-05	0.0181237626798078	GO:0050789
response to stimulus	BP	8860	50	7.14574724825456e-05	0.0700718188857102	GO:0050896
response to other organism	BP	1535	2	0.974555977007971	1	GO:0051707
reproductive system development	BP	311	2	0.300421707090866	1	GO:0061458
biological regulation	BP	12489	66	7.99263643908783e-06	0.0128761373033705	GO:0065007
regulation of response to stress	BP	1408	6	0.378606799558727	1	GO:0080134
defense response to other organism	BP	1218	2	0.932532746883304	1	GO:0098542
response to oxygen-containing compound	BP	1687	9	0.141310033141353	1	GO:1901700
metabolic process	BP	12005	58	0.00116548029309724	0.383136239207598	GO:0008152
cellular metabolic process	BP	10651	51	0.00425042051447521	0.634860823069363	GO:0044237
cellular response to stimulus	BP	7474	45	4.49474769955847e-05	0.053355020850443	GO:0051716
cellular response to chemical stimulus	BP	2731	16	0.0296397112172206	1	GO:0070887
system process	BP	2308	12	0.113140654160607	1	GO:0003008
proteolysis	BP	1609	9	0.114857237731384	1	GO:0006508
lipid metabolic process	BP	1397	15	0.000112659153638856	0.0846971517056917	GO:0006629
nitrogen compound metabolic process	BP	9959	47	0.00955482343985289	0.917394135188198	GO:0006807
negative regulation of metabolic process	BP	3382	17	0.0839281478107995	1	GO:0009892
negative regulation of macromolecule metabolic process	BP	3172	15	0.147282220604743	1	GO:0010605
regulation of lipid metabolic process	BP	326	4	0.0285379957828799	1	GO:0019216
regulation of metabolic process	BP	7045	34	0.0254427044242802	1	GO:0019222
protein metabolic process	BP	4882	29	0.00244428716347467	0.570685215273927	GO:0019538
regulation of proteolysis	BP	599	4	0.161971878357235	1	GO:0030162
homeostatic process	BP	1714	10	0.0805711246269131	1	GO:0042592
negative regulation of catalytic activity	BP	449	4	0.0748685296227256	1	GO:0043086
macromolecule metabolic process	BP	9918	45	0.0245229042043984	1	GO:0043170
negative regulation of molecular function	BP	751	4	0.273937779917661	1	GO:0044092
primary metabolic process	BP	10443	54	0.000349259468795231	0.157543961184153	GO:0044238
multicellular organismal-level homeostasis	BP	801	5	0.153618222584876	1	GO:0048871
regulation of catalytic activity	BP	1404	11	0.0106569683168976	0.917394135188198	GO:0050790
regulation of nitrogen compound metabolic process	BP	5576	29	0.0161423748824085	1	GO:0051171
negative regulation of nitrogen compound metabolic process	BP	2259	14	0.0273348293806424	1	GO:0051172
regulation of protein metabolic process	BP	2218	15	0.0109448485303443	0.92491237275804	GO:0051246
negative regulation of protein metabolic process	BP	897	4	0.390622814793105	1	GO:0051248
regulation of hydrolase activity	BP	743	5	0.122819392003852	1	GO:0051336
negative regulation of hydrolase activity	BP	204	2	0.16228858705001	1	GO:0051346
regulation of macromolecule metabolic process	BP	6529	31	0.0413902239637744	1	GO:0060255
regulation of molecular function	BP	2028	11	0.10174792182181	1	GO:0065009
organic substance metabolic process	BP	11490	56	0.00127592552817898	0.383696324833984	GO:0071704
regulation of primary metabolic process	BP	5719	31	0.00687468378166557	0.761696451013905	GO:0080090
organonitrogen compound metabolic process	BP	5954	35	0.000853932889150465	0.300931287217181	GO:1901564
catabolic process	BP	2655	16	0.023529367760149	1	GO:0009056
positive regulation of metabolic process	BP	3796	19	0.0715876419608307	1	GO:0009893
regulation of catabolic process	BP	1114	6	0.200745476812045	1	GO:0009894
positive regulation of catabolic process	BP	624	3	0.378692193521307	1	GO:0009896
lipid catabolic process	BP	340	6	0.00132373781263249	0.392836613501489	GO:0016042
regulation of cellular metabolic process	BP	6541	33	0.0150805772379131	1	GO:0031323
positive regulation of cellular metabolic process	BP	3422	18	0.053517137872563	1	GO:0031325
regulation of cellular catabolic process	BP	782	5	0.143188868946125	1	GO:0031329
positive regulation of cellular catabolic process	BP	427	2	0.446189901864435	1	GO:0031331
cellular lipid catabolic process	BP	230	3	0.0481299383857484	1	GO:0044242
cellular catabolic process	BP	1689	10	0.074684897314381	1	GO:0044248
cellular lipid metabolic process	BP	1018	14	1.36607238430759e-05	0.0181237626798078	GO:0044255
glycerolipid metabolic process	BP	398	8	8.54144793174104e-05	0.0802682569385364	GO:0046486
positive regulation of cellular process	BP	5834	33	0.00251021080562328	0.571871661717449	GO:0048522
regulation of cellular process	BP	11512	64	1.9810594579652e-06	0.00446808150149472	GO:0050794
organic substance catabolic process	BP	2177	15	0.00931520404345014	0.917394135188198	GO:1901575
angiogenesis	BP	624	3	0.378692193521307	1	GO:0001525
blood vessel development	BP	807	3	0.545296999315958	1	GO:0001568
ameboidal-type cell migration	BP	496	5	0.0313496621932111	1	GO:0001667
vasculature development	BP	840	3	0.572634396985088	1	GO:0001944
anatomical structure morphogenesis	BP	2751	14	0.103763515634525	1	GO:0009653
epithelial cell migration	BP	373	5	0.0104696555340386	0.917394135188198	GO:0010631
cell migration	BP	1612	6	0.506975930403141	1	GO:0016477
tube morphogenesis	BP	957	5	0.249535551939121	1	GO:0035239
