GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:2000669	negative regulation of dendritic cell apoptotic process	9	2	0.02	0.00022	1
GO:0032689	negative regulation of type II interferon production	44	2	0.11	0.00550	1
GO:0032720	negative regulation of tumor necrosis factor production	78	2	0.2	0.01653	1
GO:0051607	defense response to virus	307	4	0.77	0.02238	1
GO:0007035	vacuolar acidification	36	2	0.09	0.02924	1
GO:0090263	positive regulation of canonical Wnt signaling pathway	111	2	0.28	0.03189	1
GO:0007049	cell cycle	1811	9	4.56	0.04502	1
GO:0002758	innate immune response-activating signaling pathway	278	2	0.7	0.04649	1
GO:0007368	determination of left/right symmetry	137	2	0.35	0.04672	1
GO:0032940	secretion by cell	826	4	2.08	0.05054	1
GO:0051250	negative regulation of lymphocyte activation	165	2	0.42	0.05330	1
GO:0002719	negative regulation of cytokine production involved in immune response	35	2	0.09	0.05527	1
GO:0071222	cellular response to lipopolysaccharide	224	3	0.56	0.06415	1
GO:0051493	regulation of cytoskeleton organization	519	3	1.31	0.06715	1
GO:0001578	microtubule bundle formation	126	2	0.32	0.06950	1
GO:0043069	negative regulation of programmed cell death	934	4	2.35	0.07412	1
GO:0097028	dendritic cell differentiation	45	2	0.11	0.07608	1
GO:0001961	positive regulation of cytokine-mediated signaling pathway	60	2	0.15	0.09423	1
GO:0033674	positive regulation of kinase activity	303	2	0.76	0.10894	1
GO:0030216	keratinocyte differentiation	177	3	0.45	0.12953	1
GO:0016311	dephosphorylation	307	4	0.77	0.16438	1
GO:0051321	meiotic cell cycle	290	2	0.73	0.16704	1
GO:0034220	monoatomic ion transmembrane transport	1024	4	2.58	0.17266	1
GO:0007032	endosome organization	96	2	0.24	0.18377	1
GO:0031328	positive regulation of cellular biosynthetic process	2685	10	6.77	0.18656	1
GO:0045087	innate immune response	975	6	2.46	0.21994	1
GO:0031334	positive regulation of protein-containing complex assembly	197	3	0.5	0.22734	1
GO:0051301	cell division	642	3	1.62	0.23041	1
GO:0017148	negative regulation of translation	205	2	0.52	0.23195	1
GO:0043408	regulation of MAPK cascade	668	2	1.68	0.24691	1
GO:0045786	negative regulation of cell cycle	405	2	1.02	0.27199	1
GO:0030334	regulation of cell migration	1050	3	2.65	0.27314	1
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	409	2	1.03	0.27575	1
GO:0071456	cellular response to hypoxia	152	2	0.38	0.27923	1
GO:0051260	protein homooligomerization	195	2	0.49	0.28512	1
GO:1902600	proton transmembrane transport	157	2	0.4	0.29341	1
GO:0006357	regulation of transcription by RNA polymerase II	2565	9	6.47	0.29414	1
GO:0009966	regulation of signal transduction	3126	10	7.88	0.33906	1
GO:0007010	cytoskeleton organization	1505	8	3.79	0.34130	1
GO:0000226	microtubule cytoskeleton organization	648	4	1.63	0.34842	1
GO:0006470	protein dephosphorylation	208	2	0.52	0.35429	1
GO:0006629	lipid metabolic process	1397	3	3.52	0.37863	1
GO:0045944	positive regulation of transcription by RNA polymerase II	1239	4	3.12	0.38124	1
GO:0051726	regulation of cell cycle	1114	5	2.81	0.38761	1
GO:0030036	actin cytoskeleton organization	722	2	1.82	0.40631	1
GO:0008104	protein localization	2496	3	6.29	0.40709	1
GO:0048511	rhythmic process	296	2	0.75	0.42803	1
GO:0051649	establishment of localization in cell	1937	8	4.88	0.43196	1
GO:0007155	cell adhesion	1530	4	3.86	0.43617	1
GO:0006417	regulation of translation	450	3	1.13	0.45242	1
GO:0001525	angiogenesis	624	2	1.57	0.46975	1
GO:0019221	cytokine-mediated signaling pathway	526	5	1.33	0.50513	1
GO:0060271	cilium assembly	385	2	0.97	0.51353	1
GO:0031175	neuron projection development	1007	2	2.54	0.54032	1
GO:0032880	regulation of protein localization	877	2	2.21	0.58137	1
GO:0045892	negative regulation of DNA-templated transcription	1262	3	3.18	0.58339	1
GO:0006954	inflammatory response	887	3	2.24	0.61185	1
GO:0006508	proteolysis	1609	4	4.06	0.61497	1
GO:0007186	G protein-coupled receptor signaling pathway	1284	3	3.24	0.62974	1
GO:0007283	spermatogenesis	634	2	1.6	0.64714	1
GO:0045893	positive regulation of DNA-templated transcription	1680	5	4.23	0.66866	1
GO:0000122	negative regulation of transcription by RNA polymerase II	921	2	2.32	0.68224	1
GO:0035556	intracellular signal transduction	2719	5	6.85	0.69680	1
GO:0007165	signal transduction	5991	17	15.1	0.70186	1
GO:0016567	protein ubiquitination	757	2	1.91	0.71272	1
GO:0008284	positive regulation of cell population proliferation	983	2	2.48	0.71698	1
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	641	2	1.62	0.76781	1
GO:0010628	positive regulation of gene expression	1197	6	3.02	0.79203	1
GO:0030154	cell differentiation	4440	11	11.19	0.80563	1
GO:0043066	negative regulation of apoptotic process	903	3	2.28	0.81977	1
GO:0060760	positive regulation of response to cytokine stimulus	67	2	0.17	1.00000	1
GO:0006725	cellular aromatic compound metabolic process	6288	14	15.85	1.00000	1
GO:0043254	regulation of protein-containing complex assembly	418	3	1.05	1.00000	1
GO:0002694	regulation of leukocyte activation	572	2	1.44	1.00000	1
GO:0051094	positive regulation of developmental process	1380	2	3.48	1.00000	1
GO:0002695	negative regulation of leukocyte activation	192	2	0.48	1.00000	1
GO:0002696	positive regulation of leukocyte activation	361	2	0.91	1.00000	1
GO:0002697	regulation of immune effector process	385	2	0.97	1.00000	1
GO:0002698	negative regulation of immune effector process	121	2	0.31	1.00000	1
GO:0044419	biological process involved in interspecies interaction between organisms	1708	6	4.31	1.00000	1
GO:0060759	regulation of response to cytokine stimulus	189	3	0.48	1.00000	1
GO:0000902	cell morphogenesis	971	3	2.45	1.00000	1
GO:1902105	regulation of leukocyte differentiation	328	2	0.83	1.00000	1
GO:0090407	organophosphate biosynthetic process	592	2	1.49	1.00000	1
GO:0045787	positive regulation of cell cycle	332	2	0.84	1.00000	1
GO:0031589	cell-substrate adhesion	358	2	0.9	1.00000	1
GO:0071634	regulation of transforming growth factor beta production	41	2	0.1	1.00000	1
GO:0042325	regulation of phosphorylation	1000	3	2.52	1.00000	1
GO:0042327	positive regulation of phosphorylation	624	2	1.57	1.00000	1
GO:0090068	positive regulation of cell cycle process	263	2	0.66	1.00000	1
GO:0010629	negative regulation of gene expression	1603	4	4.04	1.00000	1
GO:0050790	regulation of catalytic activity	1404	4	3.54	1.00000	1
GO:0009790	embryo development	1126	3	2.84	1.00000	1
GO:0051050	positive regulation of transport	846	3	2.13	1.00000	1
GO:0044092	negative regulation of molecular function	751	2	1.89	1.00000	1
GO:0009792	embryo development ending in birth or egg hatching	680	3	1.71	1.00000	1
GO:0050793	regulation of developmental process	2552	5	6.43	1.00000	1
GO:0044093	positive regulation of molecular function	1210	2	3.05	1.00000	1
GO:0050794	regulation of cellular process	11512	29	29.02	1.00000	1
GO:0009799	specification of symmetry	147	2	0.37	1.00000	1
GO:1901700	response to oxygen-containing compound	1687	3	4.25	1.00000	1
GO:0007600	sensory perception	957	2	2.41	1.00000	1
GO:1901701	cellular response to oxygen-containing compound	1204	3	3.03	1.00000	1
