Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	45	3.73550162019098e-05	0.168501007083575	GO:0008150
reproduction	BP	1539	2	0.763104533679349	1	GO:0000003
immune system process	BP	2545	4	0.66845161224218	1	GO:0002376
regulation of immune system process	BP	1544	3	0.517606370920906	1	GO:0002682
positive regulation of immune system process	BP	1075	3	0.294953011930402	1	GO:0002684
response to stress	BP	3939	8	0.393310074053444	1	GO:0006950
defense response	BP	1843	3	0.639866384246876	1	GO:0006952
inflammatory response	BP	887	2	0.466962229055289	1	GO:0006954
immune response	BP	1750	3	0.604146961518589	1	GO:0006955
humoral immune response	BP	248	2	0.0710949025710758	1	GO:0006959
multicellular organism development	BP	4758	10	0.325830019818458	1	GO:0007275
response to external stimulus	BP	2747	6	0.355871132891338	1	GO:0009605
response to biotic stimulus	BP	1575	3	0.531237516681763	1	GO:0009607
response to endogenous stimulus	BP	1755	3	0.606122712518453	1	GO:0009719
response to hormone	BP	883	3	0.204032127353123	1	GO:0009725
embryo development	BP	1126	2	0.596249628890807	1	GO:0009790
cellular process	BP	17161	42	0.000306290490643329	0.903678611469236	GO:0009987
response to organic substance	BP	2720	8	0.102425502672083	1	GO:0010033
response to organic cyclic compound	BP	896	4	0.0729899802426062	1	GO:0014070
reproductive process	BP	1529	2	0.7598687648448	1	GO:0022414
cell differentiation	BP	4440	11	0.149855829399761	1	GO:0030154
regulation of response to external stimulus	BP	1142	2	0.604047982548237	1	GO:0032101
multicellular organismal process	BP	7869	17	0.202501801400324	1	GO:0032501
developmental process	BP	6582	15	0.166197140675138	1	GO:0032502
multicellular organism reproduction	BP	972	2	0.515614743026512	1	GO:0032504
response to lipid	BP	928	4	0.0806936969803435	1	GO:0033993
response to chemical	BP	4061	12	0.0468603215154267	1	GO:0042221
response to external biotic stimulus	BP	1538	3	0.514945188289956	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1708	3	0.587307655076378	1	GO:0044419
rhythmic process	BP	296	2	0.0961638717899889	1	GO:0048511
animal organ development	BP	3050	8	0.164793843660537	1	GO:0048513
positive regulation of biological process	BP	6363	11	0.586135151002365	1	GO:0048518
negative regulation of biological process	BP	5768	14	0.123433534991329	1	GO:0048519
response to steroid hormone	BP	338	2	0.119845444676917	1	GO:0048545
regulation of response to stimulus	BP	4085	13	0.0223265613156755	1	GO:0048583
positive regulation of response to stimulus	BP	2339	7	0.115190843171636	1	GO:0048584
negative regulation of response to stimulus	BP	1763	6	0.0887800787082352	1	GO:0048585
multicellular organismal reproductive process	BP	924	2	0.488483470769452	1	GO:0048609
system development	BP	4067	7	0.590011464766743	1	GO:0048731
anatomical structure development	BP	6007	15	0.0919930050856284	1	GO:0048856
cellular developmental process	BP	4442	11	0.150192401202153	1	GO:0048869
regulation of biological process	BP	12069	28	0.0387278847689444	1	GO:0050789
response to stimulus	BP	8860	25	0.00437020843655627	1	GO:0050896
response to other organism	BP	1535	3	0.513611866905749	1	GO:0051707
biological regulation	BP	12489	29	0.0332621683077003	1	GO:0065007
regulation of response to stress	BP	1408	3	0.455628031124229	1	GO:0080134
defense response to other organism	BP	1218	3	0.364662036431364	1	GO:0098542
defense response to symbiont	BP	1113	2	0.589832266671928	1	GO:0140546
response to ketone	BP	217	2	0.0562858381800162	1	GO:1901654
response to oxygen-containing compound	BP	1687	4	0.347485735369989	1	GO:1901700
xenobiotic metabolic process	BP	125	2	0.020609738052687	1	GO:0006805
metabolic process	BP	12005	28	0.0360574117819083	1	GO:0008152
response to xenobiotic stimulus	BP	443	3	0.0433559750832327	1	GO:0009410
cellular metabolic process	BP	10651	26	0.0265273738861271	1	GO:0044237
cellular response to stimulus	BP	7474	24	0.000843535045554825	1	GO:0051716
cellular response to chemical stimulus	BP	2731	9	0.0475849698760885	1	GO:0070887
cellular response to xenobiotic stimulus	BP	193	2	0.0456919402927424	1	GO:0071466
system process	BP	2308	3	0.785066126357467	1	GO:0003008
lipid metabolic process	BP	1397	5	0.0989670963241426	1	GO:0006629
nitrogen compound metabolic process	BP	9959	23	0.0740206348223588	1	GO:0006807
negative regulation of metabolic process	BP	3382	9	0.135860472188255	1	GO:0009892
negative regulation of macromolecule metabolic process	BP	3172	8	0.191706720646589	1	GO:0010605
regulation of metabolic process	BP	7045	15	0.244784845957324	1	GO:0019222
protein metabolic process	BP	4882	11	0.233772545914363	1	GO:0019538
homeostatic process	BP	1714	3	0.589739647944832	1	GO:0042592
macromolecule metabolic process	BP	9918	20	0.273903784087041	1	GO:0043170
negative regulation of molecular function	BP	751	2	0.383810112412068	1	GO:0044092
primary metabolic process	BP	10443	25	0.0391908909457864	1	GO:0044238
multicellular organismal-level homeostasis	BP	801	2	0.415057654182598	1	GO:0048871
regulation of catalytic activity	BP	1404	4	0.234714351800608	1	GO:0050790
regulation of nitrogen compound metabolic process	BP	5576	13	0.170654797294682	1	GO:0051171
negative regulation of nitrogen compound metabolic process	BP	2259	6	0.205917724455371	1	GO:0051172
