Term	Ont	N	DE	P.DE	adj_pval	GOID
immune system process	BP	2676	28	0.0227814233898934	0.637593656130709	GO:0002376
regulation of immune system process	BP	1639	19	0.0234047273109003	0.648520541084871	GO:0002682
immune response-regulating signaling pathway	BP	574	4	0.579514902721135	1	GO:0002764
immune response	BP	1877	20	0.0434704807006135	0.796199941846911	GO:0006955
cell communication	BP	6627	70	0.000131318038589419	0.0417929037670724	GO:0007154
signal transduction	BP	6102	63	0.000646696407356053	0.109977882160902	GO:0007165
biological_process	BP	18158	177	3.56913778966491e-15	1.5902650335631e-11	GO:0008150
cellular process	BP	17684	172	1.10578524523685e-13	3.51924052762666e-10	GO:0009987
signaling	BP	6602	69	0.000210658570674337	0.060167328685678	GO:0023052
regulation of response to stimulus	BP	4187	48	0.000374368272004521	0.0765153794836395	GO:0048583
regulation of immune response	BP	999	12	0.0518754919903929	0.875516826183313	GO:0050776
regulation of biological process	BP	12193	117	7.36551346449295e-06	0.00552722537333	GO:0050789
regulation of cellular process	BP	11808	115	4.46001279897284e-06	0.00397440660542068	GO:0050794
response to stimulus	BP	8941	92	1.28303638498158e-05	0.00840690723077045	GO:0050896
cellular response to stimulus	BP	7487	82	5.00599700878091e-06	0.00398298576291504	GO:0051716
biological regulation	BP	12588	122	1.69895639188682e-06	0.00172790336361319	GO:0065007
immune effector process	BP	673	8	0.105443519542012	1	GO:0002252
activation of immune response	BP	581	4	0.589100258356704	1	GO:0002253
negative regulation of immune system process	BP	564	6	0.209868857816395	1	GO:0002683
positive regulation of immune system process	BP	1123	14	0.0287817473867397	0.687245196443501	GO:0002684
regulation of immune effector process	BP	414	7	0.0282250092112717	0.676125543235173	GO:0002697
negative regulation of immune effector process	BP	134	2	0.244281723924884	1	GO:0002698
regulation of response to biotic stimulus	BP	576	8	0.0526810886542038	0.877611717963395	GO:0002831
negative regulation of response to biotic stimulus	BP	135	2	0.246890580290015	1	GO:0002832
developmental process involved in reproduction	BP	1041	13	0.0340250673469494	0.738531287054458	GO:0003006
response to stress	BP	4076	41	0.0113366987875861	0.528596752964224	GO:0006950
defense response	BP	1936	22	0.0186924298182459	0.613874839179151	GO:0006952
inflammatory response	BP	921	17	0.000309282010325096	0.0704772181019286	GO:0006954
humoral immune response	BP	298	3	0.351663751861946	1	GO:0006959
multicellular organism development	BP	4845	49	0.00483083642507141	0.372392297154813	GO:0007275
sex differentiation	BP	296	7	0.00523640355387031	0.390155847401749	GO:0007548
gonad development	BP	240	5	0.0281363818672966	0.674728003487227	GO:0008406
female gonad development	BP	106	3	0.0393918661112208	0.781177991062314	GO:0008585
response to external stimulus	BP	2474	30	0.00247085016990746	0.256026046907899	GO:0009605
response to biotic stimulus	BP	1668	19	0.0273836962143224	0.67445620247865	GO:0009607
response to endogenous stimulus	BP	1607	17	0.0631991573143395	0.916215668222259	GO:0009719
response to hormone	BP	961	11	0.0796521715666374	1	GO:0009725
embryo development	BP	1130	12	0.10515691907874	1	GO:0009790
reproductive process	BP	1610	20	0.0102634971313461	0.505900088296609	GO:0022414
ovulation cycle process	BP	53	2	0.0540422949419818	0.877611717963395	GO:0022602
cell differentiation	BP	4520	53	9.23413039898932e-05	0.0330382125166896	GO:0030154
regulation of defense response	BP	886	12	0.0239935791068666	0.653801182469165	GO:0031347
negative regulation of defense response	BP	308	4	0.174198545701445	1	GO:0031348
response to nutrient levels	BP	522	2	0.885621592098831	1	GO:0031667
response to corticosteroid	BP	157	2	0.304303508651468	1	GO:0031960
regulation of response to external stimulus	BP	1165	15	0.0186734143526913	0.613874839179151	GO:0032101
negative regulation of response to external stimulus	BP	448	5	0.211097337258627	1	GO:0032102
multicellular organismal process	BP	7543	74	0.000806070712487033	0.120972563565602	GO:0032501
developmental process	BP	6693	68	0.000558801600844549	0.100306674525199	GO:0032502
response to lipid	BP	948	15	0.00312962242818956	0.282274204272093	GO:0033993
response to chemical	BP	4019	50	3.430948166316e-05	0.0159238881769141	GO:0042221
ovulation cycle	BP	75	2	0.0985613896901896	1	GO:0042698
response to external biotic stimulus	BP	1627	19	0.0218947874386113	0.625348813535107	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1790	22	0.00811940408958283	0.43903903958186	GO:0044419
innate immune response	BP	1024	16	0.00260088302943797	0.260159720027492	GO:0045087
regulation of innate immune response	BP	482	7	0.0558164396737756	0.883952022377645	GO:0045088
development of primary sexual characteristics	BP	245	5	0.0303671022678193	0.711375714324373	GO:0045137
negative regulation of innate immune response	BP	100	2	0.157346473258523	1	GO:0045824
development of primary female sexual characteristics	BP	110	3	0.0431881036610592	0.794504189398082	GO:0046545
female sex differentiation	BP	125	3	0.0589712505955679	0.905551676127935	GO:0046660
rhythmic process	BP	302	7	0.00582707991061474	0.409599159841856	GO:0048511
animal organ development	BP	3099	33	0.0107342831961944	0.51761550009701	GO:0048513
positive regulation of biological process	BP	6372	70	3.60130996377567e-05	0.0163734659944886	GO:0048518
negative regulation of biological process	BP	5853	56	0.00796514059965062	0.43564211374396	GO:0048519
response to steroid hormone	BP	338	4	0.217187616902425	1	GO:0048545
embryonic organ development	BP	457	2	0.835536197927895	1	GO:0048568
positive regulation of response to stimulus	BP	2386	35	2.70756594841762e-05	0.0140696423444683	GO:0048584
negative regulation of response to stimulus	BP	1829	12	0.645247941829267	1	GO:0048585
reproductive structure development	BP	314	7	0.00715632092341486	0.414100045537237	GO:0048608
multicellular organismal reproductive process	BP	1004	15	0.00528599975653222	0.392538341920083	GO:0048609
system development	BP	4175	39	0.0390866203515965	0.781177991062314	GO:0048731
anatomical structure development	BP	6107	63	0.0006612557137406	0.110231471253149	GO:0048856
stem cell differentiation	BP	256	6	0.00990416109903942	0.492510939652679	GO:0048863
cellular developmental process	BP	4522	53	9.34288261312255e-05	0.0330382125166896	GO:0048869
negative regulation of immune response	BP	214	3	0.192971458815359	1	GO:0050777
