Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	184	7.52124459443118e-20	4.24085376457002e-16	GO:0008150
reproduction	BP	1539	20	0.00641271661570212	0.644652058955069	GO:0000003
immune effector process	BP	637	4	0.660991725582109	1	GO:0002252
activation of immune response	BP	545	6	0.189218365558764	1	GO:0002253
immune system process	BP	2545	21	0.258253090878117	1	GO:0002376
acute inflammatory response	BP	107	2	0.174796652768372	1	GO:0002526
regulation of immune system process	BP	1544	11	0.531599300763721	1	GO:0002682
negative regulation of immune system process	BP	526	2	0.888179084643344	1	GO:0002683
positive regulation of immune system process	BP	1075	8	0.490362974335722	1	GO:0002684
regulation of immune effector process	BP	385	3	0.512600760653861	1	GO:0002697
regulation of response to biotic stimulus	BP	524	5	0.311891067505945	1	GO:0002831
developmental process involved in reproduction	BP	1011	6	0.722205288193229	1	GO:0003006
response to stress	BP	3939	37	0.0411747958004504	1	GO:0006950
defense response	BP	1843	15	0.322145758125028	1	GO:0006952
acute-phase response	BP	47	2	0.0435634367384104	1	GO:0006953
inflammatory response	BP	887	8	0.290730082842075	1	GO:0006954
immune response	BP	1750	14	0.353834153295778	1	GO:0006955
humoral immune response	BP	248	2	0.524188590502421	1	GO:0006959
multicellular organism development	BP	4758	52	0.000631325632642351	0.180492260803004	GO:0007275
sex differentiation	BP	288	3	0.332388098323269	1	GO:0007548
gonad development	BP	233	2	0.491033413347479	1	GO:0008406
response to external stimulus	BP	2747	20	0.477097692457132	1	GO:0009605
response to biotic stimulus	BP	1575	13	0.321199528715301	1	GO:0009607
response to endogenous stimulus	BP	1755	17	0.115951497634972	1	GO:0009719
response to hormone	BP	883	7	0.43191042834553	1	GO:0009725
embryo development	BP	1126	13	0.0569115132572406	1	GO:0009790
cellular process	BP	17161	171	9.0450442890781e-15	2.91431326994096e-11	GO:0009987
response to extracellular stimulus	BP	519	3	0.712093812373348	1	GO:0009991
response to organic substance	BP	2720	23	0.210000769818215	1	GO:0010033
response to organic cyclic compound	BP	896	8	0.299990038669682	1	GO:0014070
reproductive process	BP	1529	20	0.00598189712075179	0.644652058955069	GO:0022414
cell differentiation	BP	4440	47	0.00241048672156873	0.382440044920736	GO:0030154
regulation of defense response	BP	828	6	0.531761618894244	1	GO:0031347
response to nutrient levels	BP	490	3	0.674932874026204	1	GO:0031667
response to corticosteroid	BP	156	2	0.301688379035622	1	GO:0031960
regulation of response to external stimulus	BP	1142	10	0.288253302195634	1	GO:0032101
negative regulation of response to external stimulus	BP	456	3	0.627053113206384	1	GO:0032102
multicellular organismal process	BP	7869	79	0.000213909534023449	0.0940756967798116	GO:0032501
developmental process	BP	6582	70	0.000105323328070489	0.0584946886487902	GO:0032502
multicellular organism reproduction	BP	972	7	0.532306515719173	1	GO:0032504
response to lipid	BP	928	9	0.211024693410145	1	GO:0033993
response to chemical	BP	4061	42	0.00647138484743201	0.644652058955069	GO:0042221
response to external biotic stimulus	BP	1538	13	0.29190059614539	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1708	15	0.227005207535898	1	GO:0044419
innate immune response	BP	975	7	0.535584809677781	1	GO:0045087
regulation of innate immune response	BP	440	3	0.602923363294823	1	GO:0045088
development of primary sexual characteristics	BP	238	2	0.502245313672272	1	GO:0045137
female sex differentiation	BP	121	2	0.210516506236532	1	GO:0046660
animal organ development	BP	3050	39	0.000176544644989026	0.0812609780220918	GO:0048513
positive regulation of biological process	BP	6363	57	0.0267993295735251	0.995159408208129	GO:0048518
negative regulation of biological process	BP	5768	61	0.000432626072676652	0.145633558852973	GO:0048519
response to steroid hormone	BP	338	3	0.427649188995197	1	GO:0048545
embryonic organ development	BP	455	4	0.40074212781347	1	GO:0048568
regulation of response to stimulus	BP	4085	41	0.0117384289801569	0.789152954846562	GO:0048583
positive regulation of response to stimulus	BP	2339	22	0.102498803956899	1	GO:0048584
negative regulation of response to stimulus	BP	1763	15	0.26430730892252	1	GO:0048585
reproductive structure development	BP	307	3	0.368922452923748	1	GO:0048608
multicellular organismal reproductive process	BP	924	6	0.638778441140468	1	GO:0048609
system development	BP	4067	47	0.000365504361041191	0.128806021233172	GO:0048731
anatomical structure development	BP	6007	63	0.00041936446216298	0.143308273933695	GO:0048856
