GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0090160	Golgi to lysosome transport	12	2	0.06	0.0015	1
GO:0006112	energy reserve metabolic process	88	5	0.42	0.0019	1
GO:0032922	circadian regulation of gene expression	70	3	0.34	0.0047	1
GO:0043153	entrainment of circadian clock by photoperiod	24	2	0.12	0.0059	1
GO:0000165	MAPK cascade	769	6	3.71	0.0087	1
GO:0007049	cell cycle	1811	13	8.73	0.0091	1
GO:0042307	positive regulation of protein import into nucleus	40	2	0.19	0.0159	1
GO:0005976	polysaccharide metabolic process	100	4	0.48	0.0186	1
GO:0006082	organic acid metabolic process	933	8	4.5	0.0232	1
GO:0016567	protein ubiquitination	757	7	3.65	0.0262	1
GO:0007030	Golgi organization	156	4	0.75	0.0294	1
GO:0071456	cellular response to hypoxia	152	3	0.73	0.0372	1
GO:0032956	regulation of actin cytoskeleton organization	341	3	1.64	0.0429	1
GO:0019933	cAMP-mediated signaling	71	2	0.34	0.0461	1
GO:0009064	glutamine family amino acid metabolic process	74	3	0.36	0.0598	1
GO:0031424	keratinization	83	2	0.4	0.0609	1
GO:0030705	cytoskeleton-dependent intracellular transport	199	3	0.96	0.0647	1
GO:0007004	telomere maintenance via telomerase	70	2	0.34	0.0694	1
GO:0005978	glycogen biosynthetic process	46	2	0.22	0.0738	1
GO:0046822	regulation of nucleocytoplasmic transport	112	3	0.54	0.0776	1
GO:0030517	negative regulation of axon extension	46	2	0.22	0.0826	1
GO:0046879	hormone secretion	311	3	1.5	0.0828	1
GO:0033157	regulation of intracellular protein transport	149	3	0.72	0.0951	1
GO:0005977	glycogen metabolic process	74	3	0.36	0.0990	1
GO:0032502	developmental process	6582	28	31.74	0.0994	1
GO:0001938	positive regulation of endothelial cell proliferation	111	2	0.54	0.1003	1
GO:0008104	protein localization	2496	15	12.04	0.1118	1
GO:0030182	neuron differentiation	1423	8	6.86	0.1195	1
GO:0006805	xenobiotic metabolic process	125	2	0.6	0.1220	1
GO:0050767	regulation of neurogenesis	393	6	1.9	0.1263	1
GO:0019935	cyclic-nucleotide-mediated signaling	100	3	0.48	0.1286	1
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	388	4	1.87	0.1327	1
GO:0045931	positive regulation of mitotic cell cycle	130	2	0.63	0.1385	1
GO:0008360	regulation of cell shape	140	2	0.68	0.1465	1
GO:0043066	negative regulation of apoptotic process	903	8	4.35	0.1495	1
GO:0045893	positive regulation of DNA-templated transcription	1680	11	8.1	0.1587	1
GO:0097190	apoptotic signaling pathway	619	4	2.98	0.1796	1
GO:1902475	L-alpha-amino acid transmembrane transport	72	2	0.35	0.1862	1
GO:0050796	regulation of insulin secretion	167	2	0.81	0.1926	1
GO:0007596	blood coagulation	226	3	1.09	0.2011	1
GO:0097194	execution phase of apoptosis	80	2	0.39	0.2055	1
GO:0050896	response to stimulus	8860	52	42.72	0.2072	1
GO:0043254	regulation of protein-containing complex assembly	418	4	2.02	0.2085	1
GO:0000082	G1/S transition of mitotic cell cycle	234	3	1.13	0.2088	1
GO:0043687	post-translational protein modification	1002	9	4.83	0.2181	1
GO:0045216	cell-cell junction organization	213	2	1.03	0.2220	1
GO:0071560	cellular response to transforming growth factor beta stimulus	301	2	1.45	0.2267	1
GO:0045766	positive regulation of angiogenesis	187	2	0.9	0.2279	1
GO:0045599	negative regulation of fat cell differentiation	61	2	0.29	0.2352	1
GO:1990138	neuron projection extension	176	3	0.85	0.2377	1
GO:0010821	regulation of mitochondrion organization	149	2	0.72	0.2435	1
GO:0010951	negative regulation of endopeptidase activity	124	2	0.6	0.2540	1
GO:0030154	cell differentiation	4440	22	21.41	0.2551	1
GO:0032868	response to insulin	269	2	1.3	0.2629	1
GO:1901653	cellular response to peptide	376	4	1.81	0.2660	1
GO:0006508	proteolysis	1609	9	7.76	0.2680	1
GO:0061564	axon development	520	5	2.51	0.2686	1
GO:0015031	protein transport	1412	9	6.81	0.2726	1
GO:0050821	protein stabilization	213	2	1.03	0.2743	1
GO:0070374	positive regulation of ERK1 and ERK2 cascade	214	2	1.03	0.2761	1
GO:0071466	cellular response to xenobiotic stimulus	193	3	0.93	0.2768	1
GO:0043087	regulation of GTPase activity	297	2	1.43	0.2809	1
GO:0071805	potassium ion transmembrane transport	217	2	1.05	0.2814	1
GO:0007601	visual perception	219	2	1.06	0.2850	1
GO:0021766	hippocampus development	94	2	0.45	0.2885	1
GO:0042752	regulation of circadian rhythm	113	3	0.54	0.2993	1
GO:0043488	regulation of mRNA stability	271	2	1.31	0.3011	1
GO:0001934	positive regulation of protein phosphorylation	579	5	2.79	0.3157	1
GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	114	2	0.55	0.3188	1
GO:0008380	RNA splicing	476	2	2.3	0.3241	1
GO:0006915	apoptotic process	1959	14	9.45	0.3342	1
GO:0042147	retrograde transport, endosome to Golgi	96	2	0.46	0.3409	1
GO:0001824	blastocyst development	117	2	0.56	0.3660	1
GO:0019725	cellular homeostasis	814	4	3.93	0.3917	1
GO:0007162	negative regulation of cell adhesion	310	2	1.49	0.4047	1
