Term	Ont	N	DE	P.DE	adj_pval	GOID
immune system process	BP	2676	61	0.0224330586478194	0.532902411908597	GO:0002376
regulation of immune system process	BP	1639	38	0.0518513144720725	0.718628952248564	GO:0002682
immune response-regulating signaling pathway	BP	574	8	0.794785266647398	1	GO:0002764
immune response	BP	1877	45	0.022487953314369	0.532964493550545	GO:0006955
cell communication	BP	6627	181	4.55920339994145e-11	4.06279733375583e-08	GO:0007154
signal transduction	BP	6102	166	6.85190047886869e-10	4.66033136935467e-07	GO:0007165
biological_process	BP	18158	444	2.03710012849825e-37	9.07650333253681e-34	GO:0008150
cellular process	BP	17684	427	7.04717283759472e-31	2.24281309251336e-27	GO:0009987
signaling	BP	6602	180	6.25758076131652e-11	5.36178400771574e-08	GO:0023052
regulation of response to stimulus	BP	4187	110	7.96068299347648e-06	0.00233352757537722	GO:0048583
regulation of immune response	BP	999	24	0.078854833744691	0.881018742500314	GO:0050776
regulation of biological process	BP	12193	308	2.03887735157977e-17	3.24443640274958e-14	GO:0050789
regulation of cellular process	BP	11808	301	2.26280816839738e-17	3.36072269170379e-14	GO:0050794
response to stimulus	BP	8941	232	1.53419459340392e-12	1.89882150843625e-09	GO:0050896
cellular response to stimulus	BP	7487	203	2.13189011644627e-12	2.49969726390474e-09	GO:0051716
biological regulation	BP	12588	316	9.08219554286411e-18	1.55640886387636e-14	GO:0065007
immune effector process	BP	673	14	0.30070049390201	1	GO:0002252
activation of immune response	BP	581	7	0.888588409515533	1	GO:0002253
negative regulation of immune system process	BP	564	14	0.126670857558281	1	GO:0002683
positive regulation of immune system process	BP	1123	22	0.334896045096243	1	GO:0002684
regulation of immune effector process	BP	414	11	0.117066934042198	0.99341570053302	GO:0002697
negative regulation of immune effector process	BP	134	4	0.211534234485931	1	GO:0002698
regulation of response to biotic stimulus	BP	576	13	0.219001537354374	1	GO:0002831
negative regulation of response to biotic stimulus	BP	135	6	0.0326428987242887	0.622939513422678	GO:0002832
developmental process involved in reproduction	BP	1041	32	0.00178794427663044	0.114755906104221	GO:0003006
response to stress	BP	4076	100	0.000315527561733267	0.033633124499013	GO:0006950
defense response	BP	1936	50	0.00440207612821324	0.218447714290272	GO:0006952
inflammatory response	BP	921	32	0.00023395503846995	0.0274318439317555	GO:0006954
humoral immune response	BP	298	5	0.605046788025833	1	GO:0006959
multicellular organism development	BP	4845	120	4.28430876701167e-05	0.00739890160554155	GO:0007275
sex differentiation	BP	296	9	0.0800678010032057	0.881018742500314	GO:0007548
response to nutrient	BP	169	3	0.574240372153101	1	GO:0007584
gonad development	BP	240	6	0.249685875604083	1	GO:0008406
female gonad development	BP	106	4	0.117683101149898	0.996185380265597	GO:0008585
response to external stimulus	BP	2474	67	0.000279089677528484	0.0307799991880177	GO:0009605
response to biotic stimulus	BP	1668	41	0.0201127395678523	0.505154015887953	GO:0009607
response to endogenous stimulus	BP	1607	34	0.155225696526969	1	GO:0009719
response to hormone	BP	961	21	0.184037183864905	1	GO:0009725
embryo development	BP	1130	30	0.0176123002028886	0.469412396006314	GO:0009790
reproductive process	BP	1610	49	0.000148048122058435	0.0204858140572535	GO:0022414
ovulation cycle process	BP	53	3	0.0666958030743998	0.814440556182181	GO:0022602
cell differentiation	BP	4520	135	1.44395531436373e-10	1.18425432802466e-07	GO:0030154
regulation of defense response	BP	886	20	0.155851035849161	1	GO:0031347
negative regulation of defense response	BP	308	9	0.0963901025622171	0.929651881464018	GO:0031348
response to nutrient levels	BP	522	6	0.899855017055204	1	GO:0031667
response to corticosteroid	BP	157	4	0.299783809934637	1	GO:0031960
regulation of response to external stimulus	BP	1165	30	0.0253254168964351	0.568749634696352	GO:0032101
negative regulation of response to external stimulus	BP	448	15	0.0139411487141109	0.460802538654249	GO:0032102
multicellular organismal process	BP	7543	197	2.00911010414195e-10	1.49196516333581e-07	GO:0032501
developmental process	BP	6693	178	6.90326488862124e-10	4.66033136935467e-07	GO:0032502
response to lipid	BP	948	25	0.0305789849258453	0.622939513422678	GO:0033993
response to chemical	BP	4019	102	7.53761984622212e-05	0.011909439357031	GO:0042221
ovulation cycle	BP	75	3	0.1461464200026	1	GO:0042698
response to external biotic stimulus	BP	1627	40	0.0214724673306354	0.518159983515219	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1790	44	0.0163848924801199	0.469412396006314	GO:0044419
innate immune response	BP	1024	27	0.0253625100692556	0.569009062762211	GO:0045087
regulation of innate immune response	BP	482	12	0.146774507887384	1	GO:0045088
development of primary sexual characteristics	BP	245	6	0.264413440295391	1	GO:0045137
negative regulation of innate immune response	BP	100	5	0.0320557730111664	0.622939513422678	GO:0045824
development of primary female sexual characteristics	BP	110	4	0.129779048363272	1	GO:0046545
female sex differentiation	BP	125	4	0.1792538890017	1	GO:0046660
rhythmic process	BP	302	11	0.0188824779192965	0.483521658719641	GO:0048511
animal organ development	BP	3099	86	1.36682576142464e-05	0.0037134322332949	GO:0048513
positive regulation of biological process	BP	6372	165	3.09971138036872e-08	1.56944023026942e-05	GO:0048518
negative regulation of biological process	BP	5853	145	4.51127399139023e-06	0.00141552340817171	GO:0048519
response to steroid hormone	BP	338	8	0.247537669706362	1	GO:0048545
embryonic organ development	BP	457	8	0.556481078366979	1	GO:0048568
positive regulation of response to stimulus	BP	2386	70	1.71030339500689e-05	0.00414153685151778	GO:0048584
negative regulation of response to stimulus	BP	1829	46	0.00980528322084614	0.375330068030946	GO:0048585
reproductive structure development	BP	314	8	0.191702592118763	1	GO:0048608
multicellular organismal reproductive process	BP	1004	37	2.2596939390772e-05	0.00503414615747618	GO:0048609
system development	BP	4175	101	0.000481607833597876	0.0456083540389704	GO:0048731
anatomical structure development	BP	6107	160	2.55641339302159e-08	1.32445994348221e-05	GO:0048856
stem cell differentiation	BP	256	13	0.00066933927741465	0.0580215580632046	GO:0048863
cellular developmental process	BP	4522	135	1.4884245077965e-10	1.18425432802466e-07	GO:0048869
negative regulation of immune response	BP	214	8	0.0365772122436673	0.642133281611048	GO:0050777
positive regulation of immune response	BP	783	17	0.222105856434621	1	GO:0050778
response to glucocorticoid	BP	136	4	0.218920850876536	1	GO:0051384
response to other organism	BP	1624	40	0.0209200372455329	0.51664604806928	GO:0051707
reproductive system development	BP	318	8	0.20062192225262	1	GO:0061458
regulation of response to stress	BP	1477	36	0.0314753320577701	0.622939513422678	GO:0080134
response to alcohol	BP	276	9	0.0568657039827641	0.759950023056906	GO:0097305
defense response to other organism	BP	1302	33	0.023972402343137	0.555152993139715	GO:0098542
defense response to symbiont	BP	1127	29	0.0278020342035719	0.608501641106743	GO:0140546
response to ketone	BP	225	6	0.207082573570702	1	GO:1901654
response to oxygen-containing compound	BP	1742	46	0.00417437251468207	0.213295116702035	GO:1901700
xenobiotic metabolic process	BP	125	4	0.1792538890017	1	GO:0006805
metabolic process	BP	11765	274	8.74560270032488e-10	5.56670105593822e-07	GO:0008152
response to xenobiotic stimulus	BP	452	14	0.0306472110190885	0.622939513422678	GO:0009410
cellular response to chemical stimulus	BP	2248	61	0.000507725281783643	0.0473267942576402	GO:0070887
cellular response to xenobiotic stimulus	BP	197	6	0.135982191236645	1	GO:0071466
tissue homeostasis	BP	272	6	0.346949505972933	1	GO:0001894
