GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0019417	sulfur oxidation	2	2	0.05	0.00058	1
GO:0021756	striatum development	22	4	0.53	0.00174	1
GO:0071260	cellular response to mechanical stimulus	73	7	1.76	0.00189	1
GO:0051926	negative regulation of calcium ion transport	68	5	1.64	0.00199	1
GO:0007026	negative regulation of microtubule depolymerization	27	4	0.65	0.00380	1
GO:0021930	cerebellar granule cell precursor proliferation	14	3	0.34	0.00553	1
GO:0070291	N-acylethanolamine metabolic process	5	2	0.12	0.00555	1
GO:0002774	Fc receptor mediated inhibitory signaling pathway	5	2	0.12	0.00555	1
GO:0033602	negative regulation of dopamine secretion	5	2	0.12	0.00555	1
GO:1902219	negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	5	2	0.12	0.00555	1
GO:0043401	steroid hormone mediated signaling pathway	139	4	3.36	0.00629	1
GO:0045345	positive regulation of MHC class I biosynthetic process	6	2	0.14	0.00819	1
GO:2000144	positive regulation of DNA-templated transcription initiation	68	3	1.64	0.00821	1
GO:0071276	cellular response to cadmium ion	36	4	0.87	0.01076	1
GO:0032483	regulation of Rab protein signal transduction	7	2	0.17	0.01129	1
GO:0031622	positive regulation of fever generation	7	2	0.17	0.01129	1
GO:0021960	anterior commissure morphogenesis	7	2	0.17	0.01129	1
GO:0097681	double-strand break repair via alternative nonhomologous end joining	7	2	0.17	0.01129	1
GO:0038166	angiotensin-activated signaling pathway	20	3	0.48	0.01177	1
GO:0016264	gap junction assembly	18	3	0.43	0.01477	1
GO:0006776	vitamin A metabolic process	8	2	0.19	0.01481	1
GO:0006897	endocytosis	712	15	17.21	0.01572	1
GO:0032781	positive regulation of ATP-dependent activity	41	4	0.99	0.01683	1
GO:0003158	endothelium development	143	7	3.46	0.01860	1
GO:0042117	monocyte activation	12	3	0.29	0.01867	1
GO:0060124	positive regulation of growth hormone secretion	9	2	0.22	0.01874	1
GO:0007341	penetration of zona pellucida	9	2	0.22	0.01874	1
GO:0071225	cellular response to muramyl dipeptide	9	2	0.22	0.01874	1
GO:0007220	Notch receptor processing	9	2	0.22	0.01874	1
GO:0060135	maternal process involved in female pregnancy	59	5	1.43	0.01933	1
GO:0036158	outer dynein arm assembly	24	3	0.58	0.01946	1
GO:0002376	immune system process	2545	61	61.5	0.02215	1
GO:0061061	muscle structure development	708	22	17.11	0.02274	1
GO:0022400	regulation of rhodopsin mediated signaling pathway	10	2	0.24	0.02306	1
GO:0048703	embryonic viscerocranium morphogenesis	10	2	0.24	0.02306	1
GO:0006753	nucleoside phosphate metabolic process	605	20	14.62	0.02392	1
GO:0032945	negative regulation of mononuclear cell proliferation	90	3	2.17	0.02417	1
GO:0071480	cellular response to gamma radiation	27	3	0.65	0.02668	1
GO:0045740	positive regulation of DNA replication	43	4	1.04	0.03205	1
GO:0120316	sperm flagellum assembly	45	4	1.09	0.03260	1
GO:0008038	neuron recognition	45	4	1.09	0.03260	1
GO:0006995	cellular response to nitrogen starvation	12	2	0.29	0.03276	1
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification	12	2	0.29	0.03276	1
GO:0071493	cellular response to UV-B	12	2	0.29	0.03276	1
GO:2001046	positive regulation of integrin-mediated signaling pathway	12	2	0.29	0.03276	1
GO:0001933	negative regulation of protein phosphorylation	296	13	7.15	0.03501	1
GO:0060047	heart contraction	249	8	6.02	0.03806	1
GO:0060732	positive regulation of inositol phosphate biosynthetic process	13	2	0.31	0.03811	1
GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	13	2	0.31	0.03811	1
