Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	42	0.00190525188557701	1	GO:0008150
reproduction	BP	1539	3	0.515389225337908	1	GO:0000003
immune system process	BP	2545	6	0.291268379625184	1	GO:0002376
regulation of immune system process	BP	1544	3	0.517606370920906	1	GO:0002682
positive regulation of immune system process	BP	1075	2	0.570657696547969	1	GO:0002684
developmental process involved in reproduction	BP	1011	2	0.536976096669507	1	GO:0003006
response to stress	BP	3939	10	0.148662236807945	1	GO:0006950
defense response	BP	1843	4	0.411102639001477	1	GO:0006952
inflammatory response	BP	887	2	0.466962229055289	1	GO:0006954
immune response	BP	1750	3	0.604146961518589	1	GO:0006955
multicellular organism development	BP	4758	12	0.122245638146347	1	GO:0007275
response to external stimulus	BP	2747	8	0.10691908130794	1	GO:0009605
response to biotic stimulus	BP	1575	3	0.531237516681763	1	GO:0009607
response to endogenous stimulus	BP	1755	3	0.606122712518453	1	GO:0009719
response to hormone	BP	883	2	0.464605079906471	1	GO:0009725
embryo development	BP	1126	5	0.0477324004100939	1	GO:0009790
cellular process	BP	17161	41	0.000985443796604765	1	GO:0009987
response to extracellular stimulus	BP	519	3	0.0636661535572187	1	GO:0009991
response to organic substance	BP	2720	7	0.200354942764875	1	GO:0010033
response to organic cyclic compound	BP	896	2	0.472244323148321	1	GO:0014070
reproductive process	BP	1529	3	0.510939806504691	1	GO:0022414
cell differentiation	BP	4440	9	0.382226397175513	1	GO:0030154
regulation of defense response	BP	828	2	0.431620292996735	1	GO:0031347
response to nutrient levels	BP	490	2	0.214188301284395	1	GO:0031667
regulation of response to external stimulus	BP	1142	3	0.327590398156496	1	GO:0032101
negative regulation of response to external stimulus	BP	456	2	0.192294916328571	1	GO:0032102
multicellular organismal process	BP	7869	21	0.0212071085172765	1	GO:0032501
developmental process	BP	6582	14	0.258273944830137	1	GO:0032502
multicellular organism reproduction	BP	972	3	0.245455921360114	1	GO:0032504
response to lipid	BP	928	2	0.490778942733414	1	GO:0033993
response to chemical	BP	4061	12	0.0468603215154267	1	GO:0042221
response to external biotic stimulus	BP	1538	3	0.514945188289956	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1708	4	0.35605622903841	1	GO:0044419
innate immune response	BP	975	2	0.517279965601862	1	GO:0045087
animal organ development	BP	3050	9	0.0837671138109485	1	GO:0048513
positive regulation of biological process	BP	6363	15	0.134748644199036	1	GO:0048518
negative regulation of biological process	BP	5768	13	0.204002678877682	1	GO:0048519
embryonic organ development	BP	455	2	0.191655713531307	1	GO:0048568
regulation of response to stimulus	BP	4085	10	0.175646439982611	1	GO:0048583
positive regulation of response to stimulus	BP	2339	4	0.600581802203583	1	GO:0048584
negative regulation of response to stimulus	BP	1763	5	0.198577096809966	1	GO:0048585
multicellular organismal reproductive process	BP	924	3	0.222911119581226	1	GO:0048609
system development	BP	4067	9	0.285182094179199	1	GO:0048731
anatomical structure development	BP	6007	14	0.157473300452589	1	GO:0048856
cellular developmental process	BP	4442	9	0.382761184127575	1	GO:0048869
regulation of biological process	BP	12069	27	0.0690893672751468	1	GO:0050789
response to stimulus	BP	8860	27	0.000702001080385978	0.989558272939084	GO:0050896
response to other organism	BP	1535	3	0.513611866905749	1	GO:0051707
biological regulation	BP	12489	27	0.102289549446182	1	GO:0065007
regulation of response to stress	BP	1408	3	0.455628031124229	1	GO:0080134
response to alcohol	BP	259	2	0.0766255291282947	1	GO:0097305
defense response to other organism	BP	1218	3	0.364662036431364	1	GO:0098542
defense response to symbiont	BP	1113	3	0.313443511371711	1	GO:0140546
response to oxygen-containing compound	BP	1687	6	0.0752914949649749	1	GO:1901700
metabolic process	BP	12005	26	0.108910737696926	1	GO:0008152
response to xenobiotic stimulus	BP	443	3	0.0433559750832327	1	GO:0009410
cellular metabolic process	BP	10651	22	0.213732003042346	1	GO:0044237
cellular response to stimulus	BP	7474	22	0.00528127872468628	1	GO:0051716
cellular response to chemical stimulus	BP	2731	5	0.535093567871968	1	GO:0070887
system process	BP	2308	11	0.00195430328545266	1	GO:0003008
proteolysis	BP	1609	5	0.152924550415595	1	GO:0006508
nitrogen compound metabolic process	BP	9959	25	0.0217757788970638	1	GO:0006807
negative regulation of metabolic process	BP	3382	5	0.727949569922774	1	GO:0009892
negative regulation of macromolecule metabolic process	BP	3172	5	0.67228232600808	1	GO:0010605
regulation of metabolic process	BP	7045	11	0.731040496833399	1	GO:0019222
protein metabolic process	BP	4882	15	0.0184003584659975	1	GO:0019538
regulation of proteolysis	BP	599	3	0.0889830463329295	1	GO:0030162
homeostatic process	BP	1714	2	0.814017312119245	1	GO:0042592
macromolecule metabolic process	BP	9918	21	0.186258180754309	1	GO:0043170
primary metabolic process	BP	10443	23	0.117131175302435	1	GO:0044238
regulation of catalytic activity	BP	1404	5	0.10056384258717	1	GO:0050790
regulation of nitrogen compound metabolic process	BP	5576	11	0.394291727776882	1	GO:0051171
negative regulation of nitrogen compound metabolic process	BP	2259	4	0.572232706124084	1	GO:0051172
regulation of protein metabolic process	BP	2218	7	0.0932288042472161	1	GO:0051246
negative regulation of protein metabolic process	BP	897	2	0.472829372846598	1	GO:0051248
regulation of hydrolase activity	BP	743	3	0.14321639092425	1	GO:0051336
regulation of peptidase activity	BP	303	2	0.100008316600138	1	GO:0052547
regulation of endopeptidase activity	BP	279	2	0.0870167212373562	1	GO:0052548
regulation of macromolecule metabolic process	BP	6529	11	0.624112722734427	1	GO:0060255
regulation of molecular function	BP	2028	6	0.145504704346651	1	GO:0065009
organic substance metabolic process	BP	11490	26	0.0672050765044508	1	GO:0071704
regulation of primary metabolic process	BP	5719	11	0.429568766310102	1	GO:0080090
organonitrogen compound metabolic process	BP	5954	20	0.00175334240621639	1	GO:1901564
catabolic process	BP	2655	10	0.0162080035404657	1	GO:0009056
positive regulation of metabolic process	BP	3796	10	0.124585648639874	1	GO:0009893
regulation of catabolic process	BP	1114	2	0.590328492026565	1	GO:0009894
positive regulation of catabolic process	BP	624	2	0.301890727929997	1	GO:0009896
regulation of cellular metabolic process	BP	6541	8	0.917953220229588	1	GO:0031323
positive regulation of cellular metabolic process	BP	3422	6	0.571583778217027	1	GO:0031325
cellular catabolic process	BP	1689	5	0.176039935824011	1	GO:0044248
positive regulation of cellular process	BP	5834	13	0.21616254542472	1	GO:0048522
