Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	GOID
GOTERM_BP_DIRECT	GO:0007165~signal transduction	74	14.8	0.0005404440584479737	101060233, 403277, 30817, 5025, 390433, 127068, 3482, 442361, 403273, 552, 1017, 1455, 2786, 54874, 1133, 10135, 283162, 4803, 138804, 9994, 23616, 93663, 51806, 8821, 4342, 5796, 1192, 84707, 84433, 3487, 23770, 6998, 57758, 409, 1902, 219968, 127608, 9047, 9248, 6455, 440435, 728458, 1314, 136, 1235, 1114, 258, 3575, 5754, 5295, 5296, 219952, 219875, 163404, 8840, 57010, 3352, 260425, 3275, 27115, 185, 5729, 2854, 79544, 79346, 143496, 26341, 2696, 5568, 9604, 81341, 283297, 5329, 3628	450	2168	19512	1.4800000000000002	0.679695399046661	1.0	1.0	GO:0007165
GOTERM_BP_DIRECT	GO:0007186~G protein-coupled receptor signaling pathway	38	7.6	0.0060379066735666	101060233, 403277, 30817, 9248, 440435, 390433, 127068, 3482, 442361, 728458, 403273, 552, 136, 1235, 2786, 1133, 283162, 138804, 219875, 219952, 8601, 5157, 3352, 185, 5729, 2854, 79346, 79544, 143496, 26341, 2696, 81341, 10268, 283297, 8938, 1902, 219968, 127608	450	1041	19512	1.5827857829010568	0.999997110350038	1.0	1.0	GO:0007186
GOTERM_BP_DIRECT	GO:0019233~sensory perception of pain	5	1.0	0.0181870947256897	5025, 6335, 4204, 409, 4803	450	44	19512	4.927272727272728	1.0	1.0	1.0	GO:0019233
GOTERM_BP_DIRECT	GO:0001755~neural crest cell migration	5	1.0	0.0226530585634122	9965, 10371, 64218, 65979, 3911	450	47	19512	4.6127659574468085	1.0	1.0	1.0	GO:0001755
GOTERM_BP_DIRECT	GO:0030334~regulation of cell migration	8	1.6	0.0237260562321031	84962, 57531, 9965, 51421, 154810, 2255, 3911, 23129	450	123	19512	2.8201626016260164	1.0	1.0	1.0	GO:0030334
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	5	1.0	0.0314640894016031	5295, 8840, 3673, 3596, 3570	450	52	19512	4.1692307692307695	1.0	1.0	1.0	GO:0048661
GOTERM_BP_DIRECT	GO:0046839~phospholipid dephosphorylation	3	0.6	0.0348511459990038	130367, 163404, 2053	450	13	19512	10.006153846153849	1.0	1.0	1.0	GO:0046839
GOTERM_BP_DIRECT	GO:0021799~cerebral cortex radially oriented cell migration	3	0.6	0.0348511459990038	1600, 27185, 8851	450	13	19512	10.006153846153849	1.0	1.0	1.0	GO:0021799
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	11	2.2	0.0349375312811792	2688, 5154, 4342, 9965, 2321, 2255, 3487, 3570, 958, 64802, 1902	450	224	19512	2.1292857142857144	1.0	1.0	1.0	GO:0043410
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	9	1.7999999999999998	0.0362839347327702	1734, 496, 10949, 2255, 3596, 55593, 414332, 4846, 3934	450	164	19512	2.379512195121951	1.0	1.0	1.0	GO:0032496
GOTERM_BP_DIRECT	GO:0051491~positive regulation of filopodium assembly	4	0.8	0.0366639029148345	5295, 163404, 54874, 6624	450	32	19512	5.42	1.0	1.0	1.0	GO:0051491
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	13	2.6	0.0383011315177712	9047, 5154, 154810, 1284, 64218, 23129, 51421, 2255, 2321, 84870, 6303, 4846, 284361	450	292	19512	1.9304109589041092	1.0	1.0	1.0	GO:0001525
GOTERM_BP_DIRECT	GO:0042060~wound healing	6	1.2	0.0407144474859229	6385, 5154, 2255, 57175, 5754, 83481	450	82	19512	3.1726829268292684	1.0	1.0	1.0	GO:0042060
GOTERM_BP_DIRECT	GO:0007608~sensory perception of smell	18	3.6	0.0432033422943209	138804, 219875, 403277, 219952, 390433, 127068, 442361, 403273, 79346, 79544, 143496, 54831, 26341, 81341, 283297, 219968, 127608, 283162	450	467	19512	1.671263383297645	1.0	1.0	1.0	GO:0007608
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	6	1.2	0.0444154244064523	8431, 6335, 3399, 7071, 10135, 4803	450	84	19512	3.0971428571428574	1.0	1.0	1.0	GO:0007623
GOTERM_BP_DIRECT	GO:0050911~detection of chemical stimulus involved in sensory perception of smell	17	3.4000000000000004	0.0459798660963531	138804, 219875, 403277, 219952, 390433, 127068, 442361, 403273, 79346, 79544, 143496, 26341, 81341, 283297, 219968, 127608, 283162	450	436	19512	1.6906422018348624	1.0	1.0	1.0	GO:0050911
GOTERM_BP_DIRECT	GO:0097192~extrinsic apoptotic signaling pathway in absence of ligand	4	0.8	0.0493756224054163	597, 2255, 4803, 3934	450	36	19512	4.817777777777778	1.0	1.0	1.0	GO:0097192
GOTERM_BP_DIRECT	GO:0007189~adenylate cyclase-activating G protein-coupled receptor signaling pathway	9	1.7999999999999998	0.0512405112927413	5196, 30817, 136, 2696, 5577, 5568, 3352, 10268, 1902	450	176	19512	2.2172727272727277	1.0	1.0	1.0	GO:0007189
GOTERM_BP_DIRECT	GO:0030277~maintenance of gastrointestinal epithelium	3	0.6	0.0512529321049807	12, 4585, 5950	450	16	19512	8.13	1.0	1.0	1.0	GO:0030277
