Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	444	3.54333174755548e-37	1.59832608468733e-33	GO:0008150
reproduction	BP	1539	39	0.0145377015257273	0.400485207898109	GO:0000003
immune effector process	BP	637	16	0.0991451662378632	0.860276300215784	GO:0002252
activation of immune response	BP	545	13	0.166544471278473	1	GO:0002253
immune system process	BP	2545	64	0.00233354156346426	0.153442263622079	GO:0002376
inflammatory response to antigenic stimulus	BP	82	3	0.175178436574375	1	GO:0002437
acute inflammatory response to antigenic stimulus	BP	28	2	0.0863991211354477	0.797318239807237	GO:0002438
acute inflammatory response	BP	107	3	0.290780713428939	1	GO:0002526
regulation of immune system process	BP	1544	35	0.0752845591951033	0.773006076855151	GO:0002682
negative regulation of immune system process	BP	526	11	0.321915826044707	1	GO:0002683
positive regulation of immune system process	BP	1075	25	0.0960998043962618	0.860276300215784	GO:0002684
regulation of immune effector process	BP	385	9	0.238732667060276	1	GO:0002697
negative regulation of immune effector process	BP	121	2	0.630439291387803	1	GO:0002698
regulation of response to biotic stimulus	BP	524	12	0.214636371167045	1	GO:0002831
negative regulation of response to biotic stimulus	BP	119	2	0.621391867493376	1	GO:0002832
developmental process involved in reproduction	BP	1011	29	0.00720625755142716	0.298768258850897	GO:0003006
response to stress	BP	3939	91	0.00358990813536718	0.196521330303571	GO:0006950
defense response	BP	1843	44	0.0246398243662957	0.479074654101236	GO:0006952
inflammatory response	BP	887	27	0.00438886549745571	0.22273726355638	GO:0006954
immune response	BP	1750	48	0.00157512542805116	0.120862261049099	GO:0006955
complement activation	BP	59	2	0.278032126719429	1	GO:0006956
humoral immune response	BP	248	5	0.441965424995256	1	GO:0006959
multicellular organism development	BP	4758	133	1.33283898652767e-08	8.12455418976895e-06	GO:0007275
sex differentiation	BP	288	6	0.395189968688494	1	GO:0007548
response to nutrient	BP	164	7	0.0263324856595625	0.495331844508568	GO:0007584
gonad development	BP	233	4	0.587755761592887	1	GO:0008406
response to external stimulus	BP	2747	79	8.64721024924382e-06	0.00263552945893845	GO:0009605
