Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	447	1.13676878162879e-38	6.40967077521391e-35	GO:0008150
reproduction	BP	1539	30	0.309076286266089	1	GO:0000003
immune effector process	BP	637	21	0.00486315881203778	0.326439535258036	GO:0002252
activation of immune response	BP	545	10	0.492548486364618	1	GO:0002253
immune system process	BP	2545	59	0.0181795734325425	0.585858608516707	GO:0002376
acute inflammatory response	BP	107	3	0.291809741334977	1	GO:0002526
regulation of immune system process	BP	1544	34	0.10736969015916	1	GO:0002682
negative regulation of immune system process	BP	526	12	0.220167273358475	1	GO:0002683
positive regulation of immune system process	BP	1075	27	0.0423148253168797	0.830607981024286	GO:0002684
regulation of immune effector process	BP	385	9	0.240459201948435	1	GO:0002697
negative regulation of immune effector process	BP	121	2	0.63153079024135	1	GO:0002698
regulation of response to biotic stimulus	BP	524	8	0.706851475060917	1	GO:0002831
negative regulation of response to biotic stimulus	BP	119	3	0.349590652246689	1	GO:0002832
developmental process involved in reproduction	BP	1011	26	0.0360810339284856	0.755388315458019	GO:0003006
response to stress	BP	3939	100	8.91573363449271e-05	0.0199094511279553	GO:0006950
defense response	BP	1843	46	0.011129483484904	0.530708605219182	GO:0006952
acute-phase response	BP	47	3	0.0498016509124716	0.855523810459119	GO:0006953
inflammatory response	BP	887	19	0.222507926711902	1	GO:0006954
immune response	BP	1750	39	0.0784626058351478	1	GO:0006955
humoral immune response	BP	248	9	0.0324822615742571	0.743691188711148	GO:0006959
multicellular organism development	BP	4758	121	1.15541282226474e-05	0.00400910473743984	GO:0007275
sex differentiation	BP	288	7	0.246607765559578	1	GO:0007548
response to nutrient	BP	164	3	0.553861379489778	1	GO:0007584
gonad development	BP	233	4	0.589339638666921	1	GO:0008406
female gonad development	BP	102	2	0.538705480521762	1	GO:0008585
response to external stimulus	BP	2747	70	0.00108181313318108	0.127079236488365	GO:0009605
response to biotic stimulus	BP	1575	39	0.0208062211824917	0.638453758571316	GO:0009607
response to endogenous stimulus	BP	1755	36	0.19303993635118	1	GO:0009719
response to hormone	BP	883	19	0.216915735513653	1	GO:0009725
embryo development	BP	1126	33	0.00321501946958923	0.26125437243948	GO:0009790
cellular process	BP	17161	418	5.94597342127678e-30	2.23509140905794e-26	GO:0009987
response to extracellular stimulus	BP	519	10	0.431594479485779	1	GO:0009991
response to organic substance	BP	2720	71	0.000516584065050388	0.0776735800209764	GO:0010033
response to organic cyclic compound	BP	896	22	0.0751411638562844	0.996458714246301	GO:0014070
reproductive process	BP	1529	30	0.296598006658907	1	GO:0022414
ovulation cycle process	BP	50	2	0.220027829620275	1	GO:0022602
cell differentiation	BP	4440	110	9.80790217946048e-05	0.0213781181588329	GO:0030154
regulation of defense response	BP	828	14	0.599815843641622	1	GO:0031347
negative regulation of defense response	BP	291	5	0.583995389726907	1	GO:0031348
response to nutrient levels	BP	490	7	0.762265090007238	1	GO:0031667
response to corticosteroid	BP	156	2	0.763466042359368	1	GO:0031960
regulation of response to external stimulus	BP	1142	28	0.0502189043616411	0.855523810459119	GO:0032101
negative regulation of response to external stimulus	BP	456	12	0.110568439050638	1	GO:0032102
multicellular organismal process	BP	7869	213	4.20341572440736e-13	4.98967569727808e-10	GO:0032501
developmental process	BP	6582	173	3.57825555564431e-09	2.88228485007149e-06	GO:0032502
