GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0007166	cell surface receptor signaling pathway	2818	88	67.02	0.00026	1
GO:2000352	negative regulation of endothelial cell apoptotic process	36	5	0.86	0.00153	1
GO:0003104	positive regulation of glomerular filtration	3	2	0.07	0.00167	1
GO:0045299	otolith mineralization	3	2	0.07	0.00167	1
GO:0031589	cell-substrate adhesion	358	12	8.51	0.00318	1
GO:0046839	phospholipid dephosphorylation	43	4	1.02	0.00319	1
GO:0032308	positive regulation of prostaglandin secretion	13	3	0.31	0.00320	1
GO:0006644	phospholipid metabolic process	381	19	9.06	0.00339	1
GO:0050918	positive chemotaxis	70	6	1.66	0.00375	1
GO:0046470	phosphatidylcholine metabolic process	76	6	1.81	0.00396	1
GO:0034116	positive regulation of heterotypic cell-cell adhesion	14	3	0.33	0.00400	1
GO:0050482	arachidonic acid secretion	30	4	0.71	0.00530	1
GO:0120229	protein localization to motile cilium	5	2	0.12	0.00538	1
GO:0071373	cellular response to luteinizing hormone stimulus	5	2	0.12	0.00538	1
GO:0030838	positive regulation of actin filament polymerization	52	5	1.24	0.00772	1
GO:0030213	hyaluronan biosynthetic process	14	3	0.33	0.00792	1
GO:0070434	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	6	2	0.14	0.00794	1
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	6	2	0.14	0.00794	1
GO:0070257	positive regulation of mucus secretion	6	2	0.14	0.00794	1
GO:0010606	positive regulation of cytoplasmic mRNA processing body assembly	6	2	0.14	0.00794	1
GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	6	2	0.14	0.00794	1
GO:0032886	regulation of microtubule-based process	257	6	6.11	0.00802	1
GO:0042574	retinal metabolic process	18	3	0.43	0.00836	1
GO:0051607	defense response to virus	307	13	7.3	0.00863	1
GO:0007165	signal transduction	5991	178	142.48	0.00914	1
GO:0007584	response to nutrient	164	8	3.9	0.00972	1
GO:0042088	T-helper 1 type immune response	48	5	1.14	0.01085	1
GO:0038001	paracrine signaling	7	2	0.17	0.01095	1
GO:0006382	adenosine to inosine editing	7	2	0.17	0.01095	1
GO:0007088	regulation of mitotic nuclear division	118	7	2.81	0.01279	1
GO:0006268	DNA unwinding involved in DNA replication	21	3	0.5	0.01292	1
GO:0038094	Fc-gamma receptor signaling pathway	30	4	0.71	0.01428	1
GO:0006621	protein retention in ER lumen	8	2	0.19	0.01437	1
GO:0050859	negative regulation of B cell receptor signaling pathway	8	2	0.19	0.01437	1
GO:0015031	protein transport	1412	44	33.58	0.01808	1
GO:0070292	N-acylphosphatidylethanolamine metabolic process	9	2	0.21	0.01819	1
GO:0060349	bone morphogenesis	99	7	2.35	0.01841	1
GO:0032689	negative regulation of type II interferon production	44	4	1.05	0.02025	1
GO:0030199	collagen fibril organization	66	5	1.57	0.02030	1
GO:0030308	negative regulation of cell growth	189	10	4.49	0.02091	1
GO:0007173	epidermal growth factor receptor signaling pathway	110	5	2.62	0.02191	1
GO:0035455	response to interferon-alpha	18	3	0.43	0.02230	1
GO:0060430	lung saccule development	10	2	0.24	0.02238	1
GO:0060536	cartilage morphogenesis	10	2	0.24	0.02238	1
GO:1904179	positive regulation of adipose tissue development	10	2	0.24	0.02238	1
GO:0097267	omega-hydroxylase P450 pathway	10	2	0.24	0.02238	1
GO:0051453	regulation of intracellular pH	91	6	2.16	0.02295	1
GO:0002266	follicular dendritic cell activation	3	2	0.07	0.02373	1
GO:0090177	establishment of planar polarity involved in neural tube closure	12	2	0.29	0.02374	1
GO:0106106	cold-induced thermogenesis	152	5	3.61	0.02376	1
GO:0150116	regulation of cell-substrate junction organization	68	3	1.62	0.02376	1
GO:0045980	negative regulation of nucleotide metabolic process	27	2	0.64	0.02376	1
GO:0051781	positive regulation of cell division	94	6	2.24	0.02501	1
GO:0042832	defense response to protozoan	27	3	0.64	0.02560	1
GO:2001241	positive regulation of extrinsic apoptotic signaling pathway in absence of ligand	11	2	0.26	0.02693	1
GO:0060272	embryonic skeletal joint morphogenesis	11	2	0.26	0.02693	1
GO:0043320	natural killer cell degranulation	11	2	0.26	0.02693	1
GO:0045199	maintenance of epithelial cell apical/basal polarity	11	2	0.26	0.02693	1
GO:0008584	male gonad development	149	9	3.54	0.02728	1
GO:0033138	positive regulation of peptidyl-serine phosphorylation	93	7	2.21	0.02948	1
GO:0000727	double-strand break repair via break-induced replication	12	2	0.29	0.03181	1
GO:0070374	positive regulation of ERK1 and ERK2 cascade	214	10	5.09	0.03250	1
GO:0010975	regulation of neuron projection development	460	16	10.94	0.03317	1
GO:0043536	positive regulation of blood vessel endothelial cell migration	77	5	1.83	0.03642	1
GO:0006654	phosphatidic acid biosynthetic process	32	4	0.76	0.03650	1
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway	31	3	0.74	0.03671	1
GO:0051085	chaperone cofactor-dependent protein refolding	31	3	0.74	0.03671	1
GO:0060287	epithelial cilium movement involved in determination of left/right asymmetry	13	2	0.31	0.03701	1
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	13	2	0.31	0.03701	1
GO:0010524	positive regulation of calcium ion transport into cytosol	13	2	0.31	0.03701	1
GO:0032494	response to peptidoglycan	13	2	0.31	0.03701	1
GO:0035774	positive regulation of insulin secretion involved in cellular response to glucose stimulus	32	3	0.76	0.03981	1
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	55	4	1.31	0.04159	1
GO:0046718	symbiont entry into host cell	156	9	3.71	0.04180	1
GO:0043647	inositol phosphate metabolic process	42	5	1	0.04210	1
GO:1904936	interneuron migration	14	2	0.33	0.04252	1
GO:0001833	inner cell mass cell proliferation	14	2	0.33	0.04252	1
GO:0035418	protein localization to synapse	78	5	1.86	0.04281	1
GO:0035115	embryonic forelimb morphogenesis	33	3	0.78	0.04304	1
GO:0008286	insulin receptor signaling pathway	126	8	3	0.04326	1
GO:1902476	chloride transmembrane transport	108	6	2.57	0.04416	1
GO:0030154	cell differentiation	4440	124	105.59	0.04522	1
GO:0015701	bicarbonate transport	34	3	0.81	0.04640	1
GO:0032653	regulation of interleukin-10 production	65	4	1.55	0.04684	1
