ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0051461	positive regulation of corticotropin secretion	2/181	4/18888	0.5	52.1767955801105	10.0687322798039	0.000541065410773759	0.390373041565031	0.361523072203292	GHRL/RAB8B	2
GO:0046717	acid secretion	4/181	44/18888	0.0909090909090909	9.48669010547464	5.54366322201127	0.000820958907544825	0.390373041565031	0.361523072203292	SCT/SLC6A1/GHRL/NHERF1	4
GO:0051459	regulation of corticotropin secretion	2/181	5/18888	0.4	41.7414364640884	8.96199190687695	0.000896086326141552	0.390373041565031	0.361523072203292	GHRL/RAB8B	2
GO:0032259	methylation	9/181	262/18888	0.0343511450381679	3.58466534519843	4.14394393204785	0.000981268588623681	0.390373041565031	0.361523072203292	METTL21C/METTL24/GTPBP3/METTL13/ATPSCKMT/EEF1AKMT2/MECP2/KMT2C/KMT2A	9
GO:0051939	gamma-aminobutyric acid import	2/181	6/18888	0.333333333333333	34.7845303867403	8.14119616820705	0.00133565572725891	0.390373041565031	0.361523072203292	SLC6A1/NHERF1	2
GO:1901534	positive regulation of hematopoietic progenitor cell differentiation	2/181	6/18888	0.333333333333333	34.7845303867403	8.14119616820705	0.00133565572725891	0.390373041565031	0.361523072203292	KITLG/FOXC1	2
GO:1902338	negative regulation of apoptotic process involved in morphogenesis	2/181	6/18888	0.333333333333333	34.7845303867403	8.14119616820705	0.00133565572725891	0.390373041565031	0.361523072203292	PAX8/FOXC1	2
GO:1904746	negative regulation of apoptotic process involved in development	2/181	6/18888	0.333333333333333	34.7845303867403	8.14119616820705	0.00133565572725891	0.390373041565031	0.361523072203292	PAX8/FOXC1	2
GO:0018022	peptidyl-lysine methylation	3/181	25/18888	0.12	12.5224309392265	5.67057945747858	0.00170441125601481	0.390373041565031	0.361523072203292	METTL21C/ATPSCKMT/EEF1AKMT2	3
GO:0051458	corticotropin secretion	2/181	7/18888	0.285714285714286	29.8153117600631	7.50029855311497	0.00185813850508528	0.390373041565031	0.361523072203292	GHRL/RAB8B	2
