Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	GOID
GOTERM_BP_DIRECT	GO:0042267~natural killer cell mediated cytotoxicity	4	2.0	0.0046092023061655	5817, 4818, 3606, 353091	178	37	19416	11.792286668691164	0.9975582844134988	1.0	1.0	GO:0042267
GOTERM_BP_DIRECT	GO:0051092~positive regulation of NF-kappaB transcription factor activity	6	3.0	0.0052303358344133	1147, 1660, 5336, 815, 3606, 92140	178	122	19416	5.364523853379996	0.9989167273886818	1.0	1.0	GO:0051092
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell population proliferation	12	6.0	0.0073368584121899	5728, 23506, 9585, 63928, 246175, 1499, 3357, 820, 1908, 2661, 6191, 55749	178	511	19416	2.5615338947646165	0.9999314402550632	1.0	1.0	GO:0008284
GOTERM_BP_DIRECT	GO:0071277~cellular response to calcium ion	5	2.5	0.0092863243051027	63928, 3707, 144402, 5336, 4205	178	90	19416	6.059925093632959	0.9999946972433787	1.0	1.0	GO:0071277
GOTERM_BP_DIRECT	GO:0032727~positive regulation of interferon-alpha production	3	1.5	0.0232686888506837	1147, 1660, 57506	178	26	19416	12.58599827139153	0.9999999999999514	1.0	1.0	GO:0032727
GOTERM_BP_DIRECT	GO:0048168~regulation of neuronal synaptic plasticity	3	1.5	0.0249818087573663	348, 815, 2903	178	27	19416	12.119850187265916	0.999999999999995	1.0	1.0	GO:0048168
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription by RNA polymerase II	16	8.0	0.0292181546300275	7026, 2100, 28986, 2063, 112869, 92140, 26287, 1499, 4103, 139599, 57817, 3642, 4205, 7936, 10499, 51317	178	958	19416	1.8217728882737916	1.0	1.0	1.0	GO:0000122
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	13	6.5	0.0316389992032822	23506, 7026, 2100, 112869, 92140, 56943, 1147, 1499, 3038, 84722, 348, 4205, 55749	178	717	19416	1.977716139344648	1.0	1.0	1.0	GO:0045893
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	19	9.5	0.035662764945904	7026, 6596, 4222, 10272, 2100, 1660, 11317, 3206, 63928, 1147, 1499, 57817, 92, 55801, 4205, 7936, 10499, 57506, 3606	178	1246	19416	1.6633181236135408	1.0	1.0	1.0	GO:0045944
GOTERM_BP_DIRECT	GO:0035774~positive regulation of insulin secretion involved in cellular response to glucose stimulus	3	1.5	0.0383117308687417	1080, 2641, 55107	178	34	19416	9.624586913417051	1.0	1.0	1.0	GO:0035774
GOTERM_BP_DIRECT	GO:0006730~one-carbon metabolic process	3	1.5	0.0403951978536071	762, 191, 759	178	35	19416	9.349598715890853	1.0	1.0	1.0	GO:0006730
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	9	4.5	0.0409153382815593	50848, 10219, 4818, 79147, 1147, 27177, 57817, 3440, 3606	178	424	19416	2.3153487386050458	1.0	1.0	1.0	GO:0006954
GOTERM_BP_DIRECT	GO:0071805~potassium ion transmembrane transport	5	2.5	0.0411321672019288	3760, 343450, 1908, 3775, 3743	178	142	19416	3.8407975945561006	1.0	1.0	1.0	GO:0071805
GOTERM_BP_DIRECT	GO:0051091~positive regulation of DNA-binding transcription factor activity	4	2.0	0.0478705144545786	5728, 2100, 5336, 57506	178	89	19416	4.902411311703068	1.0	1.0	1.0	GO:0051091
GOTERM_BP_DIRECT	GO:0001937~negative regulation of endothelial cell proliferation	3	1.5	0.0491389795619323	498, 7026, 348	178	39	19416	8.39066551426102	1.0	1.0	1.0	GO:0001937
GOTERM_BP_DIRECT	GO:0032543~mitochondrial translation	4	2.0	0.0547018322899005	9553, 60488, 64979, 10884	178	94	19416	4.641644752569926	1.0	1.0	1.0	GO:0032543
GOTERM_BP_DIRECT	GO:0008283~cell population proliferation	5	2.5	0.0548192215928736	993, 1908, 3642, 3606, 780	178	156	19416	3.496110630942092	1.0	1.0	1.0	GO:0008283
GOTERM_BP_DIRECT	GO:0046427~positive regulation of receptor signaling pathway via JAK-STAT	3	1.5	0.0584955024172806	2689, 55801, 815	178	43	19416	7.610138489678599	1.0	1.0	1.0	GO:0046427
GOTERM_BP_DIRECT	GO:0030431~sleep	2	1.0	0.0621037558274664	2903, 3606	178	7	19416	31.165329052969504	1.0	1.0	1.0	GO:0030431
GOTERM_BP_DIRECT	GO:0060760~positive regulation of response to cytokine stimulus	2	1.0	0.0621037558274664	1660, 57506	178	7	19416	31.165329052969504	1.0	1.0	1.0	GO:0060760
GOTERM_BP_DIRECT	GO:0007517~muscle organ development	4	2.0	0.0650005409555005	26287, 6445, 3688, 4205	178	101	19416	4.319946601401713	1.0	1.0	1.0	GO:0007517
GOTERM_BP_DIRECT	GO:0140588~chromatin looping	5	2.5	0.0670472133025844	1080, 4905, 8886, 113510, 1660	178	167	19416	3.265827894772253	1.0	1.0	1.0	GO:0140588
GOTERM_BP_DIRECT	GO:0046718~symbiont entry into host cell	4	2.0	0.0744831719126758	50848, 4360, 5817, 3688	178	107	19416	4.07770660506143	1.0	1.0	1.0	GO:0046718
GOTERM_BP_DIRECT	GO:0051649~establishment of localization in cell	4	2.0	0.0777733860653927	1080, 1908, 63982, 57817	178	109	19416	4.002886300381404	1.0	1.0	1.0	GO:0051649
GOTERM_BP_DIRECT	GO:0001816~cytokine production	2	1.0	0.0791324457455321	27177, 3606	178	9	19416	24.239700374531832	1.0	1.0	1.0	GO:0001816
GOTERM_BP_DIRECT	GO:0022414~reproductive process	2	1.0	0.0791324457455321	79147, 84168	178	9	19416	24.239700374531832	1.0	1.0	1.0	GO:0022414
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	4	2.0	0.0811264859594301	4818, 1660, 837, 3606	178	111	19416	3.9307622228970542	1.0	1.0	1.0	GO:0050729
