Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	GOID
GOTERM_BP_DIRECT	GO:0018022~peptidyl-lysine methylation	3	1.5	0.0011716782723056	134145, 399818, 196541	176	6	19512	55.43181818181817	0.7154298605815618	1.0	1.0	GO:0018022
GOTERM_BP_DIRECT	GO:0032259~methylation	7	3.5000000000000004	0.0131553139149959	728464, 134145, 4297, 399818, 51603, 196541, 58508	176	215	19512	3.6095137420718815	0.999999316527592	1.0	1.0	GO:0032259
GOTERM_BP_DIRECT	GO:0046579~positive regulation of Ras protein signal transduction	3	1.5	0.0150181032411978	100996763, 4254, 221002	176	21	19512	15.837662337662335	0.9999999098257676	1.0	1.0	GO:0046579
GOTERM_BP_DIRECT	GO:0061640~cytoskeleton-dependent cytokinesis	3	1.5	0.0150181032411978	27443, 55752, 151011	176	21	19512	15.837662337662335	0.9999999098257676	1.0	1.0	GO:0061640
GOTERM_BP_DIRECT	GO:1901534~positive regulation of hematopoietic progenitor cell differentiation	2	1.0	0.0266672747268281	4254, 2296	176	3	19512	73.9090909090909	0.9999999999997392	1.0	1.0	GO:1901534
GOTERM_BP_DIRECT	GO:0008104~intracellular protein localization	6	3.0	0.0344367027671472	2697, 9368, 55752, 4204, 10133, 151011	176	200	19512	3.3259090909090907	1.0	1.0	1.0	GO:0008104
GOTERM_BP_DIRECT	GO:0006576~biogenic amine metabolic process	2	1.0	0.0440514143886293	4204, 4128	176	5	19512	44.345454545454544	1.0	1.0	1.0	GO:0006576
GOTERM_BP_DIRECT	GO:0051649~establishment of localization in cell	5	2.5	0.0462923886591268	148229, 5581, 339829, 9368, 1265	176	150	19512	3.695454545454545	1.0	1.0	1.0	GO:0051649
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	6	3.0	0.051615662117872	51738, 5581, 5175, 1950, 8817, 4616	176	224	19512	2.969561688311688	1.0	1.0	1.0	GO:0043410
GOTERM_BP_DIRECT	GO:0051939~gamma-aminobutyric acid import	2	1.0	0.052627361611263	9368, 6529	176	6	19512	36.95454545454545	1.0	1.0	1.0	GO:0051939
GOTERM_BP_DIRECT	GO:0051461~positive regulation of corticotropin secretion	2	1.0	0.052627361611263	51738, 51762	176	6	19512	36.95454545454545	1.0	1.0	1.0	GO:0051461
GOTERM_BP_DIRECT	GO:1905522~negative regulation of macrophage migration	2	1.0	0.0611268085350441	131450, 1265	176	7	19512	31.675324675324678	1.0	1.0	1.0	GO:1905522
GOTERM_BP_DIRECT	GO:0051209~release of sequestered calcium ion into cytosol	3	1.5	0.0689907060444695	779, 25998, 23228	176	48	19512	6.928977272727272	1.0	1.0	1.0	GO:0051209
GOTERM_BP_DIRECT	GO:0050996~positive regulation of lipid catabolic process	2	1.0	0.0778989095889288	5581, 6343	176	9	19512	24.63636363636364	1.0	1.0	1.0	GO:0050996
GOTERM_BP_DIRECT	GO:0006508~proteolysis	11	5.5	0.0806241242508483	9520, 84182, 11096, 1179, 9820, 90701, 431705, 10136, 50846, 8492, 175	176	671	19512	1.8174366616989568	1.0	1.0	1.0	GO:0006508
GOTERM_BP_DIRECT	GO:0008037~cell recognition	2	1.0	0.0861729028658143	5175, 79937	176	10	19512	22.172727272727272	1.0	1.0	1.0	GO:0008037
GOTERM_BP_DIRECT	GO:0070371~ERK1 and ERK2 cascade	3	1.5	0.0872626948685979	1950, 10385, 8817	176	55	19512	6.047107438016528	1.0	1.0	1.0	GO:0070371
GOTERM_BP_DIRECT	GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway	4	2.0	0.1024711103152849	29760, 10849, 924, 3645	176	125	19512	3.547636363636364	1.0	1.0	1.0	GO:0007169
GOTERM_BP_DIRECT	GO:0030238~male sex determination	2	1.0	0.102500078592433	3645, 50846	176	12	19512	18.477272727272727	1.0	1.0	1.0	GO:0030238
GOTERM_BP_DIRECT	GO:0000727~double-strand break repair via break-induced replication	2	1.0	0.102500078592433	8318, 51659	176	12	19512	18.477272727272727	1.0	1.0	1.0	GO:0000727
GOTERM_BP_DIRECT	GO:0032024~positive regulation of insulin secretion	3	1.5	0.1039280253336459	51738, 5581, 5106	176	61	19512	5.4523099850968695	1.0	1.0	1.0	GO:0032024
GOTERM_BP_DIRECT	GO:0006959~humoral immune response	3	1.5	0.1096627955755653	29760, 100996763, 940	176	63	19512	5.279220779220779	1.0	1.0	1.0	GO:0006959
GOTERM_BP_DIRECT	GO:0043388~positive regulation of DNA binding	2	1.0	0.1264485522761371	1950, 2296	176	15	19512	14.781818181818185	1.0	1.0	1.0	GO:0043388
GOTERM_BP_DIRECT	GO:0006360~transcription by RNA polymerase I	2	1.0	0.1264485522761371	9533, 10849	176	15	19512	14.781818181818185	1.0	1.0	1.0	GO:0006360
GOTERM_BP_DIRECT	GO:0007519~skeletal muscle tissue development	3	1.5	0.1273382314190971	4618, 779, 196541	176	69	19512	4.820158102766798	1.0	1.0	1.0	GO:0007519
GOTERM_BP_DIRECT	GO:0001568~blood vessel development	3	1.5	0.1333718776822869	5175, 1045, 2296	176	71	19512	4.684379001280409	1.0	1.0	1.0	GO:0001568
GOTERM_BP_DIRECT	GO:0060079~excitatory postsynaptic potential	3	1.5	0.136412833955298	51738, 4204, 2901	176	72	19512	4.619318181818182	1.0	1.0	1.0	GO:0060079
GOTERM_BP_DIRECT	GO:0016477~cell migration	6	3.0	0.1410387442665022	5175, 9672, 1012, 221002, 2296, 400581	176	306	19512	2.1737967914438503	1.0	1.0	1.0	GO:0016477
GOTERM_BP_DIRECT	GO:0035162~embryonic hemopoiesis	2	1.0	0.1497615504425084	4297, 4254	176	18	19512	12.318181818181818	1.0	1.0	1.0	GO:0035162
GOTERM_BP_DIRECT	GO:0070286~axonemal dynein complex assembly	2	1.0	0.1497615504425084	116143, 339829	176	18	19512	12.318181818181818	1.0	1.0	1.0	GO:0070286
GOTERM_BP_DIRECT	GO:0090660~cerebrospinal fluid circulation	2	1.0	0.1497615504425084	339829, 9368	176	18	19512	12.318181818181818	1.0	1.0	1.0	GO:0090660
GOTERM_BP_DIRECT	GO:0051898~negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	3	1.5	0.1581020162727843	9711, 9368, 10385	176	79	19512	4.210011507479861	1.0	1.0	1.0	GO:0051898
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	8	4.0	0.164692627992969	29760, 5581, 140460, 100996763, 131450, 8536, 5504, 23228	176	501	19512	1.7702776265650515	1.0	1.0	1.0	GO:0035556
GOTERM_BP_DIRECT	GO:0042060~wound healing	3	1.5	0.1675861030946237	5175, 100996763, 1265	176	82	19512	4.055986696230598	1.0	1.0	1.0	GO:0042060
GOTERM_BP_DIRECT	GO:0006816~calcium ion transport	4	2.0	0.1692074204368717	57685, 1179, 779, 54836	176	158	19512	2.806674338319908	1.0	1.0	1.0	GO:0006816
GOTERM_BP_DIRECT	GO:0042551~neuron maturation	2	1.0	0.1724558411776539	339829, 4204	176	21	19512	10.55844155844156	1.0	1.0	1.0	GO:0042551
GOTERM_BP_DIRECT	GO:0046849~bone remodeling	2	1.0	0.1724558411776539	100996763, 2697	176	21	19512	10.55844155844156	1.0	1.0	1.0	GO:0046849
GOTERM_BP_DIRECT	GO:0003184~pulmonary valve morphogenesis	2	1.0	0.1724558411776539	100996763, 11096	176	21	19512	10.55844155844156	1.0	1.0	1.0	GO:0003184
GOTERM_BP_DIRECT	GO:0006909~phagocytosis	3	1.5	0.1771653702338036	5175, 9711, 1265	176	85	19512	3.91283422459893	1.0	1.0	1.0	GO:0006909
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	8	4.0	0.1811574605192016	29760, 4297, 1950, 2697, 940, 1265, 284434, 2296	176	515	19512	1.722153574580759	1.0	1.0	1.0	GO:0010628
GOTERM_BP_DIRECT	GO:0034765~regulation of monoatomic ion transmembrane transport	2	1.0	0.1872497229911916	3760, 3769	176	23	19512	9.640316205533596	1.0	1.0	1.0	GO:0034765
GOTERM_BP_DIRECT	GO:0051602~response to electrical stimulus	2	1.0	0.20178062117204	51738, 3760	176	25	19512	8.86909090909091	1.0	1.0	1.0	GO:0051602
GOTERM_BP_DIRECT	GO:0008283~cell population proliferation	5	2.5	0.2187269709279817	1950, 4254, 2296, 4204, 8817	176	267	19512	2.0760980592441265	1.0	1.0	1.0	GO:0008283
GOTERM_BP_DIRECT	GO:0007520~myoblast fusion	2	1.0	0.2230940204224221	11096, 779	176	28	19512	7.918831168831168	1.0	1.0	1.0	GO:0007520
GOTERM_BP_DIRECT	GO:0045840~positive regulation of mitotic nuclear division	2	1.0	0.2300719790837924	1950, 940	176	29	19512	7.64576802507837	1.0	1.0	1.0	GO:0045840
GOTERM_BP_DIRECT	GO:2000060~positive regulation of ubiquitin-dependent protein catabolic process	2	1.0	0.2300719790837924	84456, 1950	176	29	19512	7.64576802507837	1.0	1.0	1.0	GO:2000060
GOTERM_BP_DIRECT	GO:0045930~negative regulation of mitotic cell cycle	2	1.0	0.2300719790837924	9368, 2296	176	29	19512	7.64576802507837	1.0	1.0	1.0	GO:0045930
GOTERM_BP_DIRECT	GO:0071549~cellular response to dexamethasone stimulus	2	1.0	0.2300719790837924	5106, 196541	176	29	19512	7.64576802507837	1.0	1.0	1.0	GO:0071549
GOTERM_BP_DIRECT	GO:0120162~positive regulation of cold-induced thermogenesis	3	1.5	0.2327098456721761	1734, 51738, 2697	176	102	19512	3.260695187165775	1.0	1.0	1.0	GO:0120162
