GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0061436	establishment of skin barrier	33	2	0.08	0.0029	1
GO:0007275	multicellular organism development	4758	16	11.47	0.0033	1
GO:0046854	phosphatidylinositol phosphate biosynthetic process	64	2	0.15	0.0104	1
GO:0032006	regulation of TOR signaling	145	3	0.35	0.0129	1
GO:0045732	positive regulation of protein catabolic process	205	3	0.49	0.0132	1
GO:0032760	positive regulation of tumor necrosis factor production	108	2	0.26	0.0279	1
GO:0030031	cell projection assembly	596	2	1.44	0.0312	1
GO:0045446	endothelial cell differentiation	123	2	0.3	0.0355	1
GO:0009792	embryo development ending in birth or egg hatching	680	3	1.64	0.0490	1
GO:0007030	Golgi organization	156	2	0.38	0.0544	1
GO:0016310	phosphorylation	1545	7	3.73	0.0750	1
GO:0046822	regulation of nucleocytoplasmic transport	112	2	0.27	0.0753	1
GO:0006637	acyl-CoA metabolic process	96	2	0.23	0.0818	1
GO:0051603	proteolysis involved in protein catabolic process	754	2	1.82	0.0824	1
GO:0033674	positive regulation of kinase activity	303	2	0.73	0.1044	1
GO:0006468	protein phosphorylation	1288	5	3.11	0.1177	1
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	66	2	0.16	0.1383	1
GO:0050896	response to stimulus	8860	19	21.36	0.1552	1
GO:0070372	regulation of ERK1 and ERK2 cascade	307	2	0.74	0.1690	1
GO:0007219	Notch signaling pathway	183	2	0.44	0.1791	1
GO:0007010	cytoskeleton organization	1505	5	3.63	0.1989	1
GO:0009653	anatomical structure morphogenesis	2751	10	6.63	0.2160	1
GO:0007346	regulation of mitotic cell cycle	522	2	1.26	0.2503	1
GO:0006954	inflammatory response	887	5	2.14	0.2658	1
GO:0000902	cell morphogenesis	971	4	2.34	0.2904	1
GO:0042176	regulation of protein catabolic process	362	4	0.87	0.3014	1
GO:0030154	cell differentiation	4440	17	10.71	0.3093	1
GO:0007165	signal transduction	5991	15	14.44	0.3096	1
GO:0006355	regulation of DNA-templated transcription	3406	10	8.21	0.3414	1
GO:0045944	positive regulation of transcription by RNA polymerase II	1239	4	2.99	0.3497	1
GO:0001934	positive regulation of protein phosphorylation	579	2	1.4	0.4044	1
GO:0001558	regulation of cell growth	416	2	1	0.4199	1
GO:0006338	chromatin remodeling	658	3	1.59	0.4455	1
GO:0036211	protein modification process	2950	8	7.11	0.4488	1
GO:0008283	cell population proliferation	2077	4	5.01	0.4565	1
GO:0043066	negative regulation of apoptotic process	903	3	2.18	0.4703	1
GO:0048513	animal organ development	3050	12	7.35	0.4824	1
GO:0007420	brain development	732	2	1.76	0.5457	1
GO:0006357	regulation of transcription by RNA polymerase II	2565	7	6.18	0.5575	1
GO:0045892	negative regulation of DNA-templated transcription	1262	3	3.04	0.5665	1
GO:0007399	nervous system development	2535	8	6.11	0.5845	1
GO:0000226	microtubule cytoskeleton organization	648	2	1.56	0.6298	1
GO:0006886	intracellular protein transport	673	2	1.62	0.6399	1
GO:0000122	negative regulation of transcription by RNA polymerase II	921	2	2.22	0.6584	1
GO:0043410	positive regulation of MAPK cascade	474	2	1.14	0.6639	1
GO:0051301	cell division	642	2	1.55	0.6666	1
GO:0006897	endocytosis	712	2	1.72	0.6672	1
GO:0051649	establishment of localization in cell	1937	6	4.67	0.6717	1
GO:0009593	detection of chemical stimulus	488	2	1.18	0.6790	1
GO:0045087	innate immune response	975	3	2.35	0.7051	1
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	641	2	1.55	0.7109	1
GO:0016477	cell migration	1612	4	3.89	0.7519	1
GO:0006508	proteolysis	1609	3	3.88	0.8784	1
GO:0007267	cell-cell signaling	1709	2	4.12	0.9051	1
GO:0061024	membrane organization	814	4	1.96	1.0000	1
GO:0006725	cellular aromatic compound metabolic process	6288	16	15.16	1.0000	1
GO:0043269	regulation of monoatomic ion transport	469	2	1.13	1.0000	1
GO:0051090	regulation of DNA-binding transcription factor activity	380	2	0.92	1.0000	1
GO:0051093	negative regulation of developmental process	1015	2	2.45	1.0000	1
GO:0043254	regulation of protein-containing complex assembly	418	2	1.01	1.0000	1
GO:0044419	biological process involved in interspecies interaction between organisms	1708	6	4.12	1.0000	1
GO:0009201	ribonucleoside triphosphate biosynthetic process	116	2	0.28	1.0000	1
GO:1900542	regulation of purine nucleotide metabolic process	91	2	0.22	1.0000	1
GO:0009205	purine ribonucleoside triphosphate metabolic process	242	3	0.58	1.0000	1
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	110	2	0.27	1.0000	1
GO:0014706	striated muscle tissue development	265	2	0.64	1.0000	1
GO:0090407	organophosphate biosynthetic process	592	5	1.43	1.0000	1
GO:0043270	positive regulation of monoatomic ion transport	211	2	0.51	1.0000	1
GO:2001233	regulation of apoptotic signaling pathway	396	2	0.95	1.0000	1
GO:0042325	regulation of phosphorylation	1000	3	2.41	1.0000	1
GO:0042327	positive regulation of phosphorylation	624	3	1.5	1.0000	1
GO:0010628	positive regulation of gene expression	1197	3	2.89	1.0000	1
GO:0010629	negative regulation of gene expression	1603	2	3.86	1.0000	1
GO:0009790	embryo development	1126	6	2.71	1.0000	1
GO:0050790	regulation of catalytic activity	1404	3	3.39	1.0000	1
GO:0051050	positive regulation of transport	846	3	2.04	1.0000	1
GO:0051052	regulation of DNA metabolic process	521	2	1.26	1.0000	1
GO:0044093	positive regulation of molecular function	1210	5	2.92	1.0000	1
GO:0050793	regulation of developmental process	2552	5	6.15	1.0000	1
GO:0050794	regulation of cellular process	11512	27	27.76	1.0000	1
GO:1901700	response to oxygen-containing compound	1687	2	4.07	1.0000	1
GO:0007600	sensory perception	957	2	2.31	1.0000	1
GO:1901701	cellular response to oxygen-containing compound	1204	2	2.9	1.0000	1
GO:0031401	positive regulation of protein modification process	764	2	1.84	1.0000	1
GO:0098542	defense response to other organism	1218	4	2.94	1.0000	1
GO:0002682	regulation of immune system process	1544	3	3.72	1.0000	1
GO:0002684	positive regulation of immune system process	1075	2	2.59	1.0000	1
GO:0010646	regulation of cell communication	3544	11	8.54	1.0000	1
GO:0010647	positive regulation of cell communication	1807	7	4.36	1.0000	1
GO:0010648	negative regulation of cell communication	1483	2	3.58	1.0000	1
GO:0018130	heterocycle biosynthetic process	4052	13	9.77	1.0000	1
GO:0070371	ERK1 and ERK2 cascade	331	2	0.8	1.0000	1
GO:1901360	organic cyclic compound metabolic process	6540	16	15.77	1.0000	1
GO:1901362	organic cyclic compound biosynthetic process	4220	13	10.17	1.0000	1
GO:0006366	transcription by RNA polymerase II	2685	7	6.47	1.0000	1
GO:0051169	nuclear transport	331	2	0.8	1.0000	1
GO:0006351	DNA-templated transcription	3528	10	8.51	1.0000	1
GO:0019953	sexual reproduction	1090	2	2.63	1.0000	1
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	193	2	0.47	1.0000	1
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	112	2	0.27	1.0000	1
GO:0042981	regulation of apoptotic process	1504	4	3.63	1.0000	1
GO:0010604	positive regulation of macromolecule metabolic process	3488	10	8.41	1.0000	1
GO:0010605	negative regulation of macromolecule metabolic process	3172	5	7.65	1.0000	1
GO:0044085	cellular component biogenesis	3349	9	8.07	1.0000	1
GO:0032386	regulation of intracellular transport	266	3	0.64	1.0000	1
GO:0070887	cellular response to chemical stimulus	2731	7	6.58	1.0000	1
GO:0043207	response to external biotic stimulus	1538	5	3.71	1.0000	1
GO:0044087	regulation of cellular component biogenesis	987	2	2.38	1.0000	1
GO:0050789	regulation of biological process	12069	29	29.1	1.0000	1
GO:0051049	regulation of transport	1641	5	3.96	1.0000	1
GO:0051171	regulation of nitrogen compound metabolic process	5576	15	13.44	1.0000	1
GO:0051172	negative regulation of nitrogen compound metabolic process	2259	5	5.45	1.0000	1
GO:0051173	positive regulation of nitrogen compound metabolic process	3071	8	7.4	1.0000	1
