ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0051092	positive regulation of NF-kappaB transcription factor activity	5/91	120/18805	0.0416666666666667	8.61034798534799	5.83191374736225	0.000292145629576765	0.179257742250565	0.153083441213053	PLCG2/DHX9/MTDH/IL18/CAMK2A	5
GO:0002718	regulation of cytokine production involved in immune response	5/91	126/18805	0.0396825396825397	8.20033141461713	5.65488077412721	0.000365967378233154	0.179257742250565	0.153083441213053	PLCG2/IFNA2/MAVS/IL18/RAET1G	5
GO:0051091	positive regulation of DNA-binding transcription factor activity	6/91	195/18805	0.0307692307692308	6.35841081994928	5.24496544255937	0.000369385055780907	0.179257742250565	0.153083441213053	PLCG2/DHX9/MTDH/MAVS/IL18/CAMK2A	6
GO:0002367	cytokine production involved in immune response	5/91	127/18805	0.0393700787401575	8.13576187591936	5.62651561870221	0.000379526136458035	0.179257742250565	0.153083441213053	PLCG2/IFNA2/MAVS/IL18/RAET1G	5
GO:0009581	detection of external stimulus	5/91	145/18805	0.0344827586206897	7.1258052292535	5.16361519940002	0.000694743319484799	0.179257742250565	0.153083441213053	CACNA1F/CTNNB1/NMT2/NR2F6/ANO1	5
GO:0009582	detection of abiotic stimulus	5/91	147/18805	0.0340136054421769	7.02885549824325	5.11709526743594	0.000739099720735521	0.179257742250565	0.153083441213053	CACNA1F/CTNNB1/NMT2/NR2F6/ANO1	5
GO:0002720	positive regulation of cytokine production involved in immune response	4/91	85/18805	0.0470588235294118	9.72462831286361	5.62167817272679	0.000770393459951166	0.179257742250565	0.153083441213053	PLCG2/MAVS/IL18/RAET1G	4
GO:0006516	glycoprotein catabolic process	3/91	39/18805	0.0769230769230769	15.8960270498732	6.49350836968931	0.000883144183870984	0.179257742250565	0.153083441213053	NEU2/IDUA/FBXO2	3
GO:0071222	cellular response to lipopolysaccharide	6/91	232/18805	0.0258620689655172	5.34435392194013	4.64291429180113	0.000919976729799879	0.179257742250565	0.153083441213053	IL36B/MRC1/PLCG2/MTDH/CAMP/IL18	6
GO:0043587	tongue morphogenesis	2/91	10/18805	0.2	41.3296703296703	8.89541085463343	0.00101626228384256	0.179257742250565	0.153083441213053	CTNNB1/INTU	2
GO:0097696	cell surface receptor signaling pathway via STAT	5/91	159/18805	0.0314465408805031	6.49837583799848	4.85514997228107	0.00105119477893394	0.179257742250565	0.153083441213053	GH2/IFNA2/IL18/IL26/CAMK2A	5
GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT	3/91	42/18805	0.0714285714285714	14.7605965463108	6.2254861677135	0.0010978087284314	0.179257742250565	0.153083441213053	GH2/IL26/CAMK2A	3
GO:0002732	positive regulation of dendritic cell cytokine production	2/91	11/18805	0.181818181818182	37.5724275724276	8.46063626843475	0.00123819006839309	0.179257742250565	0.153083441213053	PLCG2/MAVS	2
GO:0032957	inositol trisphosphate metabolic process	2/91	11/18805	0.181818181818182	37.5724275724276	8.46063626843475	0.00123819006839309	0.179257742250565	0.153083441213053	PLCG2/ITPKB	2
GO:0071219	cellular response to molecule of bacterial origin	6/91	246/18805	0.024390243902439	5.04020369874028	4.44791044408455	0.00124369386390308	0.179257742250565	0.153083441213053	IL36B/MRC1/PLCG2/MTDH/CAMP/IL18	6
GO:0017038	protein import	2/91	12/18805	0.166666666666667	34.4413919413919	8.08052199808799	0.00148115458531442	0.200141013340611	0.170917443594835	FKRP/APOE	2
