Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	175	1.34222217837796e-14	7.56811975278411e-11	GO:0008150
reproduction	BP	1539	8	0.848624883201247	1	GO:0000003
immune effector process	BP	637	9	0.0357554435128917	1	GO:0002252
activation of immune response	BP	545	5	0.333425018100808	1	GO:0002253
immune system process	BP	2545	28	0.0109659384085705	1	GO:0002376
regulation of immune system process	BP	1544	18	0.0235388244351831	1	GO:0002682
negative regulation of immune system process	BP	526	5	0.307396132820175	1	GO:0002683
positive regulation of immune system process	BP	1075	12	0.0753589777643363	1	GO:0002684
regulation of immune effector process	BP	385	6	0.0541018794477854	1	GO:0002697
negative regulation of immune effector process	BP	121	2	0.207397897365486	1	GO:0002698
regulation of response to biotic stimulus	BP	524	7	0.0759524518842742	1	GO:0002831
negative regulation of response to biotic stimulus	BP	119	2	0.202304513612002	1	GO:0002832
developmental process involved in reproduction	BP	1011	6	0.713275096334489	1	GO:0003006
response to stress	BP	3939	42	0.00312098732249424	0.815357879188616	GO:0006950
defense response	BP	1843	20	0.0338794387405982	1	GO:0006952
inflammatory response	BP	887	7	0.42630333050266	1	GO:0006954
immune response	BP	1750	22	0.00560528731183396	1	GO:0006955
humoral immune response	BP	248	4	0.0966992783334617	1	GO:0006959
multicellular organism development	BP	4758	39	0.158360494151508	1	GO:0007275
response to nutrient	BP	164	2	0.31819663801204	1	GO:0007584
response to external stimulus	BP	2747	29	0.0162974866649518	1	GO:0009605
response to biotic stimulus	BP	1575	20	0.00734833974193536	1	GO:0009607
response to endogenous stimulus	BP	1755	12	0.573518805810687	1	GO:0009719
response to hormone	BP	883	8	0.277645288584037	1	GO:0009725
embryo development	BP	1126	6	0.803094085896657	1	GO:0009790
cellular process	BP	17161	162	8.65044225296759e-11	2.43877593216789e-07	GO:0009987
response to extracellular stimulus	BP	519	4	0.49228518338408	1	GO:0009991
response to organic substance	BP	2720	23	0.196417162269263	1	GO:0010033
response to organic cyclic compound	BP	896	6	0.599280567755882	1	GO:0014070
reproductive process	BP	1529	8	0.843643079583377	1	GO:0022414
cell differentiation	BP	4440	40	0.0518246379540275	1	GO:0030154
regulation of defense response	BP	828	9	0.127673611368756	1	GO:0031347
negative regulation of defense response	BP	291	3	0.33256166275051	1	GO:0031348
response to nutrient levels	BP	490	3	0.668334063760628	1	GO:0031667
response to corticosteroid	BP	156	2	0.297627820833205	1	GO:0031960
regulation of response to external stimulus	BP	1142	12	0.105388828689513	1	GO:0032101
negative regulation of response to external stimulus	BP	456	4	0.395081602992806	1	GO:0032102
multicellular organismal process	BP	7869	77	0.000445690164514492	0.295649881484113	GO:0032501
developmental process	BP	6582	59	0.0194271327165612	1	GO:0032502
multicellular organism reproduction	BP	972	6	0.677243187957809	1	GO:0032504
response to lipid	BP	928	7	0.472809691484983	1	GO:0033993
response to chemical	BP	4061	44	0.00178439836487362	0.638814614624758	GO:0042221
response to external biotic stimulus	BP	1538	20	0.00570744526276579	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1708	21	0.00860476174037672	1	GO:0044419
