Term	Ont	N	DE	P.DE	adj_pval	GOID
biological_process	BP	18249	174	5.52745527592069e-14	3.11665565732788e-10	GO:0008150
reproduction	BP	1539	12	0.390714707802414	1	GO:0000003
immune effector process	BP	637	6	0.287507706549517	1	GO:0002252
activation of immune response	BP	545	6	0.183442656338424	1	GO:0002253
immune system process	BP	2545	22	0.175715650249909	1	GO:0002376
acute inflammatory response	BP	107	3	0.0393263366459014	1	GO:0002526
regulation of immune system process	BP	1544	15	0.12424546369978	1	GO:0002682
negative regulation of immune system process	BP	526	3	0.714233416631613	1	GO:0002683
positive regulation of immune system process	BP	1075	13	0.0394440474530078	1	GO:0002684
regulation of immune effector process	BP	385	2	0.752865414920183	1	GO:0002697
regulation of response to biotic stimulus	BP	524	5	0.304673046036498	1	GO:0002831
developmental process involved in reproduction	BP	1011	8	0.411327341595959	1	GO:0003006
response to stress	BP	3939	31	0.265259902475548	1	GO:0006950
defense response	BP	1843	18	0.0950371175112867	1	GO:0006952
acute-phase response	BP	47	2	0.0427829671685976	1	GO:0006953
inflammatory response	BP	887	9	0.170150880640855	1	GO:0006954
immune response	BP	1750	16	0.165211185211927	1	GO:0006955
multicellular organism development	BP	4758	44	0.0284567467949555	1	GO:0007275
sex differentiation	BP	288	2	0.599822006789768	1	GO:0007548
gonad development	BP	233	2	0.485756237581738	1	GO:0008406
female gonad development	BP	102	2	0.159763612650936	1	GO:0008585
response to external stimulus	BP	2747	23	0.209661465851328	1	GO:0009605
response to biotic stimulus	BP	1575	17	0.0504230536513978	1	GO:0009607
response to endogenous stimulus	BP	1755	19	0.0389254740433542	1	GO:0009719
response to hormone	BP	883	11	0.0467389387479814	1	GO:0009725
embryo development	BP	1126	11	0.166502904416869	1	GO:0009790
cellular process	BP	17161	164	9.20104585338427e-12	4.15040776354458e-08	GO:0009987
response to extracellular stimulus	BP	519	3	0.705707188886727	1	GO:0009991
response to organic substance	BP	2720	28	0.0244153671117617	1	GO:0010033
response to organic cyclic compound	BP	896	12	0.0241622205344038	1	GO:0014070
reproductive process	BP	1529	12	0.382145177902836	1	GO:0022414
cell differentiation	BP	4440	43	0.01486600485819	1	GO:0030154
regulation of defense response	BP	828	9	0.127673611368756	1	GO:0031347
response to nutrient levels	BP	490	3	0.668334063760628	1	GO:0031667
response to corticosteroid	BP	156	2	0.297627820833205	1	GO:0031960
regulation of response to external stimulus	BP	1142	10	0.278013118828936	1	GO:0032101
multicellular organismal process	BP	7869	82	2.36571450570806e-05	0.0222318020673915	GO:0032501
developmental process	BP	6582	64	0.00212442180087138	0.591533448109297	GO:0032502
multicellular organism reproduction	BP	972	10	0.144765384891753	1	GO:0032504
response to lipid	BP	928	10	0.117077956410348	1	GO:0033993
response to chemical	BP	4061	44	0.00178439836487362	0.541511375283872	GO:0042221
response to external biotic stimulus	BP	1538	17	0.0419916106410382	1	GO:0043207
biological process involved in interspecies interaction between organisms	BP	1708	19	0.0308267723610245	1	GO:0044419
innate immune response	BP	975	10	0.146768376430906	1	GO:0045087
regulation of innate immune response	BP	440	4	0.369806297853168	1	GO:0045088
development of primary sexual characteristics	BP	238	2	0.496929573778032	1	GO:0045137
development of primary female sexual characteristics	BP	106	2	0.169626962559432	1	GO:0046545
female sex differentiation	BP	121	2	0.207397897365486	1	GO:0046660
rhythmic process	BP	296	2	0.614746989029056	1	GO:0048511
animal organ development	BP	3050	28	0.0811805149605046	1	GO:0048513
positive regulation of biological process	BP	6363	65	0.000504542771747594	0.238107426622296	GO:0048518
negative regulation of biological process	BP	5768	57	0.00286380270444071	0.639412900350814	GO:0048519
response to steroid hormone	BP	338	2	0.686156061611771	1	GO:0048545
embryonic organ development	BP	455	5	0.214149730364305	1	GO:0048568
regulation of response to stimulus	BP	4085	41	0.00992429290506106	0.984881788167623	GO:0048583
positive regulation of response to stimulus	BP	2339	26	0.0125156689547949	0.984881788167623	GO:0048584
