geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0051091	positive regulation of DNA-binding transcription factor activity	http://amigo.geneontology.org/amigo/term/GO:0051091	209	9	2.20222645553042	4.086773173303058	3.795804410782118e-4	1	815;1147;1660;2100;3606;5336;5728;57506;92140
GO:0031399	regulation of protein modification process	http://amigo.geneontology.org/amigo/term/GO:0031399	1208	26	12.728658173592095	2.0426347887903615	3.885546348706228e-4	1	92;348;820;993;1136;1499;1908;2641;2689;3357;3440;3606;3642;3707;5336;5414;5728;7026;7936;7965;10491;26232;57506;84722;112869;284654
GO:1901701	cellular response to oxygen-containing compound	http://amigo.geneontology.org/amigo/term/GO:1901701	1234	25	13.002619359447554	1.9226895219258486	0.0012083574954607143	1	498;815;820;837;1080;1136;1147;1499;2100;2641;2689;2903;3707;4205;4360;5305;5336;10499;27177;55107;56943;57476;63928;92140;144402
GO:0002367	cytokine production involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002367	120	6	1.2644362424098108	4.745197740112994	0.0017046326976389442	1	3440;3606;5336;54440;57506;353091
GO:0002718	regulation of cytokine production involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002718	120	6	1.2644362424098108	4.745197740112994	0.0017046326976389442	1	3440;3606;5336;54440;57506;353091
GO:0002720	positive regulation of cytokine production involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002720	82	5	0.8640314323133707	5.78682651233292	0.0017403538236935036	1	3606;5336;54440;57506;353091
GO:0032727	positive regulation of interferon-alpha production	http://amigo.geneontology.org/amigo/term/GO:0032727	24	3	0.25288724848196215	11.862994350282486	0.0019780659142721153	1	1147;1660;57506
GO:0051092	positive regulation of NF-kappaB transcription factor activity	http://amigo.geneontology.org/amigo/term/GO:0051092	124	6	1.3065841171568044	4.59212684527064	0.0020133478188162635	1	815;1147;1660;3606;5336;92140
GO:0071277	cellular response to calcium ion	http://amigo.geneontology.org/amigo/term/GO:0071277	85	5	0.895642338373616	5.582585576603522	0.002039959383465182	1	3707;4205;5336;63928;144402
GO:0001932	regulation of protein phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0001932	868	19	9.146088820097631	2.0773907157176703	0.002046625226081992	1	92;348;820;993;1136;1908;2641;2689;3357;3440;3606;3642;3707;5336;5728;7026;57506;84722;284654
