GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR
GO:0032508	DNA duplex unwinding	77	4	0.38	0.00055	1
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	21	2	0.1	0.00465	1
GO:0034765	regulation of monoatomic ion transmembrane transport	348	3	1.7	0.00471	1
GO:0007275	multicellular organism development	4758	31	23.2	0.00936	1
GO:0034067	protein localization to Golgi apparatus	30	2	0.15	0.00936	1
GO:0008366	axon ensheathment	156	4	0.76	0.00948	1
GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	171	4	0.83	0.00980	1
GO:0006654	phosphatidic acid biosynthetic process	32	2	0.16	0.01061	1
GO:0030224	monocyte differentiation	35	2	0.17	0.01261	1
GO:0008340	determination of adult lifespan	35	2	0.17	0.01261	1
GO:1905684	regulation of plasma membrane repair	7	2	0.03	0.01440	1
GO:0016042	lipid catabolic process	340	6	1.66	0.01570	1
GO:0030866	cortical actin cytoskeleton organization	42	2	0.2	0.01784	1
GO:0036490	regulation of translation in response to endoplasmic reticulum stress	12	2	0.06	0.01916	1
GO:0030261	chromosome condensation	44	2	0.21	0.01948	1
GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	299	6	1.46	0.01995	1
GO:1990573	potassium ion import across plasma membrane	46	2	0.22	0.02118	1
GO:2000648	positive regulation of stem cell proliferation	48	2	0.23	0.02294	1
GO:0045910	negative regulation of DNA recombination	48	2	0.23	0.02294	1
GO:0006911	phagocytosis, engulfment	49	2	0.24	0.02384	1
GO:0051496	positive regulation of stress fiber assembly	51	2	0.25	0.02569	1
GO:0042572	retinol metabolic process	52	2	0.25	0.02663	1
GO:0043558	regulation of translational initiation in response to stress	15	2	0.07	0.03329	1
GO:0036499	PERK-mediated unfolded protein response	19	2	0.09	0.03796	1
GO:0042592	homeostatic process	1714	10	8.36	0.04270	1
GO:0071300	cellular response to retinoic acid	68	2	0.33	0.04353	1
GO:0007165	signal transduction	5991	37	29.22	0.04951	1
GO:0071773	cellular response to BMP stimulus	180	2	0.88	0.05688	1
GO:0031589	cell-substrate adhesion	358	4	1.75	0.06070	1
GO:0034644	cellular response to UV	89	3	0.43	0.06348	1
GO:0071277	cellular response to calcium ion	87	2	0.42	0.06741	1
GO:0032515	negative regulation of phosphoprotein phosphatase activity	20	2	0.1	0.06999	1
GO:0035023	regulation of Rho protein signal transduction	89	2	0.43	0.07012	1
