GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	FDR	Symbol
GO:0000079	0.0102217969511495	5.00831485587583	0.84442504909448	4	86	regulation of cyclin-dependent protein serine/threonine kinase activity	0.323421242129793	PTEN, NR2F2, PSRC1, CDC25A
GO:0000082	0.24406821904957	1.61435786435786	2.51363735544403	4	256	G1/S transition of mitotic cell cycle	0.492643573649581	ITGB1, PTEN, CAMK2A, CDC25A
GO:0000122	0.0221551500671699	1.82735949098621	9.19048658084224	16	936	negative regulation of transcription by RNA polymerase II	0.355360759667834	NCOA2, SGF29, MAGEE2, CTNNB1, NR2F6, ESR2, ANKRD2, MAGEH1, INSM1, MAGEA4, MEF2A, PHF21A, HAMP, NR2F2, NELFE, MTDH
GO:0000165	0.233041122801942	1.33512517278452	7.61946323368972	10	776	MAPK cascade	0.488224950463999	CTNNB1, EDN3, GCG, HTR2B, APOE, ITPKB, MEF2A, PLCG2, IL26, NELFE
GO:0000209	0.7310052801438	0.773206568712187	2.57255073096225	2	262	protein polyubiquitination	0.785683258535021	CTNNB1, HAMP
GO:0000226	0.795806727085105	0.746658125133461	6.61793584987999	5	674	microtubule cytoskeleton organization	0.832987482471264	DNAAF8, CTNNB1, ITGB1, PTEN, PSRC1
GO:0000271	0.0271295178240863	4.86655905299973	0.648047130700415	3	66	polysaccharide biosynthetic process	0.355360759667834	GYS1, HAS3, GYG2
GO:0000278	0.303963514438374	1.22334213056468	9.11193541348462	11	928	mitotic cell cycle	0.526799783296818	EXOC5, CTNNB1, EDN3, ITGB1, PTEN, REEP4, CAMK2A, PSRC1, NEK9, KIF20B, CDC25A
GO:0000280	0.279777907860107	1.37845411380089	4.40868426794676	6	449	nuclear division	0.512295410439022	EDN3, C1orf146, PTEN, REEP4, PSRC1, KIF20B
GO:0000281	0.2320833495945	2.23002839856772	0.913157320532402	2	93	mitotic cytokinesis	0.488224950463999	EXOC5, KIF20B
GO:0000288	0.0193578003356219	5.5768875192604	0.569495963342789	3	58	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.355360759667834	DHX9, PATL1, CNOT6L
GO:0000375	0.640094620502198	0.912540324645399	3.27951123718089	3	334	RNA splicing, via transesterification reactions	0.726272820431403	DHX9, HNRNPUL2, NCBP2L
GO:0000377	0.631996087678663	0.923910226507023	3.24023565350207	3	330	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.720483529790435	DHX9, HNRNPUL2, NCBP2L
GO:0000380	0.167895014626734	2.78266892411882	0.736417193977744	2	75	alternative mRNA splicing, via spliceosome	0.439671260662738	DHX9, HNRNPUL2
GO:0000398	0.631996087678663	0.923910226507023	3.24023565350207	3	330	mRNA splicing, via spliceosome	0.720483529790435	DHX9, HNRNPUL2, NCBP2L
GO:0000724	0.553174714756699	1.08529660505014	1.84595243290421	2	188	double-strand break repair via homologous recombination	0.675770733345158	HELQ, ERCC5
GO:0000725	0.294632469441224	1.60231935771632	1.89504691250273	3	193	recombinational repair	0.523259141937221	HELQ, ERCC5, HROB
GO:0000902	0.182221364035859	1.35816172532983	9.78943923194414	13	997	cell morphogenesis	0.450804156431648	CHN1, CHRNA3, CTNNB1, EDN3, APOE, ITGB1, MEF2A, F11R, ANO1, PTEN, DDR1, KIF20B, LZTS3
GO:0000910	0.119181464295301	2.18339815264949	1.87540912066332	4	191	cytokinesis	0.41197917047328	EXOC5, SEPTIN4, OR2A4, KIF20B
GO:0000956	0.122896733630078	2.52570388009525	1.2175430940432	3	124	nuclear-transcribed mRNA catabolic process	0.415064155621433	DHX9, PATL1, CNOT6L
GO:0001501	0.610153232014801	0.946294307196563	5.27274710888065	5	537	skeletal system development	0.709942808992706	CTNNB1, CHADL, HOXA10, PAPPA2, ACVR2A
GO:0001503	0.161384651690219	1.59898843930636	4.46759764346498	7	455	ossification	0.431434949893803	FSTL3, CTNNB1, DHX9, INTU, PTEN, FKRP, ACVR2A
GO:0001508	0.520644760303159	1.15422150882825	1.73794457778748	2	177	action potential	0.656861017983034	KCNA7, KCNJ3
GO:0001525	0.752599452438384	0.793343898573693	6.24481780493127	5	636	angiogenesis	0.799830944297363	CTNNB1, IL18, ITGB1, CAMP, MTDH
GO:0001539	0.633820600274652	0.933000416146484	2.14051931049531	2	218	cilium or flagellum-dependent cell motility	0.722107045227628	KLC3, SEPTIN4
GO:0001558	0.210171357570787	1.53034482758621	3.98647174339952	6	406	regulation of cell growth	0.472888660103901	ESR2, GDF9, APOE, PAPPA2, DDR1, PSRC1
GO:0001568	0.559653464369952	0.991962012643382	8.06131355007637	8	821	blood vessel development	0.677979289015925	CTNNB1, APOE, IL18, ITGB1, NR2F2, CAMP, ANTXR1, MTDH
GO:0001578	0.386663596319352	1.51081670300184	1.33536984507964	2	136	microtubule bundle formation	0.569499011716156	DNAAF8, PSRC1
GO:0001649	0.254741623631198	1.5825079589671	2.56273183504255	4	261	osteoblast differentiation	0.501546195816196	CTNNB1, DHX9, PTEN, ACVR2A
GO:0001654	0.91378132648797	0.488653888521701	4.02574732707833	2	410	eye development	0.926885223151322	CTNNB1, FKRP
GO:0001655	0.137145680527751	3.17556179775281	0.648047130700415	2	66	urogenital system development	0.422487533921656	CTNNB1, HOXA10
GO:0001667	0.0319363678042718	2.62905355832722	2.36635391664848	6	241	ameboidal-type cell migration	0.359037906610354	EDN3, HTR2B, ITGB1, PLCG2, LTB4R2, PTEN
GO:0001678	0.0757211503049958	2.58831990794016	1.59066113899193	4	162	intracellular glucose homeostasis	0.385684997912555	CFTR, GCG, ANO1, ENY2
GO:0001701	0.56111077174798	1.01122123490545	3.95701505564041	4	403	in utero embryonic development	0.678152125865114	CTNNB1, ITGB1, NR2F2, FKRP
GO:0001702	0.0286538669438214	8.14696629213483	0.265110189831988	2	27	gastrulation with mouth forming second	0.355360759667834	CTNNB1, ACVR2A
