Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	GOID
GOTERM_BP_DIRECT	GO:0007155~cell adhesion	30	6.0	0.0009517240169165208	5581, 89790, 6376, 3384, 57502, 1952, 258, 2046, 51148, 3696, 6900, 8642, 4685, 65217, 2683, 9051, 1294, 482, 9074, 4739, 265, 10507, 1048, 324, 57575, 8516, 196264, 8639, 64084, 43	447	677	19512	1.9343134436370484	0.8869057341026336	1.0	1.0	GO:0007155
GOTERM_BP_DIRECT	GO:0007165~signal transduction	72	14.4	0.0011568111424666	5581, 1143, 1140, 81328, 2150, 135924, 23007, 80243, 119764, 238, 4889, 219958, 3091, 27018, 100130520, 119749, 1271, 84707, 29992, 4739, 390648, 79324, 105372280, 1389, 3487, 374383, 5029, 10144, 344758, 727, 4791, 22859, 5563, 390059, 442186, 84867, 2889, 1952, 2920, 135, 258, 81431, 3577, 974, 1233, 51266, 7855, 6009, 9637, 10672, 4987, 2769, 391194, 5295, 5571, 54939, 2782, 9293, 9051, 126541, 401387, 25974, 9693, 265, 81469, 115330, 143496, 3269, 2652, 55879, 346517, 3822	447	2168	19512	1.4496644295302012	0.92931157722882	1.0	1.0	GO:0007165
GOTERM_BP_DIRECT	GO:0031424~keratinization	8	1.6	0.0014974608878179	448835, 5493, 254910, 84648, 353140, 3891, 337968, 3888	447	74	19512	4.7190277525848	0.9676213800311384	1.0	1.0	GO:0031424
GOTERM_BP_DIRECT	GO:0007186~G protein-coupled receptor signaling pathway	40	8.0	0.0017553507949347	22859, 6376, 390059, 81328, 442186, 2150, 135924, 1952, 80243, 135, 81431, 26033, 3577, 1233, 119764, 7855, 10672, 4987, 4889, 219958, 2769, 391194, 4881, 2782, 119749, 9293, 126541, 9693, 390648, 79324, 81469, 115330, 143496, 105372280, 3269, 2652, 5029, 346517, 344758, 727	447	1041	19512	1.6772721118697176	0.9820744569958828	1.0	1.0	GO:0007186
GOTERM_BP_DIRECT	GO:0086064~cell communication by electrical coupling involved in cardiac conduction	4	0.8	0.0028601362640763	6262, 476, 6546, 482	447	13	19512	13.431078988125968	0.9985787695138326	1.0	1.0	GO:0086064
GOTERM_BP_DIRECT	GO:0036376~sodium ion export across plasma membrane	4	0.8	0.0043983686633429	476, 6546, 482, 483	447	15	19512	11.64026845637584	0.9999585105799306	1.0	1.0	GO:0036376
GOTERM_BP_DIRECT	GO:1904781~positive regulation of protein localization to centrosome	3	0.6	0.010145235309179	324, 636, 50855	447	7	19512	18.70757430488974	0.9999999999270353	1.0	1.0	GO:1904781
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	18	3.6	0.0107625238422431	22859, 4881, 25974, 23765, 682, 1952, 2215, 3577, 941, 974, 1233, 2322, 51266, 7855, 3696, 80380, 727, 925	447	399	19512	1.9692183478831304	0.9999999999825022	1.0	1.0	GO:0007166
GOTERM_BP_DIRECT	GO:0001837~epithelial to mesenchymal transition	6	1.2	0.0118957807738063	265, 650, 3091, 1655, 80709, 5534	447	60	19512	4.365100671140939	0.9999999999987308	1.0	1.0	GO:0001837
GOTERM_BP_DIRECT	GO:0006883~intracellular sodium ion homeostasis	4	0.8	0.013227791079342	476, 6546, 482, 483	447	22	19512	7.936546674801709	0.9999999999999422	1.0	1.0	GO:0006883
