ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0006555	methionine metabolic process	2/45	16/18888	0.125	52.4666666666667	10.064444090968	0.000652034586067923	0.223994751407747	0.189118375640313	MAT1A/MTAP	2
GO:0042147	retrograde transport, endosome to Golgi	3/45	98/18888	0.0306122448979592	12.8489795918367	5.74702812162061	0.00164103187243263	0.223994751407747	0.189118375640313	HEATR5B/ERC1/RIC1	3
GO:0042744	hydrogen peroxide catabolic process	2/45	31/18888	0.0645161290322581	27.0795698924731	7.10162431839432	0.00246989329381414	0.223994751407747	0.189118375640313	LPO/HBQ1	2
GO:0000096	sulfur amino acid metabolic process	2/45	34/18888	0.0588235294117647	24.6901960784314	6.75645806244129	0.00296631991937632	0.223994751407747	0.189118375640313	MAT1A/MTAP	2
GO:1901099	negative regulation of signal transduction in absence of ligand	2/45	35/18888	0.0571428571428571	23.9847619047619	6.65114660557125	0.00314134467708608	0.223994751407747	0.189118375640313	IL7/PF4	2
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	2/45	35/18888	0.0571428571428571	23.9847619047619	6.65114660557125	0.00314134467708608	0.223994751407747	0.189118375640313	IL7/PF4	2
GO:0009636	response to toxic substance	4/45	260/18888	0.0153846153846154	6.4574358974359	4.33016978787929	0.00335659735656349	0.223994751407747	0.189118375640313	LPO/EPHX1/FECH/HBQ1	4
GO:0016482	cytosolic transport	3/45	138/18888	0.0217391304347826	9.12463768115942	4.6811831470836	0.00432740593223067	0.223994751407747	0.189118375640313	HEATR5B/ERC1/RIC1	3
GO:0009066	aspartate family amino acid metabolic process	2/45	45/18888	0.0444444444444444	18.6548148148148	5.79438198996111	0.00514842484811662	0.223994751407747	0.189118375640313	MAT1A/MTAP	2
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	2/45	46/18888	0.0434782608695652	18.2492753623188	5.72399168607558	0.00537432774112351	0.223994751407747	0.189118375640313	IL7/PF4	2
GO:0046622	positive regulation of organ growth	2/45	53/18888	0.0377358490566038	15.8389937106918	5.28654941780861	0.00708024311916568	0.223994751407747	0.189118375640313	IL7/PROX1	2
GO:0048639	positive regulation of developmental growth	3/45	169/18888	0.0177514792899408	7.4508875739645	4.11655788121044	0.00758184762210952	0.223994751407747	0.189118375640313	IL7/PROX1/DSCAM	3
