p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name
0.0211570301221199	16072	445	400	0.898876404494382	0.0248880039820806	GO:0008150	GO:BP	biological_process
0.04151529712234	15587	445	388	0.871910112359551	0.0248925386540065	GO:0009987	GO:BP	cellular process
0.04151529712234	5947	445	174	0.391011235955056	0.0292584496384732	GO:0007154	GO:BP	cell communication
0.04151529712234	5923	445	174	0.391011235955056	0.0293770048961675	GO:0023052	GO:BP	signaling
0.04151529712234	5440	445	161	0.361797752808989	0.0295955882352941	GO:0007165	GO:BP	signal transduction
0.04151529712234	5765	445	169	0.379775280898876	0.0293148308759757	GO:0048856	GO:BP	anatomical structure development
0.04151529712234	6272	445	182	0.408988764044944	0.0290178571428571	GO:0032502	GO:BP	developmental process
0.04151529712234	6742	445	193	0.433707865168539	0.0286265203203797	GO:0051716	GO:BP	cellular response to stimulus
0.0976398822656097	24	445	5	0.0112359550561798	0.208333333333333	GO:2000193	GO:BP	positive regulation of fatty acid transport
0.0994064154201036	1199	445	47	0.10561797752809	0.0391993327773144	GO:0071495	GO:BP	cellular response to endogenous stimulus
0.0994064154201036	14	445	4	0.0089887640449438	0.285714285714286	GO:0032308	GO:BP	positive regulation of prostaglandin secretion
0.122029366836779	15	445	4	0.0089887640449438	0.266666666666667	GO:0032306	GO:BP	regulation of prostaglandin secretion
0.12567149194083	6740	445	188	0.42247191011236	0.027893175074184	GO:0032501	GO:BP	multicellular organismal process
0.12567149194083	28	445	5	0.0112359550561798	0.178571428571429	GO:0034698	GO:BP	response to gonadotropin
0.12567149194083	8052	445	219	0.492134831460674	0.0271982116244411	GO:0050896	GO:BP	response to stimulus
0.180292599822368	46	445	6	0.0134831460674157	0.130434782608696	GO:0032309	GO:BP	icosanoid secretion
0.182911754152899	18	445	4	0.0089887640449438	0.222222222222222	GO:0071371	GO:BP	cellular response to gonadotropin stimulus
0.185465892969218	2697	445	86	0.193258426966292	0.0318872821653689	GO:0007166	GO:BP	cell surface receptor signaling pathway
0.188631187292954	32	445	5	0.0112359550561798	0.15625	GO:2000352	GO:BP	negative regulation of endothelial cell apoptotic process
0.193413659467603	19	445	4	0.0089887640449438	0.210526315789474	GO:0032310	GO:BP	prostaglandin secretion
0.216849030728288	20	445	4	0.0089887640449438	0.2	GO:0032305	GO:BP	positive regulation of icosanoid secretion
0.216849030728288	34	445	5	0.0112359550561798	0.147058823529412	GO:2000191	GO:BP	regulation of fatty acid transport
0.219145103850585	51	445	6	0.0134831460674157	0.117647058823529	GO:0140353	GO:BP	lipid export from cell
0.224361260350678	2321	445	75	0.168539325842697	0.032313657906075	GO:0006796	GO:BP	phosphate-containing compound metabolic process
0.224361260350678	2324	445	75	0.168539325842697	0.0322719449225473	GO:0006793	GO:BP	phosphorus metabolic process
0.248856163891187	3	445	2	0.0044943820224719	0.666666666666667	GO:0003104	GO:BP	positive regulation of glomerular filtration
0.248856163891187	22	445	4	0.0089887640449438	0.181818181818182	GO:0032303	GO:BP	regulation of icosanoid secretion
0.248856163891187	1462	445	51	0.114606741573034	0.0348837209302326	GO:0009719	GO:BP	response to endogenous stimulus
0.248856163891187	3	445	2	0.0044943820224719	0.666666666666667	GO:0045925	GO:BP	positive regulation of female receptivity
0.248856163891187	2927	445	90	0.202247191011236	0.0307482063546293	GO:0033036	GO:BP	macromolecule localization
0.248856163891187	3	445	2	0.0044943820224719	0.666666666666667	GO:0002266	GO:BP	follicular dendritic cell activation
0.313617653489747	123	445	9	0.0202247191011236	0.0731707317073171	GO:0008286	GO:BP	insulin receptor signaling pathway
0.379974283574714	142	445	8	0.0179775280898876	0.0563380281690141	GO:0050671	GO:BP	positive regulation of lymphocyte proliferation
0.379974283574714	10	445	2	0.0044943820224719	0.2	GO:1904179	GO:BP	positive regulation of adipose tissue development
0.379974283574714	10	445	2	0.0044943820224719	0.2	GO:0060430	GO:BP	lung saccule development
0.379974283574714	747	445	26	0.0584269662921348	0.034805890227577	GO:0007268	GO:BP	chemical synaptic transmission
0.379974283574714	964	445	32	0.0719101123595506	0.033195020746888	GO:0046903	GO:BP	secretion
0.379974283574714	2272	445	67	0.150561797752809	0.0294894366197183	GO:0009605	GO:BP	response to external stimulus
0.379974283574714	1295	445	44	0.098876404494382	0.033976833976834	GO:0007267	GO:BP	cell-cell signaling
0.379974283574714	402	445	17	0.0382022471910112	0.0422885572139304	GO:0009615	GO:BP	response to virus
0.379974283574714	890	445	30	0.0674157303370786	0.0337078651685393	GO:0009725	GO:BP	response to hormone
0.379974283574714	10	445	2	0.0044943820224719	0.2	GO:0060536	GO:BP	cartilage morphogenesis
0.379974283574714	170	445	9	0.0202247191011236	0.0529411764705882	GO:1903555	GO:BP	regulation of tumor necrosis factor superfamily cytokine production
0.379974283574714	333	445	14	0.0314606741573034	0.042042042042042	GO:0060562	GO:BP	epithelial tube morphogenesis
0.379974283574714	6	445	2	0.0044943820224719	0.333333333333333	GO:0007171	GO:BP	activation of transmembrane receptor protein tyrosine kinase activity
0.379974283574714	621	445	23	0.051685393258427	0.037037037037037	GO:0007169	GO:BP	cell surface receptor protein tyrosine kinase signaling pathway
0.379974283574714	953	445	35	0.0786516853932584	0.0367261280167891	GO:0007167	GO:BP	enzyme-linked receptor protein signaling pathway
0.379974283574714	43	445	4	0.0089887640449438	0.0930232558139535	GO:0046839	GO:BP	phospholipid dephosphorylation
0.379974283574714	39	445	4	0.0089887640449438	0.102564102564103	GO:0046677	GO:BP	response to antibiotic
0.379974283574714	172	445	10	0.0224719101123595	0.0581395348837209	GO:0046661	GO:BP	male sex differentiation
0.379974283574714	305	445	15	0.0337078651685393	0.0491803278688525	GO:0046651	GO:BP	lymphocyte proliferation
0.379974283574714	39	445	4	0.0089887640449438	0.102564102564103	GO:0046627	GO:BP	negative regulation of insulin receptor signaling pathway
0.379974283574714	66	445	5	0.0112359550561798	0.0757575757575758	GO:0046626	GO:BP	regulation of insulin receptor signaling pathway
0.379974283574714	119	445	7	0.0157303370786517	0.0588235294117647	GO:0007088	GO:BP	regulation of mitotic nuclear division
0.379974283574714	59	445	5	0.0112359550561798	0.0847457627118644	GO:0061178	GO:BP	regulation of insulin secretion involved in cellular response to glucose stimulus
0.379974283574714	4583	445	126	0.28314606741573	0.0274929085751691	GO:0007275	GO:BP	multicellular organism development
0.379974283574714	101	445	7	0.0157303370786517	0.0693069306930693	GO:0060349	GO:BP	bone morphogenesis
0.379974283574714	17	445	3	0.0067415730337078	0.176470588235294	GO:0009404	GO:BP	toxin metabolic process
0.379974283574714	2515	445	73	0.164044943820225	0.0290258449304175	GO:0007399	GO:BP	nervous system development
0.379974283574714	10757	445	267	0.6	0.0248210467602491	GO:0050789	GO:BP	regulation of biological process
