geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId
GO:0061436	establishment of skin barrier	http://amigo.geneontology.org/amigo/term/GO:0061436	33	2	0.08644400785854617	23.136363636363637	0.0033628633048271984	1	8841;64834
GO:0033687	osteoblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0033687	34	2	0.08906352324819908	22.455882352941178	0.0035671160297500205	1	5610;10234
GO:0090678	cell dedifferentiation involved in phenotypic switching	http://amigo.geneontology.org/amigo/term/GO:0090678	2	1	0.005239030779305829	190.875	0.005232324470726407	1	93145
GO:1905174	regulation of vascular associated smooth muscle cell dedifferentiation	http://amigo.geneontology.org/amigo/term/GO:1905174	2	1	0.005239030779305829	190.875	0.005232324470726407	1	93145
GO:1990936	vascular associated smooth muscle cell dedifferentiation	http://amigo.geneontology.org/amigo/term/GO:1990936	2	1	0.005239030779305829	190.875	0.005232324470726407	1	93145
GO:0009150	purine ribonucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009150	441	5	1.1552062868369353	4.328231292517007	0.0057035097892481615	1	4716;8870;23597;64834;65990
GO:0032006	regulation of TOR signaling	http://amigo.geneontology.org/amigo/term/GO:0032006	145	3	0.3798297314996726	7.898275862068965	0.006442731954495676	1	6098;8841;81610
GO:0009259	ribonucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009259	461	5	1.2075965946299934	4.140455531453362	0.006857193632337828	1	4716;8870;23597;64834;65990
GO:0019693	ribose phosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019693	475	5	1.2442698100851342	4.018421052631579	0.007756702339019747	1	4716;8870;23597;64834;65990
GO:0033693	neurofilament bundle assembly	http://amigo.geneontology.org/amigo/term/GO:0033693	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	4744
GO:0099185	postsynaptic intermediate filament cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0099185	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	4744
GO:0014707	branchiomeric skeletal muscle development	http://amigo.geneontology.org/amigo/term/GO:0014707	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	5307
GO:1902407	assembly of actomyosin apparatus involved in mitotic cytokinesis	http://amigo.geneontology.org/amigo/term/GO:1902407	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	10788
GO:1903475	mitotic actomyosin contractile ring assembly	http://amigo.geneontology.org/amigo/term/GO:1903475	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	10788
GO:1903479	mitotic actomyosin contractile ring assembly actin filament organization	http://amigo.geneontology.org/amigo/term/GO:1903479	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	10788
GO:1905706	regulation of mitochondrial ATP synthesis coupled proton transport	http://amigo.geneontology.org/amigo/term/GO:1905706	3	1	0.007858546168958742	127.25000000000001	0.007838444013712465	1	65990
GO:0031929	TOR signaling	http://amigo.geneontology.org/amigo/term/GO:0031929	165	3	0.43222003929273084	6.940909090909091	0.00917897951447051	1	6098;8841;81610
