GO.ID	Term	Annotated	Significant	Expected	topgoFisher	FDR	Symbol
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	86	4	0.84	0.2534	1	PTEN, NR2F2, PSRC1, CDC25A
GO:0000082	G1/S transition of mitotic cell cycle	256	4	2.51	0.0264	1	ITGB1, PTEN, CAMK2A, CDC25A
GO:0000122	negative regulation of transcription by RNA polymerase II	936	16	9.19	0.0222	1	NCOA2, SGF29, MAGEE2, CTNNB1, NR2F6, ESR2, ANKRD2, MAGEH1, INSM1, MAGEA4, MEF2A, PHF21A, HAMP, NR2F2, NELFE, MTDH
GO:0000165	MAPK cascade	776	10	7.62	0.5510	1	CTNNB1, EDN3, GCG, HTR2B, APOE, ITPKB, MEF2A, PLCG2, IL26, NELFE
GO:0000209	protein polyubiquitination	262	2	2.57	0.9002	1	CTNNB1, HAMP
GO:0000226	microtubule cytoskeleton organization	674	5	6.62	1.0000	1	DNAAF8, CTNNB1, ITGB1, PTEN, PSRC1
GO:0000271	polysaccharide biosynthetic process	66	3	0.65	1.0000	1	GYS1, HAS3, GYG2
GO:0000278	mitotic cell cycle	928	11	9.11	1.0000	1	EXOC5, CTNNB1, EDN3, ITGB1, PTEN, REEP4, CAMK2A, PSRC1, NEK9, KIF20B, CDC25A
GO:0000280	nuclear division	449	6	4.41	1.0000	1	EDN3, C1orf146, PTEN, REEP4, PSRC1, KIF20B
GO:0000281	mitotic cytokinesis	93	2	0.91	0.3948	1	EXOC5, KIF20B
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	58	3	0.57	1.0000	1	DHX9, PATL1, CNOT6L
GO:0000375	RNA splicing, via transesterification reactions	334	3	3.28	1.0000	1	DHX9, HNRNPUL2, NCBP2L
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	330	3	3.24	1.0000	1	DHX9, HNRNPUL2, NCBP2L
GO:0000380	alternative mRNA splicing, via spliceosome	75	2	0.74	0.1679	1	DHX9, HNRNPUL2
GO:0000398	mRNA splicing, via spliceosome	330	3	3.24	1.0000	1	DHX9, HNRNPUL2, NCBP2L
GO:0000724	double-strand break repair via homologous recombination	188	2	1.85	0.6279	1	HELQ, ERCC5
GO:0000725	recombinational repair	193	3	1.9	0.0481	1	HELQ, ERCC5, HROB
GO:0000902	cell morphogenesis	997	13	9.79	1.0000	1	CHN1, CHRNA3, CTNNB1, EDN3, APOE, ITGB1, MEF2A, F11R, ANO1, PTEN, DDR1, KIF20B, LZTS3
GO:0000910	cytokinesis	191	4	1.88	1.0000	1	EXOC5, SEPTIN4, OR2A4, KIF20B
GO:0000956	nuclear-transcribed mRNA catabolic process	124	3	1.22	1.0000	1	DHX9, PATL1, CNOT6L
GO:0001501	skeletal system development	537	5	5.27	0.5565	1	CTNNB1, CHADL, HOXA10, PAPPA2, ACVR2A
GO:0001503	ossification	455	7	4.47	0.5419	1	FSTL3, CTNNB1, DHX9, INTU, PTEN, FKRP, ACVR2A
GO:0001508	action potential	177	2	1.74	0.5891	1	KCNA7, KCNJ3
GO:0001525	angiogenesis	636	5	6.24	0.8330	1	CTNNB1, IL18, ITGB1, CAMP, MTDH
GO:0001539	cilium or flagellum-dependent cell motility	218	2	2.14	1.0000	1	KLC3, SEPTIN4
GO:0001558	regulation of cell growth	406	6	3.99	0.5213	1	ESR2, GDF9, APOE, PAPPA2, DDR1, PSRC1
GO:0001568	blood vessel development	821	8	8.06	0.4203	1	CTNNB1, APOE, IL18, ITGB1, NR2F2, CAMP, ANTXR1, MTDH
GO:0001578	microtubule bundle formation	136	2	1.34	0.2638	1	DNAAF8, PSRC1
GO:0001649	osteoblast differentiation	261	4	2.56	0.6466	1	CTNNB1, DHX9, PTEN, ACVR2A
GO:0001654	eye development	410	2	4.03	1.0000	1	CTNNB1, FKRP
GO:0001655	urogenital system development	66	2	0.65	1.0000	1	CTNNB1, HOXA10
GO:0001667	ameboidal-type cell migration	241	6	2.37	1.0000	1	EDN3, HTR2B, ITGB1, PLCG2, LTB4R2, PTEN
GO:0001678	intracellular glucose homeostasis	162	4	1.59	1.0000	1	CFTR, GCG, ANO1, ENY2
GO:0001701	in utero embryonic development	403	4	3.96	0.6021	1	CTNNB1, ITGB1, NR2F2, FKRP
GO:0001702	gastrulation with mouth forming second	27	2	0.27	0.0287	1	CTNNB1, ACVR2A
GO:0001704	formation of primary germ layer	131	2	1.29	1.0000	1	CTNNB1, ITGB1
GO:0001708	cell fate specification	110	3	1.08	0.3875	1	CTNNB1, ITGB1, ESRP1
GO:0001736	establishment of planar polarity	30	2	0.29	0.0348	1	EXOC5, INTU
GO:0001738	morphogenesis of a polarized epithelium	54	2	0.53	1.0000	1	EXOC5, INTU
GO:0001755	neural crest cell migration	57	2	0.56	0.1079	1	EDN3, HTR2B
GO:0001763	morphogenesis of a branching structure	207	2	2.03	1.0000	1	CTNNB1, DDR1
GO:0001764	neuron migration	189	6	1.86	0.1215	1	CTNNB1, SEPTIN4, NR2F2, FKRP, CAMK2A, KIF20B
GO:0001775	cell activation	1138	13	11.17	1.0000	1	CTNNB1, IL36B, IFNA2, APOE, IL18, ITGB1, ITPKB, NKG7, F11R, PLCG2, SASH3, HAMP, CAMP
GO:0001776	leukocyte homeostasis	113	2	1.11	1.0000	1	ITPKB, SASH3
GO:0001816	cytokine production	887	12	8.71	1.0000	1	CHUK, DHX9, HTR2B, IFNA2, RAET1G, IL18, F11R, PLCG2, SASH3, IL26, MAVS, CAMP
GO:0001817	regulation of cytokine production	880	12	8.64	0.4139	1	CHUK, DHX9, HTR2B, IFNA2, RAET1G, IL18, F11R, PLCG2, SASH3, IL26, MAVS, CAMP
GO:0001819	positive regulation of cytokine production	507	10	4.98	0.2916	1	CHUK, DHX9, HTR2B, RAET1G, IL18, PLCG2, SASH3, IL26, MAVS, CAMP
GO:0001837	epithelial to mesenchymal transition	192	3	1.89	1.0000	1	CTNNB1, PTEN, KBTBD8
GO:0001838	embryonic epithelial tube formation	115	2	1.13	1.0000	1	CTNNB1, KIF20B
GO:0001878	response to yeast	14	2	0.14	0.0081	1	PLCG2, CAMP
GO:0001894	tissue homeostasis	270	5	2.65	1.0000	1	CTNNB1, ITGB1, F11R, SASH3, HAMP
GO:0001906	cell killing	259	6	2.54	1.0000	1	RAET1G, IL18, NKG7, HAMP, PVR, CAMP
GO:0001909	leukocyte mediated cytotoxicity	146	4	1.43	1.0000	1	RAET1G, IL18, NKG7, PVR
GO:0001910	regulation of leukocyte mediated cytotoxicity	98	2	0.96	1.0000	1	RAET1G, PVR
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	71	2	0.7	1.0000	1	RAET1G, PVR
GO:0001913	T cell mediated cytotoxicity	59	2	0.58	1.0000	1	RAET1G, PVR
GO:0001914	regulation of T cell mediated cytotoxicity	51	2	0.5	1.0000	1	RAET1G, PVR
GO:0001916	positive regulation of T cell mediated cytotoxicity	41	2	0.4	0.3183	1	RAET1G, PVR
GO:0001932	regulation of protein phosphorylation	717	14	7.04	1.0000	1	CHRNA3, EDN3, GCG, RSPO1, APOE, IL18, INSM1, PLCG2, PTEN, MAVS, NR2F2, PSRC1, ACVR2A, CDC25A
GO:0001933	negative regulation of protein phosphorylation	236	4	2.32	0.4818	1	APOE, INSM1, PTEN, NR2F2
GO:0001934	positive regulation of protein phosphorylation	454	9	4.46	0.0510	1	CHRNA3, EDN3, GCG, RSPO1, IL18, PLCG2, MAVS, PSRC1, ACVR2A
GO:0001935	endothelial cell proliferation	202	4	1.98	1.0000	1	HTR2B, APOE, ATP5F1A, NR2F2
